,fight_payout,choice_fstar,net_odds,choice_ev,choice_juice,choice_decimal_odds,parlay_net,parlay_net_odds,pct_bankroll_gain_per,pct_bankroll_gain_parlay,pct_bankroll_gain_total,event_payout_per_fight,bankroll_postevent,sigma_portfolio_scaled,beta_post,event_net_odds,portfolio_fscaled,portfolio_sigma,mu_portfolio,sharpe_portfolio,choice_bet_sharpe,choice_bet_sigma,k,date,fighter_red,fighter_blue,choice_proba,red_proba,blue_proba,pred_winner,winner,choice_idx,open_red,open_blue,kelly_edge,real_odds_blue,real_odds_red,fstar_net,juice_open_red,juice_open_blue,juice_close1_red,juice_close1_blue,juice_close2_red,juice_close2_blue,close1_red,close1_blue,close2_red,close2_blue
0,80.18986586870695,0.03207594634748278,1.25,0.16276460570764784,0.0228214606599026,2.25,141.61189078941862,2.207446808510638,0.04009493293435347,0.07080594539470932,0.11090087832906279,80.18986586870695,2221.8017566581257,0.021250805836672215,1,1.25,0.13811624308992324,0.021250805836672215,0.003104913342398547,0.14610802838546677,0.14610802838546677,0.15386174255287605,1.0,2023-04-29,cody durden,charles johnson,0.516784269203399,0.516784269203399,0.4832157307966009,1,1.0,1,125.0,-145.0,0.13811624308992324,1.7692307692307692,2.25,0.03207594634748278,0.0194213773997447,0.0168598017385772,0.0449283699489844,0.0391052434963937,0.005095143477187,0.0045666922716053,110.0,-155.0,125.0,-130.0
1,0.0,0.0,0.0,-0.02810399057244961,0.0228214606599026,1.425531914893617,141.61189078941862,2.207446808510638,0.0,0.07080594539470932,0.11090087832906279,80.18986586870695,2221.8017566581257,0.021250805836672215,1,1.25,0.0,0.021250805836672215,0.003104913342398547,0.14610802838546677,0.0,0.0,1.0,2023-04-29,rodolfo vieira,cody brundage,0.6817777976581324,0.6817777976581324,0.3182222023418676,1,1.0,1,-200.0,170.0,0.0,3.05,1.425531914893617,0.03207594634748278,0.0158443011302963,0.0211927359067407,0.0248827236883212,0.0366252128196153,0.0120174704327312,0.0173439193397179,-250.0,188.0,-235.0,205.0
2,0.0,0.0,0.0,-0.04861746367565989,0.0228214606599026,1.7407407407407407,141.61189078941862,2.207446808510638,0.0,0.07080594539470932,0.11090087832906279,80.18986586870695,2221.8017566581257,0.021250805836672215,1,1.25,0.0,0.021250805836672215,0.003104913342398547,0.14610802838546677,0.0,0.0,1.0,2023-04-29,song yadong,ricky simon,0.5465389038458975,0.4534610961541024,0.5465389038458975,0,1.0,0,115.0,-140.0,0.0,1.7407407407407407,2.22,0.03207594634748278,0.0256281517431981,0.0228214606599026,0.0350969798358282,0.0312574307808775,0.0131814660812453,0.011737069475588,110.0,-144.0,122.0,-135.0
3,-83.78094363674296,0.037708559454359344,-1.0,0.05740777707409306,0.0147188271240251,1.9523809523809523,624.5579134549541,4.0525,-0.037708559454359344,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,0.00801609724819338,0.22276730963433722,0.12731326472608542,0.5715078434760673,0.05889818948909936,0.04789114392563228,0.16314604580787312,2023-05-06,marina rodriguez,virna jandiroba,0.541599105330633,0.541599105330633,0.4584008946693669,1,0.0,1,-275.0,235.0,0.049134486885654804,2.1,1.9523809523809523,0.031657078707305,0.0124968059878638,0.0193439900320366,0.0559240901305073,0.0587915635728345,-0.0057168347376098,-0.0058975671206943,-138.0,-115.0,-105.0,110.0
4,0.0,0.0,0.0,-0.007759016141992869,0.0147188271240251,1.5882352941176472,624.5579134549541,4.0525,0.0,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,0.0,0.22276730963433722,0.12731326472608542,0.5715078434760673,0.0,0.0,0.16314604580787312,2023-05-06,kennedy nzechukwu,devin clark,0.6247443231698563,0.6247443231698563,0.3752556768301437,1,1.0,1,115.0,-135.0,0.0,2.63,1.5882352941176472,0.031657078707305,0.0208335315063746,0.0187508326697758,0.0266800730425597,0.0342609700413404,0.0043666852435162,0.0054910812682426,-188.0,145.0,-170.0,163.0
5,0.0,0.0,0.0,-0.015585134453650451,0.0147188271240251,1.4716981132075473,624.5579134549541,4.0525,0.0,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,0.0,0.22276730963433722,0.12731326472608542,0.5715078434760673,0.0,0.0,0.16314604580787312,2023-05-06,drew dober,matt frevola,0.66889728043534,0.66889728043534,0.33110271956466,1,0.0,1,-350.0,285.0,0.0,3.0,1.4716981132075473,0.031657078707305,0.0137757898776073,0.0237422476404303,0.0316294610237879,0.0462926168982899,0.0053764489545775,0.0074440638659352,-250.0,175.0,-212.0,200.0
6,90.33931797776103,0.03011880475669138,1.35,0.21258441873098788,0.0147188271240251,2.35,624.5579134549541,4.0525,0.040660386421533364,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,0.02891778295474646,0.22276730963433722,0.12731326472608542,0.5715078434760673,0.18406369115116053,0.2047159799083521,0.16314604580787312,2023-05-06,belal muhammad,gilbert burns,0.5159933696727608,0.5159933696727608,0.4840066303272392,1,1.0,1,140.0,-180.0,0.17725089695891938,1.6666666666666663,2.35,0.031657078707305,0.0331674969321992,0.0263563125916101,0.03460912100287,0.029205987655288,0.013811657209024,0.0117202576845929,123.0,-160.0,135.0,-150.0
7,100.27848591280338,0.03924683340497296,1.15,0.5557888886263694,0.0147188271240251,2.15,624.5579134549541,4.0525,0.045133858415718896,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,0.07596393172291063,0.22276730963433722,0.12731326472608542,0.5715078434760673,0.5482571672406711,0.47201567892763147,0.16314604580787312,2023-05-06,aljamain sterling,henry cejudo,0.7236227388959858,0.7236227388959858,0.2763772611040141,1,1.0,1,-150.0,130.0,0.4656192023946973,2.0,2.15,0.031657078707305,0.0160173649636899,0.0187652437319623,0.0609381398965298,0.0589844906643987,-0.0176921183454624,-0.0171916025847701,-120.0,-135.0,115.0,100.0
8,0.0,0.0005028828244752864,0.0,-0.007925741727015545,0.0147188271240251,1.6451612903225803,624.5579134549541,4.0525,0.0,0.2811042486501447,0.32918993403303765,106.83686025382144,2953.1965303669012,0.03634360570210023,1,1.5,8.20433443178377e-05,0.22276730963433722,0.12731326472608542,0.5715078434760673,-0.009845630220758248,0.0004048211537885948,0.16314604580787312,2023-05-06,kron gracie,charles jourdain,0.6030255295384809,0.3969744704615191,0.6030255295384809,0,0.0,0,160.0,-185.0,0.0005028828244752864,1.6451612903225803,2.48,0.031657078707305,0.0190193645089032,0.0147188271240251,0.0424005128111958,0.0334810524320714,0.0060516039053085,0.0050173398012063,135.0,-186.0,148.0,-155.0
9,0.0,0.0,0.0,-0.022885767090011805,0.0175441148904891,1.2,-265.05483170268843,-1.0,0.0,-0.08975184312225856,-0.09772541295465237,-23.54751876366356,2664.594179900549,0.03634360570210023,1,0.3520689655172413,0.0,0.1421286668794812,0.05742351017392501,0.40402482788794186,0.0,0.0,0.2557091859091171,2023-05-13,jairzinho rozenstruik,jailton almeida,0.8142618607583235,0.1857381392416764,0.8142618607583235,0,0.0,0,260.0,-310.0,0.0,1.2,5.0,0.04991387768897261,0.0210078875174705,0.012867451235917,0.0430723840747737,0.0202357153423898,0.0222655105052422,0.011067822828091,360.0,-549.0,400.0,-500.0
