date,expected_return_pct,stake_fraction,uncertainty_multiplier,n_fights,mean_absolute_decimal_change,movement_pct,pct_opening_ev
2025-03-29,9.601910071276908,0.9830727362665886,0.8656247051560633,10,0.02738277987006077,8,78.89515486359673
2025-04-05,1.7440253206074108,0.27104386943063347,0.8278810031882389,5,0.049730730919805025,8,66.62020958947168
2025-04-12,4.929843812588219,0.7591554635155411,0.7986738247270242,11,0.03436613673334931,8,46.56493156383699
2025-04-26,2.124317136128242,0.3892024300771306,0.7526901128834952,10,0.05294405509291562,8,85.85244923298794
2025-05-03,4.760437257768337,0.666477026146736,0.7793539040954248,11,0.024157230944687802,8,44.72759659245323
2025-05-10,3.8942818988885963,0.686385346060303,0.7336892203540172,12,0.01404738144006142,8,86.0230264628607
2025-05-17,3.8455259029335074,0.4997198703759862,0.8103021523741433,8,0.022318929723380232,8,61.245291088775616
2025-05-31,1.1593758696016927,0.2674261320986438,0.6772227474616968,6,0.018036274111600508,8,53.147364511772615
2025-06-07,4.6751188251373135,0.6466303809057476,0.7999811996449372,8,0.028498272580999046,8,56.69139374590537
2025-06-14,4.359923907590223,0.6799910061011829,0.838550917789245,10,0.02702677948243424,8,49.34129237250079
2025-06-21,3.4361643246457545,0.45830850345861784,0.780258214382528,8,0.019350626451863098,8,38.85833931702017
2025-06-28,4.5592029270054155,0.7963485882212961,0.7757637027437398,10,0.01472335389317363,8,45.67735247507016
2025-07-12,4.079165795548074,0.6953580722560513,0.7359617660948551,11,0.02521616297494509,8,69.05704313045354
2025-07-19,0.11301176411031232,0.04462816473574165,0.47077317942947594,2,0.004827009056517284,8,35.770917493742026
2025-07-26,5.865918533229947,0.6383968352194493,0.7960142326234814,10,0.006238383641636591,8,117.12954025402267
2025-08-02,7.658485139824009,0.8139322633681608,0.8204466251466173,11,0.015563386384177353,8,68.4902927178978
2025-08-09,13.932463630759262,0.8563459895807545,0.9051638030013309,11,0.024269397875017484,8,75.26075806617074
2025-08-16,2.6834308396011717,0.5216632947588483,0.8259804574745234,9,0.020257241254061586,8,60.102248854422214
2025-08-23,9.582859865663693,0.6245921127466554,0.8397488416436487,9,0.015973647486074907,8,87.2384689746722
2025-09-06,2.17757947423064,0.36280818217259103,0.6884020406228498,8,0.02612294691374986,8,63.00703808022347
2025-09-13,17.24089376175572,0.917782065624881,0.892741270442179,9,0.021651520352937763,8,80.92744534555317
2025-09-27,2.506723066457682,0.6527197519784392,0.6744746954105092,8,0.018088033634468537,8,51.275785655593765
2025-10-04,7.307793240804942,1.0,0.8230216832559492,9,0.023594741770282264,8,84.97576836667064
2025-10-11,5.615112566834347,0.816734475575216,0.8233314896667315,11,0.029202603004850114,8,47.78467971372985
2025-10-18,2.6724411168979363,0.47142672001835606,0.7180358659190476,10,0.022039509922418488,8,120.61119621368856
2025-10-25,8.046889118863563,1.0,0.7770135370347528,11,0.039808343816078604,8,66.89457886180806
2025-11-01,7.633983871898989,0.8321718582044008,0.8243135763765188,11,0.02257305352102795,8,61.15793763028801
2025-11-08,9.250380387968358,0.962135368915378,0.8196467549486304,10,0.04129361378750148,8,124.51661824027757
2025-11-15,2.4464599681694925,0.5959974528739704,0.7418764617698631,10,0.031165292482608343,8,49.53297506916556
2025-11-22,5.4900717373081775,0.8528209880288722,0.7997871710766299,8,0.028206646136000935,8,58.51676601308748
2025-12-06,6.916792468864194,0.9999999999999998,0.822276395160102,12,0.028404778972806372,8,53.37632276345968
2025-12-13,2.6924232245361726,0.34110659038267455,0.8095154811780952,5,0.03408408100105096,8,73.22234373686867
2026-01-24,2.407529443551825,0.49685451702514855,0.7544698365079977,7,0.03883107296227709,8,36.705187560819255
