date,target_pct_opening_ev,candidate_count,qualifying_unique_combinations,opening_ev_pct,tolerance_pp,status,achieved_ev_ratio_min,achieved_ev_ratio_max,scenario_realized_return_min_pct,scenario_realized_return_max_pct
2025-06-14,80,50000,702,8.836258026391143,1.0,qualified,79.00276217204679,80.99940598325766,1.9784949596579309,37.26588033995198
2025-06-14,90,50000,1590,8.836258026391143,1.0,qualified,89.00585663939808,90.99983998401278,15.777282543845454,39.25584955010906
2025-06-14,100,50000,2583,8.836258026391143,1.0,qualified,99.00149367941434,100.99496119576965,17.323299703990745,40.32104985211203
2025-06-21,50,50000,2543,8.84279767236655,1.0,qualified,49.000240968050534,50.998276579967566,-31.7176494258379,-20.92234592308594
2025-06-21,60,50000,2446,8.84279767236655,1.0,qualified,59.00316703483462,60.999352703495866,-25.628973101047446,-19.390573534224625
2025-06-21,70,50000,1086,8.84279767236655,1.0,qualified,69.0011740790408,70.99742172549867,-45.69669019043418,-8.411157039399514
2025-06-21,80,50000,160,8.84279767236655,1.0,qualified,79.00158314572668,80.99864145289743,-45.51649890082136,-4.650509642606741
2025-06-21,90,50000,176,8.84279767236655,1.0,qualified,89.00570032372964,90.9867109194139,-38.64827858953326,-2.5036424484788973
2025-06-21,100,50000,1248,8.84279767236655,1.0,qualified,99.00076513267757,100.19561584791914,-5.440502334881917,-1.6688753895977644
2025-06-28,50,50000,1772,9.98132045742744,1.0,qualified,49.00010303636269,50.99986562088733,18.28440080268092,21.530112261218925
2025-06-28,60,50000,1373,9.98132045742744,1.0,qualified,59.00355866919813,60.99964050874184,20.701408836423695,23.67339199594797
2025-06-28,70,50000,1576,9.98132045742744,1.0,qualified,69.00108962778698,70.99851844247814,22.358458933421694,26.264661577126684
2025-06-28,80,50000,1677,9.98132045742744,1.0,qualified,79.00013739519478,80.99966793680498,24.02535339822751,27.808445171479455
2025-06-28,90,50000,1751,9.98132045742744,1.0,qualified,89.00048747687548,90.99909801716443,26.137680214607855,29.666846230796107
2025-06-28,100,50000,1773,9.98132045742744,1.0,qualified,99.00032896818242,100.99280232019532,29.6063654022345,31.29025219927093
2025-07-12,50,50000,0,5.9069511387017375,1.0,no_sampled_match_no_bet,,,,
2025-07-12,60,50000,0,5.9069511387017375,1.0,no_sampled_match_no_bet,,,,
2025-07-12,70,50000,4206,5.9069511387017375,1.0,qualified,69.00070942079056,70.99995683210506,10.669767573470123,14.588745151104785
2025-07-12,80,50000,2880,5.9069511387017375,1.0,qualified,79.00006598134613,80.99965374028463,12.253853629205768,17.007070764192775
2025-07-12,90,50000,2446,5.9069511387017375,1.0,qualified,89.000892136604,90.99931735809771,14.24518885117855,19.3047053363743
2025-07-12,100,50000,1936,5.9069511387017375,1.0,qualified,99.00040353101099,100.73330121540208,19.073884090941373,20.024658207347414
2025-07-19,50,9740,288,0.3159319693996758,1.0,qualified,49.16873426460737,50.52912462409502,-4.571482209873128,-4.561924227660043
2025-07-19,60,9740,300,0.3159319693996758,1.0,qualified,59.45473088667561,60.84010971467449,-4.641316850523939,-4.632186797058126
2025-07-19,70,9740,299,0.3159319693996758,1.0,qualified,69.21596098482838,70.62208629279215,-4.703781277775859,-4.695007084410608
2025-07-19,80,9740,292,0.3159319693996758,1.0,qualified,79.11561842426366,80.54027012580754,-4.763905712246997,-4.755450256587258
2025-07-19,90,9740,286,0.3159319693996758,1.0,qualified,89.13885397759294,90.58003613282757,-4.8219331245237536,-4.813763420140294
2025-07-19,100,9740,198,0.3159319693996758,1.0,qualified,99.27229282679573,100.0,-4.874127451530402,-4.870166439236579
2025-07-26,50,50000,0,5.008060750950047,1.0,no_sampled_match_no_bet,,,,
2025-07-26,60,50000,0,5.008060750950047,1.0,no_sampled_match_no_bet,,,,
2025-07-26,70,50000,0,5.008060750950047,1.0,no_sampled_match_no_bet,,,,
2025-07-26,80,50000,0,5.008060750950047,1.0,no_sampled_match_no_bet,,,,
2025-07-26,90,50000,4100,5.008060750950047,1.0,qualified,89.0000288942559,90.99976600007533,-13.084079456024945,-4.45955839076303
2025-07-26,100,50000,4597,5.008060750950047,1.0,qualified,99.00146366065077,100.99817686238165,-12.338427520327604,-4.078158398066532
2025-08-02,50,50000,0,11.181854881783417,1.0,no_sampled_match_no_bet,,,,
2025-08-02,60,50000,0,11.181854881783417,1.0,no_sampled_match_no_bet,,,,
2025-08-02,70,50000,3644,11.181854881783417,1.0,qualified,69.00086870873699,70.99949204610317,39.863712451094266,43.06359235090737
2025-08-02,80,50000,2611,11.181854881783417,1.0,qualified,79.00038658862468,80.9998426356239,42.86452384929189,46.241021501693375
2025-08-02,90,50000,1661,11.181854881783417,1.0,qualified,89.00104096832165,90.99976879853904,47.15924356230186,50.63848275321065
2025-08-02,100,50000,3660,11.181854881783417,1.0,qualified,99.00032700184808,100.99958946302597,50.92641225945336,53.685315131864584
2025-08-09,50,50000,0,18.512255242645264,1.0,no_sampled_match_no_bet,,,,
2025-08-09,60,50000,0,18.512255242645264,1.0,no_sampled_match_no_bet,,,,
2025-08-09,70,50000,0,18.512255242645264,1.0,no_sampled_match_no_bet,,,,
2025-08-09,80,50000,2514,18.512255242645264,1.0,qualified,79.00012931322576,80.99887708741467,10.850008825450756,16.397563740470495
2025-08-09,90,50000,4208,18.512255242645264,1.0,qualified,89.00011653276624,90.99983987412605,13.736276923528784,19.694092156320504
2025-08-09,100,50000,3269,18.512255242645264,1.0,qualified,99.00033514580888,100.35796414977897,17.30143191980739,20.456225256422602
2025-08-16,50,50000,34,4.464776095318652,1.0,qualified,49.515341339220605,50.997497724679626,-21.872796577007016,-17.408360928691476
2025-08-16,60,50000,1692,4.464776095318652,1.0,qualified,59.00185649930222,60.99876104537318,-22.504454242941723,-13.092922340203906
