,choice_fighter_name,parlay_fstar_sum,parlay_net_odds,choice_fstar,choice_ev,choice_real_odds,date,winner,pred_winner,choice_proba,parlay_prob,parlay_ev,parlay_avg_edge
2,julius walker,0.31765988286924535,0.3851851851851853,0.17211361344107212,0.009582130480623466,1.1333333333333333,2025-08-09,1.0,1,0.8908077621887854,0.7665477351567718,0.06181056647641725,0.02539079852268661
8,loopy godinez,0.20823925963323897,-1.0,0.07655400943480233,0.054809623461139656,1.6896551724137931,2025-08-16,0.0,0,0.6242750832729194,0.5193139006830894,0.09682677299445608,0.03215272233412286
7,chase hooper,0.20823925963323897,-1.0,0.13168525019843666,0.03983387011150494,1.25,2025-08-16,0.0,1,0.831867096089204,0.5193139006830894,0.09682677299445608,0.03215272233412286
3,sergei pavlovich,0.09143825893443881,0.0,0.09143825893443881,-0.0004931644807015245,1.359712230215827,2025-08-23,1.0,1,0.7350870377628704,0.5195956784096057,-0.03659009268068525,-0.013423419702425221
2,loneer kavanagh,0.09143825893443881,0.0,0.0,-0.036114738706343574,1.3636363636363638,2025-08-23,1.0,0,0.706849191615348,0.5195956784096057,-0.03659009268068525,-0.013423419702425221
0,sam patterson,0.11707187433446399,-1.0,0.09282534086675466,0.0897751594388777,1.5154639175257731,2025-09-06,1.0,1,0.719103336500484,0.4008415452616802,0.04764995536569128,0.01841300833641979
2,andreas gustafsson,0.11707187433446399,-1.0,0.024246533467709334,-0.038654949792465976,1.7246376811594204,2025-09-06,0.0,1,0.5574185585236962,0.4008415452616802,0.04764995536569128,0.01841300833641979
3,rafa garcia,0.18354300404659687,-1.0,0.06573342666449475,0.2773763330610357,2.43,2025-09-13,1.0,1,0.5256692728646237,0.3790908480738646,0.5791841614048421,0.12598588744502678
6,claudio puelles,0.18354300404659687,-1.0,0.11780957738210213,0.23627166132048982,1.7142857142857144,2025-09-13,0.0,1,0.721158469103619,0.3790908480738646,0.5791841614048421,0.12598588744502678
7,tom nolan,0.18322105692225515,1.2234736218138709,0.08333500377997399,0.03921383454342092,1.5714285714285714,2025-09-27,1.0,1,0.6613178947094497,0.483151150326177,0.07427383809928267,0.024398870763888914
5,jimmy crute,0.18322105692225515,1.2234736218138709,0.09988605314228118,0.03373704466825678,1.4149377593360997,2025-09-27,1.0,1,0.730588351217155,0.483151150326177,0.07427383809928267,0.024398870763888914
4,daniel santos,0.28117426063646167,0.9779723991507427,0.096712695473254,0.16310345325571401,1.6369426751592355,2025-10-04,1.0,1,0.7105340161912339,0.6435003391259259,0.27282590963522413,0.08885509823066867
1,merab dvalishvili,0.28117426063646167,0.9779723991507427,0.18446156516320766,0.09433593896774994,1.2083333333333333,2025-10-04,1.0,1,0.9056573288008966,0.6435003391259259,0.27282590963522413,0.08885509823066867
7,julia polastri,0.24303635337315554,1.0438596491228074,0.17192866280106955,0.048165155151741745,1.1666666666666667,2025-10-11,1.0,1,0.89842727584435,0.5299937272086549,0.08323279332997036,0.03019087140621257
9,jafel filho,0.24303635337315554,1.0438596491228074,0.07110769057208599,0.03345621441990393,1.7518796992481205,2025-10-11,1.0,1,0.589912774754709,0.5299937272086549,0.08323279332997036,0.03019087140621257
8,charles jourdain,0.18223056334076482,-1.0,0.0916098631296371,0.0998600512403982,1.526315789473684,2025-10-18,1.0,1,0.7205979646057782,0.4956638072004268,0.13480924280097706,0.04330478709641977
9,cody gibson,0.18223056334076482,-1.0,0.09062070021112771,0.03177603507024729,1.5,2025-10-18,0.0,1,0.6878506900468315,0.4956638072004268,0.13480924280097706,0.04330478709641977
0,virna jandiroba,0.13143583832600347,-1.0,0.0601542536152432,0.10497863162047039,2.05,2025-10-25,0.0,1,0.5390139666441319,0.3298168502605421,0.20850607298223034,0.05181348506009095
8,aleksandar rakic,0.13143583832600347,-1.0,0.07128158471076028,0.09369180398532695,1.7874015748031495,2025-10-25,0.0,1,0.611889247163597,0.3298168502605421,0.20850607298223034,0.05181348506009095
