,fight_payout,choice_fstar,net_odds,choice_ev,choice_juice,choice_decimal_odds,parlay_net,parlay_net_odds,bankroll_pct_change,bankroll_postevent,vegas_acc_choice,event_payout_money_line,event_ml_net_odds,kelly_edge,choice_bet_sharpe,choice_bet_sigma,choice_idx,choice_edge,avg_choice_edge,date,fighter_red,fighter_blue,pred_winner,winner,red_proba,blue_proba,choice_proba,open_red,open_blue,real_odds_blue,real_odds_red,beta_post,sigma_portfolio_scaled,portfolio_fscaled,portfolio_sigma,mu_portfolio,sharpe_portfolio,k,juice_open_red,juice_open_blue,juice_close1_red,juice_close1_blue,juice_close2_red,juice_close2_blue,close1_red,close1_blue,close2_red,close2_blue
10,25.232953055614797,0.06488579862002301,0.9090909090909087,0.06794809605699581,0.0246517396386398,1.9090909090909087,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.15542235739626564,"[np.float64(0.07065206279193607), np.float64(-0.09845368147680515), np.float64(0.10267860436963318), 0, 0, np.float64(0.07541115968641571), 0, np.float64(-0.008413312828719743), np.float64(-0.054788299147341686), 0]","[0.1494741  0.00566576 0.15978964 0.         0.         0.14868355
 0.         0.05882981 0.03840528 0.        ]",1,0.08108061611447348,0.08103836496088634,2024-05-11,chase hooper,viacheslav borshchev,1,1.0,0.5594013836489027,0.4405986163510973,0.5594013836489027,164.0,-198.0,1.7692307692307692,1.9090909090909087,1,0.047332123545225126,0.15542235739626564,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0246517396386398,0.0185656693505812,0.0454887562750946,0.0435381588387769,0.0056843893101607,0.0053898078105479,-110.0,-130.0,110.0,-115.0
11,0.0,0.0062917593242861935,0.0,-0.08865800653923356,0.0195196592207963,1.8,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.0062917593242861935,,,0,0.003125902033681016,0.08103836496088634,2024-05-11,charles johnson,jake hadley,0,1.0,0.4936988925217964,0.5063011074782036,0.5063011074782036,130.0,-155.0,1.8,1.819672131147541,1,0.047332123545225126,0.0062917593242861935,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.023106086729758,0.0195196592207963,0.0527247549940719,0.0523803501110331,-0.0036493979808703,-0.003595228920844,-122.0,-125.0,105.0,-102.0
12,21.944163843338753,0.08207821619093346,0.625,0.0825125690864178,0.0275226920411544,1.625,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.1988421549714999,,,1,0.08285651955214668,0.08103836496088634,2024-05-11,tabatha ricci,tecia pennington,1,1.0,0.6661615809762571,0.3338384190237429,0.6661615809762571,-156.0,122.0,2.2,1.625,1,0.047332123545225126,0.1988421549714999,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0275226920411544,0.0323027584092962,0.0320795539605048,0.037850515969565,0.0084369228080692,0.0096790192209161,-160.0,120.0,-140.0,130.0
13,0.0,0.0,0.0,-0.1146063698550635,0.0176336326648498,1.2083333333333333,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.0,,,0,-0.07295904321235014,0.08103836496088634,2024-05-11,diego ferreira,mateusz rebecki,0,1.0,0.2672604440179835,0.7327395559820165,0.7327395559820165,200.0,-245.0,1.2083333333333333,4.2,1,0.047332123545225126,0.0,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0258446282047153,0.0176336326648498,0.0437938372896047,0.0218876077021852,0.0125213029448839,0.0068501994227442,320.0,-480.0,360.0,-405.0
14,0.0,0.0,0.0,-0.1827380153959662,0.0154613702995864,1.3571428571428572,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.0,,,0,-0.10256093655179221,0.08103836496088634,2024-05-11,waldo cortes acosta,robelis despaigne,0,1.0,0.3978069587128172,0.6021930412871828,0.6021930412871828,275.0,-345.0,1.3571428571428572,2.9,1,0.047332123545225126,0.0,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0264861952434845,0.0154613702995864,0.0495815640458714,0.0320881274241828,-1.5998313784848508e-13,1.6009416015094757e-13,190.0,-280.0,230.0,-230.0
15,22.639847252698107,0.07515376219891419,0.704225352112676,0.06437945432451098,0.0200233728765578,1.704225352112676,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.17416113718062376,,,1,0.07917795921603887,0.08103836496088634,2024-05-11,joaquin buckley,nursulton ruziboev,1,1.0,0.6245532335292585,0.3754467664707415,0.6245532335292585,-148.0,124.0,2.0,1.704225352112676,1,0.047332123545225126,0.17416113718062376,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0200233728765578,0.0231793921004005,0.0414015851909125,0.0453752743132196,0.0038771838960715,0.0042396992208115,-142.0,100.0,-124.0,120.0
16,0.0,0.0,0.0,-0.13351259779834374,0.0190342109773964,1.5714285714285714,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.0,,,1,-0.05732559551350225,0.08103836496088634,2024-05-11,derrick lewis,rodrigo nascimento,1,1.0,0.5514010741283267,0.4485989258716732,0.5514010741283267,-162.0,136.0,2.35,1.5714285714285714,1,0.047332123545225126,0.0,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0190342109773964,0.0230152132689483,0.0276369667218073,0.034258584535446,0.0119288327341947,0.0145550432589505,-175.0,135.0,-162.0,145.0
17,0.0,0.06520924752997569,0.0,-0.007590236463630773,0.0200233728765578,1.8,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.06520924752997569,,,0,0.03129776577342591,0.08103836496088634,2024-05-11,jj aldrich,veronica hardy,0,0.0,0.4486612424797948,0.5513387575202051,0.5513387575202051,124.0,-148.0,1.8,1.9345794392523368,1,0.047332123545225126,0.06520924752997569,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0231793921004005,0.0200233728765578,0.0369492043071655,0.0355145638087763,0.0138119762853189,0.0131634086759039,-107.0,-125.0,105.0,-117.0
18,0.0,0.06292389522412578,0.0,-0.03343976112689703,0.0188793207747618,1.3355704697986577,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.06292389522412578,,,0,0.01855292269116393,0.08103836496088634,2024-05-11,alex caceres,sean woodson,0,0.0,0.2762940925020485,0.7237059074979515,0.7237059074979515,150.0,-180.0,1.3355704697986577,2.75,1,0.047332123545225126,0.06292389522412578,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.023977822082381,0.0188793207747618,0.068789348443151,0.0435907337861773,-0.0086522931456048,-0.0062360443233779,175.0,-298.0,225.0,-210.0
19,0.0,0.0,0.0,-0.05896383152447818,0.017924977552359,1.359712230215827,39.30928928524549,2.1022727272727266,0.25510450881280516,536.8970284214101,1.0,69.81696415165166,2.2383162612035847,0.0,,,0,-0.020600225616613566,0.08103836496088634,2024-05-11,alonzo menifield,carlos ulberg,0,0.0,0.3079151988460447,0.6920848011539553,0.6920848011539553,185.0,-225.0,1.359712230215827,3.1,1,0.047332123545225126,0.0,0.047332123545225126,0.006688337322062308,0.14130651280988277,1.0,0.0252599077377893,0.017924977552359,0.0352656719318592,0.0227647086791665,0.0131363950923042,0.0088416268857176,210.0,-278.0,225.0,-250.0
20,-34.52935971125355,0.06431281583505334,-1.0,0.21271273197788243,0.0219819935623222,2.1,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.253659406509753,"[np.float64(0.20278162964164917), 0, 0, np.float64(-0.0267192750564144), np.float64(0.17715502661343516), np.float64(-0.07963087595295945), np.float64(0.03905020601433955), np.float64(-0.011417714070841058), 0]","[0.26608222 0.         0.         0.0453402  0.24341208 0.01189245
 0.09757582 0.05279053 0.        ]",1,0.14360146265228835,0.10679886405654211,2024-05-18,luana pinheiro,angela hill,1,0.0,0.5774822533228011,0.4225177466771989,0.5774822533228011,120.0,-142.0,1.6578947368421053,2.1,1,0.07802154182026003,0.2004426187240658,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0219819935623222,0.0193403204872646,0.0423096855199633,0.0370553938451158,0.0071877762703446,0.0064601083075458,110.0,-152.0,123.0,-130.0
21,0.0,0.0,0.0,-0.2178018176490994,0.0169990228350114,1.181818181818182,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.0,,,1,-0.15570064811495,0.10679886405654211,2024-05-18,adrian yanez,vinicius salvador,1,1.0,0.6618600004507619,0.3381399995492381,0.6618600004507619,-250.0,205.0,4.1,1.181818181818182,1,0.07802154182026003,0.0,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0169990228350114,0.0251555439097192,0.0285931975881342,0.0614630875901021,0.0029652804861365,0.0053680528471968,-550.0,310.0,-400.0,380.0
22,0.0,0.0,0.0,-0.05364955239332697,0.0193403204872646,1.5714285714285714,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.0,,,0,-0.0022707918799157456,0.10679886405654211,2024-05-18,edson barboza,lerone murphy,0,0.0,0.3977769878866626,0.6022230121133374,0.6022230121133374,120.0,-142.0,1.5714285714285714,2.3,1,0.07802154182026003,0.0,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0219819935623222,0.0193403204872646,0.0392764126889053,0.0318698323703832,0.0087402697052005,0.0072661328558238,130.0,-175.0,145.0,-155.0
23,0.0,0.0529815821408413,0.0,-0.022865628025350915,0.0223911054816955,1.7142857142857144,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.0529815821408413,,,1,0.02405691603550686,0.10679886405654211,2024-05-18,khaos williams,carlston harris,1,1.0,0.5699950503185452,0.4300049496814547,0.5699950503185452,105.0,-125.0,2.02,1.7142857142857144,1,0.07802154182026003,0.0418662458237917,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0223911054816955,0.0209693281226405,0.0373951990502948,0.0409876392335334,0.0070500280313161,0.0076158005880007,-140.0,102.0,-122.0,115.0
24,33.7401133931589,0.09112206220236452,0.6896551724137931,0.1494440229077128,0.0169990228350114,1.6896551724137931,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.2885473264637689,,,1,0.1296691011166936,0.10679886405654211,2024-05-18,themba gorimbo,ramiz brahimaj,1,1.0,0.6802831972310953,0.3197168027689047,0.6802831972310953,-250.0,205.0,2.02,1.6896551724137931,1,0.07802154182026003,0.22801118451722774,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0169990228350114,0.0251555439097192,0.0412226385794758,0.0456636010648967,-0.0028647477095564,-0.0031412582964496,-145.0,102.0,-122.0,125.0
25,0.0,0.021264252570066654,0.0,-0.04453511145442082,0.0187287731158957,1.2777777777777777,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.021264252570066654,,,1,0.005480333824258832,0.10679886405654211,2024-05-18,abus magomedov,warlley alves,1,1.0,0.7477551301661055,0.2522448698338945,0.7477551301661055,-185.0,154.0,3.05,1.2777777777777777,1,0.07802154182026003,0.0168030924971443,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0187287731158957,0.0240948213032229,0.0403338993103272,0.070143648800863,-0.0042821249365645,-0.0065325830663193,-360.0,205.0,-265.0,280.0
26,-62.64222218318827,0.1166745555798093,-1.0,0.02544229292286565,0.0222254993026449,1.4,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.14976464420397959,,,1,0.04712602840064439,0.10679886405654211,2024-05-18,piera rodriguez,ariane carnelossi,1,0.0,0.7324587806591898,0.2675412193408102,0.7324587806591898,-120.0,100.0,2.8,1.4,1,0.07802154182026003,0.11834458611086214,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0222254993026449,0.0232290461519004,0.0289529620271689,0.0424756094014026,0.0055815253719485,0.0078219182820364,-250.0,180.0,-218.0,205.0
27,0.0,0.12107119214079745,0.0,-0.00497845255586013,0.0146095237354543,1.1666666666666667,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.12107119214079745,,,0,0.020266175004585496,0.10679886405654211,2024-05-18,victor martinez,tom nolan,0,0.0,0.147124387905023,0.852875612094977,0.852875612094977,330.0,-425.0,1.1666666666666667,4.5,1,0.07802154182026003,0.09567091218362878,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0274724253232388,0.0146095237354543,0.0548316593126138,0.0245334200524655,0.010766245452921,0.0054992067266496,350.0,-600.0,430.0,-480.0
28,0.0,0.0,0.0,-0.03567511412356977,0.0164642876034875,1.238095238095238,-20.42083300111065,-1.0,-0.15617948519651323,453.04472691901657,0.6666666666666666,-63.431468501282914,-1.3103448275862069,0.0,,,0,-0.006549425505868456,0.10679886405654211,2024-05-18,vanessa demopoulos,emily ducote,0,1.0,0.2211222075613446,0.7788777924386553,0.7788777924386553,240.0,-298.0,1.238095238095238,3.9,1,0.07802154182026003,0.0,0.09873597800250088,0.026542597945024192,0.2688239736112392,0.7902037676507728,0.0263970780483009,0.0164642876034875,0.0418374743547801,0.0222650897477839,0.0176285719475658,0.0099403503581985,290.0,-420.0,320.0,-375.0
29,13.546355565292004,0.14950351213019933,0.19999999999999996,0.03893540794551506,0.0222663835266408,1.2,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.30814763400945855,"[np.float64(0.08219706406632232), 0, np.float64(0.04088669933862937), 0, 0, 0, 0, 0, np.float64(0.17435101299419112), np.float64(0.02992670823816537)]","[0.14596451 0.         0.09996505 0.         0.         0.
 0.         0.         0.22160045 0.11183525]",1,0.05978114624356945,0.06710190209552658,2024-06-01,islam makhachev,dustin poirier,1,1.0,0.8657795066212626,0.1342204933787374,0.8657795066212626,-400.0,280.0,4.0,1.2,1,0.07264074583265588,0.25988542119958136,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0222663835266408,0.0408915112102011,0.0273349729556402,0.055998360377693,0.0078796078673061,0.0143426143549159,-500.0,300.0,-400.0,350.0
30,0.0,0.0,0.0,-0.12199574299965305,0.0168967792200803,1.3333333333333333,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,0,-0.06359677810585118,0.06710190209552658,2024-06-01,niko price,alex morono,0,1.0,0.3414968072497397,0.6585031927502603,0.6585031927502603,225.0,-278.0,1.3333333333333333,3.1,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0262452639219628,0.0168967792200803,0.0446806160174017,0.0279000291438885,0.0166799230378363,0.0107710573543203,210.0,-300.0,240.0,-275.0
31,18.894631120161026,0.09800882891705195,0.42553191489361697,0.027431084641139913,0.0316294610237879,1.425531914893617,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.14900033896046944,,,1,0.048896076028308255,0.06710190209552658,2024-06-01,ailin perez,joselyne edwards,1,1.0,0.7207352384796056,0.2792647615203943,0.7207352384796056,-250.0,175.0,2.7,1.425531914893617,1,0.07264074583265588,0.12566384283331344,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0316294610237879,0.0462926168982899,0.0296533748621354,0.0422095328216678,0.0124207845874261,0.0168532200964144,-235.0,170.0,-205.0,180.0
32,0.0,0.0,0.0,-0.07572300276401572,0.0187287731158957,1.4,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,1,-0.007253711889052994,0.06710190209552658,2024-06-01,sean strickland,paulo costa,1,1.0,0.6601978551685602,0.3398021448314398,0.6601978551685602,-185.0,154.0,2.5,1.4,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0187287731158957,0.0240948213032229,0.046834147228101,0.0674515670576132,-0.0024120525335487,-0.0032376649805757,-250.0,150.0,-195.0,200.0
33,0.0,0.0,0.0,-0.07600716485077486,0.0188658503251424,1.303030303030303,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,1,-0.0246370296749161,0.06710190209552658,2024-06-01,kevin holland,michal oleksiejczuk,1,1.0,0.7091107804633588,0.2908892195366411,0.7091107804633588,-200.0,165.0,3.1,1.303030303030303,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0188658503251424,0.0251593069075619,0.0336940503268413,0.0563284552995652,0.0043574687348652,0.0067536423762459,-330.0,210.0,-275.0,260.0
34,0.0,0.0,0.0,-0.07905963202855998,0.0262663073127574,1.2222222222222223,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,0,-0.035891107863679994,0.06710190209552658,2024-06-01,mickey gall,bassil hafez,0,0.0,0.2465033352960945,0.7534966647039054,0.7534966647039054,200.0,-275.0,1.2222222222222223,3.75,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.040400359353909,0.0262663073127574,0.0560544392342521,0.0287940456142326,-1.968980534172715e-13,1.9706458687096529e-13,275.0,-450.0,350.0,-350.0
35,0.0,0.0,0.0,-0.033672171917735305,0.0169990228350114,1.1666666666666667,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,1,-0.004328441591307519,0.06710190209552658,2024-06-01,grant dawson,joe solecki,1,1.0,0.828280995499084,0.171719004500916,0.828280995499084,-250.0,205.0,4.5,1.1666666666666667,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0169990228350114,0.0251555439097192,0.0245334200524655,0.0548316593126138,0.0073418189481296,0.0146707596682225,-600.0,350.0,-500.0,430.0
36,0.0,0.0,0.0,-0.1231067334857639,0.0190342109773964,1.5714285714285714,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.0,,,0,-0.04647081621146654,0.06710190209552658,2024-06-01,phil rowe,jake matthews,0,0.0,0.4419770122182134,0.5580229877817866,0.5580229877817866,136.0,-162.0,1.5714285714285714,2.3,1,0.07264074583265588,0.0,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0230152132689483,0.0190342109773964,0.0392764126889053,0.0318698323703832,0.0144598553006033,0.0118160728579176,130.0,-175.0,146.0,-163.0
37,23.92165135446851,0.10296382977116508,0.5128205128205128,0.12685916590837637,0.0339796305551364,1.5128205128205128,27.03759460808069,0.8153846153846152,0.21573659130975847,550.7830520153856,1.0,70.70073048828831,1.3581326474943498,0.3045602792870137,,,1,0.1117300977080159,0.06710190209552658,2024-06-01,randy brown,elizeu zaleski dos santos,1,1.0,0.7448730079733336,0.2551269920266664,0.7448730079733336,-163.0,120.0,2.48,1.5128205128205128,1,0.07264074583265588,0.2568599194915063,0.0861305488306914,0.016817476151836996,0.1952556483170153,0.8433795769193029,0.0339796305551364,0.0403376871081888,0.0278740388872247,0.0363687167169306,0.0066135317527271,0.0084261182336002,-195.0,148.0,-176.0,165.0
