,choice_fighter_name,parlay_fstar_sum,parlay_net_odds,choice_fstar,choice_ev,choice_real_odds,date,winner,pred_winner,choice_proba,parlay_prob,parlay_ev,parlay_avg_edge,fstar_net,choice_decimal_odds
8,michael chiesa,0.12456698869072112,-1.0,0.08103058420561385,0.1730290668329102,2.2,2024-12-07,1.0,1,0.5331950303785955,0.3235290367155572,0.42352776154845184,0.092711933597425,0.08103058420561385,2.2
1,vitor petrino,0.19569152947630516,-1.0,0.20415432439395403,0.21814521141735188,1.4,2024-12-14,0.0,1,0.8701037224409657,0.4899507260093643,0.3391986510922622,0.10335875371164627,-0.20415432439395403,1.4
2,joaquin buckley,0.19569152947630516,-1.0,0.10357187601337504,0.09937521285665174,1.9523809523809523,2024-12-14,0.0,0,0.5630946212192607,0.4899507260093643,0.3391986510922622,0.10335875371164627,0.10357187601337504,1.9523809523809523
1,roman kopylov,0.09740589624866203,0.7843137254901962,0.13036902636303258,0.03782107078175251,1.4444444444444444,2025-01-11,0.0,0,0.7184915105412133,0.6032553390104008,0.07639678137149963,0.028136870657277824,0.13036902636303258,1.4444444444444444
6,nurullo aliev,0.09740589624866203,0.7843137254901962,0.1814650566548592,0.03716990498245462,1.2352941176470589,2025-01-11,1.0,1,0.8396137326048442,0.6032553390104008,0.07639678137149963,0.028136870657277824,0.1814650566548592,1.2352941176470589
1,grant dawson,0.14360932045363314,1.9916778523489933,0.18755993897122789,0.14286817207819713,1.3355704697986577,2025-01-18,1.0,1,0.8557153650233738,0.4298669731196612,0.2860235029383904,0.08144557894630022,0.18755993897122789,1.3355704697986577
9,reinier de ridder,0.14360932045363314,1.9916778523489933,0.08247660692904979,0.12525970567530909,2.24,2025-01-18,0.0,0,0.5023480828907629,0.4298669731196612,0.2860235029383904,0.08144557894630022,0.08247660692904979,2.24
2,nassourdine imavov,0.17795467981631216,4.28,0.07472167389046938,0.41905709626092835,2.64,2025-02-01,0.0,0,0.5375216273715637,0.33364508136625304,0.7616460296138161,0.13972190409571278,0.07472167389046938,2.64
3,jasmine jasudavicius,0.17795467981631216,4.28,0.10950849498444977,0.24142011921548123,2.0,2025-02-01,1.0,1,0.6207100596077406,0.33364508136625304,0.7616460296138161,0.13972190409571278,0.10950849498444977,2.0
4,dricus du plessis,0.2070932303886671,2.856923076923077,0.1334830932491668,0.27898833540487944,1.7692307692307692,2025-02-08,1.0,1,0.7229064504462362,0.41267336610760064,0.5916494289719305,0.134913266092878,0.1334830932491668,1.7692307692307692
2,tom nolan,0.2070932303886671,2.856923076923077,0.0843678873494333,0.24445969123563138,2.18,2025-02-08,1.0,1,0.5708530693741428,0.41267336610760064,0.5916494289719305,0.134913266092878,0.0843678873494333,2.18
3,ketlen souza,0.14253374834817653,-1.0,0.08303939506478146,0.24951568586314465,2.24,2025-02-15,1.0,0,0.5578195026174753,0.32481824062109815,0.527945003881646,0.10875017752511162,-0.08303939506478146,2.24
8,gregory rodrigues,0.14253374834817653,-1.0,0.1088402534699025,0.2228297901087707,2.1,2025-02-15,1.0,0,0.5822999000517955,0.32481824062109815,0.527945003881646,0.10875017752511162,-0.1088402534699025,2.1
2,anthony hernandez,0.15521189214104367,1.8732782369146004,0.14301666698425508,0.16322575598744066,1.5050505050505052,2025-02-22,0.0,0,0.7728815425688363,0.4492273122300189,0.2907550596581534,0.082939720389125,0.14301666698425508,1.5050505050505052
6,melquizael costa,0.15521189214104367,1.8732782369146004,0.09728204361339661,0.10963418151144311,1.9090909090909087,2025-02-22,0.0,0,0.5812369522202798,0.4492273122300189,0.2907550596581534,0.082939720389125,0.09728204361339661,1.9090909090909087
1,danny silva,0.16415131199122254,2.296842105263158,0.15815745417850613,0.2125179507531621,1.526315789473684,2025-03-01,1.0,1,0.7944083125624166,0.4176814057359028,0.37702964501562897,0.10102483345202223,0.15815745417850613,1.526315789473684
3,cody brundage,0.16415131199122254,2.296842105263158,0.0928036557112175,0.13567773917101977,2.16,2025-03-01,1.0,1,0.5257767310976943,0.4176814057359028,0.37702964501562897,0.10102483345202223,0.0928036557112175,2.16
3,iasmin lucindo,0.14758817660288073,-1.0,0.12024803846918361,0.3890466903325468,2.05,2025-03-08,1.0,0,0.6775837513817302,0.35042263785145167,0.47265113557072547,0.10956952499524875,-0.12024803846918361,2.05
4,brunno ferreira,0.14758817660288073,-1.0,0.09680033049139052,0.06018836214797296,2.05,2025-03-08,1.0,1,0.5171650547063283,0.35042263785145167,0.47265113557072547,0.10956952499524875,0.09680033049139052,2.05
0,chidi njokuani,0.19410902717119868,3.321428571428571,0.08292549430483465,0.4890779374360432,2.75,2025-03-15,1.0,1,0.5414828863403793,0.3805961944373676,0.6447192688186241,0.12218024579757553,0.08292549430483465,2.75
2,alexander hernandez,0.19410902717119868,3.321428571428571,0.1566837034834926,0.10452195111464124,1.5714285714285714,2025-03-15,1.0,1,0.7028776052547717,0.3805961944373676,0.6447192688186241,0.12218024579757553,0.1566837034834926,1.5714285714285714
3,mick parkin,0.11072281628512103,-1.0,0.07816357280636807,0.16882703584369152,2.22,2025-03-22,1.0,0,0.5264986647944556,0.3589881212306992,0.2858822359616935,0.06905843356932218,-0.07816357280636807,2.22
0,shauna bannon,0.11072281628512103,-1.0,0.11134240025517744,0.1001475808895097,1.6134969325153374,2025-03-22,1.0,1,0.6818405159125098,0.3589881212306992,0.2858822359616935,0.06905843356932218,0.11134240025517744,1.6134969325153374
2,manuel torres,0.29530606747689664,1.4823914823914817,0.11475816570650885,0.26264972875372083,1.9090909090909087,2025-03-29,1.0,1,0.6613879531567111,0.5791831019904926,0.4377591991262757,0.12211694328929201,0.11475816570650885,1.9090909090909087
1,raul rosas jr,0.29530606747689664,1.4823914823914817,0.2006093208076911,0.13868412306665118,1.3003003003003002,2025-03-29,1.0,1,0.8757085750143069,0.5791831019904926,0.4377591991262757,0.12211694328929201,0.2006093208076911,1.3003003003003002
0,lerone murphy,0.04487695546154036,0.971556407798019,0.16311937171384613,0.09781962865317317,1.3355704697986577,2025-04-05,0.0,0,0.8219855511021247,0.5293282451942101,0.04360049364112584,0.019892716784857378,0.16311937171384613,1.3355704697986577
2,brad tavares,0.04487695546154036,0.971556407798019,0.0,-0.04938801748203803,1.4761904761904765,2025-04-05,1.0,1,0.6439629558992644,0.5293282451942101,0.04360049364112584,0.019892716784857378,0.0,1.4761904761904765
2,sean woodson,0.10838849376478699,-1.0,0.08121432123071867,0.20398860341561764,2.2,2025-04-12,1.0,0,0.5472675470070989,0.2977707168393861,0.40190453487983,0.08476841979777033,-0.08121432123071867,2.2
5,paddy pimblett,0.10838849376478699,-1.0,0.08674593240689583,0.1643835588665381,2.14,2025-04-12,0.0,0,0.5441044667600645,0.2977707168393861,0.40190453487983,0.08476841979777033,0.08674593240689583,2.14
8,randy brown,0.13968307873876368,0.9285714285714284,0.12297591840036866,0.06309331097415294,1.5,2025-04-26,1.0,1,0.7087288739827686,0.585773334207553,0.1297057159717092,0.04539850762749059,0.12297591840036866,1.5
0,jaqueline amorim,0.13968307873876368,0.9285714285714284,0.16823999139786933,0.06265903877855902,1.2857142857142856,2025-04-26,1.0,1,0.8265125857166571,0.585773334207553,0.1297057159717092,0.04539850762749059,0.16823999139786933,1.2857142857142856
6,reinier de ridder,0.14432819246140458,4.154545454545454,0.07503002295760611,0.3673790050988629,2.7,2025-05-03,1.0,1,0.5064366685551344,0.31033154136659946,0.5996180359532899,0.1125157013724089,0.07503002295760611,2.7
9,yana santos,0.14432819246140458,4.154545454545454,0.11152142006551972,0.16984247234192096,1.9090909090909087,2025-05-03,1.0,1,0.6127746283695777,0.31033154136659946,0.5996180359532899,0.1125157013724089,0.11152142006551972,1.9090909090909087
3,mike malott,0.0959029594998952,1.901869158878505,0.12657086405931647,0.10347634510576831,1.5,2025-05-10,1.0,1,0.7356508967371789,0.40745974962392484,0.18239488091802514,0.052976262640924254,0.12657086405931647,1.5
2,valentina shevchenko,0.0959029594998952,1.901869158878505,0.08866735037260727,0.07151810382006185,1.9345794392523368,2025-05-10,1.0,1,0.5538765077717227,0.40745974962392484,0.18239488091802514,0.052976262640924254,0.08866735037260727,1.9345794392523368
4,luana santos,0.23050456806583342,1.406423034330011,0.10780352157504598,0.27261826963747904,1.9523809523809523,2025-05-17,1.0,1,0.6518288698143185,0.550271882854859,0.3241869340460781,0.0862549248089935,0.10780352157504598,1.9523809523809523
1,michael morales,0.23050456806583342,1.406423034330011,0.18255393218696134,0.04052170681416428,1.2325581395348837,2025-05-17,0.0,0,0.8441968564718692,0.550271882854859,0.3241869340460781,0.0862549248089935,0.18255393218696134,1.2325581395348837
1,jordan leavitt,0.07633751277854423,-1.0,0.11301820654073523,0.0873648397365443,1.606060606060606,2025-05-31,0.0,0,0.6770384851189805,0.37758592505292743,0.15772213383996725,0.044144879418757665,0.11301820654073523,1.606060606060606
5,jafel filho,0.07633751277854423,-1.0,0.0887782432576492,0.06470440420022205,1.9090909090909087,2025-05-31,0.0,1,0.5577023069620212,0.37758592505292743,0.15772213383996725,0.044144879418757665,-0.0887782432576492,1.9090909090909087
6,merab dvalishvili,0.34345276257070306,0.7215496368038739,0.188937541212941,0.12338115155359342,1.3389830508474576,2025-06-07,1.0,1,0.8389808600210381,0.7248226768580444,0.2478182160921778,0.08914997723338353,0.188937541212941,1.3389830508474576
1,joshua van,0.34345276257070306,0.7215496368038739,0.19589678285518533,0.1107701196219047,1.2857142857142856,2025-06-07,0.0,0,0.8639323152614815,0.7248226768580444,0.2478182160921778,0.08914997723338353,0.19589678285518533,1.2857142857142856
1,phil rowe,0.14618865003356765,2.054545454545455,0.07728895915505944,0.14209661568540866,2.24,2025-06-14,1.0,1,0.5098645605738431,0.4257102229392448,0.3003512264326027,0.08252515905449603,0.07728895915505944,2.24
4,michael chiesa,0.14618865003356765,2.054545454545455,0.17313955437968917,0.1385649940414369,1.3636363636363638,2025-06-14,1.0,1,0.8349476622970536,0.4257102229392448,0.3003512264326027,0.08252515905449603,0.17313955437968917,1.3636363636363638
4,klaudia sygula,0.09761762232470096,-1.0,0.07425999412386494,0.20379902827938168,2.4,2025-06-21,0.0,0,0.5015829284497424,0.27666174487932377,0.3943751941917919,0.08015153031473629,0.07425999412386494,2.4
1,ignacio bahamondes,0.09761762232470096,-1.0,0.0829702627416929,0.15831227757743338,2.1,2025-06-21,1.0,0,0.551577275036873,0.27666174487932377,0.3943751941917919,0.08015153031473629,-0.0829702627416929,2.1
4,joshua van,0.21601902334138146,1.678048780487805,0.12080028384253978,0.25096453592904,1.8,2025-06-28,0.0,0,0.6949802977383556,0.5087623752813027,0.3624904586801718,0.09967327097559037,0.12080028384253978,1.8
8,terrance mckinney,0.21601902334138146,1.678048780487805,0.14815638508082307,0.0891519459968591,1.4878048780487805,2025-06-28,1.0,1,0.7320529473093643,0.5087623752813027,0.3624904586801718,0.09967327097559037,0.14815638508082307,1.4878048780487805
3,steve garcia,0.1872328244094196,1.083333333333333,0.11506471881389832,0.1422644688257212,1.6666666666666663,2025-07-12,0.0,0,0.6853586812954329,0.5773610686928983,0.20283555977687118,0.06389022222697749,0.11506471881389832,1.6666666666666663
10,gabriel bonfim,0.1872328244094196,1.083333333333333,0.19179134373764228,0.0530272039481528,1.25,2025-07-12,0.0,0,0.8424217631585222,0.5773610686928983,0.20283555977687118,0.06389022222697749,0.19179134373764228,1.25
1,dustin poirier,0.017068615791172928,-1.0,0.08253481876721389,0.06481815925853118,2.1,2025-07-19,1.0,0,0.5070562663135862,0.36031449599108073,0.03180969306536774,0.0040665371857141475,-0.08253481876721389,2.1
0,brendan allen,0.017068615791172928,-1.0,0.012062798916327744,-0.030999157843202396,1.3636363636363638,2025-07-19,0.0,0,0.7106006175816515,0.36031449599108073,0.03180969306536774,0.0040665371857141475,0.0,1.3636363636363638
7,bryce mitchell,0.16726673740548442,-1.0,0.11476204313599073,0.17231713970613238,1.6993006993006992,2025-07-26,1.0,1,0.6898821027900286,0.4859671218552373,0.26978506033142646,0.07773781198485524,0.11476204313599073,1.6993006993006992
9,amanda ribas,0.16726673740548442,-1.0,0.12837725088388385,0.08314125702344205,1.5376344086021505,2025-07-26,0.0,1,0.7044205377844763,0.4859671218552373,0.26978506033142646,0.07773781198485524,-0.12837725088388385,1.5376344086021505
5,neil magny,0.18696168759160342,2.942682926829268,0.08495547435942127,0.43908222734831226,2.65,2025-08-02,1.0,1,0.5430498971125707,0.39317616831380736,0.5501689660469988,0.10878753471944902,0.08495547435942127,2.65
8,karol rosa,0.18696168759160342,2.942682926829268,0.1668073919732506,0.0771927667422993,1.4878048780487805,2025-08-02,1.0,1,0.7240148104333487,0.39317616831380736,0.5501689660469988,0.10878753471944902,0.1668073919732506,1.4878048780487805
9,joselyne edwards,0.22934868850381612,-1.0,0.1782787160574251,0.18749956410052832,1.434782608695652,2025-08-09,1.0,1,0.8276512113427925,0.5874290958656794,0.26424957588483156,0.08688462805172364,0.1782787160574251,1.434782608695652
4,christian rodriguez,0.22934868850381612,-1.0,0.12455541793267305,0.06463161259552763,1.5,2025-08-09,1.0,0,0.7097544083970184,0.5874290958656794,0.26424957588483156,0.08688462805172364,-0.12455541793267305,1.5
6,chase hooper,0.1618153445774237,-1.0,0.16815914457895945,0.11267219596339356,1.359712230215827,2025-08-16,0.0,1,0.8183144721635541,0.5438691747806006,0.19318996649244413,0.06385705409810344,-0.16815914457895945,1.359712230215827
7,karine silva,0.1618153445774237,-1.0,0.1170172255763719,0.07236432331207437,1.6134969325153374,2025-08-16,1.0,1,0.664621234600259,0.5438691747806006,0.19318996649244413,0.06385705409810344,0.1170172255763719,1.6134969325153374
1,gauge young,0.09961648548048319,1.479245283018868,0.10609334266002808,0.190252567381057,1.8,2025-08-23,0.0,0,0.6612514263228094,0.4627848741375181,0.14735721625792242,0.03976533384846692,0.10609334266002808,1.8
3,sergei pavlovich,0.09961648548048319,1.479245283018868,0.0,-0.036038864606289855,1.3773584905660377,2025-08-23,1.0,1,0.699862194189954,0.4627848741375181,0.14735721625792242,0.03976533384846692,0.0,1.3773584905660377
5,andreas gustafsson,0.10484073929572439,-1.0,0.0876090975404206,0.15565225444399244,2.1,2025-09-06,0.0,1,0.5503105973542821,0.39360179113581323,0.22016555252102132,0.055968238450203156,-0.0876090975404206,2.1
0,sam patterson,0.10484073929572439,-1.0,0.12703615816537664,0.05582414418260051,1.4761904761904765,2025-09-06,1.0,1,0.7152357105753099,0.39360179113581323,0.22016555252102132,0.055968238450203156,0.12703615816537664,1.4761904761904765
3,rafa garcia,0.2104584561126993,-1.0,0.08311282482626561,0.35305725028972057,2.5,2025-09-13,1.0,1,0.5412229001158883,0.3758862081652766,0.7940023571524562,0.15596306633377166,0.08311282482626561,2.5
4,claudio puelles,0.2104584561126993,-1.0,0.1494078155996192,0.3258879894167961,1.9090909090909087,2025-09-13,0.0,1,0.694512756361179,0.3758862081652766,0.7940023571524562,0.15596306633377166,-0.1494078155996192,1.9090909090909087
6,carlos ulberg,0.15651489752068068,1.2401215805471124,0.11874841618027263,0.10556835550054627,1.5714285714285714,2025-09-27,1.0,1,0.7035434989548931,0.5330503096179616,0.19409750209251575,0.06167618003819325,0.11874841618027263,1.5714285714285714
