,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds,parlay_strategy
3,melquizael costa,0.021720834636202207,-0.008427401711703197,1.704225352112676,1.1776212832550859,0,0.5818318551939593,0.4792623486207078,0.043651890619271994,2025-02-22,0.0,0.021720834636202207,1.704225352112676,top_ev
6,danny silva,0.020791172737900675,0.07379095648665829,1.3636363636363638,1.454545454545455,1,0.7874467014235493,0.44671918493680063,0.09649254484487457,2025-03-01,1.0,0.020791172737900675,1.3636363636363638,top_ev
2,cody brundage,0.020791172737900675,0.021141534319206345,1.8,1.454545454545455,1,0.5673008523995591,0.44671918493680063,0.09649254484487457,2025-03-01,1.0,0.020791172737900675,1.8,top_ev
0,iasmin lucindo,0.017093541322050015,0.1031270001666591,1.704225352112676,-1,0,0.6472893967920066,0.3777107422920746,0.1101565581268793,2025-03-08,1.0,-0.017093541322050015,1.704225352112676,top_ev
6,alex pereira,0.017093541322050015,0.006372392262321835,1.7246376811594204,-1,1,0.5835268492949597,0.3777107422920746,0.1101565581268793,2025-03-08,0.0,-0.017093541322050015,1.7246376811594204,top_ev
2,chidi njokuani,0.013657546609507314,0.30156634278048144,2.6,-1,1,0.5006024395309544,0.3347798336902141,0.3678147490771604,2025-03-15,1.0,-0.013657546609507314,2.6,top_ev
7,josiane nunes,0.013657546609507314,0.05089898541410903,1.5714285714285714,-1,1,0.6687538998089785,0.3347798336902141,0.3678147490771604,2025-03-15,0.0,-0.013657546609507314,1.5714285714285714,top_ev
7,shauna bannon,0.017617997629899317,0.049275034208951796,1.4587155963302751,-1,1,0.7193143316275205,0.41210603484076036,0.03362427760436493,2025-03-22,1.0,-0.017617997629899317,1.4587155963302751,top_ev
3,gunnar nelson,0.017617997629899317,-0.014915780986236804,1.7194244604316546,-1,1,0.5729150897193016,0.41210603484076036,0.03362427760436493,2025-03-22,0.0,-0.017617997629899317,1.7194244604316546,top_ev
3,manuel torres,0.022665847569477225,0.09778130623083392,1.7692307692307692,1.2410256410256406,1,0.6204850861304714,0.50733908917673,0.13695990753964593,2025-03-29,1.0,0.022665847569477225,1.7692307692307692,top_ev
6,rafa garcia,0.022665847569477225,0.03568889457894811,1.2666666666666666,1.2410256410256406,1,0.8176491272991696,0.50733908917673,0.13695990753964593,2025-03-29,1.0,0.022665847569477225,1.2666666666666666,top_ev
3,lerone murphy,0.009132669864145902,0.02312617887342669,1.2816901408450705,1.0058088644863532,0,0.7982632824177285,0.5048057233658899,0.012543794770747851,2025-04-05,0.0,0.009132669864145902,1.2816901408450705,top_ev
2,brad tavares,0.009132669864145902,-0.01034318573915416,1.5649717514124295,1.0058088644863532,1,0.6323799860078329,0.5048057233658899,0.012543794770747851,2025-04-05,1.0,0.009132669864145902,1.5649717514124295,top_ev
10,nikita krylov,0.022498335628207328,0.05587980966711803,1.5319148936170213,-1,1,0.6892548757549243,0.4650620703163359,0.059965030010040055,2025-04-12,0.0,-0.022498335628207328,1.5319148936170213,top_ev
3,sean woodson,0.022498335628207328,0.0038690202289311526,1.4878048780487805,-1,0,0.6747316365473144,0.4650620703163359,0.059965030010040055,2025-04-12,1.0,-0.022498335628207328,1.4878048780487805,top_ev
8,matt schnell,0.011949643574274096,0.022278008426004248,1.5714285714285714,1.043329043329043,1,0.6505405508165482,0.4995459235898343,0.020736694147739376,2025-04-26,1.0,0.011949643574274096,1.5714285714285714,top_ev
5,randy brown,0.011949643574274096,-0.0015077251643494105,1.3003003003003002,1.043329043329043,1,0.7678935970445073,0.4995459235898343,0.020736694147739376,2025-04-26,1.0,0.011949643574274096,1.3003003003003002,top_ev
5,yana santos,0.016985976192779882,0.1311095788843033,2.2,2.0000000000000004,1,0.5141407176746833,0.3901823543234761,0.17054706297042843,2025-05-03,1.0,0.016985976192779882,2.2,top_ev
9,montel jackson,0.016985976192779882,0.03486619229679344,1.3636363636363638,2.0000000000000004,1,0.7589018743509818,0.3901823543234761,0.17054706297042843,2025-05-03,1.0,0.016985976192779882,1.3636363636363638,top_ev
5,valentina shevchenko,0.01644603379308745,0.11828908992435472,2.08,2.0044444444444447,1,0.5376389855405551,0.3944304746763551,0.18504444836096035,2025-05-10,1.0,0.01644603379308745,2.08,top_ev
1,mike malott,0.01644603379308745,0.059694187342131,1.4444444444444444,2.0044444444444447,1,0.7336344373907061,0.3944304746763551,0.18504444836096035,2025-05-10,1.0,0.01644603379308745,1.4444444444444444,top_ev
5,luana santos,0.02966759704664478,0.07381880376544203,1.5319148936170213,0.8054711246200608,1,0.7009650524579969,0.5733490600030454,0.03516517216355308,2025-05-17,1.0,0.02966759704664478,1.5319148936170213,top_ev
1,michael morales,0.02966759704664478,-0.035996419010680764,1.1785714285714286,0.8054711246200608,0,0.8179424323545739,0.5733490600030454,0.03516517216355308,2025-05-17,0.0,0.02966759704664478,1.1785714285714286,top_ev
1,jafel filho,0.010182849459765969,0.03706555957729418,1.9523809523809523,-1,1,0.5311799207591019,0.3288689155970684,0.03121522884910477,2025-05-31,0.0,-0.010182849459765969,1.9523809523809523,top_ev
4,mateusz gamrot,0.010182849459765969,-0.005641235189194904,1.606060606060606,-1,1,0.61912904224069,0.3288689155970684,0.03121522884910477,2025-05-31,1.0,-0.010182849459765969,1.606060606060606,top_ev
4,merab dvalishvili,0.023861276513081484,0.09478805162198173,1.3636363636363638,-1,1,0.8028445711894532,0.526201883051029,0.11618581253248594,2025-06-07,1.0,-0.023861276513081484,1.3636363636363638,top_ev
3,serghei spivac,0.023861276513081484,0.019545117320930172,1.5555555555555556,-1,1,0.6554218611348837,0.526201883051029,0.11618581253248594,2025-06-07,0.0,-0.023861276513081484,1.5555555555555556,top_ev
6,michael chiesa,0.03867954617012999,0.06105464900100835,1.2857142857142856,0.4696505211526669,1,0.8252647270007843,0.7248962630287145,0.06534417074177101,2025-06-14,1.0,0.03867954617012999,1.2857142857142856,top_ev
2,jamey lyn horth,0.03867954617012999,0.004042696335010726,1.1430615164520743,0.4696505211526669,1,0.8783802812743086,0.7248962630287145,0.06534417074177101,2025-06-14,1.0,0.03867954617012999,1.1430615164520743,top_ev
6,hamdy abdelwahab,0.021851883082769728,0.06074044112545107,1.5555555555555556,-1,1,0.6819045692949328,0.5022109329766942,0.06223031867013007,2025-06-21,0.0,-0.021851883082769728,1.5555555555555556,top_ev
3,muhammad naimov,0.021851883082769728,0.001404563724465957,1.359712230215827,-1,1,0.7364827214693164,0.5022109329766942,0.06223031867013007,2025-06-21,1.0,-0.021851883082769728,1.359712230215827,top_ev
5,alexandre pantoja,0.023261266205421533,0.06665807863969031,1.3636363636363638,1.1212121212121215,1,0.7822159243357728,0.5354804551652068,0.13586763216862074,2025-06-28,1.0,0.023261266205421533,1.3636363636363638,top_ev
6,terrance mckinney,0.023261266205421533,0.06488447883617326,1.5555555555555556,1.1212121212121215,1,0.68456859353754,0.5354804551652068,0.13586763216862074,2025-06-28,1.0,0.023261266205421533,1.5555555555555556,top_ev
3,steve garcia,0.002949630977331593,0.03320598988771045,1.6666666666666663,1.0370370370370368,0,0.6199235939326264,0.49376721253014794,0.00582209959844926,2025-07-12,0.0,0.002949630977331593,1.6666666666666663,top_ev
7,gabriel bonfim,0.002949630977331593,-0.026503805201746056,1.2222222222222223,1.0370370370370368,0,0.7964968866531168,0.49376721253014794,0.00582209959844926,2025-07-12,0.0,0.002949630977331593,1.2222222222222223,top_ev
0,dustin poirier,0.0,-0.030308683725366103,1.9090909090909087,0.0,0,0.5079335466200464,0.3612475272090564,-0.05956222255493604,2025-07-19,1.0,0.0,1.9090909090909087,top_ev
1,brendan allen,0.0,-0.030167887799548654,1.3636363636363638,0.0,0,0.7112102156136643,0.3612475272090564,-0.05956222255493604,2025-07-19,0.0,0.0,1.3636363636363638,top_ev
7,bryce mitchell,0.020479477749540485,0.10430158321941924,1.6451612903225803,-1,1,0.6712421388196471,0.46262603070391145,0.15139927740948655,2025-07-26,1.0,-0.020479477749540485,1.6451612903225803,top_ev
5,amanda ribas,0.020479477749540485,0.04264930423513591,1.5128205128205128,-1,1,0.6892088621215305,0.46262603070391145,0.15139927740948655,2025-07-26,0.0,-0.020479477749540485,1.5128205128205128,top_ev
6,neil magny,0.016023268227286794,0.19506791957540992,2.15,2.5107594936708857,1,0.5558455439885628,0.37169112552057204,0.30491814763456504,2025-08-02,1.0,0.016023268227286794,2.15,top_ev
