,f_star_unscaled,choice_ev,choice_fair_odds,choice_real_odds,choice_idx,choice_decimal_odds,choice_proba,choice_risk_proba,pred_winner,choice_american_odds,moneyline_allowed,parlay_net,parlay_net_odds,parlay_ev,regular_parlay_net,heavy_parlay_net,uncertainty_multiplier,event_multiplier,event_total_fstar,bankroll_pct_change,bankroll_postevent,vegas_acc_choice,event_payout_money_line,event_ml_net_odds,avg_choice_edge,fight_payout,net_odds,choice_fstar,kelly_edge,choice_edge,date,fighter_red,fighter_blue,winner,red_proba,blue_proba,open_red,open_blue,real_odds_blue,real_odds_red,fstar_net
0,0.14720589656192426,0.07084991692442544,1.733851022240676,1.6756756756756757,1,1.6756756756756757,0.6390555955839313,0.6390555955839313,1,-148,True,49.020367859869744,1.6066066066066065,0.17753088130329475,49.020367859869744,0.0,1.0,1.0,0.4287324616083838,0.32000481069250813,660.0024053462541,1.0,110.98203748638434,1.2312312312312312,0.07261363129502063,49.728686428049556,0.6756756756756757,0.14719691182702668,0.14720589656192426,0.06230477491210207,2024-05-11,joaquin buckley,nursulton ruziboev,1.0,0.6390555955839313,0.3609444044160687,-148.0,124.0,2.24,1.6756756756756757,0.14719691182702668
1,0.0,-0.1714288454655053,1.6686512500275867,1.617283950617284,1,1.617283950617284,0.5123226222694204,0.5123226222694204,1,-162,True,49.020367859869744,1.6066066066066065,0.17753088130329475,49.020367859869744,0.0,1.0,1.0,0.4287324616083838,0.32000481069250813,660.0024053462541,1.0,110.98203748638434,1.2312312312312312,0.07261363129502063,0.0,0.0,0.0,0.0,-0.086963777440206,2024-05-11,derrick lewis,rodrigo nascimento,1.0,0.5123226222694204,0.4876773777305796,-162.0,136.0,2.3600000000000003,1.617283950617284,0.0
2,0.018375791088175525,-0.02052004679721242,1.733851022240676,1.6756756756756757,0,1.6756756756756757,0.5845283591694055,0.5845283591694055,0,-148,True,49.020367859869744,1.6066066066066065,0.17753088130329475,49.020367859869744,0.0,1.0,1.0,0.4287324616083838,0.32000481069250813,660.0024053462541,1.0,110.98203748638434,1.2312312312312312,0.07261363129502063,0.0,0.0,0.0,0.018375791088175525,0.007777538497576231,2024-05-11,jj aldrich,veronica hardy,0.0,0.4154716408305944,0.5845283591694055,124.0,-148.0,1.6756756756756757,2.24,0.0
3,0.2205255236197965,0.09962270407160928,1.602621062176108,1.5555555555555556,0,1.5555555555555556,0.7069003097603203,0.7069003097603203,0,-180,True,49.020367859869744,1.6066066066066065,0.17753088130329475,49.020367859869744,0.0,1.0,1.0,0.4287324616083838,0.32000481069250813,660.0024053462541,1.0,110.98203748638434,1.2312312312312312,0.07261363129502063,61.253351058334786,0.5555555555555556,0.22051206381000524,0.2205255236197965,0.0829224876779392,2024-05-11,alex caceres,sean woodson,0.0,0.2930996902396797,0.7069003097603203,150.0,-180.0,1.5555555555555556,2.5,0.22051206381000524
4,0.3051819124605796,0.3326166241526869,2.31179951660086,2.2,1,2.2,0.6057348291603122,0.6057348291603122,1,120,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,-134.75851628792836,-1.0,0.20417882601083945,0.3051819124605796,0.17317136817717999,2024-05-18,luana pinheiro,angela hill,0.0,0.6057348291603122,0.3942651708396878,120.0,-142.0,1.704225352112676,2.2,-0.20417882601083945
5,0.0,-0.17502101342616028,1.4341303401610936,1.4,1,1.4,0.5892707046955998,0.5892707046955998,1,-250,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,0.0,0.0,0.0,0.0,-0.10801598675510304,2024-05-18,adrian yanez,vinicius salvador,1.0,0.5892707046955998,0.4107292953044001,-250.0,205.0,3.05,1.4,0.0
6,0.09727719292958407,0.038751082959023964,1.7623116088586497,1.704225352112676,0,1.704225352112676,0.6095150982652124,0.6095150982652124,0,-142,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,30.24963341675205,0.704225352112676,0.06508230743379322,0.09727719292958407,0.042078559248344805,2024-05-18,edson barboza,lerone murphy,0.0,0.3904849017347875,0.6095150982652124,120.0,-142.0,1.704225352112676,2.2,0.06508230743379322
7,0.09196096026850949,0.054878412545677935,2.148625715316277,2.05,1,2.05,0.5145748353881356,0.5145748353881356,1,105,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,42.63735221197987,1.0499999999999998,0.061525536540043405,0.09196096026850949,0.04916106282105065,2024-05-18,khaos williams,carlston harris,1.0,0.5145748353881356,0.4854251646118643,105.0,-125.0,1.8,2.05,0.061525536540043405
8,0.14151564482960988,0.028611073218007654,1.3655989198669296,1.3355704697986577,0,1.3355704697986577,0.7701660799471515,0.7701660799471515,0,-298,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,-62.48875686966212,-1.0,0.09467958959464537,0.14151564482960988,0.03788664895767424,2024-05-18,vanessa demopoulos,emily ducote,1.0,0.2298339200528485,0.7701660799471515,240.0,-298.0,1.3355704697986577,3.4,-0.09467958959464537
9,0.26188405617451177,0.08718747277223893,1.4341303401610936,1.4,1,1.4,0.7765624805515993,0.7765624805515993,1,-250,True,-18.290676695065233,-1.0,0.5229869136105492,-18.290676695065233,0.0,1.0,0.6690805729990149,1.0,-0.201193714084683,527.2140701098168,0.75,-114.49765854137209,-0.06993998969972481,0.07219289577620554,46.25583025547131,0.3999999999999999,0.17521083969082024,0.26188405617451177,0.07927578910089639,2024-05-18,themba gorimbo,ramiz brahimaj,1.0,0.7765624805515993,0.2234375194484007,-250.0,205.0,3.05,1.4,0.17521083969082024
