,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
6,jonathan martinez,0.08739207539052825,0.173074,1.5555555555555556,-1.0,0,0.754119,0.40412176164566993,0.2886993954700807,2024-05-04,1.0,-0.08739207539052825,1.5555555555555556
3,kevin borjas,0.08739207539052825,0.09856615649999978,2.05,-1.0,0,0.53588593,0.40412176164566993,0.2886993954700807,2024-05-04,1.0,-0.08739207539052825,2.05
6,rodrigo nascimento,0.0733875474104621,0.23011525500000007,2.35,-1.0,0,0.5234533,0.34289986186425,0.37328979888872516,2024-05-11,1.0,-0.0733875474104621,2.35
5,joaquin buckley,0.0733875474104621,0.11639116197183086,1.704225352112676,-1.0,1,0.6550725,0.34289986186425,0.37328979888872516,2024-05-11,1.0,-0.0733875474104621,1.704225352112676
4,themba gorimbo,0.08061505294092818,0.17141562758620688,1.6896551724137931,-1.0,1,0.6932868,0.36989318881008,0.3124830733985253,2024-05-18,1.0,-0.08061505294092818,1.6896551724137931
0,luana pinheiro,0.08061505294092818,0.12042476000000002,2.1,-1.0,1,0.5335356,0.36989318881008,0.3124830733985253,2024-05-18,0.0,-0.08061505294092818,2.1
8,randy brown,0.12296992428429254,0.13886308205128206,1.5128205128205128,1.1565739225313694,1,0.7528078,0.570700612061112,0.2307580575436856,2024-06-01,1.0,0.12296992428429254,1.5128205128205128
2,ailin perez,0.12296992428429254,0.08069009957446799,1.425531914893617,1.1565739225313694,1,0.75809604,0.570700612061112,0.2307580575436856,2024-06-01,1.0,0.12296992428429254,1.425531914893617
10,nassourdine imavov,0.11451215154030735,0.18852454000000007,1.7692307692307692,1.3221153846153846,0,0.67177474,0.5445843367795741,0.26458766665641487,2024-06-08,0.0,0.11451215154030735,1.7692307692307692
8,raul rosas jr,0.11451215154030735,0.06399794375000001,1.3125,1.3221153846153846,1,0.8106651,0.5445843367795741,0.26458766665641487,2024-06-08,1.0,0.11451215154030735,1.3125
4,tatsuro taira,0.0721046651758762,0.045239825471698025,1.3773584905660377,0.9560805454257175,0,0.75887275,0.54647140067885,0.06894207549944076,2024-06-15,0.0,0.0721046651758762,1.3773584905660377
0,melquizael costa,0.0721046651758762,0.02267637478991602,1.4201680672268908,0.9560805454257175,1,0.7201094,0.54647140067885,0.06894207549944076,2024-06-15,1.0,0.0721046651758762,1.4201680672268908
4,johnny walker,0.06546738565666975,0.03943395862068971,1.6896551724137931,-1.0,1,0.6151752,0.506824724218608,0.07315876786751074,2024-06-22,0.0,-0.06546738565666975,1.6896551724137931
0,rinat fakhretdinov,0.06546738565666975,0.03244536025316444,1.2531645569620251,-1.0,1,0.82387054,0.506824724218608,0.07315876786751074,2024-06-22,1.0,-0.06546738565666975,1.2531645569620251
8,martin buday,0.11885422902521771,0.05781536428571438,1.3571428571428572,0.9883720930232558,0,0.7794429,0.5620071702873001,0.11747937347823623,2024-06-29,0.0,0.11885422902521771,1.3571428571428572
5,ian machado garry,0.11885422902521771,0.05640304651162792,1.4651162790697674,0.9883720930232558,1,0.721037,0.5620071702873001,0.11747937347823623,2024-06-29,1.0,0.11885422902521771,1.4651162790697674
7,montel jackson,0.11774142168350687,0.08153789333333322,1.8333333333333333,1.240740740740741,1,0.58992976,0.511881049871408,0.14699272286000697,2024-07-13,1.0,0.11774142168350687,1.8333333333333333
4,gabriel bonfim,0.11774142168350687,0.06052014444444456,1.2222222222222223,1.240740740740741,1,0.8676983,0.511881049871408,0.14699272286000697,2024-07-13,1.0,0.11774142168350687,1.2222222222222223
4,cody durden,0.07629238497204807,0.13124858000000006,2.1,-1.0,1,0.5386898,0.317797267870632,0.24769970820513332,2024-07-20,0.0,-0.07629238497204807,2.1
3,thomas petersen,0.07629238497204807,0.10294035304347815,1.869565217391304,-1.0,0,0.58994484,0.317797267870632,0.24769970820513332,2024-07-20,0.0,-0.07629238497204807,1.869565217391304
6,muhammad mokaev,0.062477168778532766,0.03671607272727284,1.4545454545454546,-1.0,1,0.7127423,0.54004491198423,0.0601771698711393,2024-07-27,1.0,-0.062477168778532766,1.4545454545454546
1,leon edwards,0.062477168778532766,0.02263020489510481,1.3496503496503496,-1.0,1,0.7577001,0.54004491198423,0.0601771698711393,2024-07-27,0.0,-0.062477168778532766,1.3496503496503496
7,rolando bedoya,0.09888829896481048,0.11571606363636333,1.9090909090909087,-1.0,0,0.5844227,0.450796343174548,0.2347899834781093,2024-08-03,1.0,-0.09888829896481048,1.9090909090909087
6,viktoriia dudakova,0.09888829896481048,0.10672421391304349,1.434782608695652,-1.0,1,0.77135324,0.450796343174548,0.2347899834781093,2024-08-03,0.0,-0.09888829896481048,1.434782608695652
0,yana santos,0.04224594389239982,0.08483536993630558,1.6369426751592355,1.2215650591446767,1,0.66272044,0.473364178376692,0.05160931893238696,2024-08-10,1.0,0.04224594389239982,1.6369426751592355
2,karol rosa,0.04224594389239982,-0.03062773571428562,1.3571428571428572,1.2215650591446767,1,0.7142743,0.473364178376692,0.05160931893238696,2024-08-10,1.0,0.04224594389239982,1.3571428571428572
0,valter walker,0.08883160867339296,0.1627691551724138,1.6896551724137931,2.0977011494252875,0,0.6881695,0.43315019291715,0.3417698504732407,2024-08-17,0.0,0.08883160867339296,1.6896551724137931
9,dricus du plessis,0.08883160867339296,0.15394344999999998,1.8333333333333333,2.0977011494252875,1,0.6294237,0.43315019291715,0.3417698504732407,2024-08-17,1.0,0.08883160867339296,1.8333333333333333
3,caio borralho,0.09601020155683475,0.041554699999999944,1.2857142857142856,0.8701298701298701,0,0.8100981,0.579396362139693,0.08354644348202322,2024-08-24,0.0,0.09601020155683475,1.2857142857142856
2,francis marshall,0.09601020155683475,0.040316407272727284,1.4545454545454546,0.8701298701298701,0,0.71521753,0.579396362139693,0.08354644348202322,2024-08-24,0.0,0.09601020155683475,1.4545454545454546
1,jaqueline amorim,0.13108941781146438,0.10030259245901635,1.3278688524590163,0.9180327868852458,1,0.82862294,0.5841150041395264,0.12035172925122284,2024-09-07,1.0,0.13108941781146438,1.3278688524590163
3,steve garcia,0.13108941781146438,0.018221475555555477,1.4444444444444444,0.9180327868852458,1,0.70492256,0.5841150041395264,0.12035172925122284,2024-09-07,1.0,0.13108941781146438,1.4444444444444444
9,ignacio bahamondes,0.06699451073498831,0.07420965999999996,2.06,1.9755555555555557,0,0.521461,0.38055396221392995,0.13235945645433822,2024-09-14,0.0,0.06699451073498831,2.06
4,diego lopes,0.06699451073498831,0.05413263222222214,1.4444444444444444,1.9755555555555557,0,0.72978413,0.38055396221392995,0.13235945645433822,2024-09-14,0.0,0.06699451073498831,1.4444444444444444
6,taylor lapilus,0.0544829316427053,0.032533937500000054,1.25,1.1969696969696968,1,0.82602715,0.48485802979568504,0.0652183987935504,2024-09-28,1.0,0.0544829316427053,1.25
8,fares ziam,0.0544829316427053,0.03165461212121212,1.7575757575757576,1.1969696969696968,1,0.5869759,0.48485802979568504,0.0652183987935504,2024-09-28,1.0,0.0544829316427053,1.7575757575757576
3,iasmin lucindo,0.10280562394615039,0.16436645230769226,1.5128205128205128,1.6090672612411745,0,0.76966596,0.5074313775032879,0.3239225943703399,2024-10-05,0.0,0.10280562394615039,1.5128205128205128
8,mario bautista,0.10280562394615039,0.13703258260869566,1.7246376811594204,1.6090672612411745,0,0.6592878,0.5074313775032879,0.3239225943703399,2024-10-05,0.0,0.10280562394615039,1.7246376811594204
1,jonathan pearce,0.13749553038743315,0.16218034042553187,1.5319148936170213,-1.0,1,0.7586455,0.6586326947508749,0.3119629986296899,2024-10-12,0.0,-0.13749553038743315,1.5319148936170213
7,tatsuro taira,0.13749553038743315,0.1288807364864864,1.3003003003003002,-1.0,0,0.86816925,0.6586326947508749,0.3119629986296899,2024-10-12,1.0,-0.13749553038743315,1.3003003003003002
2,darren elkins,0.10499529033975297,0.2676833529411765,1.5882352941176472,1.5686274509803924,1,0.798171,0.5593016464760999,0.4366375625170411,2024-10-19,1.0,0.10499529033975297,1.5882352941176472
7,anthony hernandez,0.10499529033975297,0.13327792716049386,1.617283950617284,1.5686274509803924,1,0.7007291,0.5593016464760999,0.4366375625170411,2024-10-19,1.0,0.10499529033975297,1.617283950617284
2,lerone murphy,0.15350976506249023,0.11946281428571418,1.2857142857142856,0.7999999999999996,1,0.8706933,0.68891561233245,0.24004810219840977,2024-10-26,1.0,0.15350976506249023,1.2857142857142856
0,khamzat chimaev,0.15350976506249023,0.10771710000000001,1.4,0.7999999999999996,0,0.7912265,0.68891561233245,0.24004810219840977,2024-10-26,0.0,0.15350976506249023,1.4
5,mike malott,0.052826418815027774,0.027949449999999987,1.25,0.9444444444444444,1,0.82235956,0.539945826736272,0.04989466309830659,2024-11-02,1.0,0.052826418815027774,1.25
1,brandon moreno,0.052826418815027774,0.02134853333333331,1.5555555555555556,0.9444444444444444,1,0.6565812,0.539945826736272,0.04989466309830659,2024-11-02,1.0,0.052826418815027774,1.5555555555555556
3,matthew semelsberger,0.09597681217030093,0.2687811199999999,2.4,-1.0,1,0.5286588,0.44368400307427197,0.2584491723561171,2024-11-09,0.0,-0.09597681217030093,2.4
0,gillian robertson,0.09597681217030093,-0.008143207272727077,1.181818181818182,-1.0,0,0.83926344,0.44368400307427197,0.2584491723561171,2024-11-09,0.0,-0.09597681217030093,1.181818181818182
4,charles oliveira,0.1876929156806685,0.18811577272727287,1.3636363636363638,0.5671641791044777,1,0.8712849,0.766370400842454,0.201028240126234,2024-11-16,1.0,0.1876929156806685,1.3636363636363638
0,jon jones,0.1876929156806685,0.010868021194029798,1.1492537313432836,0.5671641791044777,1,0.87958646,0.766370400842454,0.201028240126234,2024-11-16,1.0,0.1876929156806685,1.1492537313432836
0,wang cong,0.0,-0.07533808599999994,1.1,0.0,1,0.84060174,0.608444183326452,-0.13092375605460504,2024-11-23,0.0,0.0,1.1
1,petr yan,0.0,-0.06011458805970149,1.2985074626865671,0.0,1,0.7238198,0.608444183326452,-0.13092375605460504,2024-11-23,1.0,0.0,1.2985074626865671
2,carlos ulberg,0.0,-0.0943694081967214,1.3278688524590163,0.0,0,0.6820181,0.608444183326452,-0.13092375605460504,2024-11-23,0.0,0.0,1.3278688524590163
2,themba gorimbo,0.1213505192013849,0.14754247142857146,1.5714285714285714,-1.0,0,0.7302543,0.5838653322591001,0.28450373097002,2024-12-07,1.0,-0.1213505192013849,1.5714285714285714
