,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
9,ignacio bahamondes,0.07590072154738753,0.14721419999999996,2.2,3.1999999999999993,0,0.521461,0.31393549435043,0.3185290762718058,2024-09-14,0.0,0.07590072154738753,2.2
8,fares ziam,0.1117213509500117,0.07612248333333327,1.8333333333333333,1.3805970149253728,1,0.5869759,0.48485802979568504,0.15425157839420534,2024-09-28,1.0,0.1117213509500117,1.8333333333333333
6,taylor lapilus,0.1117213509500117,0.07260241865671646,1.2985074626865671,1.3805970149253728,1,0.82602715,0.48485802979568504,0.15425157839420534,2024-09-28,1.0,0.1117213509500117,1.2985074626865671
8,mario bautista,0.09994356612732178,0.2086942999999999,1.8333333333333333,1.8518518518518516,0,0.6592878,0.5074313775032879,0.44711911362048773,2024-10-05,0.0,0.09994356612732178,1.8333333333333333
3,iasmin lucindo,0.09994356612732178,0.19725816000000002,1.5555555555555556,1.8518518518518516,0,0.76966596,0.5074313775032879,0.44711911362048773,2024-10-05,0.0,0.09994356612732178,1.5555555555555556
1,jonathan pearce,0.13735207150232512,0.1921572142857142,1.5714285714285714,-1.0,1,0.7586455,0.6586326947508749,0.3918887982666275,2024-10-12,0.0,-0.13735207150232512,1.5714285714285714
7,tatsuro taira,0.13735207150232512,0.16753795689655177,1.3448275862068966,-1.0,0,0.86816925,0.6586326947508749,0.3918887982666275,2024-10-12,1.0,-0.13735207150232512,1.3448275862068966
2,darren elkins,0.10131087724102412,0.3374757297297296,1.6756756756756757,1.8313140726933832,1,0.798171,0.5593016464760999,0.5835586225483613,2024-10-19,1.0,0.10131087724102412,1.6756756756756757
7,anthony hernandez,0.10131087724102412,0.1839905482758621,1.6896551724137931,1.8313140726933832,1,0.7007291,0.5593016464760999,0.5835586225483613,2024-10-19,1.0,0.10131087724102412,1.6896551724137931
2,lerone murphy,0.14938734801464068,0.18730904545454558,1.3636363636363638,0.96969696969697,1,0.8706933,0.68891561233245,0.35695499398815933,2024-10-26,1.0,0.14938734801464068,1.3636363636363638
