,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,parlay_strategy,fstar_net,choice_decimal_odds
1,hyder amil,0.06180291335634922,0.13494025886420824,2.16,-1.0,1,0.525435305029726,0.3476222527202649,0.5392713350453331,2025-06-28,0.0,top_ev,-0.06180291335634922,2.16
3,steve garcia,0.03418681233676917,0.0784967101303144,1.7407407407407407,1.175925925925926,0,0.6195619398620955,0.4962241891892222,0.07974707832840022,2025-07-12,0.0,top_ev,0.03418681233676917,1.7407407407407407
7,gabriel bonfim,0.03418681233676917,0.0011593620883040001,1.25,1.175925925925926,0,0.8009274896706432,0.4962241891892222,0.07974707832840022,2025-07-12,0.0,top_ev,0.03418681233676917,1.25
0,dustin poirier,0.0017477400974222502,0.033259598752409913,1.9803921568627447,-1.0,0,0.5217449459046823,0.372573295770151,0.01627188668639401,2025-07-19,1.0,top_ev,-0.0017477400974222502,1.9803921568627447
1,brendan allen,0.0017477400974222502,-0.016440894511434934,1.3773584905660377,-1.0,0,0.7140908574095062,0.372573295770151,0.01627188668639401,2025-07-19,0.0,top_ev,-0.0017477400974222502,1.3773584905660377
7,bryce mitchell,0.09524256375342284,0.17122586680298557,1.7246376811594204,-1.0,1,0.6791141580622353,0.4735278187737411,0.2833290160969506,2025-07-26,1.0,top_ev,-0.09524256375342284,1.7246376811594204
5,amanda ribas,0.09524256375342284,0.09571437283908801,1.5714285714285714,-1.0,1,0.6972727827157833,0.4735278187737411,0.2833290160969506,2025-07-26,0.0,top_ev,-0.09524256375342284,1.5714285714285714
6,neil magny,0.07045138137068847,0.35512208147096613,2.4,2.999999999999999,1,0.5646342006129026,0.382564293705733,0.5302571748229317,2025-08-02,1.0,top_ev,0.07045138137068847,2.4
8,karol rosa,0.07045138137068847,0.1292393473227585,1.6666666666666663,2.999999999999999,1,0.6775436083936552,0.382564293705733,0.5302571748229317,2025-08-02,1.0,top_ev,0.07045138137068847,1.6666666666666663
1,iasmin lucindo,0.13168968809762052,0.1916963758058487,1.5813953488372094,0.9767441860465118,1,0.753572708230169,0.6409278648855944,0.266950430587803,2025-08-09,1.0,top_ev,0.13168968809762052,1.5813953488372094
