,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,parlay_strategy,fstar_net,choice_decimal_odds
0,isaac dulgarian,0.07167139333883908,0.373151272242644,1.847457627118644,-1.0,1,0.7432653675441835,0.4146658176357927,0.6087628077429315,2025-11-01,0.0,top_ev,-0.07167139333883908,1.847457627118644
2,waldo cortes acosta,0.07167139333883908,0.17158454444387916,2.1,-1.0,1,0.5578974021161329,0.4146658176357927,0.6087628077429315,2025-11-01,1.0,top_ev,-0.07167139333883908,2.1
1,ricky simon,0.10037286315376813,0.12189641491873077,1.5714285714285714,-1.0,1,0.7139340822210105,0.48941414624184265,0.24975398058184806,2025-11-08,0.0,top_ev,-0.10037286315376813,1.5714285714285714
2,gabriel bonfim,0.10037286315376813,0.1139655711194863,1.625,-1.0,1,0.6855172745350685,0.48941414624184265,0.24975398058184806,2025-11-08,1.0,top_ev,-0.10037286315376813,1.625
1,bo nickal,0.09802693553004234,0.07477692687061177,1.4444444444444444,0.956658786446021,1,0.7440763339873466,0.5887015765588809,0.15188811236855915,2025-11-15,1.0,top_ev,0.09802693553004234,1.4444444444444444
7,islam makhachev,0.09802693553004234,0.07174622339769526,1.3546099290780145,0.956658786446021,0,0.791184384811911,0.5887015765588809,0.15188811236855915,2025-11-15,0.0,top_ev,0.09802693553004234,1.3546099290780145
2,tagir ulanbekov,0.09904129159670133,0.1705263689652876,1.5,-1.0,1,0.7803509126435251,0.4647414968864225,0.25929953995030575,2025-11-22,0.0,top_ev,-0.09904129159670133,1.5
0,ismail naurdiev,0.09904129159670133,0.0758403854357344,1.806451612903225,-1.0,1,0.5955544990804961,0.4647414968864225,0.25929953995030575,2025-11-22,1.0,top_ev,-0.09904129159670133,1.806451612903225
9,merab dvalishvili,0.04243085275038028,0.9154021174692412,2.5,-1.0,1,0.7661608469876965,0.4207295639833096,1.2088302109123754,2025-12-06,0.0,top_ev,-0.04243085275038028,2.5
10,terrance mckinney,0.04243085275038028,0.15319399032033598,2.1,-1.0,1,0.5491399953906362,0.4207295639833096,1.2088302109123754,2025-12-06,0.0,top_ev,-0.04243085275038028,2.1
0,tereza bleda,0.08834213814485312,0.10820508501352277,1.5,-1.0,0,0.7388033900090152,0.48362995148981147,0.2027113267312417,2025-12-13,1.0,top_ev,-0.08834213814485312,1.5
2,melquizael costa,0.08834213814485312,0.08527865734938922,1.6578947368421053,-1.0,1,0.654612523480584,0.48362995148981147,0.2027113267312417,2025-12-13,1.0,top_ev,-0.08834213814485312,1.6578947368421053
1,paddy pimblett,0.04242848827017644,0.055441947670777814,1.4444444444444444,-1.0,0,0.7306905791566923,0.5448950143682778,0.08407834095491751,2026-01-24,1.0,top_ev,-0.04242848827017644,1.4444444444444444
3,natalia silva,0.04242848827017644,0.027132134881824976,1.3773584905660377,-1.0,1,0.7457260705306401,0.5448950143682778,0.08407834095491751,2026-01-24,1.0,top_ev,-0.04242848827017644,1.3773584905660377
9,jacob malkoun,0.08652116972820287,0.13282259368380372,1.7407407407407407,1.3209876543209873,1,0.6507704261587809,0.5083048661002756,0.17976931885002223,2026-01-31,1.0,top_ev,0.08652116972820287,1.7407407407407407
1,tallison teixeira,0.08652116972820287,0.041442257091247936,1.3333333333333333,1.3209876543209873,0,0.781081692818436,0.5083048661002756,0.17976931885002223,2026-01-31,0.0,top_ev,0.08652116972820287,1.3333333333333333
5,julius walker,0.06545850626176099,0.258136904479249,2.5,-1.0,0,0.5032547617916996,0.3858355955232832,0.5563613745801148,2026-02-07,1.0,top_ev,-0.06545850626176099,2.5
2,klaudia sygula,0.06545850626176099,0.23703658086740798,1.6134969325153374,-1.0,1,0.766680466469154,0.3858355955232832,0.5563613745801148,2026-02-07,1.0,top_ev,-0.06545850626176099,1.6134969325153374
9,anthony hernandez,0.08160838208443433,0.20438350461178129,1.4,-1.0,0,0.8602739318655581,0.491578362509491,0.4108299004022391,2026-02-21,1.0,top_ev,-0.08160838208443433,1.4
0,serghei spivac,0.08160838208443433,0.1714125068966328,2.05,-1.0,1,0.5714207350715282,0.491578362509491,0.4108299004022391,2026-02-21,1.0,top_ev,-0.08160838208443433,2.05
