f_star_unscaled,choice_ev,choice_fair_odds,choice_real_odds,choice_idx,choice_decimal_odds,choice_proba,choice_risk_proba,pred_winner,choice_american_odds,moneyline_allowed,parlay_net,parlay_net_odds,parlay_ev,regular_parlay_net,heavy_parlay_net,uncertainty_multiplier,event_multiplier,event_total_fstar,bankroll_pct_change,bankroll_postevent,vegas_acc_choice,event_payout_money_line,event_ml_net_odds,avg_choice_edge,fight_payout,net_odds,choice_fstar,kelly_edge,choice_edge,date,fighter_red,fighter_blue,winner,red_proba,blue_proba,open_red,open_blue,real_odds_blue,real_odds_red,fstar_net
0.14838895994590293,0.04441160996270804,1.8335998111745717,1.704225352112676,1,1.704225352112676,0.6128365645235725,0.6128365645235725,1,-142,True,24.74453813506158,1.2761130541639094,0.0645467324014235,24.74453813506158,0.0,0.7667637878274207,0.7667637878274207,0.1525534429719672,0.1296104399769528,564.8052199884764,1.0,40.06068185341482,0.704225352112676,0.06274349517504957,40.06068185341482,0.704225352112676,0.11377233646369811,0.14838895994590293,0.06746129021035274,2024-05-11,joaquin buckley,nursulton ruziboev,1.0,0.6128365645235725,0.3871634354764275,-148.0,124.0,2.0,1.704225352112676,0.11377233646369811
0.0,-0.18169575836385954,1.6427734316099438,1.5714285714285714,1,1.5714285714285714,0.5207390628593621,0.5207390628593621,1,-175,True,24.74453813506158,1.2761130541639094,0.0645467324014235,24.74453813506158,0.0,0.7667637878274207,0.7667637878274207,0.1525534429719672,0.1296104399769528,564.8052199884764,1.0,40.06068185341482,0.704225352112676,0.06274349517504957,0.0,0.0,0.0,0.0,-0.08798760678246687,2024-05-11,derrick lewis,rodrigo nascimento,1.0,0.5207390628593621,0.4792609371406379,-162.0,136.0,2.35,1.5714285714285714,0.0
0.030492199104078525,-0.03758320470118154,1.922925338329723,1.8,0,1.8,0.5346759973882325,0.5346759973882325,0,-125,True,24.74453813506158,1.2761130541639094,0.0645467324014235,24.74453813506158,0.0,0.7667637878274207,0.7667637878274207,0.1525534429719672,0.1296104399769528,564.8052199884764,1.0,40.06068185341482,0.704225352112676,0.06274349517504957,0.0,0.0,0.0,0.030492199104078525,0.014635005641453258,2024-05-11,jj aldrich,veronica hardy,0.0,0.4653240026117675,0.5346759973882325,124.0,-148.0,1.8,1.9345794392523368,0.0
0.0,0.019278914794363944,1.4181319820606033,1.3355704697986577,0,1.3355704697986577,0.7631786849465338,0.7631786849465338,0,-298,False,24.74453813506158,1.2761130541639094,0.0645467324014235,24.74453813506158,0.0,0.7667637878274207,0.7667637878274207,0.1525534429719672,0.1296104399769528,564.8052199884764,1.0,40.06068185341482,0.704225352112676,0.06274349517504957,0.0,0.0,0.0,0.0,0.058025700139746395,2024-05-11,alex caceres,sean woodson,0.0,0.23682131505346618,0.7631786849465338,150.0,-180.0,1.3355704697986577,2.75,0.0
0.30554814124726576,0.2744006718915697,2.30478053304599,2.1,1,2.1,0.6068574628055093,0.6068574628055093,1,110,True,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,-92.37448917915246,-1.0,0.16355105425731928,0.30554814124726576,0.17297667213499657,2024-05-18,luana pinheiro,angela hill,0.0,0.6068574628055093,0.39314253719449066,120.0,-142.0,1.6578947368421053,2.1,-0.16355105425731928
0.0,-0.18701955912568125,1.2231508472849701,1.181818181818182,1,1.181818181818182,0.6879065268936542,0.6879065268936542,1,-550,False,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,0.0,0.0,0.0,0.0,-0.1296541216720576,2024-05-18,adrian yanez,vinicius salvador,1.0,0.6879065268936542,0.31209347310634583,-250.0,205.0,4.1,1.181818181818182,0.0
0.0910617448833006,0.006514595921660815,1.6542766747881525,1.5714285714285714,0,1.5714285714285714,0.6405092883137842,0.6405092883137842,0,-175,True,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,23.990438070251624,0.5714285714285714,0.07433229215515558,0.0910617448833006,0.03601548432053103,2024-05-18,edson barboza,lerone murphy,0.0,0.3594907116862158,0.6405092883137842,120.0,-142.0,1.5714285714285714,2.3,0.07433229215515558
0.08734718400543984,0.0038842736302935332,1.831709377314822,1.7142857142857144,1,1.7142857142857144,0.5855991596176712,0.5855991596176712,1,-140,True,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,28.764784970610393,0.7142857142857144,0.07130015363469228,0.08734718400543984,0.03966102533463278,2024-05-18,khaos williams,carlston harris,1.0,0.5855991596176712,0.41440084038232883,105.0,-125.0,2.02,1.7142857142857144,0.07130015363469228
0.0,-0.007017252034429627,1.2731924450199432,1.238095238095238,0,1.238095238095238,0.8020245272029608,0.8020245272029608,0,-420,False,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,0.0,0.0,0.0,0.0,0.016597309258437054,2024-05-18,vanessa demopoulos,emily ducote,1.0,0.19797547279703923,0.8020245272029608,240.0,-298.0,1.238095238095238,3.9,-0.0
0.27249384630298645,0.13725449956510677,1.8161540125050284,1.6896551724137931,1,1.6896551724137931,0.6730689895385326,0.6730689895385326,1,-145,True,-61.58796768575504,-1.0,0.44931789835748304,-61.58796768575504,0.0,0.8163343389742167,0.8163343389742167,0.7655428361214892,-0.2099271932309936,446.23724543408173,0.8,-56.980006868639705,-0.02463054187192104,0.08655361774258363,72.98180685271359,0.6896551724137931,0.18736303453178743,0.27249384630298645,0.12245489342413085,2024-05-18,themba gorimbo,ramiz brahimaj,1.0,0.6730689895385326,0.32693101046146744,-250.0,205.0,2.02,1.6896551724137931,0.18736303453178743
