,choice_decimal_odds,f_star_unscaled,choice_proba,choice_fair_odds,choice_ev,choice_real_odds,choice_idx,pred_winner,parlay_net,parlay_net_odds,parlay_ev,uncertainty_multiplier,event_multiplier,event_total_fstar,bankroll_pct_change,bankroll_postevent,vegas_acc_choice,event_payout_money_line,fight_payout,net_odds,choice_fstar,event_ml_net_odds,kelly_edge,choice_bet_sharpe,choice_bet_sigma,choice_edge,avg_choice_edge,date,fighter_red,fighter_blue,winner,red_proba,blue_proba,open_red,open_blue,real_odds_blue,real_odds_red,sigma_portfolio_scaled,portfolio_fscaled,portfolio_sigma,mu_portfolio,sharpe_portfolio,k,fstar_net
0,1.704225352112676,0.07033850972023828,0.5773529,1.833599811174572,-0.016060550704225462,1.704225352112676,1,1,33.47057793506316,1.6780684104627763,0.06694524188342488,1.0,1.0,0.19757077671010043,0.15704343288881137,578.5217164444057,1.0,45.05113850934257,0.0,0.0,0.0,0.5714285714285714,0.07033850972023828,-0.018856046339097477,0.05991050199527739,0.03197762568678031,0.08132103035817106,2024-05-11,joaquin buckley,nursulton ruziboev,1.0,0.5773529,0.42264712,-148.0,124.0,2.0,1.704225352112676,0.03346739345479635,0.07033850972023828,0.03346739345479635,0.003487678074313425,0.10421122514438277,1.0,0.0
1,1.5714285714285714,0.20783688549314083,0.6900477,1.6427734316099438,0.08436067142857145,1.5714285714285714,1,1,33.47057793506316,1.6780684104627763,0.06694524188342488,1.0,1.0,0.19757077671010043,0.15704343288881137,578.5217164444057,1.0,45.05113850934257,45.05113850934257,0.5714285714285714,0.157678984782699,0.5714285714285714,0.20783688549314083,0.10982198167353883,0.15965163750135689,0.08132103035817106,0.08132103035817106,2024-05-11,derrick lewis,rodrigo nascimento,1.0,0.6900477,0.30995232,-162.0,136.0,2.35,1.5714285714285714,0.03346739345479635,0.20783688549314083,0.03346739345479635,0.003487678074313425,0.10421122514438277,1.0,0.157678984782699
2,1.8,0.0,0.5054402,1.922925338329723,-0.09020763999999998,1.8,0,0,33.47057793506316,1.6780684104627763,0.06694524188342488,1.0,1.0,0.19757077671010043,0.15704343288881137,578.5217164444057,1.0,45.05113850934257,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,-0.014600791746779196,0.08132103035817106,2024-05-11,jj aldrich,veronica hardy,0.0,0.49455982,0.5054402,124.0,-148.0,1.8,1.9345794392523368,0.03346739345479635,0.0,0.03346739345479635,0.003487678074313425,0.10421122514438277,1.0,0.0
3,1.3355704697986577,0.043206525882123786,0.7178923,1.418131982060603,-0.04120424362416106,1.3355704697986577,0,0,33.47057793506316,1.6780684104627763,0.06694524188342488,1.0,1.0,0.19757077671010043,0.15704343288881137,578.5217164444057,1.0,45.05113850934257,0.0,0.0,0.0,0.5714285714285714,0.043206525882123786,-0.06755149379924785,0.02635459437642327,0.012739315193212475,0.08132103035817106,2024-05-11,alex caceres,sean woodson,0.0,0.2821077,0.7178923,150.0,-180.0,1.3355704697986577,2.75,0.03346739345479635,0.043206525882123786,0.03346739345479635,0.003487678074313425,0.10421122514438277,1.0,0.0
4,2.1,0.11758154154197867,0.50044596,2.30478053304599,0.05093651599999993,2.1,1,1,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,-62.9624024621248,-1.0,0.10883325668237954,-1.3103448275862069,0.11758154154197867,0.04855015847118341,0.1233609582471805,0.0665651693294872,0.08409007365218006,2024-05-18,luana pinheiro,angela hill,0.0,0.50044596,0.49955404,120.0,-142.0,1.6578947368421053,2.1,0.07011037597240381,0.11758154154197867,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,-0.10883325668237954
5,1.181818181818182,0.0,0.6616229,1.22315084728497,-0.21808202727272707,1.181818181818182,1,1,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,0.0,0.0,0.0,-1.3103448275862069,0.0,0.0,0.0,-0.15593774856571185,0.08409007365218006,2024-05-18,adrian yanez,vinicius salvador,1.0,0.6616229,0.33837712,-250.0,205.0,4.1,1.181818181818182,0.07011037597240381,0.0,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,0.0
6,1.5714285714285714,0.0,0.6021124,1.6542766747881523,-0.053823371428571465,1.5714285714285714,0,0,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,0.0,0.0,0.0,-1.3103448275862069,0.0,0.0,0.0,-0.0023814039932531506,0.08409007365218006,2024-05-18,edson barboza,lerone murphy,0.0,0.3978876,0.6021124,120.0,-142.0,1.5714285714285714,2.3,0.07011037597240381,0.0,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,0.0
7,1.7142857142857144,0.0,0.51580966,1.831709377314822,-0.11575486857142858,1.7142857142857144,1,1,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,0.0,0.0,0.0,-1.3103448275862069,0.0,0.0,0.0,-0.030128474283038442,0.08409007365218006,2024-05-18,khaos williams,carlston harris,1.0,0.51580966,0.48419034,105.0,-125.0,2.02,1.7142857142857144,0.07011037597240381,0.0,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,0.0
8,1.238095238095238,0.07768497894186123,0.8020963,1.2731924450199432,-0.006928390476190649,1.238095238095238,0,0,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,0.0,0.0,0.0,-1.3103448275862069,0.07768497894186123,-0.013618696056980947,0.03952154200313213,0.016669082055476236,0.08409007365218006,2024-05-18,vanessa demopoulos,emily ducote,1.0,0.19790371,0.8020963,240.0,-298.0,1.238095238095238,3.9,0.07011037597240381,0.07768497894186123,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,-0.0
9,1.6896551724137931,0.27442472676444485,0.6739367,1.8161540125050284,0.1387206310344829,1.6896551724137931,1,1,-44.65828704379043,-1.0,0.19672309267670096,1.0,1.0,0.5205215942419648,-0.26731277931799996,423.8754685258317,0.6666666666666666,-109.98796087478357,59.7905298892514,0.6896551724137931,0.14985827822030567,-1.3103448275862069,0.27442472676444485,0.16435048651712392,0.23162919730245485,0.12332260388559835,0.08409007365218006,2024-05-18,themba gorimbo,ramiz brahimaj,1.0,0.6739367,0.32606328,-250.0,205.0,2.02,1.6896551724137931,0.07011037597240381,0.27442472676444485,0.07011037597240381,0.01294872245278182,0.18469052937155228,1.0,0.14985827822030567
