iter	F1	Logloss
172	0.6431773474	0.6336017926
173	0.6431185548	0.6335230152
174	0.6442605478	0.6333628141
175	0.6441351846	0.6330219369
176	0.6441351846	0.6329114923
177	0.6441351846	0.6327744127
178	0.644618333	0.632558599
179	0.644618333	0.6324376131
180	0.6459437525	0.6322971932
181	0.6455868073	0.6321390744
182	0.6467285397	0.6319416103
183	0.6477385843	0.631668709
184	0.6495834653	0.6311986038
185	0.6495834653	0.6310570126
186	0.6492856372	0.6309429676
187	0.648391364	0.6305910285
188	0.6484468572	0.630408834
189	0.6476638946	0.630053815
190	0.6490427919	0.6299912616
191	0.647961943	0.6298956095
192	0.6488001282	0.6297938409
193	0.6486895866	0.6296529004
194	0.6478503966	0.6295800226
195	0.6487448903	0.6293692843
196	0.647906203	0.6292066106
197	0.6489324978	0.6290885313
198	0.6481486927	0.6290389049
199	0.6502588383	0.6289073779
200	0.6502588383	0.6288468199
201	0.6497171313	0.6286741255
202	0.6497171313	0.6285263745
203	0.6494188663	0.6283177184
204	0.649960647	0.6281461519
205	0.6505568978	0.6280673745
206	0.6505025946	0.6277343924
207	0.649960647	0.6276664598
208	0.6497718733	0.6272148778
209	0.6503132663	0.6270235735
210	0.6505568978	0.6267159251
211	0.6508548258	0.6266022705
212	0.6510986977	0.6264744307
213	0.6513965518	0.6263125812
214	0.6519918656	0.6262022668
215	0.6513965518	0.6261113864
216	0.6519918656	0.6259290618
217	0.6515575662	0.6255342637
218	0.6526925518	0.6254363992
219	0.6519918656	0.6252199782
220	0.6530755222	0.6250528798
221	0.6530755222	0.6249311131
222	0.6531282514	0.6249136745
223	0.6540713313	0.6247173383
224	0.6532860631	0.6245290706
225	0.6541233716	0.6242843227
226	0.6543678743	0.6241301514
227	0.6543678743	0.6240712419
228	0.6540713313	0.623961101
229	0.6545607714	0.6237914866
230	0.655399063	0.623678526
231	0.6553080106	0.6231718084
232	0.6553080106	0.6231208807
233	0.6552567195	0.6230595852
234	0.6549605683	0.6228693655
235	0.656930369	0.6223167522
236	0.6566346258	0.6222399703
237	0.656930369	0.6221627545
238	0.656930369	0.622031748
239	0.6566346258	0.6219969141
240	0.656584088	0.6217014988
241	0.655797653	0.6215000871
242	0.6561443913	0.621285141
243	0.6562880276	0.6211189102
244	0.6562880276	0.620990116
245	0.6559918367	0.6207487517
246	0.656584088	0.6206865887
247	0.6559918367	0.6204775422
248	0.6562372425	0.6202992519
249	0.6574214495	0.620080228
250	0.6574214495	0.619989608
251	0.6577171752	0.6198374756
252	0.6577171752	0.6197830775
253	0.6574214495	0.6197517574
254	0.6588987764	0.6194364742
255	0.6594887973	0.6192040894
256	0.6597350061	0.6190705235
257	0.6611603306	0.6189762595
258	0.660619232	0.6189183911
259	0.6612557489	0.6184135822
260	0.6618436981	0.6181576857
261	0.6609137147	0.6179806534
262	0.6609615805	0.6178402769
263	0.6617963865	0.617709921
264	0.6621845505	0.6174625269
265	0.6624311311	0.6173573313
266	0.6613033734	0.6171775227
267	0.661597228	0.6171386545
268	0.6624311311	0.6170719366
269	0.6618909537	0.6169942003
270	0.6636506041	0.6168114853
271	0.6633576505	0.6167025156
272	0.6635582437	0.6163948672
273	0.6638514357	0.6163500994
274	0.6632649231	0.6162680251
275	0.664098604	0.6160386336
276	0.6644374338	0.6159153486
277	0.6647757146	0.6157959678
278	0.6645286949	0.6157035258
279	0.6653154678	0.6154099758
280	0.6656976892	0.6150557376
281	0.6670680769	0.6145607759
282	0.6676512576	0.6144107691
283	0.6676949106	0.6142299628
284	0.666820493	0.6141792953
285	0.6676512576	0.6141140524
286	0.6678991335	0.6138023696
287	0.6693124559	0.613540747
288	0.6684819119	0.613498582
289	0.6689784319	0.6133876169
290	0.6692697375	0.6132764782
291	0.6695609156	0.6131671182
292	0.669518328	0.6131374465
293	0.6695609156	0.6129603708
294	0.6689784319	0.6127566166
295	0.6689784319	0.6126444369
296	0.668395438	0.6124969461
297	0.668395438	0.6124507901
298	0.6684819119	0.6124000793
299	0.6686869988	0.6122721094
300	0.6686869988	0.6122294672
301	0.6689784319	0.6120571633
302	0.6698519663	0.6119770411
303	0.6698943228	0.6119104967
304	0.6696034529	0.6118357102
305	0.6698943228	0.6116655319
306	0.6707661696	0.6114453368
307	0.6699366293	0.6114023042
308	0.6701850654	0.6113366274
309	0.6699366293	0.6112855262
310	0.6702271915	0.6111300536
311	0.6705176267	0.6110385225
312	0.6710981167	0.6109579231
313	0.6705176267	0.6107796328
314	0.6710565312	0.6107182072
315	0.6707661696	0.6106606858
316	0.6715542767	0.6105854655
317	0.6709732132	0.6104910714
318	0.6718034265	0.6103598914
319	0.6715129049	0.6102969475
320	0.6720527612	0.6098317009
321	0.6725519862	0.6097001738
322	0.672592782	0.6093210357
323	0.672592782	0.6092318038
324	0.6728425404	0.6090295679
325	0.6730519535	0.6088142747
326	0.6730519535	0.6087764043
327	0.6740034862	0.6085483575
328	0.6740034862	0.60853196
329	0.6739635434	0.60838833
330	0.6742934054	0.6081054514
331	0.6732541303	0.6080216419
332	0.6742536423	0.6076713947
333	0.6739635434	0.6075762198
334	0.6748334596	0.6074941455
335	0.6742536423	0.6073646139
336	0.6739635434	0.6072594616
337	0.6744643073	0.6070700661
338	0.6753345406	0.6068889995
339	0.6756243645	0.6068494372
340	0.6761649867	0.6067392096
341	0.6761649867	0.6066913184
342	0.6764546097	0.6066544024
343	0.6762036321	0.6066148401
344	0.6764546097	0.606478281
345	0.6766673962	0.6063527403
346	0.6771705528	0.6061464268
347	0.6771705528	0.6061170587
348	0.676918881	0.6059134781
349	0.6766673962	0.6058148762
350	0.6761262957	0.6057711929
351	0.6767057737	0.6056525929
352	0.6764160981	0.6055784137
353	0.6763775411	0.6054427222
354	0.6769571243	0.6052867724
355	0.6769571243	0.605255756
356	0.6766673962	0.6052301186
357	0.6770334757	0.6051144685
358	0.6772086617	0.6049814231
359	0.6782916883	0.6048274254
360	0.6786184503	0.604705572
361	0.6784038641	0.6046564228
362	0.6786556633	0.6045437225
363	0.6789446839	0.6045155257
364	0.6772086617	0.6043794004
365	0.6772086617	0.6042055782
366	0.6784038641	0.6040574367
367	0.6789446839	0.603917841
368	0.6786556633	0.60382631
369	0.6786184503	0.603714217
370	0.6789076495	0.6036376086
371	0.6786928325	0.6035861603
372	0.6791967222	0.6034227058
373	0.6791598229	0.6033431475
374	0.6791598229	0.6033157316
375	0.679737946	0.6032444155
376	0.679990411	0.6031637727
377	0.6802430636	0.6030161518
378	0.6808568032	0.6028503982
379	0.6808926753	0.6027258552
380	0.6808568032	0.6025309939
381	0.6816866784	0.6024373806
382	0.6808926753	0.6023927863
383	0.6806401901	0.6023404705
384	0.6808568032	0.6022243866
385	0.6811453479	0.6021936738
386	0.6811453479	0.6020208493
387	0.6819397782	0.6019718303
388	0.6833804958	0.6017993962
389	0.6833804958	0.601732071
390	0.6834148528	0.6016324714
391	0.6826557527	0.601490967
392	0.6843110286	0.6012807058
393	0.6843110286	0.601232728
394	0.6843447755	0.6010754768
395	0.684564454	0.6009718862
396	0.6850384926	0.6005375258
397	0.6850384926	0.6005074637
398	0.6850384926	0.6004744518
399	0.6842434155	0.6004146747
400	0.6844971146	0.6003420138
401	0.6844971146	0.600309479
402	0.6844633853	0.6001186086
403	0.6842095492	0.5999644807
404	0.6842095492	0.5999404484
405	0.6848180672	0.5996830336
406	0.6845980643	0.5996105896
407	0.6851717602	0.5994165525
408	0.6851717602	0.5993868374
409	0.6854253384	0.5993608097
410	0.6856791042	0.5991357561
411	0.6862525028	0.5989755984
412	0.6859658661	0.5988863231
413	0.6862198707	0.5987799562
414	0.6867284447	0.598657322
415	0.6867284447	0.5986333331
416	0.6867931205	0.5986069149
417	0.6853922172	0.5985863095
418	0.6875884355	0.5984088434
419	0.687301897	0.5983775233
420	0.6862198707	0.5983525366
421	0.6862525028	0.5982823918
422	0.6865065581	0.5981461797
423	0.6867284447	0.5980466668
424	0.6870152335	0.5980158672
425	0.6873658702	0.59792477
426	0.6875884355	0.5976957689
427	0.6883845818	0.5975543512
428	0.6886709709	0.5975283668
429	0.6895293886	0.5974669846
430	0.6878431571	0.5973566268
431	0.6878431571	0.5972110881
432	0.6894986751	0.5970632069
433	0.6892124857	0.5970393915
434	0.6891815607	0.5967561224
435	0.6891815607	0.596634269
436	0.6889261712	0.5965459481
437	0.6897235547	0.5964357638
438	0.6897541651	0.5962870584
439	0.6897541651	0.596194573
440	0.6906121345	0.5959221922
441	0.6906121345	0.595609772
442	0.6903564941	0.5955881689
443	0.6906121345	0.5955682143
444	0.6900402798	0.5955483031
445	0.6898152781	0.5954245843
446	0.6898152781	0.5953991205
447	0.6900706792	0.5952600887
448	0.6901010429	0.5952335838
449	0.6900706792	0.5952089007
450	0.6895293886	0.5951890329
451	0.6898152781	0.5951715075
452	0.6912428566	0.5949719178
453	0.6906721987	0.5949532645
454	0.6917249605	0.5948237763
455	0.6912131908	0.594672685
456	0.6906721987	0.5945738662
457	0.6906721987	0.5945510051
458	0.6909277498	0.5945329592
459	0.6906121345	0.594518774
460	0.6908978746	0.5945021596
461	0.6925808354	0.5942122535
462	0.6928945691	0.5940451551
463	0.6940048077	0.5939344502
464	0.6940048077	0.5938915044
465	0.6940048077	0.593872721
466	0.6937484319	0.5937756807
467	0.6928945691	0.5937603677
468	0.6928945691	0.5937120428
469	0.6934639349	0.5936118792
470	0.6940048077	0.5934364519
471	0.6942613731	0.5933378066
472	0.6945458447	0.5933201945
473	0.6953713187	0.5931564797
474	0.694802649	0.5931097165
475	0.6942892301	0.5930885038
476	0.6942613731	0.5929040536
477	0.6945458447	0.5928626694
478	0.694032805	0.5928227602
479	0.6950322087	0.5926333213
480	0.6944903792	0.5924864378
481	0.6950596434	0.5923709178
482	0.6964274633	0.5921990043
483	0.6967116354	0.5919228061
484	0.696685176	0.5918323162
485	0.6969430796	0.5917898041
486	0.6969693971	0.5916545898
487	0.6969693971	0.5916168061
488	0.6975374675	0.5911770233
489	0.6986215288	0.5911634455
490	0.6983377057	0.5911467009
491	0.6975374675	0.5910041554
492	0.6980794159	0.590991315
493	0.6981050428	0.5909789085
494	0.697821317	0.5909664585
495	0.6972796082	0.5909490633
496	0.6969956837	0.5909256383
497	0.6961699411	0.5909144463
498	0.6964540643	0.5908561441
499	0.6964274633	0.5908453859
500	0.6967116354	0.5908350616
501	0.6969956837	0.5907994035
502	0.6964540643	0.5905884917
503	0.6970481643	0.5904247769
504	0.6976410507	0.5903124237
505	0.6981817433	0.590128494
506	0.6973577662	0.5899443908
507	0.6973577662	0.589934023
508	0.6976152005	0.5897740823
509	0.6976410507	0.5896291075
510	0.6973837578	0.5895156264
511	0.697924212	0.5894068302
512	0.6987225998	0.5892738716
513	0.6987225998	0.589177135
514	0.6987225998	0.5891088121
515	0.69898056	0.5889773718
516	0.6986721237	0.5887795172
517	0.6994722561	0.5886852533
518	0.6994722561	0.5885832677
519	0.6991888039	0.588440462
520	0.699213772	0.5883164829
521	0.69898056	0.5882228263
522	0.6986721237	0.5881489941
523	0.6984140698	0.5880346454
524	0.6984140698	0.5878770038
525	0.6989303683	0.5877881623
526	0.6989303683	0.58771728
527	0.6978728249	0.587547145
528	0.6978985335	0.5874879752
529	0.6976152005	0.5874014328
530	0.6973577662	0.5873278175
531	0.6973056914	0.5871991101
532	0.69846483	0.5870662817
533	0.6992387108	0.5868984892
534	0.6992387108	0.5868676897
535	0.6992387108	0.5866602916
536	0.6995218193	0.5866304898
537	0.7006048304	0.5864801793
538	0.7008876658	0.5863991028
539	0.7006048304	0.5863842236
540	0.7002975619	0.5862374268
541	0.7002975619	0.5862086661
542	0.6997555847	0.5861072445
543	0.6997555847	0.5857815502
544	0.6998048047	0.5856129335
545	0.6995465573	0.5855613985
546	0.6992885005	0.5855308592
547	0.7003461532	0.5854467027
548	0.7000876669	0.5854260106
549	0.7000876669	0.5854057523
550	0.7008876658	0.5852727937
551	0.7003218718	0.5852555286
552	0.6997802091	0.5852359644
553	0.6989303683	0.5850532494
554	0.6989303683	0.5850253129
555	0.6981306397	0.5849634535
556	0.7000143083	0.5847600898
557	0.6998048047	0.5845292233
558	0.6998048047	0.5845133464
559	0.7006289405	0.5843519307
560	0.701194146	0.5841676106
561	0.7006289405	0.5841434048
562	0.7003704061	0.5840228094
563	0.7003704061	0.5837632256
564	0.7003704061	0.583590271
565	0.7000876669	0.5835749579
566	0.6995465573	0.5835070254
567	0.700580692	0.583286223
568	0.7011465823	0.5831739999
569	0.7011227585	0.5830970444
570	0.7014293426	0.5829979219
571	0.7014293426	0.5829329392
572	0.7014529674	0.582872121
573	0.7022768855	0.5826134048
574	0.7022768855	0.5825512418
575	0.7022768855	0.5824911176
576	0.703946539	0.5822785573
577	0.7042282419	0.5821703685
578	0.7034052233	0.5820613989
579	0.7034052233	0.5820012747
580	0.7031459242	0.5819326481
581	0.7031459242	0.58187517
582	0.7031459242	0.5818284502
583	0.7028868163	0.5817714927
584	0.7028640714	0.5815237516
585	0.702582096	0.5814753833
586	0.702582096	0.5813610779
587	0.7028640714	0.5811577575
588	0.7042282419	0.5809613345
589	0.7042062684	0.5808936189
590	0.7044661895	0.5808292001
591	0.7049866077	0.580661104
592	0.7049866077	0.5804242945
593	0.7049866077	0.5803783555
594	0.7049650424	0.5803216583
595	0.7044443346	0.5802900779
596	0.7044443346	0.5802594953
597	0.7044661895	0.5801741675
598	0.7042062684	0.5801301806
599	0.7039022259	0.5799433011
600	0.7027499456	0.5797390263
601	0.7027728244	0.5796855392
602	0.7030553593	0.5796559977
603	0.7035528825	0.5794865134
604	0.7035753013	0.5794578829
605	0.7035976938	0.5793549864
606	0.7027728244	0.5793272234
607	0.7030553593	0.5793004148
608	0.7036200599	0.579137611
609	0.7052685004	0.5789511219
610	0.7057897829	0.5789251809
611	0.7052256851	0.5787360023
612	0.7052256851	0.5787107987
613	0.7032700809	0.578405406
614	0.7037909866	0.5781794848
615	0.704051729	0.5781190136
616	0.7048568346	0.5779799385
617	0.7048568346	0.5779556025
618	0.7045956577	0.5778017349
619	0.7051397519	0.5776683859
620	0.706270186	0.5775426717
621	0.7062493239	0.5774536567
622	0.7062493239	0.577413704
623	0.7054225456	0.5772883368
624	0.7066144144	0.5771004596
625	0.7063326252	0.5770828475
626	0.7063533894	0.5769825971
627	0.7068960808	0.5769416901
628	0.7057897829	0.5767874321
629	0.7052471053	0.5766672271
630	0.7058108627	0.5765544834
631	0.7058108627	0.5765376088
632	0.7058108627	0.5765209944
633	0.7058108627	0.5765094554
634	0.7058319177	0.5763437451
635	0.7063533894	0.5762597622
636	0.7063533894	0.5762484834
637	0.7071978794	0.5762095719
638	0.7055290454	0.5760593482
639	0.7052685004	0.5758806241
640	0.7058319177	0.5757625447
641	0.7063118366	0.5755751446
642	0.7063118366	0.575559528
643	0.707398648	0.5754111696
644	0.7065524862	0.5752798594
645	0.7070963668	0.5750941946
646	0.7073784681	0.5749681767
647	0.707680456	0.5748501841
648	0.7082043406	0.5747521895
649	0.7082043406	0.5747413879
650	0.7082043406	0.5746457792
651	0.7079224383	0.5746005776
652	0.7076404129	0.5745901231
653	0.7076404129	0.57449664
654	0.7073582643	0.5744641486
655	0.7073582643	0.5744539544
656	0.7073582643	0.5744439771
657	0.7076203559	0.5743800355
658	0.7073582643	0.5743703185
659	0.7078826418	0.5743249434
660	0.7101371394	0.5741501234
661	0.7104551385	0.5740290074
662	0.7107359369	0.5739596868
663	0.7109985916	0.573921773
664	0.7106995351	0.573805342
665	0.7101556895	0.573774152
666	0.7103999962	0.5735954713
667	0.7115067373	0.5734511039
668	0.7117701235	0.5733975734
669	0.7114889698	0.5733608742
670	0.7101371394	0.573211388
671	0.7112256301	0.5731104001
672	0.7112256301	0.5731010301
673	0.7112256301	0.5730112777
674	0.7117701235	0.5729697633
675	0.7117701235	0.572960697
676	0.7114711813	0.5727568994
677	0.7111897352	0.572695257
678	0.7117172042	0.5725495881
679	0.7116995228	0.5725068158
680	0.7122628184	0.5724210109
681	0.7122628184	0.5724120313
682	0.7119987437	0.5723828368
683	0.7119987437	0.5723267469
684	0.7120162346	0.5722484467
685	0.7125786057	0.5721205635
686	0.7122801602	0.5719522505
687	0.7131236723	0.5717606426
688	0.7126128492	0.5715876012
689	0.7139823873	0.5714227586
690	0.7139823873	0.5714140826
691	0.7148231878	0.5712469842
692	0.7151188262	0.5711206627
693	0.7156628896	0.571085959
694	0.715383111	0.57094324
695	0.7156475911	0.570894221
696	0.715383111	0.5708629009
697	0.7153676447	0.5706152465
698	0.7153521602	0.5705822346
699	0.7159122669	0.5704428558
700	0.7162071181	0.5704016885
701	0.7161771385	0.5703053857
702	0.7158971004	0.5702412706
703	0.7170165205	0.5700322241
704	0.7172960706	0.5699924884
705	0.7172960706	0.5699451612
706	0.7172960706	0.5697753733
707	0.7172817253	0.5697369823
708	0.7178267676	0.5696550381
709	0.7178267676	0.5696288802
710	0.7175471263	0.5694543205
711	0.7175471263	0.5694173177
712	0.7178267676	0.5693702942
713	0.7175471263	0.5693125993
714	0.7186784859	0.5691290166
715	0.7181062869	0.5689880328
716	0.7186919959	0.568912639
717	0.7184130539	0.5688670903
718	0.7183993772	0.5688217152
719	0.7189441141	0.5687905686
720	0.7181062869	0.5686392604
721	0.7186784859	0.5685150212
722	0.7200595149	0.5683395505
723	0.7205917218	0.5681757924
724	0.7214153623	0.5680233129
725	0.7211368021	0.5679678304
726	0.721124716	0.5678448924
727	0.7208458679	0.5677136256
728	0.7208458679	0.5676709401
729	0.7214034426	0.5675369837
730	0.7216702804	0.5673916619
731	0.7227730358	0.5672859891
732	0.7230513663	0.5672369701
733	0.7227730358	0.5672151068
734	0.7222160106	0.5669989894
735	0.7219489304	0.5668619098
736	0.7219489304	0.5668167949
737	0.7219489304	0.5667812236
738	0.7222388939	0.5666642721
739	0.7216820478	0.5665468868
740	0.7213915089	0.5665255874
741	0.7216820478	0.5664354879
742	0.7216820478	0.5663823478
743	0.7216820478	0.5662516016
744	0.7219605315	0.5662309529
745	0.7224945839	0.5661242823
746	0.7225058661	0.5660807725
747	0.7225058661	0.5660492355
748	0.7225283909	0.5659151925
749	0.7230513663	0.5657875695
750	0.7225283909	0.5657599801
751	0.7230841788	0.565688664
752	0.7222503154	0.5656531794
753	0.7222503154	0.5656130099
754	0.7228063453	0.5655840323
755	0.7227952552	0.5654265642
756	0.7233618914	0.5653034961
757	0.7233511321	0.5652696166
758	0.7230841788	0.5652418537
759	0.7228063453	0.5652340453
760	0.7244513245	0.5649250087
761	0.7247287635	0.5648923005
762	0.7247287635	0.5648846657
763	0.7244715351	0.5648423705
764	0.7247486446	0.564822546
765	0.7252832796	0.5646906719
766	0.7252832796	0.5646831239
767	0.7250158636	0.5646515435
768	0.7244513245	0.564623954
769	0.7244513245	0.5646166229
770	0.7244614357	0.5645849124
771	0.7244614357	0.5645777981
772	0.7250060818	0.5645267403
773	0.7244614357	0.5644941621
774	0.7247387099	0.5643150476
775	0.7244614357	0.5642959172
776	0.7244614357	0.5642574394
777	0.7244614357	0.5642168361
778	0.7247387099	0.5641985299
779	0.7247287635	0.5640401074
780	0.7250060818	0.5639382954
781	0.7250060818	0.5638474584
782	0.7255319319	0.5637124176
783	0.7260867127	0.5636642228
784	0.725541418	0.5636334233
785	0.7252736512	0.5635941647
786	0.7247287635	0.5635644063
787	0.7258000505	0.5634355254
788	0.726363922	0.5633378344
789	0.7271607298	0.5632386252
790	0.7277153793	0.5631243198
791	0.7282695457	0.5630834128
792	0.7282695457	0.5630765588
793	0.7280086041	0.5628876405
794	0.7280086041	0.5628435668
795	0.7277399799	0.5628139818
796	0.7285618724	0.5626804593
797	0.7285618724	0.5626381208
798	0.7280086041	0.5626100108
799	0.7280086041	0.5625956955
800	0.7274632088	0.5625696243
801	0.7271863173	0.5625557862
802	0.7277399799	0.5625179158
803	0.7277235891	0.562450981
804	0.7282774267	0.5623021888
805	0.7277235891	0.5622770286
806	0.7280005682	0.5622636677
807	0.7279925229	0.5622388546
808	0.7280005682	0.5620941401
809	0.7277317893	0.5619433091
810	0.727169269	0.5617981174
811	0.727438115	0.5617582949
812	0.7282537559	0.5616721863
813	0.7282537559	0.5616357908
814	0.7290850869	0.5615121588
815	0.7296387041	0.5614032325
816	0.7296387041	0.561396552
817	0.7296387041	0.5612975163
818	0.7304616315	0.5611256028
819	0.7304616315	0.5610931548
820	0.7304616315	0.5610866479
821	0.7307380618	0.5609362507
822	0.7304616315	0.560887839
823	0.7307316233	0.5607734902
824	0.7318310043	0.5605105229
825	0.7318310043	0.560445974
826	0.73210716	0.5602453865
827	0.73210716	0.5602100755
828	0.7323831955	0.5599841977
829	0.7318310043	0.5598844679
830	0.7329194531	0.5597887724
831	0.7326484886	0.5596783712
832	0.7329194531	0.5595271064
833	0.7337382348	0.5593818713
834	0.7331906182	0.5593577523
835	0.733461984	0.5592156405
836	0.733461984	0.5591410276
837	0.7340098445	0.5589676825
838	0.7337335508	0.5589475977
839	0.734014365	0.5588408404
840	0.7337335508	0.5587217199
841	0.7342860177	0.5586304058
842	0.7340098445	0.5585998231
843	0.7340098445	0.5584746729
844	0.7345578715	0.5583494359
845	0.7342816555	0.5582438932
846	0.7348258817	0.5581726204
847	0.7348299268	0.5581458118
848	0.7353746422	0.5580473834
849	0.7348299268	0.5579616652
850	0.7353746422	0.5579191098
851	0.7359303657	0.5578313094
852	0.7353783649	0.5577470661
853	0.7353783649	0.5577408629
854	0.7351099422	0.5577151387
855	0.7351099422	0.5577090656
856	0.7353820831	0.5576683755
857	0.7351138147	0.557578276
858	0.7348339671	0.5575475198
859	0.7348339671	0.5573849329
860	0.7353746422	0.5572101129
861	0.7356508663	0.5571384932
862	0.7356579806	0.5570750287
863	0.7348380027	0.5569920435
864	0.7348380027	0.5569232
865	0.7348380027	0.5569037659
866	0.7345662643	0.5568730531
867	0.7342903748	0.5568285022
868	0.7345620704	0.5566866074
869	0.7351138147	0.5565501784
870	0.7353932116	0.5565156049
871	0.7359337577	0.5564016032
872	0.7378518005	0.556271551
873	0.7373005076	0.5561546429
874	0.7373005076	0.5561212839
875	0.7375737864	0.5559026939
876	0.7378495355	0.5558101651
877	0.7378540629	0.5557386755
878	0.7375786393	0.5557118669
879	0.7381272665	0.5556225048
880	0.7381293664	0.5556051529
881	0.7375786393	0.5555978218
882	0.7378540629	0.5555573486
