date,target_pct_opening_ev,candidate_count,qualifying_unique_combinations,opening_ev_pct,tolerance_pp,status,achieved_ev_ratio_min,achieved_ev_ratio_max,scenario_realized_return_min_pct,scenario_realized_return_max_pct
2024-05-11,50,50000,1110,1.5720127679953142,1.0,qualified,49.002254841328956,50.99625542717174,8.949356353652439,9.897842643269108
2024-05-11,60,50000,1093,1.5720127679953142,1.0,qualified,59.004127754916354,60.99727095443264,10.09597907968886,11.081053660813472
2024-05-11,70,50000,1118,1.5720127679953142,1.0,qualified,69.00334597781328,70.99526604588061,11.146229885069516,12.114452924262697
2024-05-11,80,50000,1059,1.5720127679953142,1.0,qualified,79.01181963665587,80.99986177787967,12.18369488437523,12.930007208283333
2024-05-11,90,50000,1109,1.5720127679953142,1.0,qualified,89.01432230223052,90.99637393622676,13.181274001268958,13.619619742276809
2024-05-11,100,50000,620,1.5720127679953142,1.0,qualified,99.0254736558579,100.0,14.14108853089836,14.226291674947811
2024-05-18,50,50000,0,3.1793985896184753,1.0,no_sampled_match_no_bet,,,,
2024-05-18,60,50000,0,3.1793985896184753,1.0,no_sampled_match_no_bet,,,,
2024-05-18,70,50000,0,3.1793985896184753,1.0,no_sampled_match_no_bet,,,,
2024-05-18,80,50000,0,3.1793985896184753,1.0,no_sampled_match_no_bet,,,,
2024-05-18,90,50000,0,3.1793985896184753,1.0,no_sampled_match_no_bet,,,,
2024-05-18,100,50000,8258,3.1793985896184753,1.0,qualified,99.0020016280606,100.99966207792059,-8.021695132863421,-6.04058471671206
2024-06-01,50,50000,0,3.131205696089137,1.0,no_sampled_match_no_bet,,,,
2024-06-01,60,50000,0,3.131205696089137,1.0,no_sampled_match_no_bet,,,,
2024-06-01,70,50000,0,3.131205696089137,1.0,no_sampled_match_no_bet,,,,
2024-06-01,80,50000,0,3.131205696089137,1.0,no_sampled_match_no_bet,,,,
2024-06-01,90,50000,24,3.131205696089137,1.0,qualified,89.40063891335005,90.99706585156433,10.733804775878783,11.041181223026483
2024-06-01,100,50000,4184,3.131205696089137,1.0,qualified,99.00082694854899,100.99845543894334,10.152820070144974,12.321921014235823
2024-06-08,50,50000,0,3.094501492730732,1.0,no_sampled_match_no_bet,,,,
2024-06-08,60,50000,0,3.094501492730732,1.0,no_sampled_match_no_bet,,,,
2024-06-08,70,50000,0,3.094501492730732,1.0,no_sampled_match_no_bet,,,,
2024-06-08,80,50000,11346,3.094501492730732,1.0,qualified,79.0000066599834,80.04608187420804,19.02665369359707,20.3206678104038
2024-06-08,90,50000,0,3.094501492730732,1.0,no_sampled_match_no_bet,,,,
2024-06-08,100,50000,2288,3.094501492730732,1.0,qualified,99.00589640609394,100.1901990040577,15.739375715451478,15.855916316142386
2024-06-15,50,50000,1166,2.6727637926979124,1.0,qualified,49.00046251543872,50.997223905603455,10.234274288011855,10.623921274664678
2024-06-15,60,50000,1098,2.6727637926979124,1.0,qualified,59.00623561550053,60.996272745521175,11.545071020990136,11.953736179748887
2024-06-15,70,50000,1007,2.6727637926979124,1.0,qualified,69.00248107486844,70.99889349935964,12.818102760177617,13.237483579834327
2024-06-15,80,50000,2082,2.6727637926979124,1.0,qualified,79.00267944846144,80.99928208953335,13.895275018750988,14.397450585844846
2024-06-15,90,50000,2513,2.6727637926979124,1.0,qualified,89.00271639650283,90.99749464655086,14.645292164123147,15.157852100364272
2024-06-15,100,50000,2457,2.6727637926979124,1.0,qualified,99.00163265860871,100.99998038895004,15.496425035946244,15.87848101763663
2024-06-22,50,50000,893,0.3709344932375462,1.0,qualified,49.00126698293201,50.99917586597491,-3.1912054805080983,4.569460295591308
2024-06-22,60,50000,761,0.3709344932375462,1.0,qualified,59.00205216649533,60.995941869992244,-3.444145991896954,4.62736448448291
2024-06-22,70,50000,755,0.3709344932375462,1.0,qualified,69.00893238514561,70.99682470175337,3.936903397766759,5.09870725444393
2024-06-22,80,50000,807,0.3709344932375462,1.0,qualified,79.00685507229991,80.99356111597955,4.299768154146806,5.556281037014292
2024-06-22,90,50000,943,0.3709344932375462,1.0,qualified,89.00216029691336,90.99652412447287,4.624259994345917,6.019505060957705
2024-06-22,100,50000,1343,0.3709344932375462,1.0,qualified,99.00028118723777,100.9212006220988,4.958183749648671,6.472587717041218
2024-06-29,50,50000,0,4.012142785682775,1.0,no_sampled_match_no_bet,,,,
2024-06-29,60,50000,1159,4.012142785682775,1.0,qualified,60.06891706220868,60.99962443243058,14.28193105122761,14.646755715488164
2024-06-29,70,50000,1468,4.012142785682775,1.0,qualified,69.00275997675908,70.99920586378471,13.485778375895647,15.565231844037955
2024-06-29,80,50000,1306,4.012142785682775,1.0,qualified,79.00159067995644,80.99904863988979,14.33574186849681,16.506088511241664
2024-06-29,90,50000,1991,4.012142785682775,1.0,qualified,89.00309513304813,90.99935134604856,15.310732266429339,17.675673207582975
2024-06-29,100,50000,10196,4.012142785682775,1.0,qualified,99.00004326773914,100.99928987816473,16.45590705534838,19.27645412571503
2024-07-13,50,50000,0,1.2152244229080895,1.0,no_sampled_match_no_bet,,,,
2024-07-13,60,50000,6,1.2152244229080895,1.0,qualified,59.336818633231175,60.96043509602102,-5.842923644263186,-5.352581216852078
2024-07-13,70,50000,45,1.2152244229080895,1.0,qualified,69.05872136036925,70.9994141195294,-6.529339523460247,-5.539468742714564
2024-07-13,80,50000,27,1.2152244229080895,1.0,qualified,79.0345924223588,80.76713758528707,-6.867454661735412,-6.161254457606949
2024-07-13,90,50000,102,1.2152244229080895,1.0,qualified,89.01784608954296,90.99883710833628,-7.1849555070889135,-6.708494114797253
