event_number,date,target_pct_opening_ev,p025_bankroll,median_bankroll,p95_bankroll,p975_bankroll,mean_bankroll,fraction_below_floor
7,2024-06-29,70,749.5678750035754,760.2775798854491,764.3910167423277,765.1575247993284,758.9917513903558,0.0
8,2024-07-13,70,703.9928966479547,714.870388339819,719.4599408124428,720.3215401394465,713.7768527181788,0.0
9,2024-07-20,70,703.9928966479547,714.870388339819,719.4599408124428,720.3215401394465,713.7768527181788,0.0
10,2024-07-27,70,791.5497837958097,804.4616749371198,809.8205029285332,810.772069154304,802.1336567618936,0.0
11,2024-08-03,70,791.5497837958097,804.4616749371198,809.8205029285332,810.772069154304,802.1336567618936,0.0
12,2024-08-10,70,877.4987318695889,903.6981393755277,912.3985228746728,913.5046225699551,899.6027187438216,0.0
13,2024-08-17,70,877.4987318695889,903.6981393755277,912.3985228746728,913.5046225699551,899.6027187438216,0.0
14,2024-08-24,70,787.4171420817117,812.2720731448466,821.6926527020448,822.9788090908628,809.2199171585668,0.0
15,2024-09-07,70,787.4171420817117,812.2720731448466,821.6926527020448,822.9788090908628,809.2199171585668,0.0
16,2024-09-14,70,910.2387971740394,939.0765677809354,950.0514053541648,951.6075956110699,935.5362171479206,0.0
17,2024-09-28,70,910.2387971740394,939.0765677809354,950.0514053541648,951.6075956110699,935.5362171479206,0.0
18,2024-10-05,70,910.2387971740394,939.0765677809354,950.0514053541648,951.6075956110699,935.5362171479206,0.0
19,2024-10-12,70,818.7150941239528,845.5386685041597,861.3552924966555,862.901797857032,844.1236236973526,0.0
20,2024-10-19,70,818.7150941239528,845.5386685041597,861.3552924966555,862.901797857032,844.1236236973526,0.0
21,2024-10-26,70,799.5244401199386,917.8047666802056,936.7559164387467,940.5578170649745,910.9442782481715,0.0
22,2024-11-02,70,920.4106663803789,1056.8418930143966,1078.7083159458841,1083.1931350412844,1048.998352488539,0.0
23,2024-11-09,70,990.12306915009,1136.8508883147688,1160.5590110939786,1165.3610383195062,1128.433056424716,0.0
24,2024-11-16,70,927.4895641320139,1064.1467305804972,1093.3993003821151,1098.2832006128974,1056.958251615296,0.0
25,2024-11-23,70,927.4895641320139,1064.1467305804972,1093.3993003821151,1098.2832006128974,1056.958251615296,0.0
26,2024-12-07,70,876.1004926116987,1005.8799414807925,1033.7183953713604,1038.3456441008918,999.0940057066053,0.0
27,2024-12-14,70,759.7290539405673,872.3131080386669,896.3458119509281,900.4637999307932,866.400573638409,0.0
28,2025-01-11,70,781.2846511202,897.1188267760515,921.8640847311784,926.1187009126556,891.0259284328058,0.0
29,2025-01-18,70,879.3239716502634,1009.1828760303301,1037.2213777404945,1041.7494952817308,1002.3202685891725,0.0
30,2025-02-01,70,1072.688931728826,1231.1459738461117,1266.060323556073,1271.421397841017,1222.9784685785621,0.0
31,2025-02-08,70,1264.248146686676,1451.0266380384596,1492.150445662829,1498.541113777016,1441.4367909197756,0.0
32,2025-02-15,70,1159.5754668145876,1330.978994062682,1368.5968382169158,1374.6723906190466,1322.1341134902173,0.0
33,2025-02-22,70,1318.5109853175325,1513.8028199827272,1556.9261108934918,1564.1680686322527,1503.6237358242242,0.0
34,2025-03-01,70,1318.5109853175325,1513.8028199827272,1556.9261108934918,1564.1680686322527,1503.6237358242242,0.0
35,2025-03-08,70,1318.5109853175325,1513.8028199827272,1556.9261108934918,1564.1680686322527,1503.6237358242242,0.0
36,2025-03-15,70,1318.5109853175325,1513.8028199827272,1556.9261108934918,1564.1680686322527,1503.6237358242242,0.0
37,2025-03-22,70,1216.065025333744,1395.9571917063954,1435.3965889888052,1442.3721006469814,1386.4616525438794,0.0
38,2025-03-29,70,1216.065025333744,1395.9571917063954,1435.3965889888052,1442.3721006469814,1386.4616525438794,0.0
39,2025-04-05,70,1265.1566507861633,1451.9043904994933,1493.1185456338176,1500.6322870633926,1442.1954458963812,0.0
40,2025-04-12,70,1136.8675237888817,1305.2601146351342,1349.0116451255983,1360.0455949747522,1297.8329497306383,0.0
41,2025-04-26,70,1217.9345413005633,1398.9137111108005,1446.6351988682425,1459.527675093845,1391.12509479621,0.0
42,2025-05-03,70,1217.9345413005633,1398.9137111108005,1446.6351988682425,1459.527675093845,1391.12509479621,0.0
43,2025-05-10,70,1217.9345413005633,1398.9137111108005,1446.6351988682425,1459.527675093845,1391.12509479621,0.0
44,2025-05-17,70,1367.1093269860366,1569.955467394643,1623.5102485103696,1638.3642121315925,1561.0647910318837,0.0
45,2025-05-31,70,1314.9171286023015,1510.3691671987722,1562.1144608910572,1576.0514292546823,1501.8944621661815,0.0
46,2025-06-07,70,1442.3419486080545,1656.6626106299977,1713.1341003471773,1728.311468145457,1647.2000797630046,0.0
47,2025-06-14,70,1579.3049415471482,1813.7611104719422,1875.6500767015905,1892.2666313928294,1803.4796069771617,0.0
48,2025-06-21,70,1456.1875403109593,1672.374399763991,1730.2199098323808,1745.2218573944313,1663.017492340473,0.0
49,2025-06-28,70,1668.5391626176236,1917.6991533737532,1985.2655125006343,2002.680821754241,1906.7906856264167,0.0
50,2025-07-12,70,1527.1910194283676,1755.0432926855037,1817.6914524668348,1832.5341437905956,1744.9473569404952,0.0
51,2025-07-19,70,1527.1910194283676,1755.0432926855037,1817.6914524668348,1832.5341437905956,1744.9473569404952,0.0
52,2025-07-26,70,1527.1910194283676,1755.0432926855037,1817.6914524668348,1832.5341437905956,1744.9473569404952,0.0
53,2025-08-02,70,1527.1910194283676,1755.0432926855037,1817.6914524668348,1832.5341437905956,1744.9473569404952,0.0
54,2025-08-09,70,1527.1910194283676,1755.0432926855037,1817.6914524668348,1832.5341437905956,1744.9473569404952,0.0
55,2025-08-16,70,1358.5858873879774,1560.8297771309267,1617.3719547938042,1630.3349673313476,1552.2951030011263,0.0
56,2025-08-23,70,1358.5858873879774,1560.8297771309267,1617.3719547938042,1630.3349673313476,1552.2951030011263,0.0
57,2025-09-06,70,1257.3442702105983,1445.0112246957206,1497.4554087206911,1509.9462183267678,1437.0904090194886,0.0
58,2025-09-13,70,1257.3442702105983,1445.0112246957206,1497.4554087206911,1509.9462183267678,1437.0904090194886,0.0
59,2025-09-27,70,1380.0715566606843,1585.8149153330592,1644.6752225816317,1657.5508944435305,1577.3784154309612,0.0
60,2025-10-04,70,1540.9405187680015,1770.3542850809433,1836.2419154762188,1851.5518135300854,1760.7404111619958,0.0
61,2025-10-11,70,1351.3835684388757,1560.06556875764,1997.9849351959977,2016.9868347303125,1684.6040085345305,0.0
62,2025-10-18,70,1264.3933368551238,1460.1432257864774,1869.8007754242078,1886.222725418871,1576.3477764281931,0.0
63,2025-10-25,70,1177.0672432580498,1361.3284189649858,1747.131935908867,1786.4108347974739,1482.14700272003,0.0
64,2025-11-01,70,1177.0672432580498,1361.3284189649858,1747.131935908867,1786.4108347974739,1482.14700272003,0.0
65,2025-11-08,70,1171.2056331803083,1574.4398163846101,2056.0120202755206,2085.9273149979717,1616.461344261817,0.0
66,2025-11-15,70,1318.0613948135235,1799.4497939113623,2360.6076156142026,2397.713595514408,1842.2888735199929,0.0
67,2025-11-22,70,1201.0719932448396,1637.6608644260905,2148.9897533008534,2184.480671985597,1677.1964192470025,0.0
68,2025-12-06,70,1125.639195806041,1534.2579348209633,2013.9070662687755,2045.672364195684,1571.1553612195512,0.0
69,2025-12-13,70,1007.8441614195701,1373.8494816854877,1803.816089444895,1831.9590214407053,1407.3692141638653,0.0
70,2026-01-24,70,894.6819961614557,1226.3108721890558,1897.9589773590542,1976.0213024489362,1302.2070351813493,0.0
71,2026-01-31,70,951.9188196953824,1304.3940967492167,2019.565058687479,2101.139909332081,1385.1973626994416,0.0
72,2026-02-07,70,951.9188196953824,1304.3940967492167,2019.565058687479,2101.139909332081,1385.1973626994416,0.0
73,2026-02-21,70,1121.5105919482307,1537.9046595446657,2378.8965604568575,2475.616427874575,1632.5231273645427,0.0
0,start,80,500.0,500.0,500.0,500.0,500.0,0.0
1,2024-05-11,80,561.0993821264899,562.2211727939905,563.8881741912236,564.1241876350645,562.3451817109985,0.0
2,2024-05-18,80,561.0993821264899,562.2211727939905,563.8881741912236,564.1241876350645,562.3451817109985,0.0
3,2024-06-01,80,561.0993821264899,562.2211727939905,563.8881741912236,564.1241876350645,562.3451817109985,0.0
4,2024-06-08,80,669.4010993996695,671.6652893963094,674.4917583558239,675.1315011824704,671.8265108496203,0.0
5,2024-06-15,80,763.6619819022387,766.6868423627482,770.0465043355948,770.6916702860434,766.8274315278995,0.0
