choice_fighter_name_open,choice_fighter_bool_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,fight_index_open,choice_fighter_name_close1,choice_fighter_bool_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,fight_index_close1,choice_fighter_name_close2,choice_fighter_bool_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,fight_index_close2,date,winner_bool_open,winner_name_open,win_parlay_open,net_stake_open,net_odds_open,winner_bool_close1,winner_name_close1,win_parlay_close1,net_stake_close1,net_odds_close1,winner_bool_close2,winner_name_close2,win_parlay_close2,net_stake_close2,net_odds_close2
grant dawson,1.0,0.13329185171539643,1.8636363636363638,466.5214810038875,0.44956829657468167,0.5061984527721111,0,joel alvarez,1.0,0.07854966187314556,4.52,274.9238165560095,0.48147028063834063,0.2683822972170907,1,joel alvarez,1.0,0.07196332551202048,5.426,251.8716392920717,0.748709032436272,0.2721302571485017,1,2026-05-09,1,Grant Dawson,True,0.13329185171539643,1.8636363636363638,0,Yaroslav Amosov,False,-0.07854966187314556,-1.0,0,Yaroslav Amosov,False,-0.07196332551202048,-1.0
king green,1.0,0.13329185171539643,1.8636363636363638,466.5214810038875,0.44956829657468167,0.5061984527721111,9,sean brady,1.0,0.07854966187314556,4.52,274.9238165560095,0.48147028063834063,0.2683822972170907,12,sean brady,1.0,0.07196332551202048,5.426,251.8716392920717,0.748709032436272,0.2721302571485017,12,2026-05-09,1,King Green,True,0.13329185171539643,1.8636363636363638,1,Sean Brady,False,-0.07854966187314556,-1.0,1,Sean Brady,False,-0.07196332551202048,-1.0
melquizael costa,0.0,0.1437915528153759,2.7375,503.27043485381563,0.39365340252902303,0.37288385351947106,7,melquizael costa,0.0,0.11866557837080932,2.180293501048218,415.3295242978326,0.2587415816528682,0.3957941558657997,7,melquizael costa,0.0,0.15513477603313985,2.433333333333333,542.9717161159895,0.3775176635302211,0.4012187369505498,7,2026-05-16,1,Arnold Allen,False,-0.1437915528153759,-1.0,1,Arnold Allen,False,-0.11866557837080932,-1.0,1,Arnold Allen,False,-0.15513477603313985,-1.0
jacqueline cavalcanti,0.0,0.1437915528153759,2.7375,503.27043485381563,0.39365340252902303,0.37288385351947106,4,jacqueline cavalcanti,0.0,0.11866557837080932,2.180293501048218,415.3295242978326,0.2587415816528682,0.3957941558657997,4,jacqueline cavalcanti,0.0,0.15513477603313985,2.433333333333333,542.9717161159895,0.3775176635302211,0.4012187369505498,4,2026-05-16,1,Ketlen Vieira,False,-0.1437915528153759,-1.0,1,Ketlen Vieira,False,-0.11866557837080932,-1.0,1,Ketlen Vieira,False,-0.15513477603313985,-1.0
rei tsuruya,1.0,0.11609350784924953,1.804347826086956,406.32727747237334,0.22110003047069537,0.43543101861745737,3,zhang mingyang,1.0,0.07416390638359803,1.7999999999999998,259.5736723425931,0.13350317987792026,0.4048225642421144,5,sumudaerji,0.0,0.14995872247630554,2.3650450450450458,524.8555286670694,0.3546807815507924,0.4025743380599109,11,2026-05-30,,,,,,,,,,,,,,,
sumudaerji,0.0,0.11609350784924953,1.804347826086956,406.32727747237334,0.22110003047069537,0.43543101861745737,11,sumudaerji,0.0,0.07416390638359803,1.7999999999999998,259.5736723425931,0.13350317987792026,0.4048225642421144,11,zhang mingyang,1.0,0.14995872247630554,2.3650450450450458,524.8555286670694,0.3546807815507924,0.4025743380599109,5,2026-05-30,,,,,,,,,,,,,,,
edgar chairez,0.0,0.13932677457721776,2.323232323232323,487.6437110202622,0.3237082237715132,0.3983194959069295,6,gabriel bonfim,0.0,0.09853512648452742,2.5000000000000004,344.87294269584595,0.24635285239615712,0.3561008149703306,2,gabriel bonfim,0.0,0.1452198651062091,3.2,508.26952787173184,0.5021238055582944,0.3576485251329272,2,2026-06-06,0,Edgar Chairez,True,0.13932677457721776,2.323232323232323,0,Gabriel Bonfim,True,0.09853512648452742,2.5000000000000004,0,Gabriel Bonfim,True,0.1452198651062091,3.2
gabriel bonfim,0.0,0.13932677457721776,2.323232323232323,487.6437110202622,0.3237082237715132,0.3983194959069295,2,edgar chairez,0.0,0.09853512648452742,2.5000000000000004,344.87294269584595,0.24635285239615712,0.3561008149703306,6,edgar chairez,0.0,0.1452198651062091,3.2,508.26952787173184,0.5021238055582944,0.3576485251329272,6,2026-06-06,0,Gabriel Bonfim,True,0.13932677457721776,2.323232323232323,0,Edgar Chairez,True,0.09853512648452742,2.5000000000000004,0,Edgar Chairez,True,0.1452198651062091,3.2
josh hokit,1.0,0.2698765797180574,0.5,944.5680290132009,0.1349465263413494,0.7566310175608996,2,josh hokit,1.0,0.17097034377453932,0.43300970873786393,598.3962032108876,0.07403633758005812,0.7494969022408265,2,ilia topuria,1.0,0.24368277265575541,0.7636363636363637,852.8897042951438,0.2870016363006196,0.7297431958405575,4,2026-06-14,1,Josh Hokit,False,-0.2698765797180574,-1.0,1,Josh Hokit,False,-0.17097034377453932,-1.0,0,Justin Gaethje,False,-0.24368277265575541,-1.0
ilia topuria,1.0,0.2698765797180574,0.5,944.5680290132009,0.1349465263413494,0.7566310175608996,4,ilia topuria,1.0,0.17097034377453932,0.43300970873786393,598.3962032108876,0.07403633758005812,0.7494969022408265,4,josh hokit,1.0,0.24368277265575541,0.7636363636363637,852.8897042951438,0.2870016363006196,0.7297431958405575,2,2026-06-14,0,Justin Gaethje,False,-0.2698765797180574,-1.0,0,Justin Gaethje,False,-0.17097034377453932,-1.0,1,Josh Hokit,False,-0.24368277265575541,-1.0
vinicius oliveira,1.0,0.06062667284563022,1.8888888888888888,212.19335495970577,0.11452403870100913,0.3857967826272724,9,manel kape,1.0,0.02743278163716106,1.0866510538641685,96.0147357300637,0.029811680637032545,0.4935236673759965,8,luana santos,0.0,0.08057107601003294,2.0638297872340425,281.9987660351153,0.1662951365086447,0.3806657737215715,2,2026-06-20,1,Vinicius Oliveira,True,0.06062667284563022,1.8888888888888888,1,Manel Kape,True,0.02743278163716106,1.0866510538641685,0,Luana Santos,True,0.08057107601003294,2.0638297872340425
luana santos,0.0,0.06062667284563022,1.8888888888888888,212.19335495970577,0.11452403870100913,0.3857967826272724,2,vinicius oliveira,1.0,0.02743278163716106,1.0866510538641685,96.0147357300637,0.029811680637032545,0.4935236673759965,9,christian rodriguez,0.0,0.08057107601003294,2.0638297872340425,281.9987660351153,0.1662951365086447,0.3806657737215715,11,2026-06-20,0,Luana Santos,True,0.06062667284563022,1.8888888888888888,1,Vinicius Oliveira,True,0.02743278163716106,1.0866510538641685,0,Christian Rodriguez,True,0.08057107601003294,2.0638297872340425
asu almabayev,1.0,0.15247067600263692,1.0549450549450547,533.6473660092292,0.16085800366649927,0.5649095098056227,8,asu almabayev,1.0,0.10379293974866834,0.944484498918529,363.27528912033915,0.09803680638159773,0.5646930109200134,8,asu almabayev,1.0,0.23108664287544395,0.9090909090909092,808.8032500640538,0.21009158922337856,0.6338574991170078,8,2026-06-27,1,Asu Almabayev,True,0.15247067600263692,1.0549450549450547,1,Asu Almabayev,True,0.10379293974866834,0.944484498918529,1,Asu Almabayev,True,0.23108664287544395,0.9090909090909092
jean matsumoto,0.0,0.15247067600263692,1.0549450549450547,533.6473660092292,0.16085800366649927,0.5649095098056227,12,jean matsumoto,0.0,0.10379293974866834,0.944484498918529,363.27528912033915,0.09803680638159773,0.5646930109200134,12,ikram aliskerov,1.0,0.23108664287544395,0.9090909090909092,808.8032500640538,0.21009158922337856,0.6338574991170078,11,2026-06-27,0,Jean Matsumoto,True,0.15247067600263692,1.0549450549450547,0,Jean Matsumoto,True,0.10379293974866834,0.944484498918529,1,Ikram Aliskerov,True,0.23108664287544395,0.9090909090909092
benoit st denis,1.0,0.14912094967036021,2.554858934169279,521.9233238462607,0.4659270968843987,0.412372790040673,12,benoit st denis,1.0,0.1616392316674792,2.6,565.7373108361772,0.43604411666543896,0.39890114351817746,12,benoit st denis,1.0,0.1529995901346894,2.8500000000000005,535.4985654714129,0.5220477940508033,0.39533708936384493,12,2026-07-11,0,Paddy Pimblett,False,-0.14912094967036021,-1.0,0,Paddy Pimblett,False,-0.1616392316674792,-1.0,0,Paddy Pimblett,False,-0.1529995901346894,-1.0
nikita krylov,1.0,0.14912094967036021,2.554858934169279,521.9233238462607,0.4659270968843987,0.412372790040673,9,nikita krylov,1.0,0.1616392316674792,2.6,565.7373108361772,0.43604411666543896,0.39890114351817746,9,nikita krylov,1.0,0.1529995901346894,2.8500000000000005,535.4985654714129,0.5220477940508033,0.39533708936384493,9,2026-07-11,0,Robert Whittaker,False,-0.14912094967036021,-1.0,0,Robert Whittaker,False,-0.1616392316674792,-1.0,0,Robert Whittaker,False,-0.1529995901346894,-1.0
tommy mcmillen,1.0,0.13729575143318853,2.1875,480.53513001615994,0.32647592899366673,0.4161493110568366,6,tommy mcmillen,1.0,0.10724187049071814,1.1010101010101012,375.3465467175135,0.1331974827085196,0.5393584172506896,6,tommy mcmillen,1.0,0.14228591050973416,1.2507817385866167,498.00068678406956,0.21361574327501653,0.5391974363703116,6,2026-07-18,1,Tommy McMillen,True,0.13729575143318853,2.1875,1,Tommy McMillen,True,0.10724187049071814,1.1010101010101012,1,Tommy McMillen,True,0.14228591050973416,1.2507817385866167
dricus du plessis,1.0,0.13729575143318853,2.1875,480.53513001615994,0.32647592899366673,0.4161493110568366,9,dricus du plessis,1.0,0.10724187049071814,1.1010101010101012,375.3465467175135,0.1331974827085196,0.5393584172506896,9,dricus du plessis,1.0,0.14228591050973416,1.2507817385866167,498.00068678406956,0.21361574327501653,0.5391974363703116,9,2026-07-18,1,Dricus Du Plessis,True,0.13729575143318853,2.1875,1,Dricus Du Plessis,True,0.10724187049071814,1.1010101010101012,1,Dricus Du Plessis,True,0.14228591050973416,1.2507817385866167
steve erceg,1.0,0.18731144701806357,1.635658914728682,655.5900645632225,0.3063963390942559,0.49566214042105594,11,steve erceg,1.0,0.1472006279704541,1.7598343685300208,515.2021978965894,0.2590645362160533,0.4562101807894627,11,steve erceg,1.0,0.18213190455772216,2.0486623130398147,637.4616659520276,0.39392415627031574,0.4572248458965719,11,2026-07-25,0,Ramazan Temirov,False,-0.18731144701806357,-1.0,0,Ramazan Temirov,False,-0.1472006279704541,-1.0,0,Ramazan Temirov,False,-0.18213190455772216,-1.0
nurullo aliev,1.0,0.18731144701806357,1.635658914728682,655.5900645632225,0.3063963390942559,0.49566214042105594,5,valter walker,1.0,0.1472006279704541,1.7598343685300208,515.2021978965894,0.2590645362160533,0.4562101807894627,3,valter walker,1.0,0.18213190455772216,2.0486623130398147,637.4616659520276,0.39392415627031574,0.4572248458965719,3,2026-07-25,1,Nurullo Aliev,False,-0.18731144701806357,-1.0,1,Valter Walker,False,-0.1472006279704541,-1.0,1,Valter Walker,False,-0.18213190455772216,-1.0
ludovit klein,1.0,0.19428643180848582,1.5344827586206895,680.0025113297004,0.2990051715576034,0.5125326527234082,11,ludovit klein,1.0,0.1324918860199596,0.7321867321867321,463.7216010698586,0.09701472237495001,0.6333120453994392,11,ludovit klein,1.0,0.1821873154395395,0.824242424242424,637.6556040383883,0.1520202661823582,0.6315061259803626,11,2026-08-01,0,Tofiq Musayev,False,-0.19428643180848582,-1.0,0,Tofiq Musayev,False,-0.1324918860199596,-1.0,0,Tofiq Musayev,False,-0.1821873154395395,-1.0
navajo stirling,0.0,0.19428643180848582,1.5344827586206895,680.0025113297004,0.2990051715576034,0.5125326527234082,8,navajo stirling,0.0,0.1324918860199596,0.7321867321867321,463.7216010698586,0.09701472237495001,0.6333120453994392,8,navajo stirling,0.0,0.1821873154395395,0.824242424242424,637.6556040383883,0.1520202661823582,0.6315061259803626,8,2026-08-01,0,Navajo Stirling,False,-0.19428643180848582,-1.0,0,Navajo Stirling,False,-0.1324918860199596,-1.0,0,Navajo Stirling,False,-0.1821873154395395,-1.0
diego ferreira,1.0,0.024060159852425926,1.2708600770218226,84.21055948349074,0.03057896299499574,0.45382759308824294,7,diyar nurgozhay,1.0,0.10453540317072692,1.4492292011721237,365.87391109754424,0.15150500596303007,0.4701499579590004,6,diyar nurgozhay,1.0,0.130367674826245,1.5535714285714284,456.28686189185754,0.2025478573594668,0.4709278322526584,6,2026-08-08,1,Diego Ferreira,True,0.024060159852425926,1.2708600770218226,1,Diyar Nurgozhay,True,0.10453540317072692,1.4492292011721237,1,Diyar Nurgozhay,True,0.130367674826245,1.5535714285714284
juliana miller,1.0,0.024060159852425926,1.2708600770218226,84.21055948349074,0.03057896299499574,0.45382759308824294,0,diego ferreira,1.0,0.10453540317072692,1.4492292011721237,365.87391109754424,0.15150500596303007,0.4701499579590004,7,diego ferreira,1.0,0.130367674826245,1.5535714285714284,456.28686189185754,0.2025478573594668,0.4709278322526584,7,2026-08-08,1,Juliana Miller,True,0.024060159852425926,1.2708600770218226,1,Diego Ferreira,True,0.10453540317072692,1.4492292011721237,1,Diego Ferreira,True,0.130367674826245,1.5535714285714284
donte johnson,1.0,0.12064675967918509,1.9611111111111108,422.2636588771478,0.2366161428296507,0.41761896005504157,5,islam makhachev,1.0,0.1676977436935783,0.6231231231231229,586.942102927524,0.10450272013089523,0.680479936731893,8,donte johnson,1.0,0.23984379638433576,0.7373737373737372,839.4532873451751,0.17686531152774765,0.677381778146785,5,2026-08-15,1,Donte Johnson,True,0.12064675967918509,1.9611111111111108,1,Islam Makhachev,True,0.1676977436935783,0.6231231231231229,1,Donte Johnson,True,0.23984379638433576,0.7373737373737372
neil magny,1.0,0.12064675967918509,1.9611111111111108,422.2636588771478,0.2366161428296507,0.41761896005504157,2,donte johnson,1.0,0.1676977436935783,0.6231231231231229,586.942102927524,0.10450272013089523,0.680479936731893,5,islam makhachev,1.0,0.23984379638433576,0.7373737373737372,839.4532873451751,0.17686531152774765,0.677381778146785,8,2026-08-15,1,Neil Magny,True,0.12064675967918509,1.9611111111111108,1,Donte Johnson,True,0.1676977436935783,0.6231231231231229,1,Islam Makhachev,True,0.23984379638433576,0.7373737373737372
anthony hernandez,1.0,0.14027376008914533,2.774242424242424,490.9581603120086,0.4416025339330414,0.38195811818378456,12,anthony hernandez,1.0,0.13795710676046644,1.82010582010582,482.84987366163256,0.27169326332547517,0.4509381365262942,12,anthony hernandez,1.0,0.15282157869105525,2.0946341463414635,534.8755254186934,0.3807567393077691,0.4461776979162873,12,2026-08-22,0,Gregory Rodrigues,False,-0.14027376008914533,-1.0,0,Gregory Rodrigues,False,-0.13795710676046644,-1.0,0,Gregory Rodrigues,False,-0.15282157869105525,-1.0
chris padilla,1.0,0.14027376008914533,2.774242424242424,490.9581603120086,0.4416025339330414,0.38195811818378456,5,kennedy nzechukwu,1.0,0.13795710676046644,1.82010582010582,482.84987366163256,0.27169326332547517,0.4509381365262942,6,kennedy nzechukwu,1.0,0.15282157869105525,2.0946341463414635,534.8755254186934,0.3807567393077691,0.4461776979162873,6,2026-08-22,1,Chris Padilla,False,-0.14027376008914533,-1.0,0,Shamil Gaziev,False,-0.13795710676046644,-1.0,0,Shamil Gaziev,False,-0.15282157869105525,-1.0
denise gomes,0.0,0.14999207977961904,2.538356164383562,524.9722792286666,0.4425008668566899,0.40767542888323016,9,denise gomes,0.0,0.1466600104880327,2.0741666666666667,513.3100367081145,0.3042158729506006,0.4242502161942859,9,denise gomes,0.0,0.17087869946513773,2.322222222222222,598.0754481279821,0.42404586769552033,0.4286425688715613,9,2026-08-29,0,Denise Gomes,True,0.14999207977961904,2.538356164383562,0,Denise Gomes,True,0.1466600104880327,2.0741666666666667,0,Denise Gomes,True,0.17087869946513773,2.322222222222222
