open,close1,close2,date
-21.925609974615867,-63.451797760365544,-103.6346369799815,2026-03-14 00:00:00
10.620809373835563,-16.20053156606905,-61.41354950465617,2026-03-21 00:00:00
-95.24236858083049,23.935921568721746,-34.8335570790356,2026-03-28 00:00:00
10.89469370413796,0.0728557174833275,-1.929422430982727,2026-04-04 00:00:00
-71.33087042203906,-36.4559738808568,-65.51428684928693,2026-04-11 00:00:00
0.0680486132516858,-1.4690876023049675,-10.747738112179483,2026-04-18 00:00:00
-44.372227631200104,-31.384218580136015,-60.93830556155881,2026-04-25 00:00:00
-119.48790146347889,-13.881306785422815,-20.21060128285427,2026-05-02 00:00:00
-89.05963635571896,-87.45070394010784,-128.960732133372,2026-05-09 00:00:00
7.944000316500661,9.442303257470343,9.289178724257201,2026-05-16 00:00:00
-86.99247499003798,-85.7225871695696,-121.0388019605169,2026-05-30 00:00:00
