date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2,winner_bool,winner_name,win_bet_open,chosen_odds_open,net_odds_open,net_stake_open,win_bet_close1,chosen_odds_close1,net_odds_close1,net_stake_close1,win_bet_close2,chosen_odds_close2,net_odds_close2,net_stake_close2
2026-03-21,shem rock,abdul kareem al selwady,160.0,-185.0,-155.0,-104.0,-118.0,130.0,abdul kareem al selwady,0,0.7929781250778672,0.19749213635820226,691.2224772537079,0.15857414518434854,0.221614949444282,abdul kareem al selwady,0,0.6756340368611493,0.18865104163934165,660.2786457376958,0.21186377951926433,0.24820525454008935,abdul kareem al selwady,0,0.6752715517522931,0.18843316991632178,659.5160947071263,0.2119644511616432,0.5531245690302741,0,Abdul-Kareem Al-Selwady,True,-185.0,0.5405405405405406,0.19749213635820226,True,-118.0,0.847457627118644,0.18865104163934165,True,130.0,1.2999999999999998,0.18843316991632178
2026-03-21,louie sutherland,brando pericic,-170.0,145.0,180.0,210.0,-275.0,-210.0,,,,,,,,,,,,,,,,,,,,,,0,Brando Pericic,,,,,,,,,,,,
2026-03-21,mantas kondratavicius,antonio trocoli,-400.0,300.0,-1115.0,-750.0,490.0,750.0,,,,,,,,,,,,,,,,,,,,,,1,Mantas Kondratavicius,,,,,,,,,,,,
2026-03-21,kurtis campbell,danny silva,-125.0,105.0,-300.0,-230.0,184.0,240.0,,,,,,,,,,,,,,,,,,,,,,0,Danny Silva,,,,,,,,,,,,
2026-03-21,shanelle dyer,ravena oliveira,-200.0,170.0,-600.0,-450.0,330.0,440.0,,,,,,,,,,,,,,,,,,,,,,1,Shanelle Dyer,,,,,,,,,,,,
2026-03-21,movsar evloev,lerone murphy,-250.0,210.0,-275.0,-225.0,175.0,210.0,movsar evloev,1,0.7436460672953683,0.14709870580691853,514.8454703242148,0.04421617217267959,0.041104494213515586,movsar evloev,1,0.740556451813273,0.14961239193304343,523.643371765652,0.04564830860564928,0.009849707018099674,movsar evloev,1,0.734508385161178,0.1540540432091808,539.1891512321329,0.04835179781313603,0.06095655634392377,1,Movsar Evloev,True,-250.0,0.3999999999999999,0.14709870580691853,True,-275.0,0.36363636363636376,0.14961239193304343,True,-225.0,0.4444444444444444,0.1540540432091808
2026-03-21,roman dolidze,christian leroy duncan,210.0,-250.0,290.0,340.0,-470.0,-370.0,christian leroy duncan,0,0.7508153671474256,0.1709495883677335,598.3235592870673,0.05138547202473687,0.05114151400639577,christian leroy duncan,0,0.8104497986185071,0.0,0.0,0.012993900529764346,-0.017114074015853048,christian leroy duncan,0,0.8018119462742455,0.0909888129617488,318.4608453661208,0.01983925709717771,0.018517877699717133,0,Christian Leroy Duncan,True,-250.0,0.3999999999999999,0.1709495883677335,,-470.0,,,True,-370.0,0.2702702702702702,0.0909888129617488
2026-03-21,michael page,sam patterson,-155.0,135.0,-230.0,-178.0,144.0,190.0,michael page,1,0.554783427720422,0.0,0.0,-0.03782470773977198,-0.08729178020188649,michael page,1,0.6065234285613904,0.0,0.0,-0.04566300257633471,-0.12977073293365726,michael page,1,0.6019016096457188,0.0,0.0,-0.044871352603810255,-0.05995141864320319,1,Michael Page,,-155.0,,,,-230.0,,,,-178.0,,
2026-03-21,iwo baraniewski,austen lane,-450.0,350.0,-800.0,-590.0,410.0,550.0,iwo baraniewski,1,0.7673970138778661,0.0,0.0,-0.03698376636154399,-0.06207031637149693,iwo baraniewski,1,0.8038670368914407,0.0,0.0,-0.06128665941601652,-0.09564958349712924,iwo baraniewski,1,0.7964767040444481,0.0,0.0,-0.05572981779952779,-0.06852724442259456,1,Iwo Baraniewski,,-450.0,,,,-800.0,,,,-590.0,,
2026-03-21,luke riley,michael aswell jr,-150.0,130.0,-250.0,-188.0,150.0,205.0,luke riley,1,0.5403409587069051,0.0,0.0,-0.043641676329404966,-0.09943173548849155,luke riley,1,0.6129463074826965,0.0,0.0,-0.0545052595749167,-0.14187516952422494,luke riley,1,0.6075492202602101,0.0,0.0,-0.05354639441687292,-0.06928630087797605,1,Luke Riley,,-150.0,,,,-250.0,,,,-188.0,,
2026-03-21,mason jones,axel sola,-220.0,185.0,-177.0,-138.0,110.0,152.0,mason jones,1,0.733290689915365,0.18811550506597857,658.404267730925,0.06180180674515612,0.06660463987689452,mason jones,1,0.6700754172898296,0.2017974607950234,706.2911127825819,0.08341621467752347,0.04864909937447909,mason jones,1,0.6731770944909758,0.20169342736534626,705.9269957787119,0.08257864135619952,0.1609865832525526,1,Mason Jones,True,-220.0,0.4545454545454546,0.18811550506597857,True,-177.0,0.5649717514124295,0.2017974607950234,True,-138.0,0.7246376811594204,0.20169342736534626
2026-03-28,alexia thainara,bruna brasil,-300.0,250.0,-1000.0,-480.0,330.0,650.0,alexia thainara,1,0.7866504593642049,0.13058311721975793,457.04091026915273,0.0503400816587084,0.04886727915227307,alexia thainara,1,0.8575348955180767,0.0,0.0,-0.016055260565785323,-0.05671161493011555,alexia thainara,1,0.8428420324789829,0.008849643798877772,30.973753296072204,0.001585512600713268,0.018434122578770973,1,Alexia Thainara,True,-300.0,0.33333333333333326,0.13058311721975793,,-1000.0,,,True,-480.0,0.20833333333333326,0.008849643798877772
2026-03-28,navajo stirling,bruno lopes,-425.0,355.0,-900.0,-440.0,310.0,600.0,navajo stirling,1,0.8169446557653897,0.06006540861053527,210.2289301368734,0.017622063598287108,0.009166927710187261,navajo stirling,1,0.8482367588024724,0.0,0.0,-0.014123467378814314,-0.057514712441697285,navajo stirling,1,0.8327158234134523,0.014597166097005886,51.090081339520594,0.0028021144577876633,0.02196941964378238,1,Navajo Stirling,True,-425.0,0.23529411764705888,0.06006540861053527,,-900.0,,,True,-440.0,0.2272727272727273,0.014597166097005886
