strategy,scenario_pct,date,realized_return,stake
always_open,90,2025-07-19,-0.0948344835341364,0.0948344835341364
always_open,90,2025-07-26,0.1276479946318011,0.7874490894146808
always_open,90,2025-08-02,0.4697181307593344,0.9692768664868241
always_open,90,2025-08-09,0.08825097349987579,0.8502908287685254
always_open,90,2025-08-16,-0.18035785374750254,0.632699682659032
always_open,90,2025-08-23,0.03422061228521178,0.6944085835336338
always_open,90,2025-09-06,-0.05523423727585139,0.5282178652133249
always_open,90,2025-09-13,0.243023813074347,0.9524335773906346
always_open,90,2025-09-27,0.09580896156846569,0.9681612777177451
always_open,90,2025-10-04,0.23966332591955095,1.0
always_open,90,2025-10-11,-0.035058111438976476,1.0
always_open,90,2025-10-18,-0.34882695912983436,0.6577085033844505
always_open,90,2025-10-25,-0.15950633557500682,1.0
always_open,90,2025-11-01,0.2640077510541582,0.9699567138078194
always_open,90,2025-11-08,0.019444853716904575,1.0
always_open,90,2025-11-15,0.30983184891170684,0.8023341923440853
