strategy,baseline,mean_event_gain_pp,bootstrap_low_pp,bootstrap_high_pp
switch_prediction,always_open,0.03717649246144128,-0.37667728524811794,0.49341017215942873
switch_prediction,always_close1,3.8967884855763786,1.549816196010503,6.377708206925858
switch_return,always_open,0.03717649246144128,-0.37760859822012705,0.4669546767287854
switch_return,always_close1,3.8967884855763786,1.6085355680549744,6.246600953349322
