date,shift_pct,ticket,fighter,decimal_odds,probability
2024-10-12,19.0,close1,jonathan pearce,1.5394224924012159,0.7418129521006699
2024-10-12,19.0,close1,julia polastri,1.7763783783783784,0.6350804015299217
2024-10-26,19.0,opening,ismail naurdiev,2.1087956043956044,0.6388386207941233
2024-10-26,19.0,opening,lerone murphy,1.5307563025210085,0.7837222119713023
2024-10-26,19.0,close1,ismail naurdiev,1.680654945054945,0.7221340839736805
2024-10-26,19.0,close1,ilia topuria,1.3666376002790372,0.8079125834886579
2024-11-16,19.0,opening,mickey gall,2.067,0.5472880566552203
2024-11-16,19.0,opening,jonathan martinez,2.177127272727273,0.5128580979264524
2024-11-16,19.0,close1,charles oliveira,1.3905050505050507,0.7776113933146581
2024-11-16,19.0,close1,jonathan martinez,1.9719636363636361,0.5389360078999267
2024-12-07,19.0,opening,chris weidman,1.9752173913043478,0.6112712230207566
2024-12-07,19.0,opening,michael chiesa,2.1003783783783785,0.5576106156590107
2024-12-07,19.0,close1,chris weidman,1.8943478260869562,0.6261688630439778
2024-12-07,19.0,close1,movsar evloev,1.4066086956521737,0.7992926564618176
2025-01-11,19.0,opening,roman kopylov,1.4303703703703703,0.7214322550644807
2025-01-11,19.0,opening,nurullo aliev,1.2057882352941176,0.8485164949481978
2025-01-11,19.0,close1,cesar almeida,1.3705454545454547,0.7404127861750145
2025-01-11,19.0,close1,jose johnson,1.5404761904761906,0.6593153209410233
2025-02-01,19.0,opening,nassourdine imavov,2.5754,0.5452763316256057
2025-02-01,19.0,opening,jasmine jasudavicius,1.8790909090909091,0.6582258521418269
2025-02-01,19.0,close1,nassourdine imavov,2.3646,0.5712767984971499
2025-02-01,19.0,close1,fares ziam,2.271,0.5267318430497837
2025-02-15,19.0,opening,ketlen souza,2.174042857142857,0.5683658938351037
2025-02-15,19.0,opening,gregory rodrigues,1.9646434108527133,0.6196441947988834
2025-02-15,19.0,close1,ketlen souza,1.9588142857142856,0.6041357748391594
2025-02-15,19.0,close1,youssef zalal,1.2418319327731093,0.8814085524683639
2025-03-15,19.0,opening,chidi njokuani,2.7215,0.5444206897373084
2025-03-15,19.0,opening,alexander hernandez,1.5473015873015872,0.70799231489882
2025-03-15,19.0,close1,chidi njokuani,2.6285000000000003,0.5541322852657823
2025-03-15,19.0,close1,josiane nunes,1.5473015873015872,0.7274233157916574
2025-03-29,19.0,opening,manuel torres,1.8825174825174822,0.6675135652053404
2025-03-29,19.0,opening,raul rosas jr,1.27490990990991,0.8824961801767081
2025-03-29,19.0,close1,manuel torres,1.7958041958041957,0.6871545938806335
2025-03-29,19.0,close1,rafa garcia,1.2634999999999998,0.8455138030412784
2025-04-12,19.0,opening,sean woodson,2.0646829268292684,0.5874834025292659
2025-04-12,19.0,opening,paddy pimblett,2.036495238095238,0.5668627332546182
2025-04-12,19.0,close1,sean woodson,1.6231219512195123,0.6961714264505943
2025-04-12,19.0,close1,nikita krylov,1.5319148936170213,0.6990535958803414
2025-04-26,19.0,opening,randy brown,1.462057057057057,0.7237050638964801
2025-04-26,19.0,opening,jaqueline amorim,1.2523076923076921,0.8400041215142215
2025-04-26,19.0,close1,randy brown,1.3382432432432432,0.76706421965538
2025-04-26,19.0,close1,damon blackshear,1.5150000000000001,0.7933772985325528
2025-05-03,19.0,opening,reinier de ridder,2.8520000000000003,0.4868528915305664
2025-05-03,19.0,opening,yana santos,1.964363636363636,0.6011539349882826
2025-05-03,19.0,close1,yana santos,2.144727272727273,0.5630125457662821
2025-05-03,19.0,close1,gillian robertson,1.369090909090909,0.7697663815662144
2025-06-07,19.0,opening,merab dvalishvili,1.3436671802773499,0.8364507189470939
2025-06-07,19.0,opening,joshua van,1.2567619047619047,0.8733240131801543
2025-06-07,19.0,close1,merab dvalishvili,1.3589522342064715,0.8270416732387202
2025-06-07,19.0,close1,serghei spivac,1.5838028169014085,0.6633764505048855
2025-06-14,19.0,opening,phil rowe,2.2476000000000003,0.5047122573035229
2025-06-14,19.0,opening,michael chiesa,1.348831168831169,0.8393776364476674
2025-06-14,19.0,close1,michael chiesa,1.3005194805194804,0.8528232294350326
2025-06-14,19.0,close1,jamey lyn horth,1.163981094148965,0.8933192798308078
2025-06-21,19.0,opening,klaudia sygula,2.514,0.4867662487576079
2025-06-21,19.0,opening,ignacio bahamondes,2.0176666666666665,0.567477504061954
2025-06-21,19.0,close1,ismail naurdiev,2.4274999999999998,0.4954837628777334
2025-06-21,19.0,close1,hamdy abdelwahab,1.5766666666666667,0.7076621500871617
2025-06-28,19.0,opening,joshua van,1.724,0.7004915872753579
2025-06-28,19.0,opening,terrance mckinney,1.5006775067750677,0.7270554051562713
2025-06-28,19.0,close1,terrance mckinney,1.5426829268292683,0.7095756990048983
2025-06-28,19.0,close1,hyder amil,2.0095,0.5264077355261004
2025-07-12,19.0,opening,steve garcia,1.6666666666666663,0.6856742067127446
2025-07-12,19.0,opening,gabriel bonfim,1.2447222222222223,0.8432200819546033
2025-07-12,19.0,close1,steve garcia,1.6666666666666663,0.6866929834119262
2025-07-12,19.0,close1,jake matthews,1.9495,0.5360147413582045
2025-07-26,19.0,opening,bryce mitchell,1.6890142115948565,0.6910571619741238
2025-07-26,19.0,opening,amanda ribas,1.5329197684036393,0.7044649384431602
2025-07-26,19.0,close1,bryce mitchell,1.655447778028423,0.6950462644498784
2025-07-26,19.0,close1,reinier de ridder,2.2608,0.5008100392619994
2025-10-18,19.0,opening,charles jourdain,1.505,0.716444536252571
2025-10-18,19.0,opening,reinier de ridder,1.5420238095238095,0.6938778791181899
2025-10-18,19.0,close1,charles jourdain,1.5213157894736842,0.7042820361181981
2025-10-18,19.0,close1,cody gibson,1.6805,0.6641053745200866
2025-10-25,19.0,opening,ludovit klein,2.1755806451612902,0.5606467009854282
2025-10-25,19.0,opening,hamdy abdelwahab,1.3917572463768115,0.8106779806839843
2025-10-25,19.0,close1,virna jandiroba,1.9388720930232557,0.6083201715959369
2025-10-25,19.0,close1,quillan salkilld,1.7266666666666666,0.6381200500439723
2025-11-08,19.0,opening,denise gomes,1.505,0.7611499224262451
2025-11-08,19.0,opening,ricky simon,1.4783972125435543,0.7438895213689743
2025-11-08,19.0,close1,denise gomes,1.5213157894736842,0.7526670149658743
2025-11-08,19.0,close1,gabriel bonfim,1.526190476190476,0.74425158701704
2025-11-15,19.0,opening,bo nickal,1.574107142857143,0.7201235187862804
2025-11-15,19.0,opening,kyle daukaus,1.3460839160839162,0.7839977258663844
2025-11-15,19.0,close1,valentina shevchenko,1.8248241610738254,0.5949535673589451
2025-11-15,19.0,close1,bo nickal,1.4080357142857143,0.7601499801642427
2025-11-22,19.0,opening,tagir ulanbekov,1.5308510638297872,0.7632429117750912
2025-11-22,19.0,opening,waldo cortes acosta,1.8831932773109243,0.5781403558343546
2025-11-22,19.0,close1,tagir ulanbekov,1.4502364066193854,0.7787166388677452
2025-11-22,19.0,close1,ismail naurdiev,1.7095371669004207,0.6364178636890602
2025-12-06,19.0,opening,maycee barber,1.6844444444444444,0.7255113768272693
2025-12-06,19.0,opening,terrance mckinney,2.222642857142857,0.5127265243950858
2025-12-06,19.0,close1,maycee barber,1.5007407407407407,0.7693293786964003
2025-12-06,19.0,close1,grant dawson,1.3895454545454546,0.786931541938497
2025-12-13,19.0,opening,melquizael costa,2.164764705882353,0.5777875193726538
2025-12-13,19.0,opening,kevin vallejos,1.3662222222222222,0.7292226207049743
2025-12-13,19.0,close1,melquizael costa,1.723470588235294,0.6665435739188522
2025-12-13,19.0,close1,tereza bleda,1.3420454545454545,0.7603401959739643
2026-01-24,19.0,opening,natalia silva,1.5942857142857139,0.7118084540610818
2026-01-24,19.0,opening,waldo cortes acosta,1.4617164179104478,0.7455441893537742
2026-01-24,19.0,close1,paddy pimblett,1.4066086956521737,0.7595335841424845
2026-01-24,19.0,close1,waldo cortes acosta,1.3367910447761193,0.7821391241760297
2026-01-31,19.0,opening,tallison teixeira,1.3242857142857143,0.8072291820735281
2026-01-31,19.0,opening,benoit st denis,1.3478825995807127,0.7861318644752076
2026-01-31,19.0,close1,jacob malkoun,1.6232972972972972,0.6515903313522324
2026-01-31,19.0,close1,tallison teixeira,1.2947619047619046,0.8122987086889193
2024-05-11,19.5,opening,rodrigo nascimento,2.3580500000000004,0.5042831277647272
2024-05-11,19.5,opening,sean woodson,1.5126584638329605,0.724361303629149
2024-05-11,19.5,close1,joaquin buckley,1.698658165207461,0.621791257754321
2024-05-11,19.5,close1,sean woodson,1.3784675615212527,0.7575526151202148
2024-05-18,19.5,opening,luana pinheiro,2.1805000000000003,0.6502881736600646
2024-05-18,19.5,opening,piera rodriguez,1.7488333333333332,0.6634386480139901
2024-05-18,19.5,close1,luana pinheiro,2.1195,0.6509305926890699
2024-05-18,19.5,close1,themba gorimbo,1.6331724137931034,0.7031103251155403
2024-06-15,19.5,opening,brady hiestand,2.62925,0.49301516033277754
2024-06-15,19.5,opening,tatsuro taira,1.5471143174250834,0.7242455917632525
2024-06-15,19.5,close1,melquizael costa,1.4436406995230526,0.7406205243678108
2024-06-15,19.5,close1,tatsuro taira,1.4184794672586014,0.7569179883303417
2024-06-22,19.5,opening,rinat fakhretdinov,1.3713670886075948,0.769075538776985
2024-06-22,19.5,opening,muin gafurov,1.7999999999999996,0.5839265745290002
2024-06-22,19.5,close1,rinat fakhretdinov,1.2817974683544302,0.8008622975016682
2024-06-22,19.5,close1,johnny walker,1.6851724137931035,0.5993925440371645
2024-06-29,19.5,opening,ian machado garry,1.8573643410852712,0.7384764635913056
2024-06-29,19.5,opening,joe pyfer,1.5526278659611994,0.6854017626151501
2024-06-29,19.5,close1,ian machado garry,1.5601328903654483,0.7973722866074324
2024-06-29,19.5,close1,gillian robertson,1.4726438848920862,0.69214269880487
2024-07-20,19.5,opening,cody durden,1.7511666666666663,0.6991725244440232
2024-07-20,19.5,opening,luana carolina,1.9752499999999997,0.5745958908471004
2024-07-20,19.5,close1,cody durden,2.0155,0.6347399189603646
2024-07-20,19.5,close1,steve garcia,1.5649885583524026,0.6953106208399901
2024-08-03,19.5,opening,rolando bedoya,2.1432727272727274,0.6142680954376278
2024-08-03,19.5,opening,viktoriia dudakova,1.508466819221968,0.7454792735904647
2024-08-03,19.5,close1,rolando bedoya,1.9658181818181815,0.6370851258589285
2024-08-03,19.5,close1,sedriques dumas,1.3929090909090909,0.7898502160614287
2024-08-10,19.5,opening,yana santos,1.8908704883227176,0.5834638819508821
2024-08-10,19.5,opening,youssef zalal,1.345066351333596,0.8006406464003817
2024-08-10,19.5,close1,yana santos,1.6984531392174702,0.6304530560329461
2024-08-10,19.5,close1,karol rosa,1.4133064516129032,0.7252082184485311
2024-08-24,19.5,opening,edmen shahbazyan,1.5996332046332047,0.7148102883071303
2024-08-24,19.5,opening,caio borralho,1.6108866995073892,0.6875914367969254
2024-08-24,19.5,close1,edmen shahbazyan,1.3617567567567566,0.7835738548345332
2024-08-24,19.5,close1,tabatha ricci,1.5510275900900903,0.6617511669121838
2024-09-07,19.5,opening,steve garcia,1.623333333333333,0.6783569330777821
2024-09-07,19.5,opening,trevor peek,1.8878181818181816,0.5742012670712252
2024-09-07,19.5,close1,jaqueline amorim,1.3029344262295082,0.8746898788760984
2024-09-07,19.5,close1,steve garcia,1.4877777777777776,0.721993158589022
2024-09-14,19.5,opening,norma dumont,1.8152777777777778,0.6406677716813667
2024-09-14,19.5,opening,diego lopes,1.623333333333333,0.6709226383188921
2024-09-14,19.5,close1,norma dumont,1.7587962962962962,0.6471521417239396
2024-09-14,19.5,close1,merab dvalishvili,1.7693181818181818,0.6315816693302468
2024-10-05,19.5,opening,iasmin lucindo,1.7708333333333333,0.7415615216655282
2024-10-05,19.5,opening,joaquin buckley,1.6214492753623184,0.7311723203081528
2024-10-05,19.5,close1,carla esparza,2.21675,0.5936311289648768
2024-10-05,19.5,close1,iasmin lucindo,1.5753205128205128,0.788481241978347
2024-10-12,19.5,opening,tatsuro taira,1.4713790713790713,0.7974278594573545
2024-10-12,19.5,opening,themba gorimbo,1.3414772727272728,0.850404978906503
2024-10-12,19.5,close1,jonathan pearce,1.5396200607902735,0.7417581075565652
2024-10-12,19.5,close1,julia polastri,1.7757567567567567,0.6353521819091261
2024-10-26,19.5,opening,ismail naurdiev,2.1053428571428574,0.639528107302102
2024-10-26,19.5,opening,lerone murphy,1.5292436974789916,0.7840844212900026
2024-10-26,19.5,close1,ismail naurdiev,1.6841076923076923,0.7214464318896531
2024-10-26,19.5,close1,ilia topuria,1.3676578304848273,0.8076425313566032
2024-11-16,19.5,opening,mickey gall,2.0635000000000003,0.5481091467049216
2024-11-16,19.5,opening,jonathan martinez,2.1754727272727274,0.5130508679897807
2024-11-16,19.5,close1,charles oliveira,1.3912121212121213,0.7774195896003436
2024-11-16,19.5,close1,jonathan martinez,1.9736181818181815,0.5387058117220838
2024-12-07,19.5,opening,chris weidman,1.9745652173913042,0.6113899421017835
2024-12-07,19.5,opening,michael chiesa,2.0977567567567568,0.5582368964957833
2024-12-07,19.5,close1,chris weidman,1.8949999999999998,0.6260471189488478
2024-12-07,19.5,close1,movsar evloev,1.406782608695652,0.7992691437849702
2025-01-11,19.5,opening,roman kopylov,1.43,0.7215106121183379
2025-01-11,19.5,opening,nurullo aliev,1.2050117647058824,0.8487457097523257
2025-01-11,19.5,close1,cesar almeida,1.3707272727272728,0.7403197111309158
2025-01-11,19.5,close1,jose johnson,1.5400793650793652,0.659560627360064
2025-02-01,19.5,opening,nassourdine imavov,2.5737,0.5454814276885886
2025-02-01,19.5,opening,jasmine jasudavicius,1.875909090909091,0.6591326638332526
2025-02-01,19.5,close1,nassourdine imavov,2.3663,0.5710614320593721
2025-02-01,19.5,close1,fares ziam,2.2755,0.5261109435996603
2025-02-15,19.5,opening,ketlen souza,2.172307142857143,0.5686453177761821
2025-02-15,19.5,opening,gregory rodrigues,1.9610813953488373,0.6205675619086425
2025-02-15,19.5,close1,ketlen souza,1.96055,0.6038356955551576
2025-02-15,19.5,close1,youssef zalal,1.2429327731092437,0.8811740961821235
2025-03-15,19.5,opening,chidi njokuani,2.7207500000000002,0.5444982233079193
2025-03-15,19.5,opening,alexander hernandez,1.5466666666666666,0.7081284402204353
2025-03-15,19.5,close1,chidi njokuani,2.62925,0.5540531158324271
2025-03-15,19.5,close1,josiane nunes,1.5466666666666666,0.727680648958996
2025-03-29,19.5,opening,manuel torres,1.8818181818181816,0.6676739446979887
2025-03-29,19.5,opening,raul rosas jr,1.2742417417417418,0.8826668296971023
2025-03-29,19.5,close1,manuel torres,1.7965034965034963,0.6869977410877791
2025-03-29,19.5,close1,rafa garcia,1.2634166666666666,0.8455587078711736
2025-04-12,19.5,opening,sean woodson,2.0611219512195125,0.5884655802504419
2025-04-12,19.5,opening,paddy pimblett,2.033771428571429,0.5674550888147912
2025-04-12,19.5,close1,sean woodson,1.6266829268292684,0.6953259597165207
2025-04-12,19.5,close1,nikita krylov,1.5319148936170213,0.6991062576084326
2025-04-26,19.5,opening,randy brown,1.4610585585585585,0.7240845141391702
2025-04-26,19.5,opening,jaqueline amorim,1.2514285714285713,0.8403280626471921
2025-04-26,19.5,close1,randy brown,1.3392417417417417,0.7667344852782685
2025-04-26,19.5,close1,damon blackshear,1.5241666666666667,0.7918769055091294
2025-05-03,19.5,opening,reinier de ridder,2.8560000000000003,0.4863355176582019
2025-05-03,19.5,opening,yana santos,1.9658181818181815,0.6008485181323062
2025-05-03,19.5,close1,yana santos,2.1432727272727274,0.5633249077695837
2025-05-03,19.5,close1,gillian robertson,1.369057239057239,0.7697806919951817
2025-06-07,19.5,opening,merab dvalishvili,1.3437904468412942,0.8363821790315706
2025-06-07,19.5,opening,joshua van,1.2559999999999998,0.8735527840702011
2025-06-07,19.5,close1,merab dvalishvili,1.3588289676425271,0.8271259373197609
2025-06-07,19.5,close1,serghei spivac,1.5845461658841942,0.6632075003571366
2025-06-14,19.5,opening,phil rowe,2.2478000000000002,0.5045741267815906
2025-06-14,19.5,opening,michael chiesa,1.3484415584415586,0.8394919323918821
2025-06-14,19.5,close1,michael chiesa,1.3009090909090908,0.8527197837915612
2025-06-14,19.5,close1,jamey lyn horth,1.1645316093515148,0.8931941830088366
2025-06-21,19.5,opening,klaudia sygula,2.517,0.48638199820363337
2025-06-21,19.5,opening,ignacio bahamondes,2.0155,0.5678981129197832
2025-06-21,19.5,close1,ismail naurdiev,2.42875,0.49530660785814784
2025-06-21,19.5,close1,hamdy abdelwahab,1.577222222222222,0.7075074956834718
2025-06-28,19.5,opening,joshua van,1.722,0.7006486321483627
2025-06-28,19.5,opening,terrance mckinney,1.5010162601626016,0.726921867432709
2025-06-28,19.5,close1,terrance mckinney,1.5423441734417345,0.7097249803500769
2025-06-28,19.5,close1,hyder amil,2.00975,0.5264070036945027
2025-07-12,19.5,opening,steve garcia,1.6666666666666663,0.6856824888027975
2025-07-12,19.5,opening,gabriel bonfim,1.2445833333333334,0.8432412842042719
2025-07-12,19.5,close1,steve garcia,1.6666666666666663,0.686684833064888
2025-07-12,19.5,close1,jake matthews,1.9501203703703704,0.5358745371402392
2025-07-26,19.5,opening,bryce mitchell,1.688743514549966,0.6910883762845896
2025-07-26,19.5,opening,amanda ribas,1.532795698924731,0.7044660830619935
2025-07-26,19.5,close1,bryce mitchell,1.6557184750733134,0.6950131103018574
2025-07-26,19.5,close1,reinier de ridder,2.2624,0.5005763392322037
2025-10-18,19.5,opening,charles jourdain,1.5051315789473685,0.7163532879124428
2025-10-18,19.5,opening,reinier de ridder,1.54125,0.6940896383517817
2025-10-18,19.5,close1,charles jourdain,1.5211842105263156,0.7043876382533668
2025-10-18,19.5,close1,cody gibson,1.6852500000000001,0.6630757728571337
2025-10-25,19.5,opening,ludovit klein,2.172306451612903,0.561250406422876
2025-10-25,19.5,opening,hamdy abdelwahab,1.390625,0.8110170602504545
2025-10-25,19.5,close1,virna jandiroba,1.9359476744186046,0.609258209766922
2025-10-25,19.5,close1,quillan salkilld,1.7262962962962962,0.6383766563405164
2025-11-08,19.5,opening,denise gomes,1.5051315789473685,0.7610847919149557
2025-11-08,19.5,opening,ricky simon,1.4784552845528458,0.7438014351013076
2025-11-08,19.5,close1,denise gomes,1.5211842105263156,0.7527389441242356
2025-11-08,19.5,close1,gabriel bonfim,1.525,0.7447205051706368
2025-11-15,19.5,opening,bo nickal,1.5727678571428572,0.7204345882045223
2025-11-15,19.5,opening,kyle daukaus,1.34506993006993,0.7843224719670968
2025-11-15,19.5,close1,valentina shevchenko,1.8288684563758388,0.594097482297225
2025-11-15,19.5,close1,bo nickal,1.409375,0.7598110957442368
2025-11-22,19.5,opening,tagir ulanbekov,1.5302009456264776,0.7633627284177974
2025-11-22,19.5,opening,waldo cortes acosta,1.8813725490196078,0.578561142232521
2025-11-22,19.5,close1,tagir ulanbekov,1.450886524822695,0.7785864873144585
2025-11-22,19.5,close1,ismail naurdiev,1.7091397849462366,0.6366116637134859
2025-12-06,19.5,opening,maycee barber,1.682962962962963,0.7258760319752705
2025-12-06,19.5,opening,terrance mckinney,2.220607142857143,0.5129852995341585
2025-12-06,19.5,close1,maycee barber,1.5022222222222221,0.7689805892576896
2025-12-06,19.5,close1,grant dawson,1.3902272727272729,0.7867644487508874
2025-12-13,19.5,opening,melquizael costa,2.161205882352941,0.5785100361426183
2025-12-13,19.5,opening,kevin vallejos,1.3653333333333333,0.7294862458514824
2025-12-13,19.5,close1,melquizael costa,1.727029411764706,0.6657986574408656
2025-12-13,19.5,close1,tereza bleda,1.3414772727272728,0.7606815500941032
2026-01-24,19.5,opening,natalia silva,1.592380952380952,0.7123651877751572
2026-01-24,19.5,opening,waldo cortes acosta,1.4607089552238806,0.7458475723742484
2026-01-24,19.5,close1,paddy pimblett,1.406782608695652,0.7594998035244214
2026-01-24,19.5,close1,waldo cortes acosta,1.3377985074626866,0.7818474864712546
2026-01-31,19.5,opening,tallison teixeira,1.324047619047619,0.807268491322037
2026-01-31,19.5,opening,benoit st denis,1.3471069182389936,0.786355983778442
2026-01-31,19.5,close1,jacob malkoun,1.621918918918919,0.6521788336809293
2026-01-31,19.5,close1,tallison teixeira,1.295,0.812256183800559
2024-05-11,20.0,opening,rodrigo nascimento,2.358,0.5042426723521458
2024-05-11,20.0,opening,sean woodson,1.511558538404176,0.7246200393485057
2024-05-11,20.0,close1,joaquin buckley,1.6985154168252758,0.6219301017016131
2024-05-11,20.0,close1,sean woodson,1.3795674869500372,0.757264544042405
2024-05-18,20.0,opening,luana pinheiro,2.18,0.6502929897741988
2024-05-18,20.0,opening,piera rodriguez,1.7466666666666666,0.6640626657554654
2024-05-18,20.0,close1,luana pinheiro,2.12,0.6509248521377577
2024-05-18,20.0,close1,themba gorimbo,1.6317241379310345,0.7036947669511066
2024-06-15,20.0,opening,brady hiestand,2.63,0.4927723426494636
2024-06-15,20.0,opening,tatsuro taira,1.5460599334073253,0.724509058556357
2024-06-15,20.0,close1,melquizael costa,1.4442425618896209,0.7404810963770312
2024-06-15,20.0,close1,tatsuro taira,1.4195338512763596,0.7566434665512352
2024-06-22,20.0,opening,rinat fakhretdinov,1.370632911392405,0.769357520682386
2024-06-22,20.0,opening,muin gafurov,1.7982162764771457,0.5843568058662703
2024-06-22,20.0,close1,rinat fakhretdinov,1.28253164556962,0.8006173135925463
2024-06-22,20.0,close1,johnny walker,1.6850574712643678,0.5994626641841408
2024-06-29,20.0,opening,ian machado garry,1.8549280177187153,0.7389886480856214
2024-06-29,20.0,opening,joe pyfer,1.5509700176366843,0.6859879543178525
2024-06-29,20.0,close1,ian machado garry,1.5625692137320044,0.7969003699042062
2024-06-29,20.0,close1,gillian robertson,1.4719424460431654,0.6924610792342193
2024-07-20,20.0,opening,cody durden,1.753333333333333,0.6986732756409043
2024-07-20,20.0,opening,luana carolina,1.9733333333333332,0.5750081931774078
2024-07-20,20.0,close1,cody durden,2.013333333333333,0.6353142131743179
2024-07-20,20.0,close1,steve garcia,1.5659801678108314,0.695049405226078
2024-08-03,20.0,opening,rolando bedoya,2.141818181818182,0.6144442224642216
2024-08-03,20.0,opening,viktoriia dudakova,1.5080091533180777,0.7455140032879453
2024-08-03,20.0,close1,rolando bedoya,1.967272727272727,0.6368859354730683
2024-08-03,20.0,close1,sedriques dumas,1.3927272727272726,0.7899284250269542
2024-08-10,20.0,opening,yana santos,1.889293296936609,0.5838503538169791
2024-08-10,20.0,opening,youssef zalal,1.3439758244645907,0.8009897452660356
2024-08-10,20.0,close1,yana santos,1.7000303306035789,0.6300641792438596
2024-08-10,20.0,close1,karol rosa,1.4147465437788018,0.7247820177393305
2024-08-24,20.0,opening,edmen shahbazyan,1.5976833976833977,0.7154375040821678
2024-08-24,20.0,opening,caio borralho,1.6088669950738916,0.688188467889405
2024-08-24,20.0,close1,edmen shahbazyan,1.3637065637065635,0.7830391171195586
2024-08-24,20.0,close1,tabatha ricci,1.551801801801802,0.6616166821261948
2024-09-07,20.0,opening,steve garcia,1.622222222222222,0.6787376652832076
2024-09-07,20.0,opening,trevor peek,1.887272727272727,0.5742012670712252
2024-09-07,20.0,close1,jaqueline amorim,1.302295081967213,0.8748901222211257
2024-09-07,20.0,close1,steve garcia,1.4888888888888887,0.7216517716300209
2024-09-14,20.0,opening,norma dumont,1.8148148148148147,0.6407186104050249
2024-09-14,20.0,opening,diego lopes,1.622222222222222,0.6712142859267713
2024-09-14,20.0,close1,norma dumont,1.7592592592592593,0.6470965767401745
2024-09-14,20.0,close1,merab dvalishvili,1.7676767676767677,0.6322597243070813
2024-10-05,20.0,opening,iasmin lucindo,1.7692307692307692,0.7419865678405531
2024-10-05,20.0,opening,joaquin buckley,1.6202898550724634,0.7315574361643263
2024-10-05,20.0,close1,carla esparza,2.2133333333333334,0.5944394775530323
2024-10-05,20.0,close1,iasmin lucindo,1.5769230769230769,0.7881247128906406
2024-10-12,20.0,opening,tatsuro taira,1.4703164703164702,0.7977412911019446
2024-10-12,20.0,opening,themba gorimbo,1.340909090909091,0.8505298472721127
2024-10-12,20.0,close1,jonathan pearce,1.5398176291793313,0.7417032574155842
2024-10-12,20.0,close1,julia polastri,1.7751351351351352,0.6356235320812307
2024-10-26,20.0,opening,ismail naurdiev,2.10189010989011,0.6402167489960523
2024-10-26,20.0,opening,lerone murphy,1.527731092436975,0.7844463254859504
2024-10-26,20.0,close1,ismail naurdiev,1.6875604395604396,0.720759612988052
2024-10-26,20.0,close1,ilia topuria,1.3686780606906173,0.8073723835112941
2024-11-16,20.0,opening,mickey gall,2.06,0.5489292360069872
2024-11-16,20.0,opening,jonathan martinez,2.173818181818182,0.5132438893319219
2024-11-16,20.0,close1,charles oliveira,1.391919191919192,0.7772277907859978
2024-11-16,20.0,close1,jonathan martinez,1.975272727272727,0.5384759822897331
2024-12-07,20.0,opening,chris weidman,1.9739130434782608,0.6115086815004953
2024-12-07,20.0,opening,michael chiesa,2.095135135135135,0.5588624736466776
2024-12-07,20.0,close1,chris weidman,1.8956521739130432,0.6259254038927847
2024-12-07,20.0,close1,movsar evloev,1.4069565217391304,0.7992456413201923
2025-01-11,20.0,opening,roman kopylov,1.4296296296296296,0.7215890196070245
2025-01-11,20.0,opening,nurullo aliev,1.204235294117647,0.8489747096551541
2025-01-11,20.0,close1,cesar almeida,1.370909090909091,0.7402265575079461
2025-01-11,20.0,close1,jose johnson,1.5396825396825398,0.659805450137656
2025-02-01,20.0,opening,nassourdine imavov,2.572,0.5456865814553616
2025-02-01,20.0,opening,jasmine jasudavicius,1.8727272727272728,0.6600361377375618
2025-02-01,20.0,close1,nassourdine imavov,2.368,0.5708461771331773
2025-02-01,20.0,close1,fares ziam,2.2800000000000002,0.5254911358664697
2025-02-15,20.0,opening,ketlen souza,2.170571428571429,0.5689248500922746
2025-02-15,20.0,opening,gregory rodrigues,1.9575193798449613,0.6214884872067716
2025-02-15,20.0,close1,ketlen souza,1.9622857142857142,0.6035358505459001
2025-02-15,20.0,close1,youssef zalal,1.2440336134453782,0.8809394896187063
2025-03-15,20.0,opening,chidi njokuani,2.72,0.5445757686349769
2025-03-15,20.0,opening,alexander hernandez,1.546031746031746,0.7082646458579399
2025-03-15,20.0,close1,chidi njokuani,2.63,0.553973961296499
2025-03-15,20.0,close1,josiane nunes,1.546031746031746,0.7279375239268694
2025-03-29,20.0,opening,manuel torres,1.8811188811188808,0.6678342845896101
2025-03-29,20.0,opening,raul rosas jr,1.2735735735735736,0.8828371136604769
2025-03-29,20.0,close1,manuel torres,1.797202797202797,0.6868408702563493
2025-03-29,20.0,close1,rafa garcia,1.2633333333333332,0.8456035664794601
2025-04-12,20.0,opening,sean woodson,2.057560975609756,0.5894445672333332
2025-04-12,20.0,opening,paddy pimblett,2.031047619047619,0.5680472112379266
2025-04-12,20.0,close1,sean woodson,1.6302439024390245,0.6944810786690422
2025-04-12,20.0,close1,nikita krylov,1.5319148936170213,0.6991588697242547
2025-04-26,20.0,opening,randy brown,1.46006006006006,0.7244632919862833
2025-04-26,20.0,opening,jaqueline amorim,1.2505494505494505,0.840650687630326
2025-04-26,20.0,close1,randy brown,1.3402402402402402,0.7664045657018843
2025-04-26,20.0,close1,damon blackshear,1.5333333333333334,0.7903854591174008
2025-05-03,20.0,opening,reinier de ridder,2.8600000000000003,0.48581796884326944
2025-05-03,20.0,opening,yana santos,1.967272727272727,0.6005431076059449
2025-05-03,20.0,close1,yana santos,2.141818181818182,0.563637149051093
2025-05-03,20.0,close1,gillian robertson,1.369023569023569,0.7697950007921397
2025-06-07,20.0,opening,merab dvalishvili,1.3439137134052388,0.8363135346484613
2025-06-07,20.0,opening,joshua van,1.255238095238095,0.8737807510550716
2025-06-07,20.0,close1,merab dvalishvili,1.3587057010785826,0.8272100456427545
2025-06-07,20.0,close1,serghei spivac,1.5852895148669797,0.6630386632604361
