,y_pred,y_true,test_open_odds,p_red,p_blue,p_red_model,p_blue_model,pred_conf,confidence,uncertainty,agreement,set_size,gap
276,0,0.0,1.3600000000000003,0.3311637594376464,0.380369695391825,0.4870790576290983,0.5129209423709017,0,0.380369695391825,0.3311637594376464,1,2,0.0492059359541786
277,1,0.0,0.5555555555555556,0.6532153085134079,0.12314501431918772,0.6601947765432016,0.3398052234567984,1,0.6532153085134079,0.12314501431918772,1,2,0.5300702941942202
278,1,1.0,0.3355704697986577,0.6920072897682895,0.10466024472793543,0.6768864365856638,0.32311356341433617,1,0.6920072897682895,0.10466024472793543,1,2,0.5873470450403541
279,0,0.0,0.5208333333333337,0.060661286123405364,0.7932829992189534,0.2805941387170951,0.7194058612829048,0,0.7932829992189534,0.060661286123405364,1,1,0.732621713095548
280,1,0.0,0.704225352112676,0.8378026555584484,0.04217651653215308,0.7454871933563177,0.25451280664368225,1,0.8378026555584484,0.04217651653215308,1,1,0.7956261390262953
281,1,1.0,0.4878048780487805,0.5217391304347826,0.2056756053111169,0.5979211050572608,0.4020788949427392,1,0.5217391304347826,0.2056756053111169,1,2,0.3160635251236657
282,1,1.0,0.1785714285714286,0.9432439468888311,0.009372559229367352,0.8101616126965803,0.18983838730341973,1,0.9432439468888311,0.009372559229367352,1,1,0.9338713876594638
283,0,1.0,0.5405405405405406,0.12366571205415257,0.6493100755011716,0.34794393017953745,0.6520560698204625,0,0.6493100755011716,0.12366571205415257,1,2,0.525644363447019
284,1,1.0,0.3597122302158271,0.9536579015881281,0.008331163759437647,0.8275779206655869,0.17242207933441311,1,0.9536579015881281,0.008331163759437647,1,1,0.9453267378286905
285,1,0.0,0.5319148936170213,0.5524602967977089,0.18354595157511064,0.6094662050300069,0.3905337949699931,1,0.5524602967977089,0.18354595157511064,1,2,0.36891434522259825
286,1,0.0,0.9090909090909087,0.41812028117677685,0.2866441030981515,0.5245977310161454,0.4754022689838546,1,0.41812028117677685,0.2866441030981515,1,2,0.13147617807862533
287,0,0.0,0.5208333333333337,0.2785732882061963,0.423066909658943,0.4606568889234617,0.5393431110765383,0,0.423066909658943,0.2785732882061963,1,2,0.1444936214527467
288,1,1.0,0.36363636363636376,0.854725331944806,0.034626399375162716,0.7561156166197669,0.2438843833802331,1,0.854725331944806,0.034626399375162716,1,1,0.8200989325696433
289,1,0.0,0.3999999999999999,0.8159333506899245,0.046602447279354337,0.7365949256427609,0.26340507435723914,1,0.8159333506899245,0.046602447279354337,1,1,0.7693309034105701
290,1,1.0,0.5714285714285714,0.8318146316063525,0.04321791200208279,0.7418795349237878,0.2581204650762122,1,0.8318146316063525,0.04321791200208279,1,1,0.7885967196042697
291,1,1.0,0.6756756756756757,0.5912522780525905,0.16115594897162197,0.6281913608598318,0.37180863914016815,1,0.5912522780525905,0.16115594897162197,1,2,0.4300963290809685
292,1,1.0,0.6134969325153374,0.37047643842749284,0.33324655037750583,0.5154031152054195,0.4845968847945805,1,0.37047643842749284,0.33324655037750583,1,2,0.037229888049987
293,1,1.0,0.3076923076923077,0.8911741733923457,0.021608956001041395,0.7807466069876191,0.2192533930123809,1,0.8911741733923457,0.021608956001041395,1,1,0.8695652173913043
294,1,0.0,0.3597122302158271,0.507940640458214,0.2705024733142411,0.5727040830108572,0.4272959169891428,1,0.507940640458214,0.2705024733142411,1,2,0.23743816714397287
295,0,0.0,1.0,0.14735745899505337,0.621452746680552,0.3624196290992852,0.6375803709007148,0,0.621452746680552,0.14735745899505337,1,2,0.4740952876854986
296,1,0.0,0.7692307692307692,0.6545170528508201,0.123926060921635,0.6580370181317096,0.34196298186829044,1,0.6545170528508201,0.123926060921635,1,2,0.5305909919291851
297,0,0.0,0.5555555555555556,0.2340536318667014,0.48242645144493623,0.4311501933090246,0.5688498066909754,0,0.48242645144493623,0.2340536318667014,1,2,0.24837281957823484
298,1,1.0,0.5714285714285714,0.5548034366050507,0.18745118458734705,0.6106105833101997,0.3893894166898003,1,0.5548034366050507,0.18745118458734705,1,2,0.36735225201770366
299,0,0.0,0.704225352112676,0.006248372819578235,0.9747461598542047,0.14869819122243727,0.8513018087775628,0,0.9747461598542047,0.006248372819578235,1,1,0.9684977870346264
300,0,1.0,0.5882352941176472,0.19474095287685497,0.5386618068211403,0.40220119020063255,0.5977988097993674,0,0.5386618068211403,0.19474095287685497,1,2,0.3439208539442853
301,1,0.0,0.617283950617284,0.5428273887008591,0.18927362665972403,0.6072258656798663,0.39277413432013375,1,0.5428273887008591,0.18927362665972403,1,2,0.3535537620411351
302,0,1.0,0.7407407407407407,0.19578234834678468,0.5368393647487634,0.40557707022906614,0.5944229297709338,0,0.5368393647487634,0.19578234834678468,1,2,0.3410570164019787
303,1,0.0,0.5882352941176472,0.6977349648529029,0.09971361624576933,0.6810191707183118,0.31898082928168825,1,0.6977349648529029,0.09971361624576933,1,1,0.5980213486071335
304,1,0.0,0.5714285714285714,0.4821661025774538,0.2361364228065608,0.5755625817622148,0.42443741823778525,1,0.4821661025774538,0.2361364228065608,1,2,0.246029679770893
305,0,0.0,0.16666666666666674,0.07732361364228066,0.7669877636032283,0.28777315383616336,0.7122268461638366,0,0.7669877636032283,0.07732361364228066,1,1,0.6896641499609476
306,0,0.0,0.4347826086956521,0.10492059359541786,0.7019005467326217,0.32332790518484855,0.6766720948151514,0,0.7019005467326217,0.10492059359541786,1,2,0.5969799531372039
307,1,1.0,0.5405405405405406,0.4597760999739651,0.25045561051809423,0.5640415427949521,0.4359584572050479,1,0.4597760999739651,0.25045561051809423,1,2,0.2093204894558709
308,0,0.0,0.40816326530612246,0.029679770892996615,0.8703462639937516,0.23692329610581608,0.7630767038941839,0,0.8703462639937516,0.029679770892996615,1,1,0.840666493100755
309,0,0.0,0.3076923076923077,0.09424629002863838,0.7078885706847176,0.31718251480933285,0.6828174851906672,0,0.7078885706847176,0.09424629002863838,1,1,0.6136422806560792
310,0,0.0,0.5405405405405406,0.009632908096849779,0.9440249934912783,0.1861864922861094,0.8138135077138906,0,0.9440249934912783,0.009632908096849779,1,1,0.9343920853944285
311,1,1.0,0.3999999999999999,0.6362926321270502,0.13329862015100236,0.6516695726911572,0.3483304273088428,1,0.6362926321270502,0.13329862015100236,1,2,0.5029940119760479
312,0,1.0,0.8547008547008548,0.08982035928143713,0.7321010153605831,0.29610754221246954,0.7038924577875305,0,0.7321010153605831,0.08982035928143713,1,1,0.642280656079146
313,0,1.0,0.3076923076923077,0.0007810466024472793,0.9906274407706327,0.11383049477241307,0.886169505227587,0,0.9906274407706327,0.0007810466024472793,1,1,0.9898463941681854
314,1,1.0,0.23809523809523792,0.8357198646185889,0.04399895860453007,0.7400453464373089,0.2599546535626911,1,0.8357198646185889,0.04399895860453007,1,1,0.7917209060140589
315,0,0.0,0.5405405405405406,0.14865920333246552,0.6152043738609737,0.365838116421049,0.634161883578951,0,0.6152043738609737,0.14865920333246552,1,2,0.4665451705285082
316,0,0.0,0.5882352941176472,0.12652954959645926,0.6428013538141109,0.35195921797142876,0.6480407820285712,0,0.6428013538141109,0.12652954959645926,1,2,0.5162718042176516
317,0,0.0,0.704225352112676,0.1918771153345483,0.543348086435824,0.4020314095008245,0.5979685904991755,0,0.543348086435824,0.1918771153345483,1,2,0.3514709711012757
318,1,1.0,0.19999999999999996,0.9856808122884665,0.0013017443374121322,0.8697909712155791,0.13020902878442087,1,0.9856808122884665,0.0013017443374121322,1,1,0.9843790679510543
319,1,1.0,0.7692307692307692,0.45040354074459776,0.25514189013277794,0.5591578412009198,0.4408421587990802,1,0.45040354074459776,0.25514189013277794,1,2,0.19526165061181983
320,1,0.0,0.8333333333333333,0.5620932048945587,0.17547513668315542,0.6138607242899102,0.38613927571008977,1,0.5620932048945587,0.17547513668315542,1,2,0.3866180682114033
321,0,1.0,0.40816326530612246,0.12809164280135382,0.6477479822962771,0.34757124144493673,0.6524287585550632,0,0.6477479822962771,0.12809164280135382,1,2,0.5196563394949232
322,0,1.0,1.3600000000000003,0.27623014839885446,0.4491017964071856,0.4525726882630367,0.5474273117369632,0,0.4491017964071856,0.27623014839885446,1,2,0.17287164800833116
323,1,1.0,0.6756756756756757,0.5951575110648268,0.16245769330903412,0.629619405035172,0.370380594964828,1,0.5951575110648268,0.16245769330903412,1,2,0.4326998177557927
324,0,0.0,0.4444444444444444,0.13720385316323874,0.624576933090341,0.35829463726229793,0.6417053627377021,0,0.624576933090341,0.13720385316323874,1,2,0.48737307992710227
325,0,0.0,0.5555555555555556,0.2272845613121583,0.5076802915907316,0.42110913197951594,0.5788908680204841,0,0.5076802915907316,0.2272845613121583,1,2,0.2803957302785733
326,0,0.0,0.6756756756756757,0.17625618328560272,0.5649570424368654,0.39166937667964496,0.608330623320355,0,0.5649570424368654,0.17625618328560272,1,2,0.3887008591512627
327,1,1.0,1.6400000000000001,0.4517052850820099,0.2587867742775319,0.559310078193415,0.44068992180658495,1,0.4517052850820099,0.2587867742775319,1,2,0.19291851080447803
328,1,1.0,0.641025641025641,0.6573808903931267,0.12158292111429315,0.6603140483251717,0.3396859516748283,1,0.6573808903931267,0.12158292111429315,1,2,0.5357979692788336
329,0,1.0,0.6451612903225803,0.2400416558187972,0.47487633428794584,0.43672821123212086,0.5632717887678791,0,0.47487633428794584,0.2400416558187972,1,2,0.23483467846914866
330,0,0.0,0.5050505050505052,0.2077583962509763,0.5196563394949232,0.4120280792645525,0.5879719207354475,0,0.5196563394949232,0.2077583962509763,1,2,0.3118979432439469
