td_defense_pct_red,td_total_attempted_against_red,td_total_landed_against_red,td_defense_pct_blue,td_total_attempted_against_blue,td_total_landed_against_blue,sig_str_defense_pct_red,sig_str_total_attempted_against_red,sig_str_total_landed_against_red,sig_str_defense_pct_blue,sig_str_total_attempted_against_blue,sig_str_total_landed_against_blue,td_accuracy_pct_red,td_accuracy_pct_blue,sig_str_accuracy_pct_red,sig_str_accuracy_pct_blue,kd_pm_red,kd_total_red,kd_pm_blue,kd_total_blue,sig_str_landed_pm_red,sig_str_landed_total_red,sig_str_landed_pm_blue,sig_str_landed_total_blue,sig_str_absorbed_pm_red,sig_str_absorbed_total_red,sig_str_absorbed_pm_blue,sig_str_absorbed_total_blue,sig_str_attempted_pm_red,sig_str_attempted_total_red,sig_str_attempted_pm_blue,sig_str_attempted_total_blue,leg_str_pm_red,leg_str_total_red,leg_str_pm_blue,leg_str_total_blue,head_str_pm_red,head_str_total_red,head_str_pm_blue,head_str_total_blue,body_str_pm_red,body_str_total_red,body_str_pm_blue,body_str_total_blue,clinch_str_pm_red,clinch_str_total_red,clinch_str_pm_blue,clinch_str_total_blue,td_landed_pm_red,td_landed_total_red,td_landed_pm_blue,td_landed_total_blue,td_attempted_pm_red,td_attempted_total_red,td_attempted_pm_blue,td_attempted_total_blue,td_defended_pm_red,td_defended_total_red,td_defended_pm_blue,td_defended_total_blue,control_pm_red,control_total_red,control_pm_blue,control_total_blue,sub_att_pm_red,sub_att_total_red,sub_att_pm_blue,sub_att_total_blue,reverse_pm_red,reverse_total_red,reverse_pm_blue,reverse_total_blue,total_fight_time_red,total_fight_time_blue,age_red,age_blue,height_red,height_blue,reach_red,reach_blue,date,event_location,weight_class,title_fight,performance_bonus_winner,fight_otn_bonus,method,winner,winner_name,fighter_red,fighter_blue
0.16666666666666663,6.0,5.0,0.375,8.0,5.0,0.25,80.0,60.0,0.3666666666666667,90.0,57.0,0.8333333333333334,0.21052631578947367,0.75,0.4166666666666667,0.0,0.0,0.0,0.0,12.0,60.0,1.7175572519083968,15.0,6.8,34.0,9.50381679389313,83.0,16.0,80.0,4.122137404580152,36.0,3.8,19.0,0.5725190839694656,5.0,3.0,15.0,0.8015267175572518,7.0,5.2,26.0,0.34351145038167935,3.0,8.4,42.0,0.5725190839694656,5.0,1.0,5.0,0.45801526717557245,4.0,1.2,6.0,2.1755725190839694,19.0,0.2,1.0,0.08587786259541984,0.75,1.83,9.15,0.7022900763358777,6.133333333333333,0.4,2.0,0.11450381679389311,1.0,0.0,0.0,0.0,0.0,5.0,8.733333333333334,23.0,28.0,73.0,70.0,76.0,,2009-02-07, USA,Welterweight,0.0,0.0,0.0,U-DEC,1.0,Matthew Riddle,Matthew Riddle,Steve Bruno
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.0,29.0,72.0,73.0,72.0,,2009-02-07, USA,Middleweight,0.0,0.0,0.0,"SUB, Keylock",1.0,Nick Catone,Nick Catone,Derek Downey
0.40909090909090906,22.0,13.0,0.368421052631579,38.0,24.0,0.5162337662337662,308.0,149.0,0.5731414868105515,417.0,178.0,0.71875,0.5,0.33755274261603374,0.3601036269430052,0.0,0.0,0.0,0.0,3.5928143712574854,80.0,3.880874825500233,139.0,5.658682634730539,126.0,5.528152629129829,198.0,10.6437125748503,237.0,10.777105630525828,386.0,0.08982035928143713,2.0,1.1726384364820848,42.0,3.188622754491018,71.0,2.1777570963238717,78.0,0.31437125748503,7.0,0.5304792926942765,19.0,0.1347305389221557,3.0,0.5304792926942765,19.0,1.032934131736527,23.0,0.33503955328059565,12.0,1.437125748502994,32.0,0.6700791065611913,24.0,0.18952095808383232,4.22,0.08431828757561659,3.0200000000000005,1.5568862275449102,34.666666666666664,0.5923685435086087,21.216666666666665,0.17964071856287425,4.0,0.22335970218706377,8.0,0.04491017964071856,1.0,0.08375988832014891,3.0,22.266666666666666,35.81666666666666,26.0,33.0,70.0,69.0,71.0,72.0,2009-02-07, USA,Lightweight,0.0,0.0,0.0,"SUB, Guillotine Choke",1.0,Gleison Tibau,Gleison Tibau,Rich Clementi
,,,0.0,3.0,3.0,,,,0.4024390243902439,82.0,49.0,,1.0,,0.6306306306306306,,,0.1020408163265306,1.0,,,7.142857142857142,70.0,,,1.530612244897959,15.0,,,11.326530612244897,111.0,,,0.0,0.0,,,5.918367346938775,58.0,,,1.2244897959183672,12.0,,,0.5102040816326531,5.0,,,0.4081632653061224,4.0,,,0.4081632653061224,4.0,,,0.15816326530612243,1.55,,,1.683673469387755,16.5,,,0.0,0.0,,,0.0,0.0,0.0,9.8,28.0,28.0,71.0,68.0,,70.0,2009-02-07, USA,Lightweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Matt Veach,Matt Veach,Matt Grice
0.0,1.0,1.0,,,,0.2592592592592593,81.0,60.0,,,,1.0,,0.7407407407407407,,0.7142857142857144,3.0,,,14.285714285714288,60.0,,,0.4761904761904763,2.0,,,19.28571428571429,81.0,,,0.0,0.0,,,13.333333333333336,56.0,,,0.9523809523809526,4.0,,,1.4285714285714288,6.0,,,0.23809523809523814,1.0,,,0.23809523809523814,1.0,,,0.3690476190476191,1.55,,,0.8769841269841271,3.683333333333333,,,0.0,0.0,,,0.0,0.0,,,4.199999999999999,0.0,27.0,29.0,73.0,72.0,77.0,,2009-02-07, USA,Heavyweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Cain Velasquez,Cain Velasquez,Denis Stojnic
0.33333333333333337,6.0,4.0,0.4,50.0,30.0,0.49753694581280783,203.0,102.0,0.6689466484268125,731.0,242.0,0.8181818181818182,0.6486486486486487,0.5163934426229508,0.42436974789915966,0.4878048780487804,4.0,0.05527406725011515,2.0,15.365853658536583,126.0,5.58268079226163,202.0,8.292682926829267,68.0,5.278673422385997,191.0,29.756097560975604,244.0,13.155228005527405,476.0,2.8048780487804876,23.0,1.879318286503915,68.0,9.024390243902438,74.0,2.9295255642561027,106.0,3.536585365853658,29.0,0.7738369415016121,28.0,2.560975609756097,21.0,1.7687701520036847,64.0,1.097560975609756,9.0,0.6632888070013818,24.0,1.3414634146341462,11.0,1.0225702441271303,37.0,0.43902439024390233,3.5999999999999996,0.13984339014279132,5.06,2.0325203252032518,16.666666666666668,0.6936895439889451,25.1,0.3658536585365853,3.0,0.16582220175034545,6.0,0.1219512195121951,1.0,0.027637033625057573,1.0,8.200000000000001,36.18333333333334,25.0,28.0,74.0,68.0,78.0,70.0,2009-02-07, USA,Welterweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Anthony Johnson,Anthony Johnson,Luigi Fioravanti
0.4193548387096774,31.0,18.0,0.4285714285714286,21.0,12.0,0.5763993948562784,661.0,280.0,0.5240384615384616,208.0,99.0,0.47368421052631576,0.5,0.44222222222222224,0.4380952380952381,0.036210018105009054,1.0,0.09244992295839753,1.0,7.205793602896802,199.0,8.505392912172573,92.0,7.712733856366928,213.0,6.37904468412943,69.0,16.294508147254074,450.0,19.41448382126348,210.0,0.8328304164152082,23.0,0.5546995377503853,6.0,5.793602896801448,160.0,7.211093990755008,78.0,0.5793602896801449,16.0,0.7395993836671803,8.0,1.7018708509354254,47.0,1.5716486902927582,17.0,0.32589016294508144,9.0,0.27734976887519264,3.0,0.687990343995172,19.0,0.5546995377503853,6.0,0.08400724200362102,2.3200000000000003,0.1543913713405239,1.67,0.972842486421243,26.866666666666664,0.6040061633281972,6.533333333333333,0.25347012673506336,7.0,0.27734976887519264,3.0,0.036210018105009054,1.0,0.0,0.0,27.616666666666667,10.816666666666666,26.0,29.0,71.0,68.0,72.0,70.0,2009-02-07, USA,Lightweight,0.0,0.0,1.0,"SUB, Triangle Choke",1.0,Josh Neer,Josh Neer,Mac Danzig
0.3846153846153846,13.0,8.0,0.5,10.0,5.0,0.5159235668789809,157.0,76.0,0.49244712990936557,331.0,168.0,0.6666666666666666,0.7142857142857143,0.4842105263157895,0.4714285714285714,0.10849909584086799,1.0,0.11039558417663294,2.0,4.990958408679927,46.0,7.286108555657774,132.0,6.509945750452079,60.0,5.022999080036798,91.0,10.30741410488246,95.0,15.45538178472861,280.0,0.0,0.0,0.6623735050597976,12.0,4.556962025316456,42.0,5.298988040478381,96.0,0.43399638336347196,4.0,1.3247470101195953,24.0,0.976491862567812,9.0,0.4967801287948482,9.0,0.8679927667269439,8.0,0.27598896044158233,5.0,1.301989150090416,12.0,0.38638454461821525,7.0,0.2929475587703436,2.7,0.1760809567617295,3.1899999999999995,0.8679927667269439,8.0,1.111315547378105,20.133333333333333,1.193490054249548,11.0,0.1655933762649494,3.0,0.10849909584086799,1.0,0.27598896044158233,5.0,9.216666666666667,18.116666666666667,25.0,23.0,70.0,69.0,71.0,71.0,2009-02-07, USA,Lightweight,0.0,0.0,0.0,"SUB, Armbar",1.0,Joe Lauzon,Joe Lauzon,Jeremy Stephens
0.1428571428571429,7.0,6.0,,,,0.38,50.0,31.0,,,,0.8571428571428571,,0.62,,0.0,0.0,,,4.8062015503875966,31.0,,,2.3255813953488373,15.0,,,7.751937984496124,50.0,,,0.15503875968992248,1.0,,,4.0310077519379846,26.0,,,0.6201550387596899,4.0,,,0.7751937984496123,5.0,,,0.9302325581395349,6.0,,,1.0852713178294573,7.0,,,0.24031007751937986,1.55,,,1.7855297157622736,11.516666666666666,,,0.31007751937984496,2.0,,,0.0,0.0,,,6.45,0.0,28.0,27.0,73.0,73.0,74.0,,2009-02-07, USA,Middleweight,0.0,0.0,0.0,"SUB, Guillotine Choke",1.0,Dan Miller,Dan Miller,Jake Rosholt
1.0,0.0,0.0,,,,0.36363636363636365,11.0,7.0,,,,0.0,,0.6363636363636364,,0.7407407407407407,1.0,,,5.185185185185185,7.0,,,4.444444444444444,6.0,,,8.148148148148147,11.0,,,0.7407407407407407,1.0,,,3.7037037037037033,5.0,,,0.7407407407407407,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.40740740740740744,0.55,,,0.037037037037037035,0.05,,,0.0,0.0,,,0.0,0.0,,,1.35,0.0,25.0,21.0,76.0,83.0,77.0,84.0,2009-02-21, United Kingdom,Heavyweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Junior Dos Santos,Junior Dos Santos,Stefan Struve
,,,0.4054054054054054,37.0,22.0,,,,0.5308823529411765,680.0,319.0,,0.5625,,0.4075907590759076,,,0.057692307692307696,3.0,,,4.75,247.0,,,4.076923076923077,212.0,,,11.653846153846153,606.0,,,0.36538461538461536,19.0,,,3.673076923076923,191.0,,,0.7115384615384616,37.0,,,0.23076923076923078,12.0,,,0.5192307692307693,27.0,,,0.9230769230769231,48.0,,,0.13365384615384615,6.95,,,1.1477564102564104,59.68333333333334,,,0.09615384615384616,5.0,,,0.019230769230769232,1.0,0.0,52.0,28.0,32.0,71.0,70.0,74.0,73.0,2009-02-21, United Kingdom,Welterweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Paulo Thiago,Paulo Thiago,Josh Koscheck
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,38.0,72.0,78.0,,,2009-02-21, United Kingdom,Heavyweight,0.0,0.0,0.0,"SUB, Heel Hook",1.0,Mike Ciesnolevicz,Mike Ciesnolevicz,Neil Grove
0.0,4.0,4.0,1.0,2.0,0.0,0.5297029702970297,202.0,95.0,0.21052631578947367,38.0,30.0,1.0,0.0,0.37435897435897436,0.7894736842105263,0.0,0.0,0.23076923076923078,1.0,10.045871559633028,73.0,6.923076923076923,30.0,9.357798165137615,68.0,4.615384615384616,20.0,26.834862385321102,195.0,8.76923076923077,38.0,0.0,0.0,3.0,13.0,8.119266055045872,59.0,3.6923076923076925,16.0,1.926605504587156,14.0,0.23076923076923078,1.0,1.5137614678899083,11.0,2.7692307692307696,12.0,0.5504587155963303,4.0,0.0,0.0,0.5504587155963303,4.0,0.46153846153846156,2.0,0.0,0.0,0.0,0.0,1.7201834862385321,12.5,0.3769230769230769,1.6333333333333333,0.13761467889908258,1.0,0.0,0.0,0.13761467889908258,1.0,0.0,0.0,7.266666666666667,4.333333333333333,25.0,29.0,69.0,69.0,70.0,,2009-02-21, United Kingdom,Welterweight,0.0,0.0,0.0,U-DEC,1.0,Paul Kelly,Paul Kelly,Troy Mandaloniz
,,,0.8,5.0,1.0,,,,0.6213017751479291,169.0,64.0,,0.08571428571428572,,0.6,,,0.0,0.0,,,7.518427518427519,51.0,,,8.255528255528256,56.0,,,12.530712530712531,85.0,,,1.031941031941032,7.0,,,2.800982800982801,19.0,,,3.6855036855036856,25.0,,,3.6855036855036856,25.0,,,0.44226044226044225,3.0,,,5.15970515970516,35.0,,,0.1547911547911548,1.05,,,1.0442260442260443,7.083333333333333,,,0.8845208845208845,6.0,,,0.0,0.0,0.0,6.783333333333333,28.0,29.0,70.0,70.0,70.0,72.0,2009-02-21, United Kingdom,Lightweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Evan Dunham,Evan Dunham,Per Eklund
0.44999999999999996,20.0,11.0,,,,0.6014760147601477,271.0,108.0,,,,0.0,,0.3885135135135135,,0.050505050505050504,1.0,,,5.808080808080808,115.0,,,5.808080808080808,115.0,,,14.94949494949495,296.0,,,2.2727272727272725,45.0,,,2.929292929292929,58.0,,,0.6060606060606061,12.0,,,0.40404040404040403,8.0,,,0.0,0.0,,,0.15151515151515152,3.0,,,0.04040404040404041,0.8,,,0.06818181818181819,1.35,,,0.20202020202020202,4.0,,,0.0,0.0,,,19.8,0.0,23.0,29.0,73.0,71.0,73.0,,2009-02-21, United Kingdom,Lightweight,0.0,0.0,0.0,"KO/TKO, Kick",1.0,Terry Etim,Terry Etim,Brian Cobb
1.0,0.0,0.0,1.0,0.0,0.0,0.6935483870967742,186.0,57.0,0.7272727272727273,22.0,6.0,0.0,0.0,0.3064516129032258,0.2727272727272727,0.0,0.0,0.6185567010309279,1.0,11.4,57.0,3.711340206185567,6.0,11.2,56.0,11.1340206185567,18.0,37.2,186.0,13.608247422680412,22.0,4.2,21.0,0.0,0.0,4.8,24.0,3.0927835051546393,5.0,2.4,12.0,0.6185567010309279,1.0,0.8,4.0,0.6185567010309279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.3402061855670103,0.55,0.006666666666666666,0.03333333333333333,0.010309278350515464,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6166666666666667,27.0,27.0,72.0,72.0,74.0,71.0,2009-02-21, United Kingdom,Welterweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Dan Hardy,Dan Hardy,Rory Markham
0.625,16.0,6.0,0.5217391304347826,23.0,11.0,0.4252873563218391,87.0,50.0,0.5185185185185186,81.0,39.0,0.375,0.43478260869565216,0.5747126436781609,0.42574257425742573,0.0,0.0,0.0,0.0,4.966887417218543,50.0,5.645514223194748,43.0,2.384105960264901,24.0,2.7571115973741795,21.0,8.642384105960264,87.0,13.26039387308534,101.0,0.2980132450331126,3.0,0.39387308533916854,3.0,4.072847682119205,41.0,4.201312910284464,32.0,0.5960264900662252,6.0,1.050328227571116,8.0,0.2980132450331126,3.0,0.9190371991247265,7.0,0.5960264900662252,6.0,1.3129102844638951,10.0,1.589403973509934,16.0,3.0196936542669586,23.0,0.20860927152317882,2.1,0.24814004376367615,1.89,1.3460264900662253,13.55,2.6061269146608317,19.85,0.794701986754967,8.0,0.0,0.0,0.2980132450331126,3.0,0.0,0.0,10.066666666666666,7.616666666666666,32.0,32.0,73.0,73.0,72.0,73.0,2009-02-21, United Kingdom,Middleweight,0.0,0.0,0.0,"SUB, Triangle Choke",1.0,Demian Maia,Demian Maia,Chael Sonnen
0.6538461538461539,52.0,18.0,0.41666666666666663,24.0,14.0,0.5618631732168851,687.0,301.0,0.5217391304347826,437.0,209.0,0.2807017543859649,0.5925925925925926,0.4045112781954887,0.5047619047619047,0.09917355371900825,4.0,0.02976190476190476,1.0,6.669421487603305,269.0,4.732142857142857,159.0,3.892561983471074,157.0,5.208333333333333,175.0,16.48760330578512,665.0,9.375,315.0,0.22314049586776857,9.0,0.35714285714285715,12.0,4.884297520661157,197.0,3.6607142857142856,123.0,1.56198347107438,63.0,0.7142857142857143,24.0,1.0413223140495866,42.0,0.5952380952380952,20.0,0.396694214876033,16.0,0.47619047619047616,16.0,1.4132231404958677,57.0,0.8035714285714285,27.0,0.10214876033057851,4.12,0.09226190476190477,3.1,0.9074380165289256,36.6,0.7991071428571427,26.849999999999994,0.22314049586776857,9.0,0.4464285714285714,15.0,0.0743801652892562,3.0,0.08928571428571429,3.0,40.333333333333336,33.6,28.0,27.0,70.0,67.0,72.0,70.0,2009-02-21, United Kingdom,Lightweight,0.0,0.0,1.0,U-DEC,1.0,Diego Sanchez,Diego Sanchez,Joe Stevenson
0.125,16.0,14.0,0.19999999999999996,5.0,4.0,0.49640287769784175,417.0,210.0,0.5823389021479713,419.0,175.0,0.8260869565217391,0.6666666666666666,0.5113636363636364,0.46017699115044247,0.20654044750430292,6.0,0.19639934533551553,4.0,7.74526678141136,225.0,7.659574468085106,156.0,3.442340791738382,100.0,8.936170212765957,182.0,15.14629948364888,440.0,16.644844517184943,339.0,1.5146299483648882,44.0,2.700490998363339,55.0,5.1979345955249565,151.0,4.615384615384615,94.0,1.0327022375215147,30.0,0.3436988543371522,7.0,1.8588640275387263,54.0,0.7364975450081833,15.0,0.6540447504302925,19.0,0.19639934533551553,4.0,0.7917383820998278,23.0,0.2945990180032733,6.0,0.19001721170395866,5.52,0.13993453355155483,2.85,1.2845668387837061,37.31666666666666,0.3854337152209492,7.85,0.24096385542168675,7.0,0.44189852700490995,9.0,0.06884681583476764,2.0,0.0,0.0,29.05,20.366666666666667,30.0,31.0,72.0,73.0,74.0,76.0,2009-02-21, United Kingdom,Middleweight,0.0,0.0,0.0,"KO/TKO, Flying Knee",1.0,Nate Marquardt,Nate Marquardt,Wilson Gouveia
0.5384615384615384,13.0,6.0,1.0,0.0,0.0,0.5053995680345572,463.0,229.0,0.5161290322580645,31.0,15.0,0.5714285714285714,0.0,0.6112676056338028,0.42857142857142855,0.1415929203539823,4.0,0.0,0.0,7.68141592920354,217.0,4.390243902439025,9.0,6.654867256637168,188.0,7.317073170731708,15.0,12.56637168141593,355.0,10.24390243902439,21.0,2.4070796460176993,68.0,2.439024390243903,5.0,3.150442477876106,89.0,1.4634146341463417,3.0,2.1238938053097347,60.0,0.48780487804878053,1.0,3.256637168141593,92.0,0.9756097560975611,2.0,0.1415929203539823,4.0,0.0,0.0,0.24778761061946902,7.0,0.48780487804878053,1.0,0.15575221238938056,4.4,0.26829268292682934,0.55,0.41061946902654867,11.6,0.0,0.0,0.035398230088495575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,2.05,32.0,,75.0,72.0,78.0,,2009-03-07, USA,Light Heavyweight,0.0,0.0,0.0,"KO/TKO, Kicks",1.0,Brandon Vera,Brandon Vera,Michael Patt
0.1428571428571429,21.0,18.0,0.25,12.0,9.0,0.6120689655172413,232.0,90.0,0.5393939393939393,165.0,76.0,0.8571428571428571,0.75,0.3879310344827586,0.46060606060606063,0.12658227848101264,2.0,0.0,0.0,5.69620253164557,90.0,9.138276553106213,76.0,3.291139240506329,52.0,3.246492985971944,27.0,14.683544303797468,232.0,19.839679358717436,165.0,0.0,0.0,0.6012024048096193,5.0,4.493670886075949,71.0,7.214428857715431,60.0,1.2025316455696202,19.0,1.3226452905811623,11.0,0.6962025316455696,11.0,2.404809619238477,20.0,1.1392405063291138,18.0,1.0821643286573146,9.0,1.3291139240506329,21.0,1.4428857715430863,12.0,0.1518987341772152,2.4000000000000004,0.20080160320641283,1.67,1.9736286919831223,31.183333333333334,2.5751503006012024,21.416666666666668,0.37974683544303794,6.0,0.841683366733467,7.0,0.18987341772151897,3.0,0.12024048096192386,1.0,15.8,8.316666666666666,30.0,26.0,69.0,68.0,70.0,71.0,2009-03-07, USA,Lightweight,0.0,0.0,0.0,U-DEC,1.0,Gray Maynard,Gray Maynard,Jim Miller
0.0,1.0,1.0,0.33333333333333337,3.0,2.0,0.19047619047619047,42.0,34.0,0.45679012345679015,162.0,88.0,1.0,0.3333333333333333,0.8095238095238095,0.5033557046979866,0.0,0.0,0.12,1.0,11.724137931034484,34.0,9.0,75.0,1.3793103448275863,4.0,5.64,47.0,14.482758620689655,42.0,17.88,149.0,0.0,0.0,0.96,8.0,10.0,29.0,5.3999999999999995,45.0,1.7241379310344829,5.0,2.6399999999999997,22.0,0.0,0.0,3.1199999999999997,26.0,0.3448275862068966,1.0,0.12,1.0,0.3448275862068966,1.0,0.36,3.0,0.18965517241379312,0.55,0.186,1.55,2.563218390804598,7.433333333333334,0.027999999999999997,0.23333333333333334,0.3448275862068966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,8.333333333333334,34.0,28.0,71.0,72.0,71.0,74.0,2009-03-07, USA,Light Heavyweight,0.0,0.0,0.0,U-DEC,1.0,Jason Brilz,Jason Brilz,Tim Boetsch
0.4,5.0,3.0,0.0,2.0,2.0,0.38815789473684215,304.0,186.0,0.37209302325581395,86.0,54.0,0.6666666666666666,0.0,0.5703422053231939,0.6545454545454545,0.0,0.0,0.0,0.0,6.056527590847914,150.0,4.695652173913043,36.0,4.885598923283984,121.0,3.652173913043478,28.0,10.619111709286676,263.0,7.173913043478261,55.0,0.5248990578734859,13.0,0.6521739130434783,5.0,3.9973082099596233,99.0,3.5217391304347823,27.0,1.5343203230148048,38.0,0.5217391304347826,4.0,3.149394347240915,78.0,2.217391304347826,17.0,0.08075370121130553,2.0,0.0,0.0,0.12113055181695828,3.0,0.0,0.0,0.14293405114401078,3.54,0.0,0.0,0.4979811574697174,12.333333333333334,0.006521739130434783,0.05,0.4037685060565276,10.0,0.0,0.0,0.12113055181695828,3.0,0.0,0.0,24.766666666666666,7.666666666666667,27.0,28.0,78.0,72.0,79.0,72.0,2009-03-07, USA,Middleweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Kendall Grove,Kendall Grove,Jason Day
0.7,10.0,3.0,0.0,1.0,1.0,0.6875,32.0,10.0,0.5714285714285714,287.0,123.0,0.3,0.6,0.3125,0.43673469387755104,0.0,0.0,0.0,0.0,2.0,10.0,10.7,107.0,4.2,21.0,9.5,95.0,6.4,32.0,24.5,245.0,0.0,0.0,1.7,17.0,2.0,10.0,6.5,65.0,0.0,0.0,2.5,25.0,0.2,1.0,2.8,28.0,0.6,3.0,0.3,3.0,2.0,10.0,0.5,5.0,0.0,0.0,0.13,1.3,1.5933333333333333,7.966666666666667,0.39666666666666667,3.966666666666667,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,25.0,29.0,69.0,68.0,70.0,69.0,2009-03-07, USA,Lightweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Shane Nelson,Shane Nelson,Aaron Riley
0.46153846153846156,13.0,7.0,,,,0.4227642276422764,123.0,71.0,,,,0.5,,0.5405405405405406,,0.0,0.0,,,5.568445475638051,80.0,,,4.663573085846868,67.0,,,10.301624129930394,148.0,,,0.8352668213457076,12.0,,,3.2714617169373548,47.0,,,1.4617169373549883,21.0,,,1.8793503480278422,27.0,,,0.4176334106728538,6.0,,,0.8352668213457076,12.0,,,0.11136890951276103,1.6,,,0.9953596287703016,14.3,,,0.6264501160092807,9.0,,,0.06960556844547564,1.0,,,14.366666666666667,0.0,23.0,,76.0,72.0,76.0,,2009-03-07, USA,Welterweight,0.0,0.0,0.0,"KO/TKO, Elbows",1.0,Tamdan McCrory,Tamdan McCrory,Ryan Madigan
0.7333333333333334,15.0,4.0,0.782608695652174,23.0,5.0,0.4913793103448276,116.0,59.0,0.5267489711934157,486.0,230.0,0.6666666666666666,0.2222222222222222,0.5688622754491018,0.4253731343283582,0.0,0.0,0.052173913043478265,1.0,9.878682842287697,95.0,8.921739130434784,171.0,5.511265164644715,53.0,11.269565217391305,216.0,17.36568457538995,167.0,20.973913043478262,402.0,1.247833622183709,12.0,0.9391304347826088,18.0,4.15944540727903,40.0,6.521739130434783,125.0,4.471403812824957,43.0,1.4608695652173915,28.0,3.639514731369151,35.0,1.2000000000000002,23.0,0.2079722703639515,2.0,0.20869565217391306,4.0,0.31195840554592724,3.0,0.9391304347826088,18.0,0.19133448873483536,1.8399999999999999,0.17791304347826087,3.4099999999999997,0.9705372616984403,9.333333333333334,0.49217391304347824,9.433333333333332,0.6239168110918545,6.0,0.20869565217391306,4.0,0.0,0.0,0.052173913043478265,1.0,9.616666666666665,19.166666666666664,28.0,27.0,72.0,71.0,75.0,75.0,2009-03-07, USA,Welterweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Matt Brown,Matt Brown,Pete Sell
0.33333333333333337,15.0,10.0,,,,0.573268921095008,621.0,265.0,,,,0.5151515151515151,,0.4277227722772277,,0.0,0.0,,,9.323741007194245,216.0,,,9.280575539568346,215.0,,,21.798561151079138,505.0,,,0.47482014388489213,11.0,,,8.41726618705036,195.0,,,0.43165467625899284,10.0,,,1.381294964028777,32.0,,,0.7338129496402879,17.0,,,1.4244604316546765,33.0,,,0.2050359712230216,4.75,,,0.9374100719424462,21.71666666666667,,,0.0,0.0,,,0.0,0.0,,,23.166666666666664,0.0,33.0,31.0,73.0,72.0,76.0,71.0,2009-03-07, USA,Light Heavyweight,0.0,0.0,0.0,"KO/TKO, Kick",1.0,Matt Hamill,Matt Hamill,Mark Munoz
0.6666666666666667,6.0,2.0,0.6363636363636364,11.0,4.0,0.5617283950617284,486.0,213.0,0.5970464135021096,948.0,382.0,0.3333333333333333,0.5,0.5344827586206896,0.41288278775079196,0.26246719160104987,5.0,0.08683068017366137,3.0,9.763779527559056,186.0,11.316931982633864,391.0,8.556430446194225,163.0,6.946454413892909,240.0,18.26771653543307,348.0,27.409551374819106,947.0,0.9448818897637795,18.0,3.096960926193922,107.0,6.246719160104987,119.0,6.772793053545587,234.0,2.5721784776902887,49.0,1.4471780028943562,50.0,3.517060367454068,67.0,1.3024602026049206,45.0,0.10498687664041995,2.0,0.08683068017366137,3.0,0.31496062992125984,6.0,0.17366136034732274,6.0,0.1958005249343832,3.7300000000000004,0.14848046309696097,5.130000000000001,0.7296587926509185,13.899999999999999,0.14327062228654125,4.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,34.55,31.0,34.0,73.0,74.0,73.0,76.0,2009-03-07, USA,Light Heavyweight,0.0,0.0,1.0,U-DEC,1.0,Quinton Jackson,Quinton Jackson,Keith Jardine
0.5,2.0,1.0,0.5925925925925926,27.0,11.0,0.5135135135135135,37.0,18.0,0.44897959183673475,343.0,189.0,0.5,0.5238095238095238,0.4864864864864865,0.46218487394957986,0.4444444444444444,1.0,0.17843866171003717,4.0,8.0,18.0,4.907063197026022,110.0,2.6666666666666665,6.0,6.245353159851301,140.0,16.444444444444443,37.0,10.617100371747211,238.0,0.0,0.0,1.1598513011152416,26.0,7.111111111111111,16.0,2.899628252788104,65.0,0.8888888888888888,2.0,0.8475836431226765,19.0,0.8888888888888888,2.0,0.9368029739776951,21.0,0.4444444444444444,1.0,0.4907063197026022,11.0,0.8888888888888888,2.0,0.9368029739776951,21.0,0.48888888888888893,1.1,0.2631970260223048,5.9,0.4592592592592593,1.0333333333333334,0.7449814126394051,16.7,0.0,0.0,0.31226765799256506,7.0,0.0,0.0,0.0,0.0,2.25,22.416666666666668,34.0,30.0,74.0,74.0,80.0,76.0,2009-03-07, USA,Heavyweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Shane Carwin,Shane Carwin,Gabriel Gonzaga
