,blue_probs,red_probs,pred_winner,winner,correct_pred,event_dates,open_red,open_blue,close1_red,close1_blue,close2_red,close2_blue,fighter_red,fighter_blue
208,0.42120636,0.57879364,1,0,0,2018-06-09,185.0,-265.0,190.0,-240.0,205.0,-230.0,andrei arlovski,tai tuivasa
209,0.2176246,0.7823754,1,1,1,2018-06-09,-175.0,135.0,-164.0,125.0,-145.0,144.0,holly holm,megan anderson
210,0.13135093,0.86864907,1,0,0,2018-06-09,-190.0,150.0,115.0,-142.0,122.0,-135.0,rafael dos anjos,colby covington
211,0.34832543,0.65167457,1,1,1,2018-06-09,-150.0,110.0,-285.0,235.0,-275.0,245.0,robert whittaker,yoel romero
212,0.1763134,0.8236866,1,0,0,2018-06-09,-140.0,100.0,170.0,-200.0,170.0,-200.0,alistair overeem,curtis blaydes
213,0.6079453,0.3920547,0,1,0,2018-06-23,125.0,-165.0,165.0,-190.0,165.0,-190.0,matt schnell,naoki inoue
214,0.17662501,0.823375,1,1,1,2018-06-23,-400.0,280.0,-180.0,150.0,-170.0,155.0,ji yeon kim,melinda fabian
215,0.20341992,0.7965801,1,0,0,2018-06-23,280.0,-400.0,445.0,-600.0,450.0,-575.0,shinsho anzai,jake matthews
216,0.34054792,0.6594521,1,0,0,2018-06-23,,,,,,,viviane pereira,yan xiaonan
217,0.47892833,0.5210717,1,0,0,2018-06-23,135.0,-175.0,145.0,-175.0,150.0,-165.0,rolando dy,shane young
218,0.47601312,0.5239869,1,1,1,2018-06-23,,,,,,,song kenan,hector aldana
219,0.5123503,0.48764965,0,0,1,2018-06-23,,,,,,,jenel lausa,yuta sasaki
220,0.5434041,0.4565959,0,0,1,2018-06-23,-170.0,130.0,-173.0,145.0,-165.0,148.0,jessica rose clark,jessica eye
221,0.84223944,0.15776058,0,0,1,2018-06-23,,,,,,,felipe arantes,song yadong
222,0.21303397,0.786966,1,1,1,2018-06-23,-320.0,240.0,-245.0,185.0,-215.0,205.0,li jingliang,daichi abe
223,0.568436,0.43156394,0,1,0,2018-06-23,-120.0,-120.0,118.0,-145.0,125.0,-138.0,ovince st preux,tyson pedro
224,0.49184096,0.50815904,1,0,0,2018-06-23,-155.0,115.0,198.0,-255.0,215.0,-233.0,donald cerrone,leon edwards
225,0.14196754,0.85803246,1,0,0,2018-06-23,250.0,-350.0,445.0,-600.0,450.0,-575.0,teruto ishihara,petr yan
226,0.60383713,0.39616287,0,1,0,2018-07-06,165.0,-215.0,180.0,-223.0,188.0,-220.0,gerald meerschaert,oskar piechota
227,0.42876303,0.57123697,1,0,0,2018-07-06,-180.0,140.0,-125.0,103.0,-123.0,105.0,matt bessette,steven peterson
228,0.48841798,0.511582,1,0,0,2018-07-06,-150.0,120.0,120.0,-142.0,122.0,-140.0,tyler diamond,bryce mitchell
229,0.37044823,0.62955177,1,1,1,2018-07-06,-110.0,-130.0,-130.0,107.0,-127.0,110.0,john gunther,allan zuniga
230,0.28211397,0.71788603,1,1,1,2018-07-06,-290.0,210.0,-380.0,305.0,-370.0,315.0,luis pena,richie smullen
231,0.07514632,0.9248537,1,1,1,2018-07-06,-120.0,-120.0,-149.0,125.0,-145.0,129.0,montana de la rosa,rachael ostovich
232,0.6486017,0.3513983,0,1,0,2018-07-06,160.0,-210.0,115.0,-137.0,117.0,-135.0,alessio di chirico,julian marquez
233,0.7551071,0.24489291,0,1,0,2018-07-06,-135.0,-105.0,-132.0,110.0,-130.0,112.0,alex caceres,martin bravo
234,0.10326779,0.8967322,1,0,0,2018-07-06,105.0,-145.0,220.0,-265.0,225.0,-260.0,jay cucciniello,brad katona
235,0.3034401,0.6965599,1,1,1,2018-07-06,,,,,,,michael trizano,joe giannetti
236,0.78764886,0.21235116,0,0,1,2018-07-06,-120.0,-120.0,-109.0,-115.0,-105.0,-111.0,brad tavares,israel adesanya
237,0.7344511,0.26554888,0,1,0,2018-07-06,130.0,-170.0,130.0,-153.0,133.0,-150.0,roxanne modafferi,barb honchak
238,0.8877874,0.112212576,0,0,1,2018-07-07,210.0,-290.0,245.0,-312.0,262.0,-290.0,uriah hall,paulo costa
239,0.225873,0.774127,1,0,0,2018-07-07,-350.0,250.0,-194.0,160.0,-185.0,169.0,jamie moyle,emily whitmire
240,0.25974816,0.74025184,1,1,1,2018-07-07,-190.0,150.0,-178.0,150.0,-170.0,153.0,curtis millender,max griffin
241,0.29769278,0.7023072,1,0,0,2018-07-07,-245.0,175.0,-200.0,165.0,-190.0,170.0,lando vannata,drakkar klose
242,0.10245305,0.89754695,1,1,1,2018-07-07,-270.0,190.0,-140.0,117.0,-137.0,120.0,raphael assuncao,rob font
243,0.75102466,0.24897534,0,1,0,2018-07-07,-160.0,120.0,-115.0,-107.0,-113.0,-105.0,dan hooker,gilbert burns
244,0.20359766,0.79640234,1,0,0,2018-07-07,230.0,-270.0,-170.0,141.0,-161.0,150.0,paul felder,mike perry
245,0.25314546,0.74685454,1,0,0,2018-07-07,-230.0,170.0,-340.0,255.0,-310.0,280.0,francis ngannou,derrick lewis
246,0.17044032,0.8295597,1,0,0,2018-07-07,-170.0,140.0,-160.0,132.0,-152.0,140.0,stipe miocic,daniel cormier
247,0.09105778,0.9089422,1,0,0,2018-07-07,-150.0,110.0,-175.0,144.0,-164.0,155.0,michael chiesa,anthony pettis
248,0.28906512,0.7109349,1,0,0,2018-07-07,,,,,,,gokhan saki,khalil rountree jr
249,0.6965637,0.3034363,0,0,1,2018-07-14,125.0,-165.0,-105.0,-120.0,100.0,-115.0,justin scoggins,said nurmagomedov
250,0.29412782,0.7058722,1,0,0,2018-07-14,165.0,-215.0,147.0,-175.0,155.0,-172.0,eddie wineland,alejandro perez
251,0.36964822,0.6303518,1,1,1,2018-07-14,-110.0,-130.0,115.0,-135.0,115.0,-135.0,mark de la rosa,elias garcia
252,0.10745585,0.89254415,1,1,1,2018-07-14,-120.0,-120.0,-115.0,-105.0,-115.0,-105.0,liz carmouche,jennifer maia
253,0.5156656,0.4843344,0,1,0,2018-07-14,-155.0,115.0,147.0,-172.0,150.0,-170.0,jessica aguilar,jodie esquibel
254,0.71090734,0.2890927,0,0,1,2018-07-14,,,,,,,darren elkins,alexander volkanovski
255,0.6961083,0.30389172,0,1,0,2018-07-14,-120.0,-120.0,-190.0,165.0,-190.0,165.0,junior dos santos,blagoy ivanov
256,0.64057624,0.35942376,0,1,0,2018-07-14,100.0,-140.0,-110.0,-117.0,-103.0,-110.0,cat zingano,marion reneau
257,0.3426317,0.6573683,1,0,0,2018-07-14,105.0,-145.0,-130.0,107.0,-127.0,110.0,randy brown,niko price
258,0.5586269,0.44137314,0,0,1,2018-07-14,,,,,,,dennis bermudez,ricky glenn
259,0.3212049,0.6787951,1,1,1,2018-07-14,-140.0,100.0,-148.0,105.0,-125.0,128.0,sage northcutt,zak ottow
260,0.5737059,0.42629406,0,0,1,2018-07-14,170.0,-230.0,100.0,-125.0,105.0,-120.0,myles jury,chad mendes
261,0.54869735,0.45130262,0,0,1,2018-07-14,-215.0,165.0,-165.0,134.0,-154.0,145.0,kurt holobaugh,raoni barcelos
262,0.7784151,0.2215849,0,0,1,2018-07-22,-285.0,205.0,-148.0,120.0,-140.0,128.0,emil meek,bartosz fabinski
263,0.65545726,0.3445427,0,0,1,2018-07-22,100.0,-140.0,-125.0,-113.0,-107.0,105.0,damian stasiak,pingyuan liu
264,0.27258468,0.7274153,1,0,0,2018-07-22,170.0,-230.0,190.0,-260.0,220.0,-230.0,jeremy kimball,darko stosic
265,0.31888485,0.68111515,1,0,0,2018-07-22,195.0,-275.0,235.0,-320.0,260.0,-275.0,davey grant,manny bermudez
266,0.29660738,0.7033926,1,0,0,2018-07-22,-185.0,145.0,-120.0,-115.0,-105.0,100.0,justin ledet,aleksandar rakic
267,0.17887765,0.82112235,1,0,0,2018-07-22,165.0,-215.0,180.0,-260.0,220.0,-220.0,khalid taha,nad narimani
268,0.32382476,0.67617524,1,0,0,2018-07-22,-175.0,135.0,-163.0,130.0,-150.0,143.0,nick hein,damir hadzovic
269,0.6396389,0.36036107,0,1,0,2018-07-22,-420.0,300.0,-210.0,175.0,-205.0,175.0,danny roberts,david zawada
270,0.25527203,0.74472797,1,1,1,2018-07-22,-175.0,135.0,-193.0,165.0,-190.0,168.0,marcin tybura,stefan struve
271,0.14457738,0.8554226,1,0,0,2018-07-22,125.0,-165.0,170.0,-210.0,175.0,-200.0,vitor miranda,abu azaitar
272,0.35031044,0.64968956,1,0,0,2018-07-22,-300.0,220.0,-125.0,100.0,-120.0,105.0,glover teixeira,corey anderson
273,0.59589,0.40411,0,0,1,2018-07-22,135.0,-175.0,122.0,-150.0,130.0,-142.0,mauricio rua,anthony smith
274,0.43661392,0.5633861,1,1,1,2018-07-22,225.0,-305.0,140.0,-175.0,150.0,-160.0,nasrat haqparast,marc diakiese
275,0.20195478,0.7980452,1,0,0,2018-07-28,,,,,,,alexis davis,katlyn cerminara
276,0.20317471,0.7968253,1,0,0,2018-07-28,-145.0,105.0,113.0,-135.0,115.0,-133.0,gadzhimurad antigulov,ion cutelaba
277,0.6660964,0.3339036,0,1,0,2018-07-28,-170.0,130.0,-108.0,-115.0,-105.0,-112.0,devin powell,alvaro herrera mendoza
278,0.18063557,0.8193644,1,0,0,2018-07-28,-135.0,-105.0,120.0,-145.0,125.0,-140.0,randa markos,nina nunes
279,0.21003819,0.7899618,1,1,1,2018-07-28,145.0,-185.0,169.0,-200.0,170.0,-194.0,dustin ortiz,matheus nicolau
280,0.29573417,0.70426583,1,1,1,2018-07-28,-210.0,160.0,-235.0,185.0,-220.0,195.0,john makdessi,ross pearson
281,0.20170414,0.79829586,1,0,0,2018-07-28,300.0,-420.0,440.0,-600.0,450.0,-570.0,kajan johnson,islam makhachev
282,0.47921723,0.52078277,1,1,1,2018-07-28,-120.0,-120.0,-110.0,-118.0,-102.0,-110.0,alexander hernandez,olivier aubin mercier
283,0.37463444,0.62536556,1,1,1,2018-07-28,-400.0,280.0,-500.0,375.0,-470.0,385.0,hakeem dawodu,austin arnett
284,0.6727588,0.32724118,0,1,0,2018-07-28,-130.0,-110.0,-150.0,128.0,-148.0,130.0,jordan mein,alex morono
285,0.54442406,0.4555759,0,1,0,2018-07-28,,,,,,,joanna jedrzejczyk,tecia pennington
286,0.7486938,0.2513062,0,1,0,2018-07-28,-135.0,-105.0,-103.0,-120.0,100.0,-117.0,jose aldo,jeremy stephens
287,0.75781137,0.24218865,0,0,1,2018-07-28,105.0,-145.0,134.0,-155.0,135.0,-154.0,eddie alvarez,dustin poirier
288,0.08839601,0.911604,1,1,1,2018-08-04,-230.0,170.0,-505.0,375.0,-470.0,390.0,marlon vera,wulijiburen
289,0.39515924,0.60484076,1,0,0,2018-08-04,,,,,,,danielle taylor,zhang weili
290,0.5920998,0.40790018,0,1,0,2018-08-04,-120.0,-120.0,-120.0,100.0,-120.0,100.0,alex perez,jose torres
291,0.44574642,0.5542536,1,0,0,2018-08-04,-115.0,-125.0,-140.0,113.0,-133.0,120.0,matt sayles,sheymon moraes
292,0.2523082,0.7476918,1,1,1,2018-08-04,-245.0,175.0,-300.0,235.0,-275.0,250.0,ricardo ramos,kyung ho kang
293,0.6621383,0.33786172,0,1,0,2018-08-04,-175.0,145.0,105.0,-130.0,110.0,-125.0,ricky simon,montel jackson
294,0.29695052,0.7030495,1,1,1,2018-08-04,-155.0,115.0,-210.0,170.0,-200.0,175.0,pedro munhoz,brett johns
295,0.3803339,0.6196661,1,1,1,2018-08-04,-275.0,215.0,-340.0,275.0,-335.0,280.0,thiago santos,kevin holland
296,0.50169337,0.4983066,0,0,1,2018-08-04,-210.0,160.0,-160.0,135.0,-155.0,140.0,polyana viana,jj aldrich
297,0.34954,0.65046,1,0,0,2018-08-04,125.0,-165.0,250.0,-310.0,260.0,-300.0,cub swanson,renato moicano
298,0.36543572,0.6345643,1,0,0,2018-08-04,-475.0,325.0,-500.0,375.0,-470.0,385.0,demetrious johnson,henry cejudo
299,0.08645499,0.913545,1,1,1,2018-08-04,-135.0,-105.0,-130.0,105.0,-125.0,110.0,tj dillashaw,cody garbrandt
300,0.5276719,0.47232813,0,1,0,2018-08-25,-175.0,135.0,-240.0,200.0,-240.0,205.0,drew dober,jon tuck
301,0.48108685,0.51891315,1,1,1,2018-08-25,170.0,-230.0,270.0,-330.0,270.0,-330.0,james krause,warlley alves
302,0.26840466,0.73159534,1,1,1,2018-08-25,-245.0,175.0,-330.0,270.0,-325.0,295.0,mickey gall,george sullivan
303,0.42046666,0.57953334,1,1,1,2018-08-25,120.0,-160.0,-141.0,120.0,-140.0,121.0,andrew sanchez,markus perez
304,0.43128598,0.568714,1,1,1,2018-08-25,135.0,-175.0,-200.0,170.0,-200.0,170.0,cory sandhagen,iuri alcantara
305,0.8284076,0.17159241,0,1,0,2018-08-25,-215.0,165.0,-112.0,-115.0,-105.0,-108.0,rani yahya,luke sanders
306,0.30945826,0.69054174,1,1,1,2018-08-25,-185.0,145.0,-185.0,145.0,-170.0,160.0,joanne wood,kalindra faria
307,0.52082634,0.4791737,0,0,1,2018-08-25,-105.0,-135.0,146.0,-171.0,150.0,-170.0,john moraga,deiveson figueiredo
308,0.2938807,0.7061193,1,0,0,2018-08-25,205.0,-285.0,335.0,-420.0,341.0,-411.0,jake ellenberger,bryan barberena
309,0.52958024,0.4704198,0,1,0,2018-08-25,135.0,-175.0,112.0,-135.0,115.0,-132.0,cortney casey,angela hill
310,0.3129605,0.6870395,1,1,1,2018-08-25,-165.0,125.0,-103.0,-120.0,100.0,-117.0,michael johnson,andre fili
311,0.28355312,0.7164469,1,1,1,2018-08-25,-115.0,-115.0,120.0,-145.0,125.0,-140.0,justin gaethje,james vick
312,0.29410857,0.70589143,1,1,1,2018-08-25,-280.0,200.0,-1250.0,775.0,-1200.0,825.0,eryk anders,tim williams
313,0.42293286,0.57706714,1,1,1,2018-09-08,-145.0,105.0,-173.0,148.0,-170.0,150.0,aljamain sterling,cody stamann
314,0.41270542,0.5872946,1,1,1,2018-09-08,-110.0,-130.0,-110.0,-110.0,-110.0,-110.0,irene aldana,lucie pudilova
315,0.19199884,0.80800116,1,1,1,2018-09-08,175.0,-245.0,175.0,-210.0,177.0,-207.0,diego sanchez,craig white
316,0.22360009,0.7763999,1,0,0,2018-09-08,-185.0,145.0,-178.0,150.0,-170.0,153.0,charles byrd,darren stewart
317,0.77037215,0.22962788,0,1,0,2018-09-08,-230.0,170.0,-225.0,175.0,-210.0,190.0,geoff neal,frank camacho
318,0.22762942,0.7723706,1,0,0,2018-09-08,,,,,,,robert sanchez,jarred brooks
319,0.65876096,0.34123904,0,1,0,2018-09-08,-130.0,-110.0,155.0,-185.0,160.0,-175.0,jim miller,alex white
320,0.40706235,0.59293765,1,1,1,2018-09-08,-195.0,155.0,-150.0,128.0,-148.0,130.0,jimmie rivera,john dodson
321,0.5408795,0.45912048,0,1,0,2018-09-08,-1050.0,600.0,-1449.0,899.0,-1375.0,900.0,zabit magomedsharipov,brandon davis
322,0.32690096,0.67309904,1,1,1,2018-09-08,-280.0,240.0,-450.0,350.0,-450.0,360.0,jessica andrade,karolina kowalkiewicz
323,0.300812,0.699188,1,1,1,2018-09-08,-160.0,140.0,-110.0,-115.0,-105.0,-110.0,tyron woodley,darren till
324,0.72468853,0.2753115,0,1,0,2018-09-08,-185.0,145.0,-110.0,-110.0,-110.0,-110.0,abdul razak alhassan,niko price
325,0.45829713,0.54170287,1,0,0,2018-09-08,250.0,-350.0,330.0,-420.0,335.0,-400.0,carla esparza,tatiana suarez
326,0.26736057,0.73263943,1,1,1,2018-09-15,-475.0,325.0,-840.0,570.0,-800.0,575.0,rustam khabilov,kajan johnson
327,0.64982426,0.35017574,0,1,0,2018-09-15,-350.0,250.0,-560.0,425.0,-550.0,430.0,merab dvalishvili,terrion ware
328,0.67248076,0.32751924,0,1,0,2018-09-15,-475.0,325.0,-750.0,490.0,-680.0,550.0,ramazan emeev,stefan sekulic
329,0.624233,0.37576702,0,0,1,2018-09-15,135.0,-175.0,222.0,-280.0,240.0,-262.0,adam yandiev,jordan johnson
330,0.35614341,0.6438566,1,1,1,2018-09-15,-350.0,250.0,-560.0,385.0,-485.0,430.0,magomed ankalaev,marcin prachnio
331,0.80888975,0.19111024,0,1,0,2018-09-15,-350.0,250.0,-600.0,445.0,-575.0,450.0,mairbek taisumov,desmond green
332,0.31298363,0.68701637,1,1,1,2018-09-15,,,,,,,aleksei kunchenko,thiago alves
333,0.69609594,0.30390406,0,1,0,2018-09-15,-160.0,140.0,-165.0,140.0,-160.0,145.0,khalid murtazaliev,cb dollaway
334,0.79729223,0.20270775,0,0,1,2018-09-15,-215.0,165.0,112.0,-140.0,120.0,-132.0,andrei arlovski,shamil abdurakhimov
335,0.60801566,0.3919843,0,1,0,2018-09-15,-130.0,-110.0,115.0,-145.0,125.0,-135.0,jan blachowicz,nikita krylov
336,0.3146206,0.6853794,1,0,0,2018-09-15,-215.0,165.0,-120.0,-106.0,-114.0,100.0,mark hunt,aleksei oleinik
337,0.47473383,0.5252662,1,1,1,2018-09-15,-530.0,350.0,-1200.0,775.0,-1200.0,775.0,petr yan,jin soo son
338,0.2501195,0.7498805,1,1,1,2018-09-22,,,,,,,elizeu zaleski dos santos,luigi vendramini
339,0.12913108,0.8708689,1,1,1,2018-09-22,-215.0,165.0,-170.0,145.0,-165.0,145.0,francisco trinaldo,evan dunham
340,0.2382549,0.7617451,1,1,1,2018-09-22,-320.0,240.0,-475.0,375.0,-470.0,375.0,charles oliveira,christos giagos
341,0.30321538,0.6967846,1,1,1,2018-09-22,-185.0,145.0,-275.0,230.0,-270.0,235.0,sergio moraes,ben saunders
342,0.26877916,0.73122084,1,1,1,2018-09-22,-165.0,125.0,-160.0,135.0,-155.0,140.0,thales leites,hector lombard
343,0.40281498,0.597185,1,1,1,2018-09-22,,,,,,,mayra bueno silva,gillian robertson
344,0.47867596,0.52132404,1,1,1,2018-09-22,,,,,,,livinha souza,alex chambers
345,0.51343197,0.48656803,0,0,1,2018-09-22,-350.0,250.0,-200.0,165.0,-190.0,170.0,renan barao,andre ewell
346,0.9150589,0.08494109,0,0,1,2018-09-22,155.0,-195.0,-107.0,-115.0,-105.0,-113.0,luis henrique,ryan spann
347,0.27688277,0.72311723,1,2,0,2018-09-22,120.0,-160.0,110.0,-135.0,115.0,-130.0,randa markos,marina rodriguez
348,0.69267315,0.30732685,0,1,0,2018-09-22,-285.0,205.0,-250.0,190.0,-230.0,210.0,augusto sakai,chase sherman
349,0.726691,0.273309,0,0,1,2018-09-22,-300.0,220.0,-350.0,285.0,-345.0,290.0,sam alvey,rogerio nogueira
350,0.3647924,0.6352076,1,1,1,2018-09-22,-245.0,175.0,-500.0,385.0,-500.0,400.0,alex oliveira,carlo pedersoli jr
351,0.19428718,0.8057128,1,1,1,2018-09-22,-150.0,110.0,-200.0,161.0,-186.0,170.0,thiago santos,eryk anders
352,0.7782945,0.22170551,0,1,0,2018-10-06,-320.0,240.0,-833.0,475.0,-650.0,550.0,vicente luque,jalin turner
353,0.8372084,0.16279161,0,0,1,2018-10-06,,,,,,,ryan laflare,anthony rocco martin
354,0.30164778,0.6983522,1,0,0,2018-10-06,165.0,-215.0,190.0,-250.0,205.0,-230.0,gray maynard,nik lentz
355,0.8144669,0.1855331,0,0,1,2018-10-06,,,,,,,lina lansberg,yana santos
356,0.45503664,0.54496336,1,1,1,2018-10-06,175.0,-245.0,250.0,-333.0,265.0,-315.0,scott holtzman,alan patrick
357,0.32058632,0.6794137,1,1,1,2018-10-06,-265.0,185.0,-189.0,160.0,-185.0,162.0,aspen ladd,tonya evinger
358,0.66003174,0.33996826,0,1,0,2018-10-06,,,,,,,michelle waterson gomez,felice herrig
359,0.32783377,0.6721662,1,0,0,2018-10-06,-185.0,145.0,-190.0,162.0,-189.0,165.0,sergio pettis,jussier formiga
360,0.2603613,0.7396387,1,1,1,2018-10-06,145.0,-185.0,135.0,-175.0,150.0,-155.0,derrick lewis,alexander volkov
361,0.47241414,0.52758586,1,0,0,2018-10-06,125.0,-165.0,190.0,-250.0,200.0,-225.0,ovince st preux,dominick reyes
362,0.39157057,0.60842943,1,1,1,2018-10-06,-265.0,185.0,-400.0,280.0,-340.0,300.0,tony ferguson,anthony pettis
363,0.6480777,0.3519223,0,1,0,2018-10-06,-245.0,175.0,-194.0,162.0,-189.0,169.0,khabib nurmagomedov,conor mcgregor
364,0.50545967,0.49454033,0,0,1,2018-10-27,-130.0,-110.0,-139.0,100.0,-120.0,110.0,nordine taleb,sean strickland
365,0.45081043,0.54918957,1,1,1,2018-10-27,-175.0,135.0,-161.0,130.0,-160.0,140.0,arjan bhullar,marcelo golm
366,0.2774384,0.7225616,1,0,0,2018-10-27,225.0,-305.0,-556.0,360.0,-450.0,400.0,te edwards,don madge
367,0.83561206,0.16438797,0,0,1,2018-10-27,-285.0,205.0,-172.0,140.0,-170.0,150.0,sarah moras,talita bernardo
368,0.3308692,0.6691308,1,1,1,2018-10-27,-245.0,175.0,-227.0,170.0,-200.0,187.0,calvin kattar,chris fishgold
369,0.40202248,0.5979775,1,0,0,2018-10-27,250.0,-350.0,550.0,-1000.0,600.0,-750.0,thibault gouti,nasrat haqparast
370,0.28245008,0.7175499,1,1,1,2018-10-27,-215.0,165.0,-172.0,140.0,-160.0,140.0,stevie ray,jessin ayari
371,0.50550073,0.49449927,0,0,1,2018-10-27,-175.0,135.0,-250.0,200.0,-240.0,205.0,alex garcia,court mcgee
372,0.38555205,0.61444795,1,1,1,2018-10-27,-245.0,175.0,-161.0,120.0,-140.0,130.0,andre soukhamthath,jonathan martinez
373,0.68889844,0.3111016,0,1,0,2018-10-27,-265.0,185.0,-357.0,275.0,-345.0,285.0,misha cirkunov,patrick cummins
374,0.39171195,0.60828805,1,1,1,2018-10-27,-300.0,220.0,-700.0,445.0,-575.0,500.0,michael johnson,artem lobov
375,0.3245294,0.6754706,1,1,1,2018-10-27,-300.0,220.0,-250.0,185.0,-220.0,200.0,gian villante,ed herman
376,0.40194917,0.59805083,1,0,0,2018-10-27,-210.0,160.0,-175.0,137.0,-157.0,150.0,volkan oezdemir,anthony smith
377,0.62479806,0.37520194,0,2,0,2018-11-03,205.0,-285.0,190.0,-278.0,225.0,-225.0,matt frevola,lando vannata
378,0.7845785,0.21542151,0,1,0,2018-11-03,-300.0,220.0,-420.0,250.0,-333.0,350.0,shane burgos,kurt holobaugh
379,0.13404804,0.86595196,1,0,0,2018-11-03,,,,,,,adam wieczorek,marcos rogerio de lima
380,0.61341286,0.38658714,0,1,0,2018-11-03,-380.0,260.0,-625.0,450.0,-600.0,450.0,sijara eubanks,roxanne modafferi
381,0.4084096,0.5915904,1,0,0,2018-11-03,-165.0,125.0,-278.0,215.0,-255.0,233.0,julio arce,sheymon moraes
382,0.3140484,0.6859516,1,1,1,2018-11-03,-350.0,250.0,-714.0,465.0,-615.0,500.0,lyman good,ben saunders
383,0.15967816,0.84032184,1,0,0,2018-11-03,-230.0,170.0,-357.0,240.0,-280.0,275.0,jason knight,jordan rinaldi
384,0.2695346,0.7304654,1,0,0,2018-11-03,180.0,-260.0,225.0,-290.0,245.0,-275.0,derek brunson,israel adesanya
385,0.5688089,0.43119112,0,1,0,2018-11-03,145.0,-185.0,-357.0,265.0,-325.0,275.0,karl roberson,jack marshman
386,0.2754193,0.7245807,1,0,0,2018-11-03,-300.0,220.0,-333.0,250.0,-310.0,265.0,david branch,jared cannonier
387,0.2267344,0.7732656,1,0,0,2018-11-03,,,,,,,chris weidman,jacare souza
388,0.2188189,0.7811811,1,1,1,2018-11-03,-800.0,575.0,-460.0,315.0,-380.0,360.0,daniel cormier,derrick lewis
389,0.17719233,0.82280767,1,1,1,2018-11-10,125.0,-165.0,-161.0,120.0,-140.0,130.0,ashley yoder,amanda cooper
390,0.36707252,0.6329275,1,1,1,2018-11-10,-185.0,145.0,-278.0,190.0,-230.0,225.0,mark de la rosa,joby sanchez
391,0.43329173,0.56670827,1,0,0,2018-11-10,100.0,-140.0,120.0,-145.0,125.0,-143.0,joseph morales,eric shelton
392,0.33073223,0.6692678,1,1,1,2018-11-10,-120.0,-120.0,-240.0,187.0,-227.0,210.0,devonte smith,julian erosa
393,0.44571942,0.5542806,1,1,1,2018-11-10,-445.0,315.0,-1000.0,550.0,-1000.0,675.0,davi ramos,john gunther
394,0.8664073,0.13359272,0,2,0,2018-11-10,-245.0,175.0,100.0,-130.0,110.0,-120.0,chas skelly,bobby moffett
395,0.54677814,0.45322186,0,1,0,2018-11-10,,,,,,,michael trizano,luis pena
396,0.26518595,0.73481405,1,0,0,2018-11-10,135.0,-175.0,170.0,-220.0,182.0,-200.0,raquel pennington,germaine de randamie
397,0.3964501,0.6035499,1,1,1,2018-11-10,-130.0,-110.0,165.0,-213.0,175.0,-190.0,donald cerrone,mike perry
398,0.54343987,0.45656013,0,0,1,2018-11-10,-300.0,220.0,110.0,-139.0,112.0,-130.0,chan sung jung,yair rodriguez
399,0.4751861,0.5248139,1,1,1,2018-11-10,-190.0,150.0,-172.0,133.0,-153.0,140.0,beneil dariush,thiago moises
400,0.44160944,0.55839056,1,1,1,2018-11-10,-260.0,180.0,-470.0,350.0,-455.0,375.0,maycee barber,hannah cifers
401,0.09785056,0.90214944,1,0,0,2018-11-17,-260.0,180.0,-278.0,185.0,-220.0,225.0,humberto bandenay,austin arnett
402,0.361453,0.638547,1,1,1,2018-11-17,-300.0,220.0,-420.0,300.0,-385.0,335.0,nad narimani,anderson dos santos
403,0.49611592,0.5038841,1,0,0,2018-11-17,145.0,-185.0,187.0,-240.0,205.0,-227.0,devin powell,jesus pinedo
404,0.8235245,0.17647552,0,1,0,2018-11-17,-320.0,240.0,100.0,-139.0,110.0,-120.0,laureano staropoli,hector aldana
405,0.5682367,0.43176326,0,1,0,2018-11-17,-400.0,280.0,-145.0,120.0,-143.0,125.0,michel prazeres,bartosz fabinski
406,0.27924848,0.7207515,1,1,1,2018-11-17,,,,,,,alexandre pantoja,yuta sasaki
407,0.6951599,0.3048401,0,0,1,2018-11-17,-215.0,165.0,-189.0,154.0,-179.0,162.0,cezar ferreira,ian heinisch
408,0.5899863,0.41001368,0,0,1,2018-11-17,180.0,-260.0,250.0,-333.0,260.0,-300.0,guido cannetti,marlon vera
409,0.5413399,0.45866013,0,0,1,2018-11-17,,,,,,,khalil rountree jr,johnny walker
410,0.3136965,0.6863035,1,1,1,2018-11-17,-195.0,155.0,-185.0,150.0,-175.0,160.0,ricardo lamas,darren elkins
411,0.32029688,0.6797031,1,0,0,2018-11-17,-210.0,160.0,175.0,-227.0,187.0,-210.0,neil magny,santiago ponzinibbio
412,0.47947115,0.52052885,1,1,1,2018-11-17,-165.0,125.0,150.0,-180.0,155.0,-170.0,cynthia calvillo,poliana botelho
413,0.7810536,0.21894638,0,0,1,2018-11-24,255.0,-365.0,140.0,-189.0,162.0,-160.0,sumudaerji,louis smolka
414,0.102332056,0.89766794,1,1,1,2018-11-24,-270.0,190.0,-600.0,400.0,-556.0,450.0,kevin holland,john phillips
415,0.68511635,0.31488365,0,1,0,2018-11-24,,,,,,,yan xiaonan,syuri kondo
416,0.4948212,0.5051788,1,1,1,2018-11-24,-285.0,205.0,-200.0,150.0,-170.0,170.0,pingyuan liu,martin day
417,0.36956382,0.6304362,1,1,1,2018-11-24,,,,,,,zhang weili,jessica aguilar
418,0.2864653,0.7135347,1,0,0,2018-11-24,175.0,-245.0,-125.0,-111.0,-111.0,105.0,hu yaozong,rashad coulter
419,0.6990017,0.30099827,0,0,1,2018-11-24,,,,,,,song kenan,alex morono
420,0.10517615,0.89482385,1,1,1,2018-11-24,-215.0,165.0,-220.0,162.0,-189.0,180.0,li jingliang,david zawada
