favorites_chosen,favorites_correct,favorites_wrong,favorites_units,dogs_chosen,dogs_correct,dogs_wrong,dogs_units,accuracy,total_units
266,196,70,16.64520312638525,116,73,43,46.857003410869446,0.7041884816753927,63.50220653725475
266,203,63,27.671983650969228,116,61,55,25.360259701104656,0.6910994764397905,53.03224335207391
266,200,66,22.323524781063398,116,76,40,54.38184529694709,0.7225130890052356,76.70537007801049
266,205,61,32.05162246445195,116,68,48,38.35455619637592,0.7146596858638743,70.40617866082783
266,204,62,30.525048622598796,116,73,43,51.424117038110666,0.725130890052356,81.94916566070945
266,200,66,24.57181761341219,116,69,47,39.31405497133068,0.7041884816753927,63.88587258474289
266,208,58,37.12275626225797,116,72,44,52.58233770620374,0.7329842931937173,89.7050939684617
266,200,66,22.181520991383298,116,74,42,47.8490887009084,0.7172774869109948,70.03060969229168
266,193,73,13.720394505433715,116,73,43,48.383459949627486,0.6963350785340314,62.10385445506123
266,199,67,21.856940317393725,116,71,45,46.08242203424175,0.7068062827225131,67.93936235163547
266,209,57,38.24600357703391,116,54,62,5.363199961659594,0.6884816753926701,43.609203538693485
266,205,61,30.769130128887323,116,67,49,37.23978539280426,0.7120418848167539,68.00891552169163
266,203,63,27.402111368533987,116,59,57,18.901595424405105,0.6858638743455497,46.30370679293911
266,193,73,14.032818017042779,116,70,46,44.53020826084405,0.6884816753926701,58.56302627788682
266,199,67,23.264092442073537,116,60,56,23.16765799577865,0.6780104712041884,46.431750437852195
266,193,73,17.14480499496822,116,66,50,35.9045127299535,0.6780104712041884,53.04931772492174
266,197,69,21.826189018260656,116,70,46,43.769108343101955,0.6989528795811518,65.59529736136264
266,196,70,17.563638100390982,116,58,58,16.413202874389025,0.6649214659685864,33.976840974780025
266,202,64,26.77892256288598,116,64,52,31.005155477835366,0.6963350785340314,57.78407804072136
266,198,68,20.403443465230673,116,68,48,39.260249086289036,0.6963350785340314,59.66369255151974
266,199,67,22.556879549725586,116,57,59,11.82533224161796,0.6701570680628273,34.38221179134356
266,194,72,16.610020178308766,116,65,51,28.00969183368545,0.6780104712041884,44.61971201199425
266,195,71,16.98238039514947,116,66,50,36.14083488712062,0.6832460732984293,53.12321528227012
266,204,62,30.416486329422398,116,62,54,20.57247413612876,0.6963350785340314,50.98896046555121
266,204,62,29.536183701603377,116,70,46,42.6107600569276,0.7172774869109948,72.14694375853092
266,201,65,25.91899605572066,116,70,46,43.80334771398349,0.7094240837696335,69.72234376970414
266,200,66,23.304800904959148,116,66,50,37.726148742316276,0.6963350785340314,61.03094964727545
266,211,55,40.90041013283886,116,66,50,31.746240369895,0.725130890052356,72.64665050273383
266,207,59,33.63660082622465,116,67,49,39.255179341219296,0.7172774869109948,72.89178016744391
266,208,58,36.58046303106745,116,65,51,35.44818942363019,0.7146596858638743,72.02865245469768
266,204,62,29.8689896465682,116,67,49,37.428119123432324,0.7094240837696335,67.29710877000052
266,202,64,24.17201866555954,116,75,41,56.43862136143104,0.725130890052356,80.61064002699055
266,193,73,11.68852045232855,116,61,55,20.250596082415786,0.6649214659685864,31.939116534744333
266,206,60,31.94740129738422,116,68,48,39.32929460762667,0.7172774869109948,71.2766959050109
266,197,69,20.280859118894657,116,62,54,27.77720516141018,0.6780104712041884,48.058064280304876
266,190,76,7.968379264443852,116,68,48,35.638692987152645,0.675392670157068,43.60707225159649
266,193,73,13.227263848353292,116,68,48,38.14197053345125,0.6832460732984293,51.36923438180457
266,204,62,31.64460966828718,116,58,58,17.66749282114745,0.6858638743455497,49.312102489434665
266,196,70,19.258420723388348,116,68,48,34.96606030898819,0.6910994764397905,54.224481032376545
266,202,64,27.320813013017045,116,59,57,18.447774244059964,0.6832460732984293,45.768587257077016
266,203,63,29.053262286410508,116,60,56,22.144933650880393,0.6884816753926701,51.198195937290876
266,195,71,17.262141199438894,116,72,44,46.62913303278768,0.6989528795811518,63.89127423222658
266,205,61,30.131164565313675,116,63,53,28.2062915522383,0.7015706806282722,58.33745611755197
266,208,58,34.896659147230466,116,67,49,36.93672741965529,0.7198952879581152,71.83338656688576
266,203,63,30.44151081256823,116,67,49,40.791522717808434,0.7068062827225131,71.23303353037666
266,192,74,12.80685281248189,116,62,54,28.343951094457076,0.6649214659685864,41.15080390693898
266,207,59,33.883523038331965,116,61,55,23.14697312509379,0.7015706806282722,57.03049616342575
266,192,74,11.336806464185933,116,74,42,51.75314863181968,0.6963350785340314,63.08995509600561
266,198,68,21.37689907508004,116,64,52,33.722099989714664,0.6858638743455497,55.098999064794754
266,197,69,20.088193526570365,116,64,52,35.93163226996433,0.6832460732984293,56.01982579653469
266,212,54,42.33936667152336,116,57,59,10.716351599618456,0.7041884816753927,53.055718271141814
266,200,66,24.195536761514763,116,69,47,40.139609387823256,0.7041884816753927,64.33514614933803
266,206,60,33.135586906984464,116,58,58,16.00745730111193,0.6910994764397905,49.14304420809645
266,204,62,29.63483556214148,116,70,46,42.148177766978606,0.7172774869109948,71.78301332912011
266,211,55,41.23526479759455,116,69,47,36.98057832239803,0.7329842931937173,78.2158431199926
266,200,66,24.258040265657453,116,76,40,59.77020647202619,0.7225130890052356,84.02824673768359
266,198,68,21.51586472778065,116,59,57,22.48087821631898,0.6727748691099477,43.99674294409968
266,191,75,12.718647726946486,116,72,44,51.763911974756944,0.6884816753926701,64.48255970170345
266,211,55,41.06758785832188,116,73,43,53.856399947374705,0.743455497382199,94.92398780569653
266,198,68,20.875487155255726,116,60,56,17.67477745659716,0.675392670157068,38.55026461185291
266,217,49,51.63170271146448,116,65,51,28.60506352101025,0.7382198952879581,80.23676623247476
266,206,60,33.53663070184764,116,76,40,58.15450664850029,0.7382198952879581,91.6911373503479
266,199,67,22.354299223875326,116,60,56,22.094864394864402,0.6780104712041884,44.44916361873973
266,203,63,30.219557604247505,116,61,55,22.32157293751968,0.6910994764397905,52.541130541767174
266,198,68,21.186329580418587,116,68,48,40.63757580144185,0.6963350785340314,61.823905381860484
266,196,70,15.61996796644872,116,67,49,34.936540263815964,0.6884816753926701,50.55650823026471
266,205,61,30.206191331169723,116,75,41,53.69582522947987,0.7329842931937173,83.90201656064951
266,197,69,19.67746592073128,116,74,42,51.73458172640144,0.7094240837696335,71.41204764713272
266,202,64,26.295447588946665,116,62,54,23.78747267167769,0.6910994764397905,50.08292026062439
266,201,65,25.24176319517499,116,70,46,47.87365876211841,0.7094240837696335,73.11542195729336
266,202,64,28.467795692908307,116,65,51,26.52008131854317,0.6989528795811518,54.98787701145148
266,195,71,14.76700501955143,116,70,46,42.62993886840072,0.693717277486911,57.39694388795218
266,207,59,34.6104530746898,116,66,50,32.657447472549265,0.7146596858638743,67.26790054723904
266,211,55,41.45248840123111,116,75,41,58.49913657032272,0.7486910994764397,99.95162497155374
266,193,73,11.416351431532014,116,67,49,35.930762374029236,0.680628272251309,47.34711380556128
266,204,62,29.866132890074585,116,62,54,28.735132505766057,0.6963350785340314,58.60126539584065
266,211,55,41.705696465918585,116,71,45,46.10689799293796,0.7382198952879581,87.81259445885651
266,202,64,25.14698323133732,116,78,38,59.96018750166823,0.7329842931937173,85.10717073300547
266,197,69,19.743054008058504,116,71,45,46.94631896443963,0.7015706806282722,66.68937297249812
266,206,60,33.32425784392907,116,70,46,47.195465287285,0.7225130890052356,80.51972313121402
266,199,67,23.704101256660053,116,66,50,34.89413628498345,0.693717277486911,58.598237541643535
266,205,61,30.895500107691568,116,67,49,33.26244860610324,0.7120418848167539,64.15794871379482
266,191,75,11.26363190487257,116,71,45,44.714537265173036,0.6858638743455497,55.97816917004559
266,195,71,15.77357725116079,116,68,48,38.230723696552246,0.6884816753926701,54.004300947713084
266,199,67,21.27656968827354,116,63,53,26.05383200531273,0.6858638743455497,47.330401693586246
266,188,78,6.211840270880062,116,67,49,32.64352287164351,0.6675392670157068,38.85536314252361
266,211,55,41.18880840360719,116,62,54,22.330768566808523,0.7146596858638743,63.51957697041574
266,200,66,23.13965383619139,116,68,48,36.914123295943,0.7015706806282722,60.05377713213442
266,201,65,25.45593140122737,116,60,56,24.307299935759573,0.6832460732984293,49.76323133698695
266,198,68,20.794350827068286,116,61,55,22.944018704313265,0.6780104712041884,43.7383695313816
266,209,57,37.10151348581213,116,65,51,31.7375933850805,0.7172774869109948,68.83910687089264
266,206,60,31.008527293911182,116,70,46,42.498471051150936,0.7225130890052356,73.50699834506212
266,206,60,32.18122298578681,116,64,52,30.57463815995136,0.7068062827225131,62.75586114573816
266,193,73,15.68903319295729,116,61,55,23.892049012684772,0.6649214659685864,39.58108220564207
266,202,64,27.830872883833003,116,72,44,49.50824591126701,0.7172774869109948,77.33911879509998
266,190,76,7.612516797942721,116,70,46,43.763755116564795,0.680628272251309,51.376271914507534
266,201,65,23.754670732837166,116,69,47,40.781817884745756,0.7068062827225131,64.53648861758295
266,195,71,15.554512386979777,116,61,55,21.21797067826524,0.6701570680628273,36.772483065245055
266,205,61,28.95835049716576,116,68,48,39.49473604872966,0.7146596858638743,68.45308654589549
266,199,67,23.304666871653524,116,66,50,34.30683083951074,0.693717277486911,57.611497711164255
266,215,51,46.50738962617876,116,66,50,31.62410486014482,0.7356020942408377,78.13149448632353
266,190,76,9.517643668682812,116,72,44,49.015858651805395,0.6858638743455497,58.533502320488225
266,209,57,35.26061207695161,116,70,46,43.08778710071498,0.7303664921465969,78.34839917766658
266,204,62,31.50058689738524,116,65,51,32.203258166912796,0.7041884816753927,63.70384506429805
266,200,66,26.564801772184843,116,75,41,56.382653316646945,0.7198952879581152,82.94745508883176
266,200,66,24.457473996028916,116,61,55,24.07158565004529,0.6832460732984293,48.52905964607422
