favorites_chosen,favorites_correct,favorites_wrong,favorites_units,dogs_chosen,dogs_correct,dogs_wrong,dogs_units,accuracy,total_units
502,389,113,75.69460898737202,88,46,42,27.893076923076926,0.7372881355932204,103.58768591044895
502,369,133,47.24002875022515,88,54,34,46.40521665275519,0.7169491525423729,93.64524540298046
502,384,118,62.98430947561494,88,44,44,24.172804404808975,0.7254237288135593,87.15711388042402
502,355,147,17.657210125681722,88,50,38,33.92126594327051,0.6864406779661016,51.578476068952156
502,381,121,65.89229204071378,88,43,45,18.322804404808977,0.7186440677966102,84.21509644552275
502,369,133,40.42480831443739,88,52,36,35.631930618401206,0.7135593220338983,76.05673893283874
502,356,146,25.424696776573533,88,55,33,49.84434286634744,0.6966101694915254,75.26903964292097
502,368,134,38.3067546842534,88,56,32,46.44367819121674,0.7186440677966102,84.75043287547025
502,393,109,81.32717218805418,88,54,34,41.47346907993968,0.7576271186440678,122.8006412679939
502,374,128,50.05715247568313,88,57,31,53.043678191216735,0.7305084745762712,103.10083066689992
502,369,133,39.914226573187726,88,49,39,34.281265943270526,0.7084745762711865,74.19549251645833
502,371,131,50.68310461517226,88,48,40,34.24328603435399,0.7101694915254237,84.9263906495263
502,383,119,64.22367654224297,88,46,42,28.96346907993968,0.7271186440677966,93.18714562218271
502,384,118,65.02325535592927,88,57,31,55.782139729678285,0.747457627118644,120.80539508560767
502,381,121,60.11666857257657,88,52,36,37.7652166527552,0.7338983050847457,97.88188522533179
502,389,113,73.95478157894564,88,50,38,37.432412247946225,0.7440677966101695,111.38719382689199
502,364,138,36.360733936300306,88,51,37,33.24241224794622,0.7033898305084746,69.60314618424657
502,386,116,70.28148694968976,88,55,33,47.29328603435399,0.747457627118644,117.57477298404385
502,372,130,48.30912678908367,88,48,40,29.253678191216746,0.711864406779661,77.56280498030056
502,376,126,51.402349009275156,88,50,38,30.872139729678285,0.7220338983050848,82.27448873895347
502,367,135,38.95942385185346,88,62,26,67.32367819121671,0.7271186440677966,106.28310204307023
502,373,129,49.40563348193812,88,53,35,42.05367819121673,0.7220338983050848,91.4593116731549
502,377,125,51.557616751236175,88,51,37,36.96126594327052,0.7254237288135593,88.51888269450673
502,378,124,60.08426371576615,88,52,36,42.53434286634743,0.7288135593220338,102.61860658211367
502,370,132,44.94116387439292,88,53,35,44.58174757281553,0.7169491525423729,89.52291144720849
502,378,124,55.21023368120721,88,43,45,20.072139729678284,0.7135593220338983,75.28237341088554
502,357,145,22.7256418430298,88,41,47,9.69153846153846,0.6745762711864407,32.41718030456822
502,369,133,38.078901954421134,88,49,39,27.613469079939662,0.7084745762711865,65.69237103436083
502,362,140,31.03873721892839,88,46,42,28.133286034353997,0.6915254237288135,59.172023253282354
502,378,124,55.62377801130904,88,53,35,46.02153846153847,0.7305084745762712,101.64531647284755
502,380,122,59.88602147199488,88,48,40,35.651538461538465,0.7254237288135593,95.53755993353344
502,374,128,46.53211073831101,88,51,37,37.87280440480898,0.7203389830508474,84.40491514312006
502,382,120,61.12068962009565,88,54,34,49.603678191216744,0.7389830508474576,110.72436781131248
502,374,128,52.559610834290815,88,50,38,36.683286034354,0.7186440677966102,89.24289686864485
502,372,130,44.00639214675234,88,52,36,40.0052166527552,0.7186440677966102,84.01160879950758
502,391,111,75.93877444150988,88,49,39,37.352804404808985,0.7457627118644068,113.29157884631897
502,372,130,47.488273207874556,88,53,35,44.5852166527552,0.7203389830508474,92.07348986062986
502,371,131,44.329546666466285,88,43,45,20.26241224794623,0.7016949152542373,64.59195891441257
502,391,111,78.11790730966312,88,46,42,26.63174757281554,0.7406779661016949,104.74965488247868
502,360,142,29.354782484897658,88,56,32,45.86367819121674,0.7050847457627119,75.21846067611443
502,379,123,58.51633602286871,88,53,35,42.37307692307693,0.7322033898305085,100.88941294594571
502,361,141,28.528267962383467,88,49,39,31.633678191216738,0.6949152542372882,60.161946153600155
502,402,100,93.67535631569483,88,48,40,28.692412247946233,0.7627118644067796,122.36776856364112
502,376,126,54.14336375805088,88,41,47,11.163469079939668,0.7067796610169491,65.30683283799053
502,385,117,70.68863132396037,88,51,37,36.72280440480897,0.7389830508474576,107.4114357287694
502,379,123,58.78449318010827,88,56,32,50.83241224794624,0.7372881355932204,109.61690542805461
502,381,121,63.72271310102879,88,41,47,19.042804404808976,0.7152542372881356,82.76551750583775
502,386,116,72.69517576926926,88,53,35,35.62213972967829,0.7440677966101695,108.31731549894754
502,367,135,43.4225366233658,88,49,39,37.22346907993966,0.7050847457627119,80.64600570330552
502,381,121,61.97168096610016,88,55,33,45.523678191216746,0.7389830508474576,107.49535915731698
502,374,128,50.572435254898245,88,53,35,45.49434286634744,0.7237288135593221,96.06677812124566
502,365,137,41.22254324570831,88,47,41,25.56126594327051,0.6983050847457627,66.78380918897884
502,382,120,61.58576278149155,88,43,45,14.77280440480897,0.7203389830508474,76.3585671863005
502,363,139,33.79814789648538,88,48,40,31.953950709484694,0.6966101694915254,65.75209860597006
502,369,133,40.413265741249106,88,59,29,60.73280440480897,0.7254237288135593,101.14607014605815
502,378,124,56.49768261782205,88,45,43,25.051265943270515,0.7169491525423729,81.54894856109263
502,365,137,40.75097106989986,88,49,39,32.761747572815544,0.7016949152542373,73.5127186427154
502,364,138,35.23582394430077,88,51,37,33.78521665275521,0.7033898305084746,69.02104059705599
502,384,118,67.2728581501067,88,61,27,59.062804404808965,0.7542372881355932,126.3356625549158
502,373,129,47.855374123718306,88,54,34,44.50039215686275,0.7237288135593221,92.35576628058107
502,369,133,43.635665690322625,88,49,39,33.76039215686275,0.7084745762711865,77.3960578471854
502,377,125,55.97560321552541,88,56,32,44.55434286634743,0.7338983050847457,100.52994608187288
502,379,123,62.69846227482452,88,48,40,27.373469079939664,0.7237288135593221,90.0719313547643
502,376,126,52.11031071085591,88,55,33,43.72367819121674,0.7305084745762712,95.8339889020727
502,372,130,46.27007699498546,88,47,41,35.98328603435398,0.7101694915254237,82.25336302933951
502,381,121,61.83082774859516,88,46,42,16.841930618401207,0.7237288135593221,78.67275836699638
502,382,120,65.54638978290215,88,49,39,33.453950709484694,0.7305084745762712,99.00034049238687
502,378,124,55.69438068944797,88,57,31,55.03395070948468,0.7372881355932204,110.7283313989328
502,372,130,48.086819855674925,88,42,46,13.235216652755199,0.7016949152542373,61.322036508430095
502,390,112,77.47751532732582,88,53,35,38.94367819121674,0.7508474576271187,116.42119351854257
502,375,127,53.70674928524739,88,51,37,32.55153846153846,0.7220338983050848,86.25828774678587
502,375,127,54.879012016631094,88,56,32,50.933286034354,0.7305084745762712,105.81229805098509
502,395,107,82.09484070463027,88,50,38,35.791747572815545,0.7542372881355932,117.88658827744584
502,353,149,17.505956430210627,88,48,40,29.873678191216747,0.6796610169491526,47.37963462142731
502,384,118,68.74257792288792,88,55,33,48.273286034353994,0.7440677966101695,117.0158639572419
502,377,125,55.58975430080495,88,48,40,35.64153846153845,0.7203389830508474,91.23129276234341
502,377,125,53.25843203932222,88,50,38,39.404824495892456,0.7237288135593221,92.66325653521483
502,374,128,48.17605329853631,88,56,32,41.424342866347445,0.7288135593220338,89.6003961648838
502,364,138,35.31315456669,88,52,36,40.29280440480897,0.7050847457627119,75.60595897149904
502,398,104,89.8288417046882,88,54,34,44.81241224794622,0.7661016949152543,134.64125395263443
502,375,127,50.819924562738265,88,54,34,40.43434286634744,0.7271186440677966,91.25426742908576
502,381,121,61.443494290640004,88,54,34,44.012139729678275,0.7372881355932204,105.45563402031831
502,386,116,67.90160431679146,88,52,36,40.97482449589247,0.7423728813559322,108.87642881268395
502,375,127,54.0448574405551,88,52,36,41.871747572815536,0.7237288135593221,95.91660501337063
502,371,131,43.99783638291285,88,40,48,13.310873786407772,0.6966101694915254,57.30871016932059
502,375,127,51.86434312384551,88,46,42,22.25367819121674,0.7135593220338983,74.11802131506235
502,383,119,62.59214935794178,88,53,35,41.413950709484695,0.7389830508474576,104.00610006742653
502,380,122,61.400181747790626,88,54,34,46.72153846153846,0.735593220338983,108.12172020932917
502,378,124,60.413520792737394,88,50,38,39.77280440480898,0.7254237288135593,100.18632519754642
502,374,128,49.12383727947914,88,46,42,27.452804404808983,0.711864406779661,76.5766416842882
502,374,128,50.40689356533152,88,55,33,49.37367819121674,0.7271186440677966,99.78057175654835
502,370,132,42.768284865003004,88,45,43,22.15434286634743,0.7033898305084746,64.92262773135045
502,387,115,70.09148634246867,88,58,30,53.214824495892465,0.7542372881355932,123.30631083836114
502,386,116,68.1672935589471,88,60,28,56.22434286634744,0.7559322033898305,124.39163642529455
502,384,118,68.12289161584943,88,47,41,30.493678191216745,0.7305084745762712,98.61656980706617
502,383,119,64.6040619136946,88,45,43,24.573678191216736,0.7254237288135593,89.17774010491142
502,378,124,56.26607554572665,88,49,39,39.282804404808985,0.7237288135593221,95.54887995053566
502,361,141,33.16258533758805,88,59,29,62.46367819121674,0.711864406779661,95.62626352880484
502,392,110,76.04837106151776,88,52,36,36.96280440480898,0.752542372881356,113.01117546632673
502,371,131,44.01029907571169,88,59,29,56.42521665275519,0.7288135593220338,100.435515728467
502,383,119,66.76607263400108,88,47,41,29.48280440480898,0.7288135593220338,96.24887703881014
502,376,126,50.557320017087925,88,58,30,53.953678191216746,0.735593220338983,104.51099820830473
502,367,135,36.114343977783385,88,48,40,26.87367819121674,0.7033898305084746,62.98802216900014
502,365,137,38.09323358669764,88,51,37,37.25482449589245,0.7050847457627119,75.34805808259014
502,379,123,56.61289656412638,88,39,49,9.662412247946232,0.7084745762711865,66.2753088120726
502,393,109,77.88012997765995,88,45,43,26.111265943270517,0.7423728813559322,103.99139592093043
502,365,137,33.36248442474237,88,49,39,32.251930618401204,0.7016949152542373,65.6144150431436
502,376,126,55.06346103324009,88,64,24,67.10367819121673,0.7457627118644068,122.16713922445692
502,391,111,76.2489545822309,88,52,36,38.10346907993967,0.7508474576271187,114.3524236621706
502,389,113,73.02800496552352,88,43,45,20.352412247946223,0.7322033898305085,93.38041721346976
502,378,124,56.44127541202424,88,55,33,50.70280440480898,0.7338983050847457,107.14407981683328
502,384,118,65.01301277351722,88,49,39,30.733286034354006,0.7338983050847457,95.74629880787127
502,384,118,66.40857339431132,88,55,33,45.94482449589246,0.7440677966101695,112.35339789020388
502,389,113,74.21962126104968,88,44,44,13.120873786407767,0.7338983050847457,87.34049504745748
502,382,120,64.32764465295546,88,63,25,66.1552166527552,0.7542372881355932,130.48286130571063
502,384,118,66.69713515147369,88,47,41,32.27241224794622,0.7305084745762712,98.96954739941997
502,362,140,30.4905211720027,88,45,43,23.231265943270508,0.6898305084745763,53.72178711527318
502,385,117,66.1926713521781,88,54,34,47.30241224794623,0.7440677966101695,113.49508360012436
502,397,105,88.30019547404854,88,51,37,41.013950709484696,0.7593220338983051,129.3141461835332
502,378,124,57.00983821821834,88,54,34,42.22521665275521,0.7322033898305085,99.23505487097356
502,386,116,69.46591533063663,88,50,38,38.24395070948469,0.7389830508474576,107.70986604012138
502,372,130,46.952467334159174,88,47,41,28.78087378640778,0.7101694915254237,75.73334112056698
502,374,128,53.04709767276845,88,47,41,25.532139729678285,0.7135593220338983,78.57923740244678
502,365,137,37.157900653105905,88,52,36,35.63346907993968,0.7067796610169491,72.79136973304563
502,371,131,47.52781358596288,88,53,35,43.12367819121674,0.7186440677966102,90.65149177717971
502,376,126,51.40350331619406,88,48,40,28.914824495892468,0.7186440677966102,80.31832781208658
502,372,130,49.149506327448215,88,55,33,49.54367819121675,0.7237288135593221,98.69318451866499
502,380,122,60.070067833691795,88,59,29,53.555216652755185,0.7440677966101695,113.62528448644697
502,366,136,39.56524509801978,88,43,45,13.83126594327051,0.6932203389830508,53.396511041290296
502,362,140,30.872697771701986,88,49,39,28.703950709484683,0.6966101694915254,59.576648481186695
502,375,127,50.88994648473169,88,50,38,37.331265943270516,0.7203389830508474,88.2212124280022
502,389,113,71.47623537938793,88,54,34,46.25126594327051,0.7508474576271187,117.72750132265857
502,376,126,55.64175580173077,88,51,37,37.57367819121674,0.7237288135593221,93.21543399294761
502,380,122,59.62416520670365,88,49,39,36.83241224794623,0.7271186440677966,96.45657745464995
502,375,127,55.80828614003858,88,53,35,41.29213972967828,0.7254237288135593,97.10042586971699
502,386,116,68.52493954037222,88,52,36,41.32395070948469,0.7423728813559322,109.84889024985702
502,387,115,70.5612781770568,88,53,35,44.044342866347435,0.7457627118644068,114.60562104340427
502,376,126,51.65969861970615,88,48,40,27.322804404808984,0.7186440677966102,78.9825030245152
502,376,126,53.075614580075666,88,53,35,40.30280440480899,0.7271186440677966,93.37841898488472
502,376,126,54.154570832503,88,46,42,23.913950709484695,0.7152542372881356,78.06852154198774
502,375,127,52.50612426594649,88,48,40,32.60280440480897,0.7169491525423729,85.10892867075549
502,369,133,41.010983731884345,88,44,44,19.363286034353997,0.7,60.374269766238314
502,387,115,68.89766289929747,88,55,33,43.06367819121673,0.7491525423728813,111.96134109051437
502,396,106,85.6627614186096,88,42,46,16.21328603435399,0.7423728813559322,101.87604745296366
502,368,134,42.792126483296045,88,38,50,5.035216652755203,0.688135593220339,47.82734313605123
502,363,139,35.96825906665056,88,60,28,59.07193061840121,0.7169491525423729,95.04018968505184
502,369,133,41.62269812947107,88,53,35,45.86367819121674,0.7152542372881356,87.48637632068777
502,360,142,32.587833074843466,88,54,34,42.35434286634744,0.7016949152542373,74.9421759411909
502,368,134,36.57146319545535,88,56,32,53.393286034354,0.7186440677966102,89.96474922980946
502,383,119,65.9223701596842,88,56,32,51.48367819121674,0.7440677966101695,117.40604835090102
502,376,126,52.78103713805548,88,52,36,40.99328603435399,0.7254237288135593,93.7743231724095
502,377,125,54.42858998476666,88,49,39,33.63367819121675,0.7220338983050848,88.06226817598348
502,367,135,41.641214297558996,88,51,37,28.171747572815534,0.7084745762711865,69.81296187037454
502,377,125,55.71253958962282,88,54,34,41.574824495892464,0.7305084745762712,97.28736408551538
502,376,126,55.01895703562723,88,56,32,47.502804404808984,0.7322033898305085,102.52176144043631
502,356,146,24.357743763694106,88,46,42,28.182804404808977,0.6813559322033899,52.540548168503065
502,383,119,62.99848420609253,88,52,36,29.82367819121675,0.7372881355932204,92.82216239730934
502,371,131,45.61908852636182,88,53,35,44.12482449589247,0.7186440677966102,89.74391302225436
502,381,121,62.14341260732188,88,46,42,21.6552166527552,0.7237288135593221,83.79862926007712
502,376,126,53.16578356360054,88,45,43,19.882804404808972,0.7135593220338983,73.04858796840952
502,379,123,59.16342287408427,88,45,43,23.81328603435399,0.7186440677966102,82.9767089084383
502,387,115,76.68592773928472,88,45,43,28.292412247946235,0.7322033898305085,104.97833998723094
502,391,111,77.91598524535982,88,55,33,53.58434286634742,0.7559322033898305,131.50032811170738
502,366,136,36.34684315434786,88,44,44,23.222804404808972,0.6949152542372882,59.569647559156834
502,374,128,50.00902042656034,88,54,34,44.23213972967829,0.7254237288135593,94.24116015623873
502,388,114,72.50413669264162,88,51,37,34.73126594327052,0.7440677966101695,107.23540263591211
502,371,131,39.98399894391536,88,53,35,34.14280440480898,0.7186440677966102,74.12680334872432
502,380,122,59.22391529962153,88,49,39,35.282412247946226,0.7271186440677966,94.5063275475678
502,372,130,47.49349479909114,88,49,39,33.822412247946225,0.7135593220338983,81.31590704703741
502,374,128,53.54160467929752,88,52,36,40.72367819121674,0.7220338983050848,94.26528287051433
502,382,120,61.61560089870759,88,53,35,43.71126594327052,0.7372881355932204,105.32686684197819
502,373,129,47.87592680360567,88,56,32,46.17521665275522,0.7271186440677966,94.05114345636093
502,374,128,48.884160282041584,88,60,28,57.703678191216746,0.735593220338983,106.58783847325839
502,379,123,58.11293787162978,88,49,39,33.60346907993967,0.7254237288135593,91.7164069515696
502,389,113,73.984440158905,88,48,40,31.543286034353994,0.7406779661016949,105.52772619325904
502,370,132,42.40703556831801,88,43,45,19.232412247946225,0.7,61.63944781626422
502,367,135,36.500673882812436,88,53,35,41.88280440480898,0.711864406779661,78.38347828762147
502,385,117,63.970186346153596,88,49,39,33.94367819121674,0.735593220338983,97.91386453737043
502,373,129,48.39833796419366,88,51,37,40.803286034354,0.7186440677966102,89.20162399854777
502,389,113,74.20284685514928,88,65,23,70.92367819121674,0.7694915254237288,145.12652504636597
502,381,121,59.55371896233448,88,50,38,31.74280440480898,0.7305084745762712,91.2965233671435
502,388,114,73.86553512470063,88,39,49,2.7412659432705144,0.7237288135593221,76.60680106797115
502,363,139,33.39929424745077,88,57,31,48.28434286634743,0.711864406779661,81.68363711379828
502,393,109,77.4400545209938,88,51,37,36.061747572815534,0.752542372881356,113.50180209380935
502,384,118,67.80764243971028,88,57,31,50.4419306184012,0.747457627118644,118.24957305811152
502,378,124,56.87448902158212,88,46,42,27.98174757281553,0.7186440677966102,84.85623659439773
502,386,116,70.2160105208713,88,55,33,49.753286034354005,0.747457627118644,119.96929655522531
502,378,124,56.057759203727834,88,51,37,37.492804404808986,0.7271186440677966,93.55056360853689
502,381,121,60.00884552292444,88,48,40,30.863678191216746,0.7271186440677966,90.87252371414121
502,369,133,40.340735255840016,88,42,46,8.43153846153847,0.6966101694915254,48.77227371737848
502,391,111,78.139032805035,88,58,30,55.32328603435399,0.7610169491525424,133.462318839389
502,358,144,26.812743101161946,88,55,33,48.003678191216736,0.7,74.8164212923787
502,378,124,57.45117990524486,88,48,40,31.351265943270523,0.7220338983050848,88.80244584851543
502,386,116,67.24931337513993,88,53,35,40.104824495892466,0.7440677966101695,107.35413787103245
502,381,121,58.28856378828425,88,44,44,22.84241224794622,0.7203389830508474,81.13097603623055
