event_number,date,target_pct_opening_ev,p025_bankroll,median_bankroll,p95_bankroll,p975_bankroll,mean_bankroll,fraction_below_floor
60,2025-10-04,50,16246.666585770094,25199.154822755587,36201.86870356239,38876.07629883145,25720.713517337546,0.0
61,2025-10-11,50,16509.24871610878,25762.465909048744,37114.11637328859,39728.63095015657,26297.27588694237,0.0
62,2025-10-18,50,15381.03133969144,23953.246051594593,34382.85999298797,36943.649871056856,24494.582557138343,0.0
63,2025-10-25,50,13834.728655409455,21755.320826192517,31542.531140120864,33729.36819176809,22272.709030114234,0.0
64,2025-11-01,50,16132.25969257491,25311.61104665322,36668.008768488144,39398.27141081805,25926.33220354175,0.0
65,2025-11-08,50,16278.71150729537,25702.709244432917,37346.1558410065,39975.299812403464,26346.7131040123,0.0
66,2025-11-15,50,19203.119181924954,30390.58378502329,43758.99061360672,47587.47455096808,31128.12556613989,0.0
67,2025-11-22,50,20984.0680128134,33418.47615946816,48336.45000216811,52013.80647907129,34229.76452887097,0.0
68,2025-12-06,50,17920.788765543155,29195.233832564787,43208.44459295715,46491.11081352429,30029.004670706832,0.0
69,2025-12-13,50,18328.365450350302,29633.95259532309,43821.360683366045,47504.26925587451,30561.660860370994,0.0
70,2026-01-24,50,18182.940409889885,29319.557671037586,43488.03074578681,47138.47908586579,30197.085273798777,0.0
71,2026-01-31,50,20573.590933499283,33372.33639967049,49682.46130276253,53702.68024711297,34407.172666944,0.0
72,2026-02-07,50,17935.193394029273,29103.85616343969,43257.53101696156,46728.694035918044,29974.364952195854,0.0
73,2026-02-21,50,18587.22370491316,30662.256839762922,45821.884926652885,49196.841180183204,31617.130937385427,0.0
0,start,60,500.0,500.0,500.0,500.0,500.0,0.0
1,2024-05-11,60,507.22287655881985,515.0065917374769,517.7228527731033,518.2640374831823,514.4265948067062,0.0
2,2024-05-18,60,454.27084708345103,478.5785465473018,495.32328634759807,499.9007204209675,478.70366835397425,0.0
3,2024-06-01,60,565.9841393112578,595.8984696920716,617.8483202290222,623.9324391799752,595.9865258695935,0.0
4,2024-06-08,60,643.3914702089903,678.5363462597095,707.8774754959063,714.7737364442346,678.78872815927,0.0
5,2024-06-15,60,846.3743374956741,894.1764105018237,934.47969194691,943.3358546751011,894.6780809462001,0.0
6,2024-06-22,60,901.9060053234379,953.1746264943354,996.0577074944001,1005.826947589469,953.6069360621706,0.0
7,2024-06-29,60,1092.0503663168383,1156.8703571055453,1212.1233654176929,1224.5192255264346,1157.698260310493,0.0
8,2024-07-13,60,1129.508051242105,1215.7109352293382,1424.4247663220399,1449.2885666650973,1242.36631043086,0.0
9,2024-07-20,60,1208.9443423026323,1305.6947199736992,1531.5258239606019,1557.6756985904267,1334.4438173782528,0.0
10,2024-07-27,60,1308.598054035794,1429.337611468788,1673.1965922958098,1706.0469012126205,1457.5347374771382,0.0
11,2024-08-03,60,1155.3461102917074,1303.0922465596218,1524.1077170213525,1557.6902371781678,1319.474215387479,0.0
12,2024-08-10,60,1318.5456128530623,1493.5138279226962,1751.2889049861537,1792.2839584552742,1514.4940097145259,0.0
13,2024-08-17,60,1449.4742402856502,1640.5748185634939,1928.7268254002554,1973.9629938600565,1664.8232063460432,0.0
