date,n_fights,unique_scenarios,opening_expected_return_pct,uniform_min_pct_opening_ev,uniform_max_pct_opening_ev,sample_min_pct_opening_ev,sample_max_pct_opening_ev,exact_grid_global_min_pct_opening_ev,exact_grid_global_max_pct_opening_ev,sample_min_expected_return_pct,sample_max_expected_return_pct,maximum_stake_fraction
2024-05-11,4,5000,6.878169276376245,10.276294261885438,24.60664552539249,10.276294261885438,24.60664552539249,10.276294261885438,24.60664552539249,0.7068209146710193,1.6924867324743564,0.28394153185991255
2024-05-18,9,5000,17.207333407668653,38.0579587946521,57.31925816963168,36.38342061439864,64.02356307342089,32.48911698663494,64.48929348907993,6.26061649023402,11.016747957512562,1.0178768450676179
2024-06-01,10,5000,13.987768137564723,36.865203407007385,67.87808090338483,36.42722409839519,68.42364953935643,35.86875301032311,68.87453130006911,5.095355645834621,9.570941448825051,1.220814131871102
2024-06-08,13,5000,12.809432782637789,37.27144198002485,51.673943185604976,37.27144198002486,52.80011778738284,37.27144198002486,52.80393779407637,4.774260307551128,6.763395597128383,0.8785171306158183
2024-06-15,7,5000,10.868127239428038,7.947524644214301,32.62326003132578,7.947524644214301,32.62326003132578,7.947524644214301,32.62326003132578,0.8637470907181106,3.5455374098539565,0.5218619778357885
2024-06-22,7,5000,2.719802592064032,1.1116599739996342,23.98462794006645,1.1116599739996342,23.984627940066442,1.1116599739996342,23.984627940066442,0.0302349567877804,0.6523345324108412,0.4706332847693603
2024-06-29,11,5000,9.538854876675844,35.914204567182416,60.80581954342487,35.425166292773206,63.708284148674,35.328192894401326,63.75437695852463,3.3791552024887244,6.077040769362293,0.47753540432572483
2024-07-13,10,5000,7.240490218918383,21.950704786919424,26.473880266391635,20.218793879710454,28.819341862219336,20.09398064528849,28.819341862219336,1.4639397932437042,2.086661628690642,0.2915879784985773
2024-07-20,7,5000,11.715486695424085,37.232286469970006,52.883693516451096,36.13785731629279,58.101626841639714,34.08399083916704,58.70201489900706,4.23372586590162,6.806888362457249,0.7297154277692777
2024-07-27,10,5000,10.176383359984236,16.926575572219434,55.16439477461185,16.926575572219434,57.72034088649984,16.926575572219434,57.740024562946495,1.722513219946495,5.873843165299947,0.7564546914096841
2024-08-03,11,5000,16.88007313197197,22.86197380509139,48.5476541890712,22.306083161421586,49.119210492261274,21.932627579258472,49.47700041490412,3.765283150526449,8.291358652940952,0.9211893463699107
2024-08-10,5,5000,5.643956729404828,13.426882519647478,60.79702574672828,13.426882519647478,60.82142204333594,13.426882519647478,60.82500028162756,0.7578074395169243,3.43273474233457,0.5695428863342092
2024-08-17,10,5000,15.764942887486034,40.323778908962886,67.96543723594434,40.323778908962886,67.96673158480017,40.323778908962886,67.96673158480017,6.357020715074138,10.71491641683468,0.6329398958126814
2024-08-24,5,5000,8.964196718032724,0.0,34.843007773033904,0.0,34.84300777303391,0.0,34.84300777303391,0.0,3.1233957592541928,0.43756613582523096
2024-09-07,7,5000,8.652524955821978,40.32093169589921,51.25030800611945,29.02102058513069,62.394856980885,28.187778681180678,63.07995884820334,2.511051048562666,5.398730571420506,0.6384653741927606
2024-09-14,10,5000,11.100235967520028,22.572249638009694,34.30156059595304,20.429953179126706,41.776826312020624,19.327082821491953,42.261183420440666,2.267773010936924,4.637326300375284,0.7709562967769514
2024-09-28,10,5000,4.226662715507571,16.169985898152923,27.176946639149968,16.169985898152923,27.176946639149968,16.169985898152923,27.176946639149968,0.6834507650600616,1.1486778708103396,0.138513148645589
2024-10-05,12,5000,22.09113236516545,56.94573705807094,64.4128140544817,52.88161650309437,68.77012907799123,48.285612972823905,70.09687354995454,11.682147898537753,15.192100242314176,1.4196302524738638
2024-10-12,8,5000,17.39130326041447,41.612358222966186,65.46937977672754,41.612358222966186,65.6043000144234,41.612358222966186,65.6116013923653,7.236931412366069,11.409442767380508,1.1754079034490843
2024-10-19,9,5000,11.387200205443376,42.86277925358911,71.00978713519359,42.86277925358911,71.28008723737415,42.86277925358911,71.28308466062688,4.88087048722344,8.116806240334487,0.6157873448592205
2024-10-26,9,5000,29.335269620467155,14.441487799309764,49.616155974919195,14.44148779930976,49.74366931980031,14.44148779930976,49.923859116254654,4.236449383134387,14.592439514077022,1.428755641182256
2024-11-02,10,5000,9.966203234239368,9.252594938014381,56.63502291525147,9.25259493801438,57.146478742190475,9.25259493801438,57.15367228248454,0.9221324159634571,5.695334212658099,0.6623311557421808
2024-11-09,6,5000,7.648521914841847,2.426686328358328,8.758062473775954,2.426686328358328,8.758062473775954,2.426686328358328,8.758062473775954,0.1856056356289577,0.6698623276222939,0.2517382119145995
2024-11-16,11,5000,10.904211920644958,16.19617231695829,73.49518842028951,16.196172316958286,75.82028805068691,12.500346390902271,78.91232862250016,1.7660649524739642,8.267604887890347,0.9622646121996572
2024-11-23,3,5000,0.0,,,,,,,0.0,0.0,0.0
2024-12-07,13,5000,13.869695656960058,47.68433227644841,62.13676496934835,44.87283095290871,65.11292226536857,44.19115173361091,66.31776708184304,6.2237250858306075,9.030964151559601,1.0611924597674673
2024-12-14,10,5000,13.669939444685983,27.856000891260045,55.65654130629165,27.856000891260045,55.76354175336653,27.856000891260045,55.76403273630938,3.807898453546436,7.622842389897389,0.8412479663746807
2025-01-11,9,5000,1.7471525024802774,0.7574451069512512,8.007800581041,0.6265957712399854,12.399978247225686,0.6265957712399854,12.41595211024106,0.010947583697655,0.2166465302534136,0.3380203280995819
2025-01-18,10,5000,10.15243363311144,35.16943657271905,67.00074714520464,35.16943657271905,67.00074714520464,35.16943657271905,67.00074714520464,3.570553707184524,6.802206387605709,0.9910885898700017
2025-02-01,9,5000,16.371883341181196,22.3965480032945,45.73202238343097,3.7399968942318673,56.74814741974725,3.7399968942318673,58.21712223286795,0.6123079284874412,9.290740493842547,0.9714521471679787
2025-02-08,5,5000,10.781611566254265,25.950092634089188,55.01403854256129,25.950092634089188,55.01403854256129,25.950092634089188,55.01403854256129,2.797838188890656,5.931399942568367,0.5278291440724722
2025-02-15,10,5000,18.91872249444339,4.105085217018497,46.74751315717612,4.105085217018497,46.926185756617976,4.105085217018497,46.95166808882647,0.7766296803681486,8.877834860521574,1.097640564755074
2025-02-22,8,5000,6.880585156186255,16.359142250674182,57.11474908661633,16.359142250674182,57.11474908661632,16.359142250674182,57.11474908661632,1.125604713379282,3.9298289476467474,0.4869690824651025
2025-03-01,7,5000,8.011572855195357,43.5496139515835,67.24250405094625,43.5496139515835,67.24250405094625,43.5496139515835,67.24250405094625,3.489009049887434,5.3871822016992486,0.4348539295469193
2025-03-08,8,5000,8.730152143323696,30.759423248286026,46.372218129074795,30.759423248286026,46.406833208365256,30.759423248286026,46.410184317382615,2.68534444798425,4.0513871439887525,0.5232217971601235
2025-03-15,8,5000,14.047448254834762,16.705852526984113,49.319005768005304,12.347928597266968,54.404370201792766,10.4541156577593,55.685942907708885,1.7345688802450212,7.642425752465581,0.833446568165086
2025-03-22,8,5000,5.787394523539668,15.805250857076887,32.2409323404294,14.914689890045912,33.00856210926254,14.914689890045912,33.131493307460374,0.8631719458994417,1.9103357158106504,0.28784957316754267
2025-03-29,10,5000,12.713967768108496,33.868946322740804,52.707092318178994,32.76492986895301,53.92305489449798,32.60291833281605,53.973120308103745,4.165722622782039,6.855759818865924,0.8224509622645992
2025-04-05,5,5000,3.13564036834622,7.6478452742154595,28.504361250004678,7.6478452742154595,28.504361250004678,7.6478452742154595,28.504361250004678,0.2398089237269586,0.8937942580943838,0.1918090066109288
2025-04-12,11,5000,12.574031585810603,8.30794158420606,22.358208649196822,8.306746990973947,23.872933445176276,8.207011604054463,24.13385385316207,1.044492990398436,3.0017901918560086,0.5866904494980445
2025-04-26,10,5000,3.368858203339898,4.583075630588276,270.4348858783586,0.0,293.1959744789505,0.0,298.50983580612706,0.0,9.87735663809648,0.6839388701921167
2025-05-03,11,5000,12.376433332522666,29.204096192142952,38.63073324238103,27.60355404718556,41.08689616650501,26.58176868612837,41.34723327984244,3.4163354640567833,5.085092312450303,0.7287352377765972
2025-05-10,12,5000,6.105059912056246,90.7189328645834,99.63583118937271,86.75809085236676,103.67246013217785,84.74703880838034,105.97181849092307,5.29663342509318,6.329265803372083,0.9001154237598659
2025-05-17,8,5000,6.65507354740315,32.669573509084906,54.692793207743755,32.669573509084906,54.692793207743755,32.669573509084906,54.692793207743755,2.1741841446525365,3.6398456131044616,0.2400121023250356
2025-05-31,6,5000,3.112839909987771,31.049220053079058,41.08986906703621,30.29019123277156,41.638770651124304,30.030035838945548,42.10905328116971,0.9428851615053299,1.2961482708564722,0.38471093302218784
2025-06-07,8,5000,9.424251085868724,37.55212822267764,56.53423373486999,37.55212822267763,56.53423373486999,37.55212822267763,56.53423373486999,3.5390068517925117,5.327928136646047,0.6975393872474358
2025-06-14,10,5000,10.7135780564751,25.988880359124344,53.03311272055958,25.96894777968527,53.28221758089892,25.806912163257024,53.28948806047193,2.7822034908218387,5.708431970750505,0.7667773070285948
2025-06-21,8,5000,10.812867500348402,21.21323406589702,48.99675931415345,21.21323406589702,48.996759314153444,21.21323406589702,48.996759314153444,2.2937588920842145,5.297954664104026,0.8062497775366051
2025-06-28,10,5000,11.890253944858069,29.853807349958906,65.34540937765456,28.5446804487829,66.37203400564904,28.44990190644436,66.74931482116911,3.3940349931085385,7.891803391639224,0.8105120130895314
2025-07-12,11,5000,7.708029732405204,10.919251225342942,16.945146864742156,10.557645809150484,17.433017220436014,10.557645809150484,17.7064711136675,0.8137864780113513,1.343742150606527,0.505059411673869
2025-07-19,2,5000,0.623408753190585,0.0,28.467040066512876,0.0,28.467040066512876,0.0,28.467040066512876,0.0,0.1774660195489122,0.0699971386140173
2025-07-26,10,5000,6.030447150009962,68.04059681933292,81.79450082920053,68.0405968193329,81.79450082920053,68.0405968193329,81.79450082920053,4.10315223174123,4.932574144119399,0.7535345322072701
2025-08-02,11,5000,11.201208489245964,58.11807479921444,77.07222252719704,52.952184904105714,82.23794591983768,51.387897097876454,83.80240022853502,5.93128463071991,9.211643779754365,1.1087129325510419
2025-08-09,11,5000,16.654784121087452,32.22485236227613,52.09004326913242,32.22485236227613,52.09004326913241,32.22485236227613,52.09004326913241,5.36697959427624,8.675484255055048,0.6436847819317802
2025-08-16,9,5000,4.89822348349475,24.621835730280306,68.17309992813091,23.91371404509324,69.0440522578369,23.53546825173629,69.81597061248995,1.1713471571325393,3.3819319816497537,0.6135386395978462
2025-08-23,9,5000,11.717321285969655,37.68528740323871,79.1389743383917,33.677705795862174,80.42239147079675,32.16457330325883,80.48738653944058,3.9461249898447943,9.423349994493512,0.6231194796884794
