,accuracy,loss,val_accuracy,val_loss,learning_rate
70,0.6648951172828674,0.21707336604595184,0.6577181220054626,0.21430754661560059,2.400999619567301e-05
71,0.6545454263687134,0.21569085121154785,0.6577181220054626,0.2142842411994934,2.400999619567301e-05
72,0.6637762188911438,0.21656197309494019,0.6588366627693176,0.2144239842891693,2.400999619567301e-05
73,0.6531468629837036,0.21723638474941254,0.6588366627693176,0.21411830186843872,2.400999619567301e-05
74,0.6606993079185486,0.21620112657546997,0.6588366627693176,0.2146640121936798,2.400999619567301e-05
75,0.6531468629837036,0.2167551964521408,0.6565995812416077,0.21387220919132233,2.400999619567301e-05
76,0.6565034985542297,0.2186102718114853,0.6577181220054626,0.21455585956573486,2.400999619567301e-05
77,0.6500699520111084,0.21538536250591278,0.6610738039016724,0.2142479121685028,2.400999619567301e-05
78,0.6626573204994202,0.21495959162712097,0.6565995812416077,0.21437588334083557,2.400999619567301e-05
79,0.6640559434890747,0.21546900272369385,0.6565995812416077,0.21395458281040192,1.6806996427476406e-05
80,0.6559440493583679,0.21904753148555756,0.6577181220054626,0.21447539329528809,1.6806996427476406e-05
81,0.6436363458633423,0.21787461638450623,0.6543624401092529,0.2142522782087326,1.6806996427476406e-05
82,0.6514685153961182,0.21955373883247375,0.6599552631378174,0.21460328996181488,1.6806996427476406e-05
83,0.6637762188911438,0.21657320857048035,0.6599552631378174,0.2142883539199829,1.6806996427476406e-05
84,0.6576223969459534,0.21428456902503967,0.6588366627693176,0.21428155899047852,1.6806996427476406e-05
85,0.6525874137878418,0.21673887968063354,0.6599552631378174,0.2139558345079422,1.6806996427476406e-05
86,0.6629370450973511,0.21544283628463745,0.6599552631378174,0.21431009471416473,1.6806996427476406e-05
87,0.659580409526825,0.21489480137825012,0.6610738039016724,0.21427763998508453,1.6806996427476406e-05
88,0.6525874137878418,0.21577881276607513,0.6577181220054626,0.21439172327518463,1.6806996427476406e-05
89,0.6514685153961182,0.21655036509037018,0.6565995812416077,0.21426981687545776,1.1764897863031365e-05
90,0.6551048755645752,0.21720021963119507,0.6599552631378174,0.213941290974617,1.1764897863031365e-05
91,0.6528671383857727,0.21330846846103668,0.6577181220054626,0.2142173945903778,1.1764897863031365e-05
92,0.6542657613754272,0.216300368309021,0.6588366627693176,0.21448124945163727,1.1764897863031365e-05
93,0.6609790325164795,0.21508993208408356,0.6599552631378174,0.21450169384479523,1.1764897863031365e-05
94,0.6486713290214539,0.2194567173719406,0.6565995812416077,0.21435149013996124,1.1764897863031365e-05
