iter	F1	Logloss
108	0.6950192908	0.5854450283
109	0.6954778065	0.5850709973
110	0.6961960376	0.5845801333
111	0.6960560979	0.5842109103
112	0.6963951139	0.5837250536
113	0.697092715	0.5830916784
114	0.6974510407	0.5825906344
115	0.6969911395	0.5821396405
116	0.6974510407	0.5817954456
117	0.696874562	0.5813912664
118	0.697534102	0.5811827269
119	0.6978928161	0.5807921929
120	0.6979309956	0.5803930063
121	0.6986848621	0.579889214
122	0.6988449611	0.5795000468
123	0.6997202416	0.5790190722
124	0.7002196503	0.5785935562
125	0.700022667	0.5782676218
126	0.7015943398	0.5778289232
127	0.7008980111	0.5775266574
128	0.7012729555	0.5772804052
129	0.7026470157	0.5766141191
130	0.7023252965	0.5759351847
131	0.7037156473	0.5755131375
132	0.7040042547	0.5749991976
133	0.7038598651	0.5746891348
134	0.7037156473	0.5741332647
135	0.7062838993	0.5734015633
136	0.7062679183	0.573147824
137	0.7060741361	0.5728762693
138	0.7062519255	0.5726228291
139	0.7074328814	0.5723817945
140	0.7074484493	0.5719758731
141	0.7072551647	0.5716690981
142	0.7076260499	0.5713497242
143	0.7105946897	0.5706523268
144	0.7121438548	0.5699489409
145	0.7124971832	0.5695091648
146	0.7121438548	0.5690170699
147	0.7137455254	0.5683283344
148	0.714901147	0.5679173863
149	0.714965064	0.5675812323
150	0.7157818924	0.5671709172
151	0.7163097604	0.5667147204
152	0.7171526914	0.5660413562
153	0.7187333058	0.5655001183
154	0.7197848867	0.5651652899
155	0.7204742494	0.5649533522
156	0.7223661912	0.5642984093
157	0.7214819068	0.5637861781
158	0.7230546754	0.5634007901
159	0.7244308916	0.5629743918
160	0.7245959301	0.5625371216
161	0.7245867002	0.5620256326
162	0.7249171192	0.5617467847
163	0.724907999	0.5614799084
164	0.7257621241	0.5609076203
165	0.7274869759	0.5603148454
166	0.7278349021	0.5597267951
167	0.7309162483	0.559128796
168	0.7302292588	0.5586674454
169	0.7307287927	0.5582744313
170	0.7310828099	0.5577834681
171	0.7312426402	0.5573541058
172	0.7317630604	0.5568804767
173	0.7312562498	0.5565407765
174	0.7324435591	0.5560960749
175	0.7324499271	0.5557782012
176	0.7317762853	0.5552810766
177	0.731936439	0.5549898475
178	0.7331426554	0.5545577956
179	0.7334887357	0.554164145
180	0.7333157192	0.5536758729
181	0.734001709	0.5534149145
182	0.732988045	0.5530559168
183	0.7324753525	0.5526730485
184	0.734364428	0.552128285
185	0.7350491669	0.5517564003
186	0.7357233393	0.5512735105
187	0.736403166	0.5507567946
188	0.736403166	0.5504784317
189	0.7357130066	0.5500607233
190	0.7365755881	0.5495826735
191	0.7388047327	0.549171729
192	0.739999789	0.5488228685
193	0.7400141757	0.5483432114
194	0.7405215383	0.5478036657
195	0.7398353772	0.5473791002
196	0.7411974687	0.5468343015
197	0.742056977	0.5464878764
198	0.7427360109	0.54594542
199	0.7422281062	0.5456011056
200	0.7435817042	0.5451338499
201	0.744436662	0.5448655351
202	0.7451145722	0.544426963
203	0.7449382556	0.5439099006
204	0.7466422771	0.5435154598
205	0.7466434649	0.5433109086
206	0.7481784287	0.5425610648
207	0.7485192845	0.5419294125
208	0.7480113793	0.541519311
209	0.7497107471	0.5408876353
210	0.7492009541	0.5404410119
211	0.7500507392	0.5397238474
212	0.7512413926	0.5390076536
213	0.7522607389	0.5383650276
214	0.753783114	0.537789109
215	0.7546299241	0.5371944119
216	0.754973261	0.5364027233
217	0.755817977	0.5361047589
218	0.7563335515	0.5353826881
219	0.7573490252	0.5347039883
220	0.7587036828	0.534342477
221	0.7592223807	0.533774923
222	0.7582010539	0.5332049443
223	0.7587132426	0.5329009842
224	0.759397813	0.5324139011
225	0.7605927585	0.5317141115
226	0.761788897	0.53086003
227	0.7623031788	0.5302855622
228	0.7640163961	0.5298178973
229	0.7641640461	0.5291854456
230	0.7650204044	0.528774542
231	0.7655243527	0.5282410458
232	0.7670585862	0.5277667911
233	0.7679097874	0.5272187926
234	0.7691029921	0.5268815947
235	0.7701291429	0.5262570667
236	0.7701438333	0.5257300713
237	0.7706236271	0.5252569549
238	0.7713153662	0.5246603594
239	0.7706461922	0.5243275497
240	0.7711558528	0.5237258226
241	0.7713153662	0.5232616742
242	0.771856578	0.5225003755
243	0.7721831223	0.5219302259
244	0.7731771391	0.521531834
245	0.7747311934	0.5209460094
246	0.776064369	0.5204426149
247	0.776416434	0.5197572993
248	0.7779231938	0.5194332598
249	0.7791062555	0.5186145145
250	0.7786394689	0.5181199454
251	0.7789824475	0.5176195044
252	0.7786394689	0.5170369564
253	0.7799899083	0.5164505167
254	0.7808418528	0.515923803
255	0.7822027809	0.5153131016
256	0.7832083709	0.51455989
257	0.7844033359	0.5136243318
258	0.7860941111	0.5130420753
259	0.7871243303	0.5125190263
260	0.7877839671	0.5119154877
261	0.7879349776	0.5114876363
262	0.7889366068	0.510932462
263	0.7899373295	0.5105701952
264	0.7901161602	0.5102338046
265	0.7911459801	0.5096618645
266	0.7928324763	0.5087880423
267	0.7936674578	0.508304419
268	0.7941585819	0.5074359628
269	0.7948941536	0.5068732592
270	0.7958924972	0.506381717
271	0.7971216096	0.5056919098
272	0.7984634594	0.5051489094
273	0.7994602327	0.5044595356
274	0.7992971484	0.5039347589
275	0.8009999374	0.5032200768
276	0.800962942	0.5028998097
277	0.8012698173	0.5025778511
278	0.8004378089	0.5018661081
279	0.8007633139	0.5014044612
280	0.8028081905	0.5006934513
281	0.8036588199	0.4998866719
282	0.8047114136	0.4990132763
283	0.80503595	0.4984865951
284	0.8048339268	0.4980111301
285	0.8069588516	0.4971285699
286	0.8084541082	0.4965387825
287	0.8094644559	0.4958225571
288	0.8111405941	0.4954221288
289	0.8111848384	0.4948779079
290	0.8113458635	0.4942768462
291	0.8127685917	0.4934661681
292	0.8153860309	0.4928042474
293	0.8157780786	0.4921242143
294	0.8150458268	0.4914941408
295	0.8172306187	0.4910455413
296	0.8178231801	0.4904034326
297	0.8188335503	0.4898691182
298	0.8199196441	0.4892895903
299	0.8205085909	0.488810279
300	0.8210906534	0.4880988194
301	0.8219938013	0.4876378004
302	0.8227927256	0.4870029392
303	0.8224732859	0.4862644054
304	0.8229788095	0.4858882511
305	0.8245491126	0.4852676013
306	0.8258848712	0.4847395651
307	0.8266345815	0.4842331315
308	0.8267943003	0.4835304208
309	0.8278082134	0.4828414036
310	0.8286339509	0.4824475205
311	0.8296326892	0.481714297
312	0.8301111208	0.4813175038
313	0.8305598642	0.4810003313
314	0.8316330592	0.4804224028
315	0.832428432	0.4797368971
316	0.8334420648	0.4791958138
317	0.833790053	0.4786225924
318	0.8345527035	0.4781084238
319	0.8349313041	0.477422957
320	0.8360712102	0.4767005463
321	0.8375265591	0.4762279533
322	0.8397757019	0.4754306966
323	0.8413868971	0.4748796794
324	0.8425901185	0.4743598975
325	0.8428150185	0.4736935173
326	0.8433553418	0.4733321036
327	0.8429387795	0.4728550101
328	0.8443884704	0.4723435263
329	0.8441767041	0.4718940437
330	0.8453465193	0.47112106
331	0.8462888243	0.4702578763
332	0.8470217987	0.4697089138
333	0.8480336506	0.4691701869
334	0.8487679083	0.4685156466
335	0.8495510845	0.4680658649
336	0.8495510845	0.4677481606
337	0.8498640567	0.4670899378
338	0.8494788239	0.4668293077
339	0.8509851373	0.4661242352
340	0.8514911593	0.4655623629
341	0.8523096406	0.4650407362
342	0.8522724831	0.4643238322
343	0.8520421724	0.4639934421
344	0.8537514595	0.4632849328
345	0.8552699766	0.4624876547
346	0.8558912603	0.4619742239
347	0.8572870628	0.4612135085
348	0.8569767718	0.4606567458
349	0.8577521836	0.4601787846
350	0.858647032	0.4594451497
351	0.8587627139	0.458981869
352	0.8596129392	0.4583211265
353	0.8594185712	0.4579672673
354	0.8600769035	0.4573466913
355	0.8605805022	0.4569117579
356	0.8600769035	0.4563898809
357	0.8606949357	0.4558675983
358	0.8618962116	0.4551956897
359	0.8628211535	0.454710607
360	0.8627078542	0.4540699956
361	0.8633240146	0.4535219367
362	0.8651397055	0.4529174631
363	0.8649860364	0.4524045723
364	0.8659214343	0.4518743491
365	0.8649985967	0.4512865031
366	0.8662707558	0.4507707439
367	0.8676944214	0.4502943422
368	0.8677369724	0.4498215919
369	0.8678221668	0.4492404538
370	0.8693742794	0.4488468152
371	0.869877345	0.4480193483
372	0.8709708804	0.4473171562
373	0.871211796	0.4467554824
374	0.8718685018	0.4462924812
375	0.8715181677	0.4457194372
376	0.8736396455	0.4452985843
377	0.8736396455	0.4448808303
378	0.8739002346	0.4445608836
379	0.87504118	0.4438987019
380	0.8751771516	0.4433790615
381	0.8743226179	0.44291727
382	0.8750243656	0.4424349968
383	0.8765961914	0.4417075504
384	0.8772516862	0.4413133663
385	0.8768091669	0.4409038598
386	0.8784225144	0.4403302772
387	0.8788781677	0.439904306
388	0.8802324859	0.4392135635
389	0.8813968509	0.4387430949
390	0.8818419981	0.4382408802
391	0.8812929561	0.4378617612
392	0.8812363672	0.4373630499
393	0.8816906518	0.4367644997
394	0.8825502729	0.4361344172
395	0.882749216	0.4357100398
396	0.8833947568	0.4351786565
397	0.8840474284	0.4348417985
398	0.8844465113	0.4344257355
399	0.8835394847	0.4340430498
400	0.8841443329	0.4336018635
401	0.8841443329	0.4334356083
402	0.8837936171	0.4329645014
403	0.8842413776	0.4326255682
404	0.8849482168	0.4320942434
405	0.8841928377	0.4316199945
406	0.8860006299	0.4311206564
407	0.8858497375	0.4306187353
408	0.8862007026	0.4302274093
409	0.8874030387	0.4295319718
410	0.8880063934	0.4291167278
411	0.8892116507	0.4283812396
412	0.8902649482	0.4279629914
413	0.8913193263	0.42747267
414	0.8919199059	0.4269159499
415	0.8920225627	0.4263352694
416	0.8919712158	0.4260111135
417	0.892571334	0.4252883854
418	0.8928761231	0.4248614932
419	0.8928761231	0.4244552705
420	0.8945834756	0.4239264492
421	0.8946286717	0.4237188863
422	0.8954210967	0.4230479565
423	0.8966771425	0.4224959329
424	0.8964749691	0.4221351183
425	0.8973802361	0.4214110073
426	0.8979233131	0.4208274784
427	0.8983282036	0.4205322396
428	0.8994910406	0.419973009
429	0.8999920007	0.4193648479
430	0.9008995148	0.418826174
431	0.9013458965	0.4183217347
432	0.9014946098	0.4178190624
433	0.9032383424	0.4172357211
434	0.9033866657	0.416988418
435	0.9028483227	0.4166389719
436	0.9030520898	0.4162569551
437	0.9034420412	0.4157155502
438	0.9034420412	0.415374799
439	0.9033313302	0.4148333799
440	0.9031830529	0.4143402978
441	0.9049431682	0.4138695862
442	0.9048872589	0.4134743968
443	0.9048676956	0.412839519
444	0.9049597388	0.4123396561
445	0.9056983269	0.4119282654
446	0.9056983269	0.411421407
447	0.9063447304	0.4111047219
448	0.9064922147	0.410623812
449	0.9062534511	0.410120496
450	0.9066049271	0.4097189298
451	0.9062534511	0.4092600241
452	0.9065137233	0.4088154315
453	0.9074555361	0.4081840742
454	0.9084203323	0.4077920866
455	0.9087723201	0.407424013
456	0.9089524762	0.4070270671
457	0.9088952602	0.4066163604
458	0.9097134982	0.406143232
459	0.9095984981	0.4056892278
460	0.910154926	0.4051035731
461	0.9100654758	0.4046776636
462	0.9113851471	0.4042489132
463	0.9111798793	0.4039894578
464	0.9123542609	0.4033351419
465	0.9125599971	0.4031109903
466	0.9133539396	0.402759919
467	0.9139128582	0.4022183037
468	0.9137659187	0.4018208236
469	0.9139128582	0.4015532566
470	0.914059758	0.4012105772
471	0.9142941567	0.4008736638
472	0.9150593734	0.4004057931
473	0.9151464934	0.3999503746
474	0.915352757	0.3994026678
475	0.9159721061	0.3989722783
476	0.9155591136	0.3986930901
477	0.9163854714	0.3982432692
478	0.9164455912	0.3977579835
479	0.9165321293	0.3973392062
480	0.917299526	0.3969027286
481	0.9177997969	0.3965482463
482	0.9177391882	0.396210106
483	0.9178856629	0.3958218074
484	0.9186783187	0.3953575804
485	0.9186174423	0.394920345
486	0.9186174423	0.3944492291
487	0.9187636794	0.3941692839
488	0.9194704742	0.3938188675
489	0.9205311448	0.3933788103
490	0.9206771692	0.3928470424
491	0.9212608721	0.3924595081
492	0.9220516424	0.3921537952
493	0.9221137161	0.3917407286
494	0.9224051134	0.3912228019
495	0.9221137161	0.3907947522
496	0.9224051134	0.3903738177
497	0.9226752995	0.3900563972
498	0.9227586482	0.3897697434
499	0.9232578169	0.3894975436
500	0.922966637	0.3890609835
501	0.9223838044	0.3888151459
502	0.9229458026	0.3884506602
503	0.9232998009	0.3881384558
504	0.9232998009	0.3880754006
505	0.9232998009	0.3876711307
506	0.9242362976	0.3871189766
507	0.9242992157	0.3865925794
508	0.9246533362	0.3862323252
509	0.9250075207	0.3858128107
510	0.9254438563	0.3853863031
511	0.92573455	0.3848572477
512	0.9259615943	0.3843593285
513	0.9253805395	0.384082671
514	0.9253805395	0.3835590953
515	0.9258798378	0.3830725015
516	0.9263154657	0.3825453226
517	0.9263154657	0.382125693
518	0.926669401	0.3817183988
519	0.9263790912	0.3813315447
520	0.9270234002	0.381067444
521	0.9271684614	0.3805207056
522	0.92773159	0.3801268865
523	0.9276506749	0.3797852509
524	0.9281500738	0.3793477561
525	0.9280857808	0.3789907419
526	0.9281500738	0.3784590919
527	0.9280050341	0.3779968715
528	0.9288589144	0.3775465448
529	0.928794354	0.3772331596
530	0.928794354	0.3769763487
531	0.9289392412	0.3764691259
532	0.9289392412	0.3759806818
533	0.9298726063	0.3756736016
534	0.9301618803	0.3753353429
535	0.9300172629	0.3749684516
536	0.930096929	0.3747719277
537	0.9298874936	0.3744452979
538	0.9299523549	0.3739362622
539	0.9299523549	0.3732470537
540	0.9306606263	0.3728753562
541	0.9310148578	0.3724752376
542	0.9315000851	0.3720747306
543	0.9318547119	0.3716425138
544	0.9313691531	0.3713295043
545	0.9317235124	0.3710756255
546	0.9317890885	0.3707011303
547	0.9313691531	0.3703750337
548	0.9319335315	0.3700182496
549	0.9320779355	0.3696870558
550	0.9324982663	0.3691029077
551	0.932353854	0.3687866955
552	0.9326426395	0.3685142539
553	0.9327085739	0.3680397687
554	0.9331294737	0.3675908051
555	0.9331294737	0.367377739
556	0.9333400662	0.3669426393
557	0.9336288062	0.3665693344
558	0.9336288062	0.3661385343
559	0.9334182057	0.3659132545
560	0.9339952009	0.3655819274
