iter	Passed	Remaining
280	7993	7965
281	8040	7954
282	8057	7915
283	8086	7887
284	8133	7876
285	8148	7835
286	8164	7794
287	8180	7754
288	8210	7727
289	8241	7701
290	8271	7674
291	8305	7651
292	8349	7637
293	8381	7612
294	8397	7572
295	8411	7530
296	8426	7490
297	8442	7451
298	8472	7423
299	8504	7398
300	8520	7359
301	8550	7332
302	8565	7293
303	8597	7268
304	8612	7228
305	8627	7189
306	8643	7151
307	8658	7112
308	8689	7086
309	8719	7060
310	8751	7035
311	8766	6996
312	8782	6958
313	8814	6933
314	8846	6908
315	8892	6894
316	8907	6856
317	8938	6830
318	8970	6804
319	9002	6779
320	9062	6776
321	9096	6751
322	9109	6712
323	9125	6675
324	9154	6647
325	9186	6622
326	9233	6607
327	9249	6570
328	9297	6556
329	9311	6517
330	9326	6480
331	9341	6443
332	9358	6407
333	9387	6379
334	9403	6343
335	9418	6306
336	9434	6271
337	9450	6235
338	9482	6210
339	9496	6172
340	9526	6146
341	9543	6111
342	9590	6095
343	9622	6069
344	9653	6044
345	9669	6008
346	9685	5973
347	9716	5947
348	9746	5920
349	9762	5885
350	9779	5851
351	9824	5833
352	9870	5816
353	9886	5781
354	9917	5754
355	9933	5719
356	9982	5704
357	10010	5676
358	10042	5650
359	10072	5623
360	10088	5589
361	10120	5563
362	10150	5536
363	10166	5502
364	10197	5475
365	10213	5441
366	10243	5415
367	10290	5396
368	10321	5370
369	10351	5343
370	10366	5309
371	10381	5274
372	10415	5249
373	10443	5221
374	10459	5187
375	10506	5169
376	10537	5142
377	10568	5116
378	10583	5082
379	10615	5056
380	10661	5037
381	10693	5010
382	10708	4976
383	10740	4950
384	10784	4930
385	10815	4903
386	10847	4877
387	10863	4843
388	10877	4809
389	10925	4790
390	10956	4763
391	10986	4736
392	11018	4710
393	11051	4684
394	11080	4656
395	11095	4623
396	11126	4596
397	11141	4563
398	11173	4536
399	11204	4509
400	11236	4483
401	11249	4449
402	11266	4417
403	11312	4396
404	11327	4363
405	11343	4330
406	11359	4298
407	11389	4271
408	11421	4244
409	11452	4217
410	11467	4185
411	11499	4158
412	11514	4126
413	11530	4094
414	11561	4067
415	11592	4040
416	11622	4013
417	11638	3981
418	11668	3954
419	11700	3928
420	11761	3911
421	11793	3884
422	11808	3852
423	11840	3825
424	11873	3799
425	11902	3771
426	11918	3740
427	11933	3708
428	11949	3676
429	11980	3649
430	12026	3627
431	12074	3605
432	12106	3578
433	12122	3547
434	12153	3520
435	12169	3488
436	12201	3462
437	12232	3435
438	12262	3407
439	12294	3380
440	12320	3352
441	12335	3321
442	12351	3289
443	12366	3258
444	12382	3227
445	12397	3196
446	12442	3173
447	12489	3150
448	12520	3123
449	12551	3096
450	12583	3069
451	12613	3041
452	12645	3014
453	12659	2983
454	12676	2953
455	12691	2922
456	12707	2891
457	12721	2860
458	12752	2833
459	12782	2806
460	12814	2779
461	12862	2756
462	12878	2725
463	12893	2695
464	12925	2668
465	12940	2638
466	12956	2608
467	12986	2580
468	13003	2550
469	13036	2523
470	13048	2493
471	13111	2472
472	13127	2442
473	13157	2414
474	13189	2387
475	13204	2357
476	13235	2330
477	13267	2303
478	13298	2276
479	13328	2249
480	13345	2219
481	13358	2189
482	13374	2159
483	13437	2137
484	13469	2110
485	13515	2085
486	13544	2058
487	13607	2035
488	13623	2005
489	13653	1978
490	13683	1950
491	13714	1923
492	13728	1893
493	13760	1866
494	13775	1836
495	13805	1809
496	13836	1781
497	13855	1752
498	13884	1725
499	13915	1697
500	13947	1670
501	13976	1642
502	14025	1617
503	14039	1587
504	14071	1560
505	14101	1532
506	14132	1505
507	14162	1477
508	14210	1451
509	14241	1424
510	14272	1396
511	14287	1367
512	14304	1338
513	14335	1310
514	14366	1283
515	14411	1256
516	14425	1227
517	14458	1200
518	14473	1171
519	14491	1142
520	14519	1114
521	14550	1087
522	14581	1059
523	14614	1031
524	14630	1003
525	14660	975
526	14691	947
527	14723	920
528	14739	891
529	14754	862
530	14769	834
531	14784	805
532	14817	778
533	14845	750
534	14860	722
535	14876	693
536	14907	666
537	14937	638
538	14968	610
539	14983	582
540	15031	555
541	15062	528
542	15095	500
543	15125	472
544	15156	444
545	15172	416
546	15187	388
547	15219	361
548	15264	333
549	15308	306
550	15341	278
551	15387	250
552	15403	222
553	15449	195
554	15482	167
555	15496	139
556	15527	111
557	15544	83
558	15588	55
559	15636	27
560	15668	0
