choice_fighter_name_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,choice_fighter_name_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,choice_fighter_name_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2
josh hokit,0.30495162165108836,0.5,243.9612973208707,0.15247581082554418,0.7683172072170295,josh hokit,0.08317142122230095,0.6827415650945061,66.53713697784076,0.056784586296448225,0.6280135988897957,josh hokit,0.17133130109820754,0.8095238095238095,137.06504087856604,0.13869676755569182,0.6292797925965665
ilia topuria,0.30495162165108836,0.5,243.9612973208707,0.15247581082554418,0.7683172072170295,bo nickal,0.08317142122230095,0.6827415650945061,66.53713697784076,0.056784586296448225,0.6280135988897957,bo nickal,0.17133130109820754,0.8095238095238095,137.06504087856604,0.13869676755569182,0.6292797925965665
