,choice_fighter_name_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open
0,joe pyfer,0.26035138209769637,1.0,130.1756910488482,0.26035138209769637,0.6301756910488482
1,kyle nelson,0.26035138209769637,1.0,130.1756910488482,0.26035138209769637,0.6301756910488482
