choice_fighter_name_open,choice_fighter_bool_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,fight_index_open,choice_fighter_name_close1,choice_fighter_bool_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,fight_index_close1,choice_fighter_name_close2,choice_fighter_bool_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,fight_index_close2
kayla harrison,1.0,0.02238491200970146,1.4603174603174605,78.34719203395511,0.03269107316019548,0.4197389523167246,2,kayla harrison,1.0,0.0,1.0071942446043165,0.0,-0.02491087004564141,0.48579709341812133,2,kayla harrison,1.0,0.013213806616653256,1.0660377358490565,46.2483231582864,0.014087276306674834,0.4908367638744636,2
ciryl gane,1.0,0.02238491200970146,1.4603174603174605,78.34719203395511,0.03269107316019548,0.4197389523167246,1,ciryl gane,1.0,0.0,1.0071942446043165,0.0,-0.02491087004564141,0.48579709341812133,1,ciryl gane,1.0,0.013213806616653256,1.0660377358490565,46.2483231582864,0.014087276306674834,0.4908367638744636,1
