choice_fighter_name_open,choice_fighter_bool_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,fight_index_open,choice_fighter_name_close1,choice_fighter_bool_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,fight_index_close1,choice_fighter_name_close2,choice_fighter_bool_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,fight_index_close2,choice_fighter_name_close1_stack,choice_fighter_bool_close1_stack,parlay_fstar_close1_stack,parlay_odds_close1_stack,stake_close1_stack,parlay_ev_close1_stack,parlay_prob_close1_stack,fight_index_close1_stack,choice_fighter_name_close2_stack,choice_fighter_bool_close2_stack,parlay_fstar_close2_stack,parlay_odds_close2_stack,stake_close2_stack,parlay_ev_close2_stack,parlay_prob_close2_stack,fight_index_close2_stack
natalia silva,1.0,0.0993572724221508,0.9599999999999997,347.7504534775278,0.09538880359579682,0.5588718385692841,10,natalia silva,1.0,0.0,0.6397515527950308,0.0,-0.05983529240792074,0.5733580224330485,10,natalia silva,1.0,0.0,0.7258536585365853,0.0,-0.0015060077804478489,0.5785507868994013,10,natalia silva,1.0,0.18459829567943373,0.6397515527950308,646.0940348780181,0.22227478537031242,0.7454024259265921,10,natalia silva,1.0,0.17701758397994305,0.7258536585365853,619.5615439298007,0.286455503867455,0.7454024259265921,10
payton talbott,0.0,0.0993572724221508,0.9599999999999997,347.7504534775278,0.09538880359579682,0.5588718385692841,9,payton talbott,0.0,0.0,0.6397515527950308,0.0,-0.05983529240792074,0.5733580224330485,9,payton talbott,0.0,0.0,0.7258536585365853,0.0,-0.0015060077804478489,0.5785507868994013,9,payton talbott,0.0,0.18459829567943373,0.6397515527950308,646.0940348780181,0.22227478537031242,0.7454024259265921,9,payton talbott,0.0,0.17701758397994305,0.7258536585365853,619.5615439298007,0.286455503867455,0.7454024259265921,9
