choice_fighter_name_open,choice_fighter_bool_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,fight_index_open,choice_fighter_name_close1,choice_fighter_bool_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,fight_index_close1,choice_fighter_name_close2,choice_fighter_bool_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,fight_index_close2,choice_fighter_name_close1_stack,choice_fighter_bool_close1_stack,parlay_fstar_close1_stack,parlay_odds_close1_stack,stake_close1_stack,parlay_ev_close1_stack,parlay_prob_close1_stack,fight_index_close1_stack,choice_fighter_name_close2_stack,choice_fighter_bool_close2_stack,parlay_fstar_close2_stack,parlay_odds_close2_stack,stake_close2_stack,parlay_ev_close2_stack,parlay_prob_close2_stack,fight_index_close2_stack
joshua van,1.0,0.07692101195077425,3.1853658536585368,269.2235418277099,0.6049477575753612,0.38346653881462595,11,joshua van,1.0,0.06932972254813373,1.2096012096012094,242.65402891846804,0.0838664350565066,0.4905258154036419,11,joshua van,1.0,0.09760311141648871,1.6029411764705883,341.61088995771047,0.15646159589908915,0.44429033062789863,11,joshua van,1.0,0.12160908735870136,1.407342657342657,425.63180575545476,0.5556976675648353,0.6462302584219941,11,joshua van,1.0,0.11589567942484542,1.5424076607387143,405.634877986959,0.6429807596132369,0.6462302584219941,11
charles jourdain,0.0,0.07692101195077425,3.1853658536585368,269.2235418277099,0.6049477575753612,0.38346653881462595,4,arman tsarukyan,1.0,0.06932972254813373,1.2096012096012094,242.65402891846804,0.0838664350565066,0.4905258154036419,0,charles jourdain,0.0,0.09760311141648871,1.6029411764705883,341.61088995771047,0.15646159589908915,0.44429033062789863,4,casey oneill,1.0,0.12160908735870136,1.407342657342657,425.63180575545476,0.5556976675648353,0.6462302584219941,9,casey oneill,1.0,0.11589567942484542,1.5424076607387143,405.634877986959,0.6429807596132369,0.6462302584219941,9
