,choice_fighter_name_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open
0,abdul kareem al selwady,0.20508734526816286,2.1525653422535105,102.54367263408143,0.44146391155902687,0.45723522118296284
1,melissa mullins,0.20508734526816286,2.1525653422535105,102.54367263408143,0.44146391155902687,0.45723522118296284
