choice_fighter_name_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,choice_fighter_name_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,choice_fighter_name_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,choice_fighter_name_close1_stack,parlay_fstar_close1_stack,parlay_odds_close1_stack,stake_close1_stack,parlay_ev_close1_stack,parlay_prob_close1_stack,choice_fighter_name_close2_stack,parlay_fstar_close2_stack,parlay_odds_close2_stack,stake_close2_stack,parlay_ev_close2_stack,parlay_prob_close2_stack
benoit st denis,0.11297878825662099,1.8636363636363638,124.27666708228308,0.31920734514942173,0.46067558084582977,,,,,,,benoit st denis,0.12544998316597603,1.5354951796669587,137.99498148257362,0.22299262370633288,0.4823486289833826,benoit st denis,0.1323648926893563,1.4752163650668764,145.60138195829194,0.5496052510460612,0.6260484024410502,benoit st denis,0.12312360796334074,1.689161554192229,135.4359687596748,0.6835452949079366,0.6260484024410502
loneer kavanagh,0.11297878825662099,1.8636363636363638,124.27666708228308,0.31920734514942173,0.46067558084582977,,,,,,,loneer kavanagh,0.12544998316597603,1.5354951796669587,137.99498148257362,0.22299262370633288,0.4823486289833826,cory sandhagen,0.1323648926893563,1.4752163650668764,145.60138195829194,0.5496052510460612,0.6260484024410502,cory sandhagen,0.12312360796334074,1.689161554192229,135.4359687596748,0.6835452949079366,0.6260484024410502
