choice_fighter_name_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,choice_fighter_name_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,choice_fighter_name_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,choice_fighter_name_close1_stack,parlay_fstar_close1_stack,parlay_odds_close1_stack,stake_close1_stack,parlay_ev_close1_stack,parlay_prob_close1_stack,choice_fighter_name_close2_stack,parlay_fstar_close2_stack,parlay_odds_close2_stack,stake_close2_stack,parlay_ev_close2_stack,parlay_prob_close2_stack
vinicius oliveira,0.07418127062677667,1.8888888888888888,81.59939768945434,0.14012873062954712,0.3946599452179202,,,,,,,manel kape,0.06889692081137634,1.741935483870967,75.78661289251397,0.12002131661059723,0.40847836252857084,manel kape,0.11824685853196024,1.5020805845935246,130.07154438515627,0.6394343285937876,0.6552284281683605,manel kape,0.10902279373302018,1.741935483870967,119.9250731063222,0.7965940772358266,0.6552284281683605
luana santos,0.07418127062677667,1.8888888888888888,81.59939768945434,0.14012873062954712,0.3946599452179202,,,,,,,allan nascimento,0.06889692081137634,1.741935483870967,75.78661289251397,0.12002131661059723,0.40847836252857084,allan nascimento,0.11824685853196024,1.5020805845935246,130.07154438515627,0.6394343285937876,0.6552284281683605,allan nascimento,0.10902279373302018,1.741935483870967,119.9250731063222,0.7965940772358266,0.6552284281683605
