choice_fighter_name_open,choice_fighter_bool_open,parlay_fstar_open,parlay_odds_open,stake_open,parlay_ev_open,parlay_prob_open,fight_index_open,choice_fighter_name_close1,choice_fighter_bool_close1,parlay_fstar_close1,parlay_odds_close1,stake_close1,parlay_ev_close1,parlay_prob_close1,fight_index_close1,choice_fighter_name_close2,choice_fighter_bool_close2,parlay_fstar_close2,parlay_odds_close2,stake_close2,parlay_ev_close2,parlay_prob_close2,fight_index_close2
movsar evloev,0.0,0.10397284798825186,2.0,363.9049679588815,0.20795838874925465,0.40265279624975153,0,movsar evloev,0.0,0.09028557357832437,1.8535469107551483,315.9995075241353,0.16735876075997247,0.40909043981724785,0,movsar evloev,0.0,0.11929393221411441,2.073277753400615,417.5287627494004,0.2473445524886131,0.4058678234039904,0
petr yan,1.0,0.10397284798825186,2.0,363.9049679588815,0.20795838874925465,0.40265279624975153,1,petr yan,1.0,0.09028557357832437,1.8535469107551483,315.9995075241353,0.16735876075997247,0.40909043981724785,1,petr yan,1.0,0.11929393221411441,2.073277753400615,417.5287627494004,0.2473445524886131,0.4058678234039904,1
