,elo_red,proba_fair_close1_diff,ratio_control_diff,reach_diff,lose_streak_diff,elo_blue,td_landed_pm_diff,adjusted_sig_str_red,win_pct_blue,age_red,win_pct_red,adjusted_sig_str_blue,adjusted_td_red,sig_str_accuracy_pct_diff,sig_str_absorbed_total_diff,sig_str_defense_pct_diff,ratio_td_diff,win_streak_diff,sub_att_pm_red,adjusted_td_blue,proba_fair_close2_diff,proba_fair_open_diff,sub_att_pm_blue,elo_pred,age_blue,fighter_red,fighter_blue,date,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2,open_red,open_blue
0,1524.9388694390752,0.0990078039737907,-0.4728080147802048,-1.0,0.0,1547.686804077582,-0.2424982564452471,0.923651305375657,0.4736842105263157,38.0,0.5925925925925926,0.2814956942544426,-2.135421487395437,-0.041020031966438,261.0,0.0754590198417813,-0.7092327623910706,0.0,0.0,1.6438245250228367,0.1015343839430362,0.2688079597870374,0.0049282496747246,0,38.0,brad tavares,eryk anders,2026-03-14,-140.0,-130.0,105.0,115.0,brad tavares,1,0.6354869853917664,0.0,0.0,-0.013635821625777478,0.0017071227996228178,brad tavares,1,0.5792140039138636,0.0,0.0,-0.004119329419469686,0.05406713550084441,brad tavares,1,0.5830193507610447,0.04094200769603568,20.47100384801784,0.017801959456696825,0.05855860563167742,-185.0,160.0
1,1590.5349862309142,-0.2676917563617472,-1.2727450722718132,2.0,1.0,1621.663867185751,-0.3315466584139186,-0.9693131378316509,0.6842105263157895,38.0,0.6428571428571429,-0.5342014010500656,-0.0898770949630801,0.023320973520123,-73.0,-0.1021848412501952,-0.8893649171827432,-4.0,0.1509787821758708,4.775450541961241,-0.2854948229528753,-0.3988597902453774,0.154012102300449,0,30.0,amanda lemos,gillian robertson,2026-03-14,140.0,170.0,-205.0,-188.0,gillian robertson,0,0.7493502033734201,0.10224645789582167,51.12322894791083,0.035064489087705764,0.07137285466183096,gillian robertson,0,0.6841158580265174,0.036551135940412996,18.2755679702065,0.011984710485533845,0.07930946871488348,gillian robertson,0,0.6946757712871674,0.08884993248584937,44.42496624292468,0.04189799350938961,0.08079123911436165,210.0,-250.0
2,1532.1520676074,-0.2865596153751342,-0.5230845461373137,-8.0,1.0,1549.291352675936,0.1565300636830319,0.1085666631942756,0.75,32.0,0.4210526315789473,0.1811062654080068,1.6917430463092258,-0.0138822280653034,452.0,0.0045864355567969,0.9151574380976206,-1.0,0.0319075677093866,4.947357370509674,-0.2913525963514365,-0.3016447310727406,0.0437880733918059,0,30.0,ion cutelaba,oumar sy,2026-03-14,140.0,175.0,-220.0,-188.0,oumar sy,0,0.6376355569352028,0.0,0.0,-0.029031109731463833,-0.02026176311611494,oumar sy,0,0.6212116268161479,0.0,0.0,-0.06628837318385206,-0.03430572607392862,oumar sy,0,0.625283500096269,0.0,0.0,-0.027494277681508805,-0.03158362501003481,170.0,-200.0
3,1584.811042191359,-0.4555927843189161,0.4368451404582797,0.0,-1.0,1532.8733459352045,0.3280776413575071,-0.0327637130389857,0.6666666666666666,35.0,0.52,1.0383113511574988,2.199443182682528,-0.1276111053964465,1006.0,0.0450453945506839,1.5646321813658977,1.0,0.0352731513828474,-3.627575582314991,-0.4666666666663068,-0.4167640872385891,0.0,1,27.0,andre fili,jose delgado,2026-03-14,200.0,275.0,-325.0,-275.0,jose delgado,0,0.7378285581827269,0.056179380331262845,28.08969016563142,0.015606335960504647,0.04156869139847602,jose delgado,0,0.7186198554473915,0.0,0.0,-0.04608602690554964,-0.012608659249929377,jose delgado,0,0.7252544444126543,0.0,0.0,-0.008078888920678984,-0.011016666709774248,220.0,-260.0
4,1500.0,0.3944268555788635,,1.0,-1.0,1475.9926259673475,,,0.0,23.0,0.0,-1.147190809512345,,,,,,0.0,,-3.3081598348532526,0.4146448445016014,0.3016447310727406,0.0,1,31.0,marwan rahiki,harry hardwick,2026-03-14,-280.0,-250.0,175.0,230.0,harry hardwick,0,,0.0,0.0,,,harry hardwick,0,,0.0,0.0,,,harry hardwick,0,,0.0,0.0,,,-200.0,170.0
5,1577.6855334954128,0.3515351267599852,1.7983690105690082,-1.0,0.0,1525.1638123696905,0.6081076776458249,-0.5247586482119001,1.0,28.0,0.75,7.0,2.0940208944253023,-0.0749808171770102,136.0,-0.0101909719188594,3.4913919220252763,1.0,0.1966191295103534,-4.007474192541673,0.3679313400594228,0.3842739406230556,0.0,1,27.0,vitor petrino,steven asplund,2026-03-14,-250.0,-225.0,163.0,205.0,vitor petrino,1,0.7151774588322211,0.03160143111353434,15.800715556767171,0.009295105891044653,0.03328891463538319,vitor petrino,1,0.7415391649184123,0.09538125524928102,47.69062762464051,0.027253450632698017,0.09732873417221938,vitor petrino,1,0.7485435048461977,0.09930336977891652,49.65168488945826,0.0562358125385054,0.09441677798489645,-240.0,205.0
6,1529.2073808086018,0.3010973057353463,-0.6726589921323182,5.0,1.0,1455.838898228261,-0.2387405050149058,0.8624926834292077,0.4285714285714285,35.0,0.5384615384615384,0.0426325452108532,-0.6089912918612167,-0.0237513800221406,-355.0,0.1035760140877241,-0.9676921039251264,-1.0,0.0607591785410249,-0.5915349573058265,0.3074463295482279,0.1679652700726202,0.0545660364933777,1,35.0,charles johnson,bruno silva,2026-03-14,-220.0,-200.0,150.0,175.0,charles johnson,1,0.685054641104786,0.08156866750237718,40.78433375118859,0.08505464110478589,0.17307364980500056,charles johnson,1,0.7052549023486896,0.05681221976144178,28.40610988072089,0.017754902348689594,0.084092479847382,charles johnson,1,0.7090487653278441,0.09179770112238794,45.898850561193974,0.04238209866117748,0.08463154364867465,-150.0,130.0
7,1505.7987438649952,-0.3617478876307982,-1.9231875420250848,1.0,0.0,1585.0748025846326,-0.7092661384524152,2.398718346848351,0.8,38.0,0.5454545454545454,-0.4739380093918883,-3.3596850935485496,0.0225719446845661,736.0,-0.0030295767638696,-2.7464299984625358,-1.0,0.0,7.0,-0.380647608324326,-0.3988597902453774,0.0890939474589006,0,28.0,chris curtis,myktybek orolbai,2026-03-14,163.0,220.0,-260.0,-225.0,myktybek orolbai,0,0.7937334014973354,0.10924784356898296,54.62392178449148,0.0794476872116211,0.13482910443526963,myktybek orolbai,0,0.7497798952304051,0.0992015676766977,49.60078383834885,0.027557673008182904,0.10120221524248546,myktybek orolbai,0,0.7584854387881983,0.10062075116043118,50.31037558021559,0.066177746480506,0.09873864151151818,210.0,-250.0
8,1493.6862533566969,-0.4927583064266692,,3.0,1.0,1500.0,,-0.3223488709966205,0.0,30.0,0.5,,0.4340228403531376,,,,,0.0,0.0,,-0.4816241569624455,-0.3016447310727406,,0,28.0,bolaji oki,manoel sousa,2026-03-14,225.0,265.0,-350.0,-300.0,manoel sousa,0,,0.0,0.0,,,manoel sousa,0,,0.0,0.0,,,manoel sousa,0,,0.0,0.0,,,170.0,-200.0
9,1475.8433199606634,-0.3653125065238526,,1.0,0.0,1500.0,,-0.0982518928121373,0.0,33.0,0.3333333333333333,,3.885066030614005,,,,,1.0,0.1677395589395635,,-0.3410401439896577,-0.3016447310727406,,0,30.0,luan lacerda,hecher sosa,2026-03-14,175.0,195.0,-250.0,-210.0,hecher sosa,0,,0.0,0.0,,,hecher sosa,0,,0.0,0.0,,,hecher sosa,0,,0.0,0.0,,,170.0,-200.0
