,date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2
0,2026-04-25,rodolfo vieira,eric mcconico,-300.0,250.0,-305.0,-275.0,210.0,255.0,rodolfo vieira,1,0.7529994062386328,0.011996892677617325,9.59751414209386,0.002999406238632818,0.022665752158951002,rodolfo vieira,1,0.763667232764354,0.04284967719925314,34.27974175940251,0.010580813011267565,0.054597728957251734,rodolfo vieira,1,0.7681574886557512,0.13058261184246198,104.46608947396957,0.03482415532241789,0.05597189873558328
1,2026-04-25,norma dumont,joselyne edwards,-200.0,170.0,-225.0,-190.0,165.0,176.0,norma dumont,1,0.6652395505136124,0.0,0.0,-0.001427116153054242,0.022152258036431005,norma dumont,1,0.6721411215181247,0.0,0.0,-0.02016657078956763,0.013452859021758357,norma dumont,1,0.6638852799330244,0.025265769611446446,20.212615689157158,0.008712866139920838,0.025110105402588345
2,2026-04-25,rafa garcia,alexander hernandez,130.0,-150.0,100.0,110.0,-130.0,-125.0,rafa garcia,1,0.5037448868253219,0.08162558783111164,65.30047026488931,0.06896227812966971,0.2108746635354729,rafa garcia,1,0.516313740010723,0.032625488598104956,26.100390878483964,0.016313740010723055,0.10721740702537841,rafa garcia,1,0.5096446787172106,0.06386321577539791,51.09057262031833,0.03345420252673448,0.10859413961236175
3,2026-04-25,davey grant,adrian luna martinetti,105.0,-138.0,-136.0,-125.0,100.0,108.0,adrian luna martinetti,0,,,,,,adrian luna martinetti,0,,,,,,adrian luna martinetti,0,,,,,
4,2026-04-25,montel jackson,raoni barcelos,-221.0,186.0,-190.0,-185.0,150.0,160.0,montel jackson,1,0.7652452461438112,0.1445021097319663,115.60168778557305,0.07677172589458992,0.1377619329176497,montel jackson,1,0.7203364172202034,0.13107414742078446,104.85931793662758,0.06516400342709983,0.1413460630571391,montel jackson,1,0.7243950966438092,0.13058276682506234,104.46621346004987,0.07527228962626531,0.14185143788882754
5,2026-04-25,marcus buchecha,ryan spann,-110.0,-110.0,-146.0,-137.0,110.0,124.0,marcus buchecha,1,0.6438142810572931,0.10759337656195726,86.0747012495658,0.12000475724776927,0.2876285621145862,marcus buchecha,1,0.680174703877752,0.11579011702788608,92.63209362230886,0.08667876891840243,0.21299046467163463,marcus buchecha,1,0.6854140268848076,0.12100392157243757,96.80313725795006,0.10735495515484972,0.2097644325437833
6,2026-04-25,talita alencar,julia polastri,170.0,-200.0,200.0,215.0,-265.0,-240.0,julia polastri,0,0.6556673803905851,0.0,0.0,-0.010999286276081488,0.00744445045342268,julia polastri,0,0.6830847014142736,0.0,0.0,-0.04294269584600041,-0.027521349032353815,julia polastri,0,0.6800199783283383,0.0,0.0,-0.025862374612838135,-0.023505379006411586
7,2026-04-25,jackson mcvey,sedriques dumas,-150.0,130.0,-195.0,-185.0,140.0,165.0,jackson mcvey,1,0.6572573838967257,0.11494985960834044,91.95988768667235,0.05725738389672563,0.12547419129313603,jackson mcvey,1,0.6769951456981645,0.04713280287600326,37.70624230080261,0.01597819654562216,0.07944642760529674,jackson mcvey,1,0.6858390666992453,0.1046349532923064,83.70796263384513,0.036716259681701446,0.07567175704810847
8,2026-04-25,mayra bueno silva,michelle montague,330.0,-400.0,300.0,340.0,-440.0,-390.0,michelle montague,0,,,,,,michelle montague,0,,,,,,michelle montague,0,,,,,
9,2026-04-25,jafel filho,cody durden,-400.0,330.0,-1115.0,-549.0,400.0,700.0,jafel filho,1,0.8090680185327922,0.04533732532432086,36.269860259456685,0.009068018532792155,0.026111861639743716,jafel filho,1,0.8520648265899119,0.0,0.0,-0.06563064666111684,-0.041779773812096396,jafel filho,1,0.8393721174822957,0.0,0.0,-0.006544677587041803,-0.01911797543226665
10,2026-04-25,francis marshall,lucas brennan,-400.0,330.0,-560.0,-500.0,350.0,400.0,lucas brennan,0,,,,,,lucas brennan,0,,,,,,lucas brennan,0,,,,,
11,2026-04-25,max griffin,victor valenzuela,-110.0,-110.0,110.0,120.0,-150.0,-130.0,victor valenzuela,0,,,,,,victor valenzuela,0,,,,,,victor valenzuela,0,,,,,
12,2026-04-25,aljamain sterling,youssef zalal,-155.0,135.0,108.0,115.0,-138.0,-134.0,youssef zalal,0,0.5316475149115348,0.08557268607673209,68.45814886138567,0.10611560001791781,0.3050027778833764,youssef zalal,0,0.6101451106163632,0.07214095986342484,57.71276789073987,0.030313177843254047,0.10726751256617711,youssef zalal,0,0.6127654153899545,0.09386534257694598,75.09227406155678,0.040115842740381824,0.10459936033093392
