date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2
2026-05-02,cam rowston,robert bryczek,-300.0,250.0,-178.0,-160.0,130.0,150.0,cam rowston,1,0.7493009879819427,0.04926477638144436,0.0,0.012990610276446213,-0.0009320160240764985,cam rowston,1,0.6538349022856783,0.11968179330195604,95.74543464156483,0.04706540430727957,0.021157881097857156,cam rowston,1,0.6569915039742674,0.1239505860353761,99.16046882830088,0.0485350092832717,0.06761119395818455
2026-05-02,beneil dariush,quillan salkilld,285.0,-350.0,333.0,380.0,-505.0,-440.0,quillan salkilld,0,0.800205742660762,0.15339766948311928,122.71813558649542,0.036203754760591456,0.02883595484955112,quillan salkilld,0,0.80592699396031,0.0,0.0,-0.007249275103132891,-0.03448350228517322,quillan salkilld,0,0.8065802048542525,0.0,0.0,-0.0002403031214934792,-0.010106112224326419
2026-05-02,tim elliott,steve erceg,210.0,-250.0,165.0,210.0,-275.0,-190.0,steve erceg,0,0.6612776445781836,0.0,0.0,-0.038152250544505106,-0.07421129759054301,steve erceg,0,0.6381298361510954,0.0,0.0,-0.051196804502969595,-0.1298229507030516,steve erceg,0,0.6190534196348032,0.0,0.0,-0.045652803297513644,-0.05512899108372149
2026-05-02,marwan rahiki,ollie schmid,-900.0,600.0,-770.0,-700.0,490.0,525.0,ollie schmid,0,,,,,,ollie schmid,0,,,,,,ollie schmid,0,,,,,
2026-05-02,shamil gaziev,brando pericic,-155.0,135.0,110.0,116.0,-142.0,-130.0,shamil gaziev,1,0.6009996677985436,0.020598183392368026,0.0,0.008391532338349661,-0.011258611041105704,shamil gaziev,1,0.5170865503656419,0.12483281935506008,99.86625548404805,0.07413520568607257,0.08588175576784796,shamil gaziev,1,0.5285760840868569,0.1262596069109651,101.00768552877209,0.08038048116924917,0.14172434162761094
2026-05-02,tai tuivasa,louie sutherland,-150.0,130.0,-225.0,-210.0,175.0,185.0,louie sutherland,0,0.511330759147975,0.07839868804201788,62.71895043361431,0.0953133941842852,0.1760607460403424,tai tuivasa,1,0.5884862100961963,0.0,0.0,-0.08053832760228274,-0.14996436319438317,tai tuivasa,1,0.5870617818060905,0.0,0.0,-0.0784293399875674,-0.13338498876243782
2026-05-02,jacob malkoun,gerald meerschaert,-600.0,450.0,-1150.0,-1000.0,600.0,730.0,jacob malkoun,1,0.9027381569622965,0.23750787533204493,190.00630026563593,0.05782992528913977,0.0531945164560127,jacob malkoun,1,0.9018264077986218,0.0,0.0,-0.0025030577554168154,-0.01975390456671551,jacob malkoun,1,0.9047758625370058,0.03754709161033854,0.0,0.0037148720541774205,-0.004746551209293529
2026-05-02,junior tafa,kevin christian,-400.0,330.0,-225.0,-205.0,165.0,184.0,junior tafa,1,0.6747095554927556,0.0,0.0,-0.11376979922388142,-0.15661305563405553,junior tafa,1,0.592511865640053,0.0,0.0,-0.07070706510223435,-0.14414952740881237,junior tafa,1,0.5962876129544257,0.0,0.0,-0.06556757344896214,-0.11284038072634228
2026-05-02,colby thicknesse,vince morales,-110.0,-110.0,-143.0,-135.0,110.0,120.0,colby thicknesse,1,0.6899979118252126,0.1167540879062647,93.40327032501176,0.18999791182521264,0.3172687407572242,colby thicknesse,1,0.6638365948670804,0.16777259415529547,134.21807532423637,0.10585619077185138,0.12805798987902456,colby thicknesse,1,0.668291807800093,0.16901631355908778,135.2130508472702,0.1075107327319137,0.1633227765409026
2026-05-02,ben johnston,wes schultz,,,,,,,wes schultz,0,,,,,,wes schultz,0,,,,,,wes schultz,0,,,,,
2026-05-02,jonathan micallef,themba gorimbo,-150.0,130.0,-250.0,-235.0,195.0,205.0,jonathan micallef,1,0.6186895860909933,0.08342159638824623,66.73727711059698,0.034706951054683244,0.03114931015165545,jonathan micallef,1,0.6766750744915208,0.0,0.0,-0.016092588630692517,-0.052654895711870986,jonathan micallef,1,0.6739722676646526,0.0,0.0,-0.015502799216049024,-0.039231022690814465
2026-05-02,dom mar fan,kody steele,175.0,-205.0,155.0,172.0,-205.0,-180.0,kody steele,0,,,,,,kody steele,0,,,,,,kody steele,0,,,,,
2026-05-02,jack della maddalena,carlos prates,150.0,-175.0,-110.0,100.0,-122.0,-110.0,carlos prates,0,0.5877005740145576,0.0,0.0,-0.03255667392612471,-0.07647052654855241,carlos prates,0,0.5330694829534839,0.04051218211407548,0.0,0.01971507484366719,-0.02998831790431622,carlos prates,0,0.5334336968750502,0.04384725918021828,35.07780734417462,0.021397166711825233,0.018373421306913995
