,date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2
0,2026-04-18,julien leblanc,robert valentin,-172.0,147.0,130.0,150.0,-180.0,-156.0,robert valentin,0,,,,,,robert valentin,0,,,,,,robert valentin,0,,,,,
1,2026-04-18,kyler phillips,charles jourdain,130.0,-150.0,110.0,120.0,-148.0,-135.0,charles jourdain,0,0.5035132914601048,0.0,0.0,-0.09648670853989527,-0.13779406911851405,charles jourdain,0,0.527644630154102,0.0,0.0,-0.06912956339428511,-0.06205788464361406,charles jourdain,0,0.5264888784223309,0.0,0.0,-0.04797920668405209,-0.061150773751912246
2,2026-04-18,mandel nallo,jai herbert,-145.0,125.0,-180.0,-160.0,140.0,145.0,jai herbert,0,,,,,,jai herbert,0,,,,,,jai herbert,0,,,,,
3,2026-04-18,jasmine jasudavicius,karine silva,-250.0,210.0,-335.0,-300.0,225.0,250.0,jasmine jasudavicius,1,0.7212169905794027,0.024257986347548628,19.406389078038902,0.006931276293688393,0.031149791578314323,jasmine jasudavicius,1,0.7705346110079543,0.0018254464613903054,1.4603571691122443,0.0004196684792185934,0.03962881294420939,jasmine jasudavicius,1,0.7692910321101778,0.07715941871607476,61.72753497285981,0.019291032110177797,0.04479178265483136
4,2026-04-18,thiago moises,gauge young,-150.0,130.0,110.0,140.0,-165.0,-138.0,gauge young,0,0.5488199701070738,0.08751812806899975,70.0145024551998,0.11403736141142162,0.31922370633489083,gauge young,0,0.6259183719369654,0.008683155622848873,6.946524498279098,0.003276862503003075,0.0844954382011387,gauge young,0,0.6286902176172777,0.10958993210104724,87.6719456808378,0.04885828484416854,0.08123344197412469
5,2026-04-18,dennis buzukja,marcio barbosa,285.0,-350.0,300.0,340.0,-455.0,-370.0,marcio barbosa,0,,,,,,marcio barbosa,0,,,,,,marcio barbosa,0,,,,,
6,2026-04-18,gilbert burns,mike malott,275.0,-335.0,210.0,240.0,-305.0,-275.0,mike malott,0,0.7275605063605155,0.0,0.0,-0.04255443616822019,-0.03818076622235533,mike malott,0,0.6768906196521725,0.0,0.0,-0.07619580010091398,-0.06523773757630774,mike malott,0,0.6809767091771962,0.0,0.0,-0.052356624156137066,-0.05755291714540678
7,2026-04-18,melissa croden,daria zhelezniakova,-180.0,155.0,-150.0,-130.0,110.0,124.0,melissa croden,1,0.6308632701369147,0.0,0.0,-0.011993872720228116,0.005412164891091142,melissa croden,1,0.605379179165883,0.013447127117105197,10.757701693684158,0.00537917916588293,0.07270565977632926,melissa croden,1,0.6035327867746474,0.08812003083354553,70.49602466683642,0.038315395470299496,0.07829759567762762
8,2026-04-18,jj aldrich,jamey lyn horth,220.0,-260.0,120.0,150.0,-180.0,-150.0,jamey lyn horth,0,0.6119025016540831,0.0,0.0,-0.1103197205681391,-0.13619704626090506,jamey lyn horth,0,0.536478018426856,0.0,0.0,-0.10637912443028674,-0.10458457837346519,jamey lyn horth,0,0.540790207875117,0.0,0.0,-0.05920979212488309,-0.09868298687467214
9,2026-04-18,john castaneda,mark vologdin,130.0,-150.0,-165.0,-144.0,120.0,142.0,mark vologdin,0,,,,,,mark vologdin,0,,,,,,mark vologdin,0,,,,,
10,2026-04-18,jamie siraj,john yannis,-220.0,185.0,-265.0,-250.0,175.0,216.0,john yannis,0,,,,,,john yannis,0,,,,,,john yannis,0,,,,,
11,2026-04-18,tanner boser,gokhan saricam,-150.0,130.0,125.0,136.0,-163.0,-145.0,gokhan saricam,0,,,,,,gokhan saricam,0,,,,,,gokhan saricam,0,,,,,
