,fighter_red,fighter_blue,pred_name_open,pred_winner_open,choice_proba_open,open_red,open_blue,fstar_open,stake_open,ev_open,edge_open
0,bo nickal,kyle daukaus,bo nickal,1,0.7863100050687569,-300.0,250.0,0.112679803327385,56.3399016636925,0.0679056399002147,0.03631000506875692
1,ilia topuria,justin gaethje,ilia topuria,1,0.8800338314920529,-500.0,385.0,0.153817485512521,76.9087427562605,0.07289807879368843,0.04670049815871957
2,alex pereira,ciryl gane,ciryl gane,0,0.6216225733121695,160.0,-185.0,0.0,0.0,-0.020147109706806166,-0.027500233705374355
3,sean omalley,aiemann zahabi,aiemann zahabi,0,,,,0.0,0.0,,
4,mauricio ruffy,michael chandler,mauricio ruffy,1,0.8657375288959279,-700.0,500.0,0.0,0.0,0.003717976912993415,-0.009262471104072079
5,diego lopes,steve garcia,diego lopes,1,0.6141509555572607,-225.0,190.0,0.0,0.0,-0.09271587862788533,-0.07815673675043155
