date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2,pred_name_close1_stack,pred_winner_close1_stack,choice_proba_close1_stack,fstar_close1_stack,stake_close1_stack,edge_close1_stack,ev_close1_stack,pred_name_close2_stack,pred_winner_close2_stack,choice_proba_close2_stack,fstar_close2_stack,stake_close2_stack,edge_close2_stack,ev_close2_stack
2026-06-06,iwo baraniewski,junior tafa,220.0,-260.0,-420.0,-385.0,290.0,320.0,junior tafa,0,0.6455108086606889,0.0,0.0,-0.06287123495860569,-0.10621580339289233,iwo baraniewski,1,0.7067436576056159,0.0,0.0,-0.07868356033890789,-0.12498404296447557,iwo baraniewski,1,0.6981667957078022,0.0,0.0,-0.08423350454164868,-0.1204911794330284,iwo baraniewski,1.0,0.7892137765884399,0.017646966253796446,0.0,0.0037865586439161936,-0.022878181366693368,iwo baraniewski,1.0,0.7892137765884399,0.03131197490989142,0.0,0.0068134763389890995,-0.005795632089887287
2026-06-06,brendan allen,edmen shahbazyan,-350.0,285.0,-195.0,-180.0,150.0,155.0,brendan allen,1,0.7245509782032579,0.0,0.0,-0.03945100969691273,-0.0684344565958114,brendan allen,1,0.6405227207846885,0.016295192259040782,0.0,0.005954785756331238,-0.031004089069317398,brendan allen,1,0.6398748278953906,0.03330584073647246,0.0,0.012407514323298119,-0.004639156607170125,brendan allen,1.0,0.8416783213615417,0.25131065732451946,276.4417230569714,0.20711038633318446,0.2733082297520759,brendan allen,1.0,0.8416783213615417,0.24918150790869467,274.09965869956415,0.21421100778944924,0.3092773887846205
2026-06-06,marcus mcghee,john yannis,-450.0,350.0,-500.0,-410.0,310.0,360.0,marcus mcghee,1,0.7279831455875645,0.0,0.0,-0.07639763465184557,-0.11024282205964334,marcus mcghee,1,0.7580687165167359,0.0,0.0,-0.04990713566068672,-0.09031754017991694,marcus mcghee,1,0.7540250880737887,0.0,0.0,-0.04238844399895059,-0.062066353859433626,marcus mcghee,1.0,0.8666953444480896,0.26237958749944273,288.61754624938703,0.05871949227066697,0.04003441333770749,marcus mcghee,1.0,0.8666953444480896,0.2595881198999466,285.5469318899413,0.07028181237535036,0.07808445285006266
2026-06-06,bryce mitchell,santiago luna,-250.0,210.0,-126.0,-120.0,100.0,108.0,bryce mitchell,1,0.7052330821549188,0.019307266218637462,0.0,0.005803187032230039,-0.012673684983113831,bryce mitchell,1,0.6076581028400816,0.13278213423587631,146.06034765946396,0.07807372214460206,0.08992643842744785,bryce mitchell,1,0.6228838472425494,0.13443511881889567,147.87863070078524,0.09014466736305571,0.14195371994467398,bryce mitchell,1.0,0.75823575258255,0.18764313004348382,206.4074430478322,0.22865137188707052,0.36001015939409764,bryce mitchell,1.0,0.75823575258255,0.18857161001965642,207.42877102162205,0.22549657270305634,0.39009887973467516
2026-06-06,matt schnell,alessandro costa,400.0,-550.0,350.0,370.0,-500.0,-450.0,alessandro costa,0,0.7907539301114155,0.0,0.0,-0.04057068867115987,-0.06547262805014528,alessandro costa,0,0.775683522404422,0.0,0.0,-0.03932903651665076,-0.0691797731146937,alessandro costa,0,0.7761226305655439,0.0,0.0,-0.031462152783967134,-0.05140567375322408,alessandro costa,0.0,0.8230811357498169,0.04361688978281309,0.0,0.008068576828744178,-0.012302637100219754,alessandro costa,0.0,0.8230811357498169,0.08053108713414438,88.58419584755882,0.01549635240030589,0.005988054805331849
2026-06-06,fares ziam,tom nolan,-185.0,160.0,-335.0,-300.0,250.0,250.0,fares ziam,1,0.7067256867768308,0.1257012844148203,138.27141285630233,0.07232170688331208,0.08873957152106365,fares ziam,1,0.7666495441549507,0.06896350128612928,0.0,0.0172846762549258,-0.004499845649541673,fares ziam,1,0.7649152240055084,0.10847260559538796,119.31986615492676,0.02860484630001192,0.019886965340677798,fares ziam,1.0,0.8480566740036011,0.2361783948197371,259.7962343017108,0.0986918061035762,0.10120791997482526,fares ziam,1.0,0.8480566740036011,0.24352328008681812,267.87560809549996,0.11174629629810462,0.1307422320048014
2026-06-06,bruno silva,edgar chairez,-110.0,-110.0,-137.0,-117.0,-103.0,110.0,edgar chairez,0,0.6131178773881931,0.10149125961953362,111.64038558148698,0.11311787738819312,0.1704977659229142,edgar chairez,0,0.5159765263055953,0.09851741422223123,108.36915564445435,0.0528994908301858,0.0169246100974354,edgar chairez,0,0.5279592539058613,0.11221658253535152,123.43824078888667,0.059670455989155824,0.10871443320230878,bruno silva,1.0,0.5499158501625061,0.028057719650417652,0.0,0.012992885637915563,-0.04868571906194202,bruno silva,1.0,0.5499158501625061,0.038872458697825844,42.75970456760843,0.018204648079211627,0.01992939730994725
2026-06-06,priscila cachoeira,chelsea chandler,-110.0,-110.0,100.0,106.0,-129.0,-120.0,chelsea chandler,0,0.5134356608386565,0.026871321677313098,0.0,0.013435660838656549,-0.019804647489837457,chelsea chandler,0,0.5137796450251935,0.0,0.0,-0.018889033990888593,-0.08794156038163331,chelsea chandler,0,0.5103033445757099,0.0,0.0,-0.020142934161153203,-0.06444386827786508,priscila cachoeira,1.0,0.5769305229187012,0.1235107206654298,135.86179273197277,0.10959920193478329,0.15386104583740234,priscila cachoeira,1.0,0.5769305229187012,0.12402130843167693,136.4234392748446,0.10737680165556424,0.18847687721252449
2026-06-06,jordan leavitt,joanderson brito,330.0,-400.0,145.0,150.0,-188.0,-175.0,joanderson brito,0,0.626960050387817,0.0,0.0,-0.16151930432882,-0.21629993701522876,joanderson brito,0,0.5469468777271853,0.0,0.0,-0.07915082700803278,-0.162123931992397,joanderson brito,0,0.5404099110665674,0.0,0.0,-0.07984733687411483,-0.15078442546682264,jordan leavitt,1.0,0.5146186947822571,0.1001258064489018,110.13838709379198,0.14071639951747517,0.2608158022165299,jordan leavitt,1.0,0.5146186947822571,0.10153228057118432,111.68550862830276,0.13487594272293935,0.2865467369556427
2026-06-06,jeisla chaves,yuneisy duben,-900.0,600.0,-315.0,-250.0,210.0,250.0,yuneisy duben,0,,,,,,yuneisy duben,0,,,,,,yuneisy duben,0,,,,,,,,,,,,,,,,,,,
