date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2
2026-05-09,joel alvarez,yaroslav amosov,-200.0,170.0,140.0,160.0,-190.0,-175.0,joel alvarez,1,0.7564656097599318,0.14471888859243312,115.7751108739465,0.10564324422356153,0.13469841463989773,joel alvarez,1,0.533164958176367,0.1205671018934428,96.45368151475424,0.15686865955920476,0.2795958996232808,joel alvarez,1,0.5456425415117443,0.11984789083770461,95.8783126701637,0.1727535980951404,0.41867060793053523
2026-05-09,joshua van,tatsuro taira,130.0,-150.0,120.0,145.0,-175.0,-148.0,tatsuro taira,0,0.5838980226937525,0.0,0.0,-8.461234255763284e-05,-0.02683662884374599,tatsuro taira,0,0.6292333635532121,0.08376020769972158,0.0,0.033894500913285275,-0.011204714416380934,tatsuro taira,0,0.6272369446389074,0.08069312411674277,64.55449929339422,0.03272184018651625,0.0510456910165476
2026-05-09,alexander volkov,waldo cortes acosta,-185.0,160.0,-150.0,-135.0,110.0,124.0,alexander volkov,1,0.6263769789765375,0.0,0.0,-0.008027000916981164,-0.03504087022533403,alexander volkov,1,0.5914070770529626,0.06211190853702437,0.0,0.027059183808779252,-0.014321538245062437,alexander volkov,1,0.5919732073939726,0.06277909467784532,50.22327574227625,0.027333172769739567,0.030471879537656066
2026-05-09,sean brady,joaquin buckley,-300.0,250.0,-174.0,-156.0,125.0,146.0,sean brady,1,0.775355795015633,0.148064356220226,118.45148497618081,0.039045417310136554,0.03380772668751064,sean brady,1,0.6761721448635664,0.17227684376420932,137.82147501136745,0.07690359730069773,0.06477682581963895,sean brady,1,0.6862261089088353,0.17436474904053267,139.49179923242613,0.08404775238185458,0.12611464026065272
2026-05-09,king green,jeremy stephens,-200.0,170.0,-445.0,-400.0,300.0,345.0,king green,1,0.7767792535546288,0.1489881545625816,119.19052365006529,0.12595688801825855,0.16516888033194327,king green,1,0.8326111603194911,0.18811526832085881,150.49221465668705,0.03878723499361203,0.019714791851961122,king green,1,0.8349406154376247,0.20932224759250373,167.457798074003,0.043700823178840276,0.04367576929703082
2026-05-09,ateba gautier,ozzy diaz,-1000.0,675.0,-1600.0,-1200.0,750.0,850.0,ateba gautier,1,0.8822602617063814,0.0,0.0,-0.016587923830417628,-0.0295137121229804,ateba gautier,1,0.8766971247205592,0.0,0.0,-0.051431355810767965,-0.06850930498440588,ateba gautier,1,0.8766289887826906,0.0,0.0,-0.039155460159445266,-0.0503185954854186
2026-05-09,jim miller,jared gordon,210.0,-250.0,210.0,235.0,-295.0,-260.0,jared gordon,0,0.6574960566163903,0.0,0.0,-0.04193383850629839,-0.07950552073705358,jared gordon,0,0.6451375698757675,0.0,0.0,-0.07489237118370506,-0.13617172847142991,jared gordon,0,0.6462198089699055,0.0,0.0,-0.06774960148584219,-0.10523411065705396
2026-05-09,grant dawson,mateusz rebecki,-110.0,-110.0,-155.0,-145.0,120.0,125.0,grant dawson,1,0.6616636377120899,0.11416310353569827,91.33048282855862,0.1616636377120899,0.26317603563217173,grant dawson,1,0.6832475885024628,0.17558227711823343,140.46582169458674,0.10418331311509932,0.12405248431050325,grant dawson,1,0.6819835852489152,0.17438039788658824,139.5043183092706,0.10700665229361495,0.15231709231713264
2026-05-09,roman kopylov,marco tulio,-225.0,190.0,150.0,162.0,-194.0,-180.0,roman kopylov,1,0.6079931716192754,0.0,0.0,-0.06891821819812904,-0.12178764099438005,marco tulio,0,0.5915706865281746,0.0,0.0,-0.042316402393606345,-0.10349596990060145,marco tulio,0,0.5889737962895544,0.0,0.0,-0.043128914200051494,-0.08381853910513765
2026-05-09,pat sabatini,william gomis,-270.0,230.0,-177.0,-160.0,135.0,148.0,pat sabatini,1,0.7206237218259778,0.0134771628718232,0.0,0.003816637042519777,-0.012478603423660195,pat sabatini,1,0.6782775484656883,0.1745466708639018,139.63733669112145,0.06803502197327049,0.06148520296607729,pat sabatini,1,0.6814784164500449,0.17484187478007102,139.8734998240568,0.07448251272604134,0.107402426731323
2026-05-09,baisangur susurkaev,djorden santos,-500.0,375.0,-800.0,-670.0,490.0,550.0,djorden santos,0,,,,,,djorden santos,0,,,,,,djorden santos,0,,,,,
2026-05-09,clayton carpenter,jose ochoa,160.0,-185.0,145.0,152.0,-188.0,-170.0,jose ochoa,0,0.6486585198452159,0.03898986632169993,0.0,0.014254539951697232,-0.0007152532114240717,jose ochoa,0,0.6456772725490812,0.05236546568936615,0.0,0.019579567813863163,-0.010877369712045726,jose ochoa,0,0.6415878898306071,0.06209251186086943,49.67400948869554,0.02372958615025922,0.018992530907434912
2026-05-09,khamzat chimaev,sean strickland,-400.0,300.0,-625.0,-490.0,350.0,460.0,khamzat chimaev,1,0.8940847370591339,0.2293281220208881,183.46249761671046,0.11173260482319869,0.11760592132391742,khamzat chimaev,1,0.8892159619750286,0.31883818923458385,255.07055138766708,0.05281168458712571,0.03149051589103313,khamzat chimaev,1,0.8918177632748768,0.31931889817724873,255.45511854179898,0.06437230324206844,0.07382138843301497
