date,fighter_red,fighter_blue,open_red,open_blue,close1_red,close2_red,close1_blue,close2_blue,pred_name_open,pred_winner_open,choice_proba_open,fstar_open,stake_open,edge_open,ev_open,pred_name_close1,pred_winner_close1,choice_proba_close1,fstar_close1,stake_close1,edge_close1,ev_close1,pred_name_close2,pred_winner_close2,choice_proba_close2,fstar_close2,stake_close2,edge_close2,ev_close2
2026-09-26,rodolfo vieira,robert bryczek,-101.0,-115.0,-175.0,-158.0,128.0,145.0,rodolfo vieira,1.0,0.5625574111198081,0.1231451266720165,431.00794335205774,0.07904473245899102,0.11954494688199424,rodolfo vieira,1.0,0.6631151418372057,0.12636647939243364,442.28267787351774,0.06037584548350139,0.042038080029894564,rodolfo vieira,1.0,0.6634013652753653,0.12945018440386127,453.07564541351445,0.06030311701649327,0.08327564709521679
2026-09-26,norma dumont,ailin perez,169.0,-200.0,120.0,140.0,-165.0,-150.0,ailin perez,0.0,0.6865214427656199,0.09884789446404184,345.96763062414647,0.03629346424666613,0.029782164148429824,ailin perez,0.0,0.6363824454571007,0.09866028407106135,345.31099424871474,0.04895517557367868,0.02206877603716162,ailin perez,0.0,0.6404570392729497,0.1005071358379924,351.77497543297335,0.04808566715823814,0.06742839878824947
2026-09-26,luis hernandez,sedriques dumas,-400.0,300.0,-250.0,-235.0,188.0,205.0,,,,,,,,,,,,,,,,,,,,,
2026-09-26,mahammadali osmanli,ilimbek akylbek,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-26,melissa amaya,tina black,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-26,brady hiestand,rinya nakamura,387.0,-500.0,285.0,309.0,-400.0,-370.0,rinya nakamura,0.0,0.5749969838755207,0.0,0.0,-0.24551985670885035,-0.3100036193493752,rinya nakamura,0.0,0.5383765262049724,0.0,0.0,-0.24055692454772615,-0.32702934224378444,rinya nakamura,0.0,0.5355561940406834,0.0,0.0,-0.24019999863438068,-0.3196988886510238
2026-09-26,raul rosas jr,raoni barcelos,-205.0,173.0,-163.0,-150.0,125.0,130.0,raul rosas jr,1.0,0.8235582411060965,0.2045081038102588,715.7783633359057,0.16776605166024394,0.2252939684749241,raul rosas jr,1.0,0.7871148553931329,0.21527485497019558,753.4619923956844,0.19659177353542323,0.27000740471407325,raul rosas jr,1.0,0.7831758934498841,0.21743497403397213,761.0224091189025,0.19919325841357405,0.30529315574980675
2026-09-26,rodolfo bellato,christian edwards,-250.0,208.0,-180.0,-171.0,140.0,150.0,rodolfo bellato,1.0,0.6249544667159129,0.0,0.0,-0.0736269908798346,-0.12506374659772196,rodolfo bellato,1.0,0.5541837079112925,0.0,0.0,-0.06231712235424014,-0.13793645436021174,rodolfo bellato,1.0,0.5548063936687765,0.0,0.0,-0.06240047684100958,-0.12074542289919049
2026-09-26,elves brener,josiah harrell,-110.0,-110.0,100.0,110.0,-137.0,-120.0,josiah harrell,0.0,0.5125714658923325,0.0,0.0,0.01257146589233249,-0.021454474205547025,josiah harrell,0.0,0.5486652303325119,0.0,0.0,0.008055814148797302,-0.05084920008171295,josiah harrell,0.0,0.5436829962802462,0.0,0.0,0.008703706812320466,-0.003247840152881931
2026-09-26,montel jackson,ricky simon,-250.0,208.0,-230.0,-220.0,175.0,190.0,montel jackson,1.0,0.7556909706436532,0.1804939119204763,631.7286917216671,0.05710951304790568,0.05796735890111443,montel jackson,1.0,0.737661292145929,0.166703856712314,583.463498493099,0.06578729456228982,0.05838359307894159,montel jackson,1.0,0.7391469135148451,0.1702046783393989,595.7163741878961,0.06511867298160157,0.07512278329432015
2026-09-26,john castaneda,alatengheili,-200.0,169.0,-400.0,-335.0,260.0,319.0,john castaneda,1.0,0.7567193998589449,0.1818507941590504,636.4777795566763,0.10649142133999112,0.1350790997884173,john castaneda,1.0,0.8280186137579798,0.20264581492050227,709.2603522217579,0.055423367541936885,0.035023267197474756,john castaneda,1.0,0.8250748504689185,0.21279099008095967,744.7684652833589,0.05823098809927374,0.07136585060889414
2026-09-26,vanessa demopoulos,yazmin jauregui,-850.0,596.0,575.0,660.0,-1000.0,-900.0,vanessa demopoulos,1.0,0.7000991103203806,0.0,0.0,-0.18378110558392846,-0.21753628846545692,yazmin jauregui,0.0,0.8731901574280478,0.0,0.0,-0.020828659039114905,-0.0394908268291473,yazmin jauregui,0.0,0.8720593212987255,0.0,0.0,-0.01910978798423879,-0.031045198556971576
