date,fighter_red,fighter_blue,pred_winner_close,winner_close,close1_red,close1_blue,pred_winner_open,winner_open,open_red,open_blue,choice_fighter,close_american,same_choice_open_american,open_pick_american,close_decimal,same_choice_open_decimal,open_pick_decimal,close_win,open_win,odds_type,bin_low,close2_red,close2_blue
2024-05-18,themba gorimbo,ramiz brahimaj,1,1.0,-145.0,102.0,1,1.0,-250.0,205.0,themba gorimbo,-145.0,-250.0,-250.0,1.6896551724137931,1.4,1.4,True,True,close1,-150,,
2024-05-18,vanessa demopoulos,emily ducote,0,1.0,290.0,-420.0,0,1.0,240.0,-298.0,emily ducote,-420.0,-298.0,-298.0,1.2380952380952381,1.3355704697986577,1.3355704697986577,False,False,close1,-450,,
2024-05-18,victor martinez,tom nolan,0,0.0,350.0,-600.0,0,0.0,330.0,-425.0,tom nolan,-600.0,-425.0,-425.0,1.1666666666666667,1.2352941176470589,1.2352941176470589,True,True,close1,-600,,
2024-06-01,ailin perez,joselyne edwards,1,1.0,-235.0,170.0,1,1.0,-250.0,175.0,ailin perez,-235.0,-250.0,-250.0,1.425531914893617,1.4,1.4,True,True,close1,-250,,
2024-06-01,grant dawson,joe solecki,1,1.0,-600.0,350.0,1,1.0,-250.0,205.0,grant dawson,-600.0,-250.0,-250.0,1.1666666666666667,1.4,1.4,True,True,close1,-600,,
2024-06-01,islam makhachev,dustin poirier,1,1.0,-500.0,300.0,1,1.0,-400.0,280.0,islam makhachev,-500.0,-400.0,-400.0,1.2,1.25,1.25,True,True,close1,-500,,
2024-06-01,jailton almeida,alexandr romanov,1,1.0,-455.0,250.0,1,1.0,-285.0,230.0,jailton almeida,-455.0,-285.0,-285.0,1.2197802197802199,1.3508771929824561,1.3508771929824561,True,True,close1,-500,,
2024-06-01,kevin holland,michal oleksiejczuk,1,1.0,-330.0,210.0,1,1.0,-200.0,165.0,kevin holland,-330.0,-200.0,-200.0,1.303030303030303,1.5,1.5,True,True,close1,-350,,
2024-06-01,mickey gall,bassil hafez,0,0.0,275.0,-450.0,0,0.0,200.0,-275.0,bassil hafez,-450.0,-275.0,-275.0,1.2222222222222223,1.3636363636363638,1.3636363636363638,True,True,close1,-450,,
2024-06-01,niko price,alex morono,0,1.0,210.0,-300.0,0,1.0,225.0,-278.0,alex morono,-300.0,-278.0,-278.0,1.3333333333333333,1.3597122302158273,1.3597122302158273,False,False,close1,-300,,
2024-06-01,phil rowe,jake matthews,0,0.0,130.0,-175.0,0,0.0,136.0,-162.0,jake matthews,-175.0,-162.0,-162.0,1.5714285714285714,1.617283950617284,1.617283950617284,True,True,close1,-200,,
2024-06-01,randy brown,elizeu zaleski dos santos,1,1.0,-195.0,148.0,1,1.0,-163.0,120.0,randy brown,-195.0,-163.0,-163.0,1.5128205128205128,1.6134969325153374,1.6134969325153374,True,True,close1,-200,,
2024-06-01,sean strickland,paulo costa,1,1.0,-250.0,150.0,1,1.0,-185.0,154.0,sean strickland,-250.0,-185.0,-185.0,1.4,1.5405405405405406,1.5405405405405406,True,True,close1,-250,,
2024-06-08,andrea lee,montana de la rosa,1,0.0,-175.0,120.0,1,0.0,-138.0,105.0,andrea lee,-175.0,-138.0,-138.0,1.5714285714285714,1.7246376811594204,1.7246376811594204,False,False,close1,-200,,
2024-06-08,brad katona,jesse butler,1,1.0,-750.0,450.0,1,1.0,-549.0,350.0,brad katona,-750.0,-549.0,-549.0,1.1333333333333333,1.1821493624772312,1.1821493624772312,True,True,close1,-750,,
2024-06-08,brunno ferreira,dustin stoltzfus,1,1.0,-300.0,210.0,1,1.0,-225.0,163.0,brunno ferreira,-300.0,-225.0,-225.0,1.3333333333333333,1.4444444444444444,1.4444444444444444,True,True,close1,-300,,
2024-06-08,charles radtke,carlos prates,0,0.0,175.0,-250.0,0,0.0,140.0,-188.0,carlos prates,-250.0,-188.0,-188.0,1.4,1.5319148936170213,1.5319148936170213,True,True,close1,-250,,
2024-06-08,cody stamann,taylor lapilus,0,0.0,210.0,-290.0,0,0.0,150.0,-200.0,taylor lapilus,-290.0,-200.0,-200.0,1.3448275862068966,1.5,1.5,True,True,close1,-300,,
2024-06-08,dominick reyes,dustin jacoby,0,1.0,175.0,-250.0,0,1.0,175.0,-225.0,dustin jacoby,-250.0,-225.0,-225.0,1.4,1.4444444444444444,1.4444444444444444,False,False,close1,-250,,
2024-06-08,eduarda moura,denise gomes,1,0.0,-218.0,163.0,1,0.0,-163.0,120.0,eduarda moura,-218.0,-163.0,-163.0,1.4587155963302751,1.6134969325153374,1.6134969325153374,False,False,close1,-250,,
2024-06-08,jared cannonier,nassourdine imavov,0,0.0,100.0,-130.0,0,0.0,100.0,-125.0,nassourdine imavov,-130.0,-125.0,-125.0,1.7692307692307692,1.8,1.8,True,True,close1,-150,,
2024-06-08,john castaneda,daniel marcos,0,0.0,100.0,-145.0,0,0.0,120.0,-163.0,daniel marcos,-145.0,-163.0,-163.0,1.6896551724137931,1.6134969325153374,1.6134969325153374,True,True,close1,-150,,
2024-06-08,julian marquez,zachary reese,0,0.0,-160.0,110.0,0,0.0,-110.0,-120.0,zachary reese,110.0,-120.0,-120.0,2.1,1.8333333333333335,1.8333333333333335,True,True,close1,100,,
2024-06-08,miguel baeza,punahele soriano,1,0.0,-225.0,160.0,1,0.0,-150.0,110.0,miguel baeza,-225.0,-150.0,-150.0,1.4444444444444444,1.6666666666666665,1.6666666666666665,False,False,close1,-250,,
2024-06-08,raul rosas jr,ricky turcios,1,1.0,-320.0,200.0,1,1.0,-250.0,175.0,raul rosas jr,-320.0,-250.0,-250.0,1.3125,1.4,1.4,True,True,close1,-350,,
2024-06-08,thiago moises,ludovit klein,0,0.0,-102.0,-130.0,0,0.0,-110.0,-120.0,ludovit klein,-130.0,-120.0,-120.0,1.7692307692307692,1.8333333333333335,1.8333333333333335,True,True,close1,-150,,
2024-06-15,alex perez,tatsuro taira,0,0.0,175.0,-265.0,0,0.0,142.0,-170.0,tatsuro taira,-265.0,-170.0,-170.0,1.3773584905660377,1.5882352941176472,1.5882352941176472,True,True,close1,-300,,
2024-06-15,asu almabayev,jose johnson,1,1.0,-500.0,300.0,1,1.0,-355.0,280.0,asu almabayev,-500.0,-355.0,-355.0,1.2,1.2816901408450705,1.2816901408450705,True,True,close1,-500,,
2024-06-15,brady hiestand,garrett armfield,0,1.0,175.0,-285.0,0,1.0,160.0,-192.0,garrett armfield,-285.0,-192.0,-192.0,1.3508771929824561,1.5208333333333335,1.5208333333333335,False,False,close1,-300,,
2024-06-15,douglas silva de andrade,miles johns,0,0.0,130.0,-180.0,0,0.0,-110.0,-110.0,miles johns,-180.0,-110.0,-110.0,1.5555555555555556,1.9090909090909092,1.9090909090909092,True,True,close1,-200,,
2024-06-15,jeka saragih,westin wilson,1,0.0,-385.0,260.0,1,0.0,-350.0,240.0,jeka saragih,-385.0,-350.0,-350.0,1.2597402597402598,1.2857142857142856,1.2857142857142856,False,False,close1,-400,,
2024-06-15,jimmy flick,nate maness,0,0.0,425.0,-800.0,0,0.0,275.0,-400.0,nate maness,-800.0,-400.0,-400.0,1.125,1.25,1.25,True,True,close1,-800,,
