title_fight,event_name,event_date,event_location,fight_url,weight_class,method,round,fight_time,performance_bonus_winner,fight_otn_bonus,winner,fighter_red,fighter_blue,record_red,record_blue,dob_red,dob_blue,height_red,height_blue,reach_red,reach_blue,stance_red,stance_blue,kd_red,kd_blue,sig_str_red,sig_str_blue,sig_str_percent_red,sig_str_percent_blue,td_red,td_blue,td_pct_red,td_pct_blue,clinch_red,clinch_blue,ground_red,ground_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_red,head_blue,body_red,body_blue,leg_red,leg_blue,distance_red,distance_blue,total_strikes_red,total_strikes_blue
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/118c25bda9392140,Heavyweight,"KO/TKO, Punches",1,2:31,0,0,Gable Steveson,Gable Steveson,Elisha Ellison,4-0-0,5-3-0,"May 31, 2000","Mar 05, 1997","5' 11""","6' 0""","74""","78""",Orthodox,Orthodox,1,0,41 of 57,13 of 33,71%,39%,0 of 1,0 of 0,0%,---,12 of 16,4 of 5,1 of 1,0 of 0,0,0,0,0,0:10,0:00,25 of 39,10 of 30,12 of 14,3 of 3,4 of 4,0 of 0,28 of 40,9 of 28,41 of 57,14 of 34
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/e9f389ba3a1e33c4,Bantamweight,"KO/TKO, Punches",1,2:47,0,0,Adrian Yanez,Cody Garbrandt,Adrian Yanez,15-8-0,18-6-1,"Jul 07, 1991","Nov 29, 1993","5' 8""","5' 7""","65""","70""",Orthodox,Orthodox,0,1,13 of 32,16 of 30,40%,53%,0 of 1,0 of 0,0%,---,1 of 3,4 of 5,0 of 0,0 of 0,0,0,0,0,0:00,0:00,10 of 29,13 of 27,2 of 2,2 of 2,1 of 1,1 of 1,12 of 29,12 of 25,13 of 32,16 of 30
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/930317fde9dbc55e,Featherweight,"KO/TKO, Punches",1,3:03,0,0,Luke Riley,Luke Riley,Kai Kamaka III,14-0-0,18-8-1,"Jun 30, 1999","Jan 05, 1995","5' 9""","5' 7""","69""","69""",Orthodox,Orthodox,1,0,43 of 67,23 of 41,64%,56%,0 of 0,0 of 0,---,---,6 of 7,0 of 0,2 of 2,0 of 0,0,0,0,0,0:02,0:00,30 of 53,9 of 23,9 of 10,4 of 5,4 of 4,10 of 13,35 of 58,23 of 41,43 of 67,23 of 41
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/e84c3f1f9a33fa90,Women's Flyweight,U-DEC,3,5:00,0,0,Wang Cong,Tracy Cortez,Wang Cong,12-4-0,10-1-0,"Dec 10, 1993","May 15, 1992","5' 5""","5' 6""","65""","65""",Orthodox,Southpaw,0,0,72 of 156,137 of 215,46%,63%,1 of 9,0 of 0,11%,---,6 of 7,6 of 8,0 of 0,5 of 8,0,0,0,0,0:31,1:22,48 of 127,77 of 140,12 of 17,28 of 33,12 of 12,32 of 42,66 of 149,126 of 199,74 of 158,153 of 231
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b223b10ef19f912c,Middleweight,"KO/TKO, Punch",1,4:44,0,0,Damian Pinas,Damian Pinas,Cesar Almeida,10-1-0,7-3-0,"Mar 12, 2002","Mar 28, 1988","6' 1""","6' 1""","79""","74""",Orthodox,Orthodox,1,0,25 of 33,37 of 50,75%,74%,0 of 1,1 of 1,0%,100%,0 of 0,0 of 0,1 of 1,0 of 0,0,0,0,0,0:03,0:33,12 of 20,8 of 16,5 of 5,15 of 20,8 of 8,14 of 14,24 of 32,37 of 50,28 of 37,39 of 52
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/9e00ee7644774e18,Bantamweight,U-DEC,3,5:00,0,0,Farid Basharat,Farid Basharat,John Garza,16-0-0,6-2-0,"Aug 02, 1997","Oct 30, 2002","5' 8""","5' 7""","71""","68""",Orthodox,Orthodox,0,0,86 of 134,82 of 187,64%,43%,5 of 22,0 of 0,22%,---,5 of 7,16 of 21,13 of 20,0 of 1,0,0,0,1,4:02,0:13,65 of 109,55 of 151,6 of 9,27 of 33,15 of 16,0 of 3,68 of 107,66 of 165,95 of 145,92 of 197
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/1162a74e3604c488,Middleweight,"KO/TKO, Punch",1,1:15,0,0,Ryan Gandra,Ryan Gandra,Zach Reese,10-1-0,10-4-0 (1 NC),"May 08, 1995","Mar 24, 1994","6' 1""","6' 4""","74""","77""",Orthodox,Switch,1,0,10 of 20,5 of 10,50%,50%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,5 of 7,0 of 0,0,0,0,0,0:05,0:00,8 of 16,3 of 8,2 of 4,1 of 1,0 of 0,1 of 1,5 of 13,5 of 10,10 of 20,5 of 10
0,UFC 329: McGregor vs. Holloway 2,2026-07-11," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/1b6a3b0d27654d3e,Flyweight,"SUB, Rear Naked Choke",2,2:19,0,0,Alessandro Costa,Alessandro Costa,Cody Durden,17-5-0,18-11-1,"Jan 28, 1996","Mar 29, 1991","5' 4""","5' 7""","67""","67""",Orthodox,Southpaw,0,0,21 of 49,28 of 73,42%,38%,0 of 0,0 of 2,---,0%,0 of 1,1 of 2,2 of 3,0 of 0,2,0,0,0,1:01,0:12,15 of 36,21 of 66,4 of 7,2 of 2,2 of 6,5 of 5,19 of 45,27 of 71,25 of 53,30 of 75
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/c13dc0cccef263f7,Lightweight,"KO/TKO, Punches",2,0:15,1,0,Rafael Fiziev,Rafael Fiziev,Manuel Torres,14-5-0,17-4-0,"Mar 05, 1993","Mar 25, 1995","5' 8""","5' 10""","71""","73""",Switch,Switch,1,0,25 of 39,22 of 52,64%,42%,2 of 2,0 of 0,100%,---,3 of 5,2 of 4,6 of 7,0 of 0,0,0,0,0,0:42,0:06,13 of 21,16 of 45,2 of 4,4 of 5,10 of 14,2 of 2,16 of 27,20 of 48,28 of 43,26 of 56
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/012c307c9d446c4d,Middleweight,U-DEC,3,5:00,0,0,Shara Magomedov,Shara Magomedov,Michel Pereira,17-1-0,32-15-0 (2 NC),"May 16, 1994","Oct 06, 1993","6' 2""","6' 1""","73""","73""",Orthodox,Orthodox,0,1,52 of 85,35 of 82,61%,42%,0 of 0,0 of 2,---,0%,5 of 6,1 of 1,3 of 4,15 of 27,0,0,1,0,0:53,4:04,16 of 39,21 of 55,18 of 24,9 of 16,18 of 22,5 of 11,44 of 75,19 of 54,112 of 165,61 of 113
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/809814f03ff3140c,Lightweight,"KO/TKO, Punch",1,1:31,0,0,Matheus Camilo,Nazim Sadykhov,Matheus Camilo,11-3-1,11-3-0,"May 16, 1994","Jan 02, 2001","5' 10""","5' 10""","69""","69""",Southpaw,Orthodox,0,1,0 of 16,4 of 10,0%,40%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,0 of 0,2 of 4,0,0,0,0,0:00,0:03,0 of 10,3 of 8,0 of 1,0 of 0,0 of 5,1 of 2,0 of 16,2 of 6,0 of 16,4 of 10
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/81cde317c156723b,Flyweight,"SUB, Suloev Stretch",3,3:33,1,0,Asu Almabayev,Asu Almabayev,Charles Johnson,24-3-0,19-9-0,"Jan 25, 1994","Jan 10, 1991","5' 4""","5' 9""","65""","70""",Orthodox,Switch,0,0,28 of 51,21 of 45,54%,46%,6 of 9,0 of 0,66%,---,1 of 1,3 of 4,9 of 13,0 of 0,1,1,0,0,8:48,0:00,15 of 34,5 of 19,7 of 10,8 of 14,6 of 7,8 of 12,18 of 37,18 of 41,73 of 102,32 of 57
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/d83294b031502177,Middleweight,U-DEC,3,5:00,0,0,Ikram Aliskerov,Ikram Aliskerov,Brunno Ferreira,18-2-0,15-4-0,"Dec 07, 1992","Nov 04, 1992","6' 0""","5' 10""","76""","72""",Southpaw,Orthodox,0,0,47 of 98,19 of 55,47%,34%,5 of 6,0 of 1,83%,0%,0 of 1,0 of 0,11 of 13,0 of 0,1,0,0,0,8:53,0:07,32 of 80,13 of 48,9 of 12,3 of 4,6 of 6,3 of 3,36 of 84,19 of 55,114 of 179,23 of 61
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/35985895d4ef321e,Middleweight,"SUB, Guillotine Choke",1,3:25,0,0,Abus Magomedov,Abus Magomedov,Michal Oleksiejczuk,29-7-1,22-10-0 (1 NC),"Sep 02, 1990","Feb 22, 1995","6' 2""","6' 0""","78""","74""",Orthodox,Southpaw,1,0,10 of 27,5 of 19,37%,26%,0 of 0,0 of 0,---,---,1 of 1,0 of 0,0 of 1,0 of 0,1,0,0,0,0:36,0:03,5 of 20,1 of 12,4 of 5,2 of 4,1 of 2,2 of 3,9 of 25,5 of 19,10 of 27,5 of 19
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/6a35ff33b8597904,Welterweight,U-DEC,3,5:00,0,0,Farman Hasanov,Farman Hasanov,Eric Nolan,6-0-0,8-5-0,"Aug 01, 1995","Sep 13, 1997","5' 11""","6' 2""","74""","74""",Orthodox,Orthodox,0,0,21 of 41,15 of 51,51%,29%,17 of 27,0 of 0,62%,---,0 of 0,0 of 0,2 of 4,0 of 0,0,0,0,0,11:12,0:03,20 of 39,14 of 50,1 of 2,1 of 1,0 of 0,0 of 0,19 of 37,15 of 51,53 of 87,29 of 67
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/48b1ee7ab45add4c,Light Heavyweight,"KO/TKO, Punch",1,0:08,1,0,Abdul Rakhman Yakhyaev,Abdul Rakhman Yakhyaev,Julius Walker,10-0-0,7-3-0,"Jan 03, 2001","Jul 16, 1999","6' 2""","6' 4""","78""","78""",Orthodox,Orthodox,1,0,6 of 8,0 of 1,75%,0%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,5 of 7,0 of 0,0,0,0,0,0:03,0:00,6 of 8,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,6 of 8,0 of 1
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/5e7f4ba1210f433d,Middleweight,"SUB, Rear Naked Choke",1,3:58,0,0,Nursulton Ruziboev,Nursulton Ruziboev,Andrey Pulyaev,37-9-2 (2 NC),10-5-0,"Nov 19, 1993","Sep 10, 1997","6' 5""","6' 4""","76""","78""",Orthodox,Southpaw,0,0,1 of 3,2 of 6,33%,33%,2 of 2,0 of 0,100%,---,0 of 0,0 of 0,0 of 0,0 of 0,1,0,0,0,2:28,0:00,0 of 1,0 of 4,1 of 2,2 of 2,0 of 0,0 of 0,1 of 3,2 of 6,13 of 18,15 of 23
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/1a7119f3996b5635,Featherweight,"SUB, Arm Triangle",1,4:16,0,0,Kaan Ofli,Kaan Ofli,Javier Reyes,15-4-1,23-6-0,"Jun 19, 1993","Oct 13, 1993","5' 7""","5' 7""","66""","73""",Orthodox,Orthodox,1,0,17 of 26,7 of 35,65%,20%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,4 of 5,0 of 0,1,0,0,0,0:32,0:00,9 of 17,3 of 29,4 of 5,2 of 4,4 of 4,2 of 2,13 of 21,7 of 35,42 of 53,7 of 35
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/0e60ab32f3d03929,Welterweight,"KO/TKO, Punches",2,1:35,1,0,Daniil Donchenko,Daniil Donchenko,Theodor Berggren,15-2-0,8-4-0,"Aug 04, 2001","Apr 09, 2000","5' 11""","5' 11""","71""","75""",Orthodox,Switch,2,0,71 of 107,23 of 64,66%,35%,0 of 0,0 of 0,---,---,10 of 13,3 of 4,0 of 1,0 of 0,0,0,0,0,0:27,0:17,16 of 44,15 of 50,26 of 32,7 of 13,29 of 31,1 of 1,61 of 93,20 of 60,73 of 109,29 of 71
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/ae0a91c8f92f4758,Bantamweight,U-DEC,3,5:00,0,0,Jean Matsumoto,Bekzat Almakhan,Jean Matsumoto,12-4-0,18-2-0,"Oct 08, 1997","Sep 09, 1999","5' 7""","5' 6""","68""","68""",Orthodox,Orthodox,1,0,69 of 159,79 of 229,43%,34%,0 of 0,2 of 10,---,20%,4 of 4,6 of 14,0 of 0,3 of 4,0,0,0,0,0:02,1:38,59 of 148,44 of 176,9 of 10,11 of 21,1 of 1,24 of 32,65 of 155,70 of 211,70 of 160,89 of 241
0,UFC Fight Night: Fiziev vs. Torres,2026-06-27," Baku, Azerbaijan",http://ufcstats.com/fight-details/f1cb2e7ef096ec7c,Welterweight,"KO/TKO, Punches",3,4:28,0,0,Tahir Abdullayev,Tahir Abdullayev,Jefferson Nascimento,20-3-0,13-1-0,"Feb 02, 1997","Nov 19, 1998","5' 8""","5' 8""","73""","70""",Orthodox,Orthodox,0,0,37 of 87,35 of 72,42%,48%,2 of 6,0 of 1,33%,0%,4 of 6,2 of 2,19 of 26,0 of 0,0,0,0,0,3:12,0:33,26 of 74,11 of 38,8 of 10,19 of 26,3 of 3,5 of 8,14 of 55,33 of 70,60 of 111,54 of 100
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/33afdd7ad43a2756,Flyweight,"KO/TKO, Punches",3,2:42,1,0,Manel Kape,Manel Kape,Kyoji Horiguchi,23-7-0,36-6-0 (1 NC),"Nov 14, 1993","Oct 12, 1990","5' 5""","5' 4""","68""","63""",Southpaw,Orthodox,1,0,19 of 56,27 of 53,33%,50%,0 of 0,2 of 5,---,40%,0 of 1,0 of 1,6 of 9,7 of 10,0,0,0,0,0:10,4:00,11 of 47,21 of 43,2 of 3,4 of 5,6 of 6,2 of 5,13 of 46,20 of 42,47 of 88,53 of 89
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/afc021700481ac4e,Light Heavyweight,"KO/TKO, Punches",2,3:23,0,0,Navajo Stirling,Ion Cutelaba,Navajo Stirling,20-12-1 (1 NC),11-0-0,"Dec 14, 1993","Nov 07, 1997","6' 1""","6' 4""","75""","79""",Southpaw,Orthodox,0,0,19 of 48,52 of 70,39%,74%,5 of 7,0 of 1,71%,0%,2 of 4,1 of 2,3 of 3,20 of 24,1,0,2,2,3:01,1:53,10 of 36,38 of 54,3 of 4,11 of 12,6 of 8,3 of 4,14 of 41,31 of 44,58 of 88,59 of 77
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/aaec28fa3c0c576d,Featherweight,"SUB, Guillotine Choke",1,3:43,0,0,Christian Rodriguez,Hyder Amil,Christian Rodriguez,11-3-0,13-4-0,"May 28, 1990","Dec 17, 1997","5' 9""","5' 7""","70""","71""",Switch,Orthodox,0,1,23 of 48,20 of 38,47%,52%,0 of 1,1 of 3,0%,33%,4 of 6,0 of 0,0 of 0,2 of 4,0,1,0,0,0:00,0:23,11 of 30,17 of 35,7 of 8,3 of 3,5 of 10,0 of 0,19 of 42,18 of 34,23 of 48,23 of 43
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/e4849375d1949c74,Featherweight,"SUB, Twister",1,1:17,1,0,Murtazali Magomedov,Melsik Baghdasaryan,Murtazali Magomedov,8-4-0,11-0-0,"Jan 28, 1992","Aug 26, 1999","5' 9""","5' 9""","70""","70""",Southpaw,Orthodox,0,0,3 of 13,5 of 7,23%,71%,0 of 0,1 of 2,---,50%,0 of 0,0 of 0,0 of 0,0 of 2,0,1,0,0,0:00,0:27,0 of 9,3 of 5,3 of 3,0 of 0,0 of 1,2 of 2,3 of 13,5 of 5,3 of 13,7 of 9
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/571a3eabff5c7ba7,Featherweight,"KO/TKO, Elbows",2,4:56,0,1,Vinicius Oliveira,Vinicius Oliveira,Andre Fili,24-4-0,25-14-0 (1 NC),"Nov 30, 1995","Jun 25, 1990","5' 9""","5' 11""","70""","74""",Switch,Orthodox,1,0,105 of 152,40 of 113,69%,35%,0 of 1,0 of 1,0%,0%,10 of 12,2 of 3,6 of 6,0 of 0,0,0,0,0,0:17,0:00,47 of 90,31 of 104,28 of 31,9 of 9,30 of 31,0 of 0,89 of 134,38 of 110,105 of 152,40 of 113
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/17d31249c9ab18af,Flyweight,U-DEC,3,5:00,0,0,Kevin Borjas,Andre Lima,Kevin Borjas,11-1-0,11-5-0,"Feb 04, 1999","Dec 06, 1997","5' 7""","5' 5""","67""","68""",Orthodox,Orthodox,0,0,51 of 114,51 of 136,44%,37%,0 of 2,0 of 1,0%,0%,2 of 2,3 of 3,0 of 0,0 of 0,0,0,0,0,1:41,0:08,16 of 52,32 of 106,13 of 31,16 of 24,22 of 31,3 of 6,49 of 112,48 of 133,58 of 121,52 of 137
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/c0980a613f24accd,Women's Bantamweight,"SUB, Armbar",1,3:16,0,0,Bia Mesquita,Bia Mesquita,Melissa Mullins,8-0-0,7-3-0,"Apr 07, 1991","Jul 23, 1991","5' 4""","5' 7""","67""","68""",Orthodox,Orthodox,0,0,3 of 10,10 of 25,30%,40%,0 of 0,1 of 1,---,100%,0 of 0,2 of 2,0 of 0,0 of 1,1,0,0,0,0:12,1:27,2 of 7,8 of 23,1 of 2,2 of 2,0 of 1,0 of 0,3 of 10,8 of 22,28 of 37,13 of 28
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/3b4803afa824fea3,Flyweight,S-DEC,3,5:00,0,0,Mitch Raposo,Allan Nascimento,Mitch Raposo,22-7-0,11-3-0,"Sep 11, 1991","Oct 16, 1998","5' 8""","5' 5""","69""","64""",Orthodox,Switch,1,0,58 of 142,38 of 89,40%,42%,0 of 4,0 of 1,0%,0%,10 of 11,1 of 1,7 of 8,0 of 0,0,0,0,0,4:21,0:47,28 of 96,29 of 80,21 of 31,9 of 9,9 of 15,0 of 0,41 of 123,37 of 88,98 of 195,54 of 108
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/8b809ba1880aded0,Featherweight,U-DEC,3,5:00,0,0,Gaston Bolanos,Gaston Bolanos,Michael Aswell Jr.,9-5-0,11-5-0,"Sep 14, 1992","Sep 27, 2000","5' 7""","5' 8""","69""","69""",Orthodox,Orthodox,0,0,87 of 193,105 of 252,45%,41%,1 of 2,0 of 3,50%,0%,1 of 3,9 of 11,0 of 0,1 of 4,0,0,0,0,0:22,1:06,35 of 120,86 of 226,34 of 49,18 of 24,18 of 24,1 of 2,86 of 190,95 of 237,94 of 202,115 of 267
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/6658fe4531c86674,Welterweight,"KO/TKO, Punch",1,0:23,0,0,Levan Chokheli,Leon Shahbazyan,Levan Chokheli,12-5-0,15-3-0 (1 NC),"Nov 18, 1995","Oct 02, 1996","6' 4""","5' 11""","74""","72""",Orthodox,Orthodox,0,1,0 of 1,6 of 11,0%,54%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,0 of 0,0 of 3,0,0,0,0,0:00,0:01,0 of 0,3 of 8,0 of 1,1 of 1,0 of 0,2 of 2,0 of 1,6 of 8,0 of 1,6 of 11
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b23a1a5d35eb438a,Women's Bantamweight,U-DEC,3,5:00,0,0,Luana Santos,Karol Rosa,Luana Santos,19-8-0,11-2-0,"Dec 30, 1994","Apr 16, 2000","5' 5""","5' 6""","67""","67""",Orthodox,Orthodox,0,0,7 of 26,9 of 11,26%,81%,0 of 0,2 of 10,---,20%,0 of 1,1 of 1,1 of 1,2 of 2,0,0,0,0,0:00,12:21,4 of 20,6 of 8,1 of 3,3 of 3,2 of 3,0 of 0,6 of 24,6 of 8,126 of 147,110 of 120
0,UFC Fight Night: Kape vs. Horiguchi,2026-06-20," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/9efa4de316b8bf43,Featherweight,U-DEC,3,5:00,0,0,Shane Collins,Shane Collins,Otari Tanzilovi,8-0-0,10-2-0,"Mar 08, 2000","Apr 09, 1998","5' 9""","5' 9""","71""","70""",Orthodox,Orthodox,0,0,76 of 138,58 of 89,55%,65%,0 of 6,5 of 9,0%,55%,10 of 13,17 of 19,0 of 0,0 of 0,3,0,0,0,2:34,4:14,46 of 102,38 of 66,23 of 27,15 of 17,7 of 9,5 of 6,66 of 125,41 of 70,111 of 175,74 of 105
1,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/7208e40818401e88,Lightweight,KO/TKO,4,5:00,1,1,Justin Gaethje,Ilia Topuria,Justin Gaethje,17-1-0,28-5-0,"Jan 21, 1997","Nov 14, 1988","5' 7""","5' 11""","69""","70""",Orthodox,Orthodox,1,0,97 of 162,91 of 192,59%,47%,1 of 3,0 of 5,33%,0%,22 of 29,15 of 21,7 of 8,3 of 4,0,0,0,0,2:32,1:32,55 of 112,79 of 175,37 of 45,8 of 12,5 of 5,4 of 5,68 of 125,73 of 167,111 of 177,119 of 228
1,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/5727d5be8c373346,Heavyweight,"KO/TKO, Punches",2,1:27,1,0,Ciryl Gane,Alex Pereira,Ciryl Gane,13-4-0,14-2-0 (1 NC),"Jul 07, 1987","Apr 12, 1990","6' 4""","6' 4""","79""","81""",Orthodox,Orthodox,0,1,12 of 33,54 of 86,36%,62%,0 of 0,0 of 2,---,0%,0 of 0,3 of 3,0 of 0,15 of 17,0,0,0,0,0:00,0:12,3 of 20,39 of 71,1 of 3,4 of 4,8 of 10,11 of 11,12 of 33,36 of 66,12 of 33,54 of 86
0,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/60de0423ae6ed097,Bantamweight,"KO/TKO, Punches",2,4:02,0,0,Sean O'Malley,Sean O'Malley,Aiemann Zahabi,20-3-0 (1 NC),14-3-0,"Oct 24, 1994","Nov 19, 1987","5' 11""","5' 8""","72""","68""",Switch,Orthodox,1,0,41 of 81,32 of 56,50%,57%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:02,0:00,32 of 66,6 of 25,7 of 13,0 of 0,2 of 2,26 of 31,41 of 81,32 of 56,41 of 81,32 of 56
0,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/30cdb851f6c63444,Heavyweight,"KO/TKO, Punches",2,4:09,0,0,Josh Hokit,Josh Hokit,Derrick Lewis,10-0-0,29-14-0 (1 NC),"Nov 12, 1997","Feb 07, 1985","6' 1""","6' 3""","73""","79""",Orthodox,Orthodox,1,0,86 of 117,7 of 40,73%,17%,2 of 3,0 of 1,66%,0%,11 of 13,3 of 6,36 of 44,0 of 0,1,0,0,0,4:04,0:00,74 of 103,5 of 37,7 of 9,2 of 2,5 of 5,0 of 1,39 of 60,4 of 34,105 of 138,8 of 41
0,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/9a9b30b3165b62e4,Lightweight,"KO/TKO, Punches",1,4:29,0,0,Mauricio Ruffy,Mauricio Ruffy,Michael Chandler,14-2-0,23-11-0,"Jun 17, 1996","Apr 24, 1986","5' 11""","5' 8""","75""","71""",Orthodox,Orthodox,2,0,19 of 40,3 of 12,47%,25%,0 of 0,0 of 3,---,0%,0 of 0,0 of 0,2 of 3,0 of 0,0,0,0,0,0:13,0:00,16 of 36,2 of 7,1 of 2,0 of 3,2 of 2,1 of 2,17 of 37,3 of 12,20 of 41,3 of 12
0,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/00e8d4b961a65d21,Middleweight,"KO/TKO, Punches",1,4:34,0,0,Bo Nickal,Bo Nickal,Kyle Daukaus,9-1-0,17-5-0 (1 NC),"Jan 14, 1996","Feb 27, 1993","6' 1""","6' 2""","76""","76""",Southpaw,Southpaw,1,0,16 of 24,2 of 7,66%,28%,1 of 1,0 of 0,100%,---,0 of 0,0 of 0,9 of 11,0 of 0,0,0,0,0,3:14,0:00,15 of 23,1 of 6,0 of 0,0 of 0,1 of 1,1 of 1,7 of 13,2 of 7,44 of 53,26 of 31
0,UFC Freedom 250,2026-06-14," Washington, DC, USA",http://ufcstats.com/fight-details/127ba4a1ccb3d4a6,Featherweight,"KO/TKO, Punches",2,2:42,0,0,Diego Lopes,Diego Lopes,Steve Garcia,28-8-0,19-6-0,"Dec 30, 1994","May 22, 1992","5' 11""","6' 0""","72""","75""",Orthodox,Southpaw,1,0,24 of 66,47 of 104,36%,45%,0 of 1,0 of 0,0%,---,0 of 0,0 of 0,7 of 8,0 of 0,0,0,0,0,0:05,0:00,21 of 57,33 of 89,2 of 8,3 of 4,1 of 1,11 of 11,17 of 58,47 of 104,24 of 66,47 of 104
0,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/5c69b019e6deee41,Welterweight,U-DEC,5,5:00,0,0,Gabriel Bonfim,Belal Muhammad,Gabriel Bonfim,24-6-0 (1 NC),20-1-0,"Jul 09, 1988","Aug 20, 1997","5' 11""","6' 1""","72""","72""",Orthodox,Orthodox,0,0,86 of 275,128 of 260,31%,49%,0 of 2,0 of 1,0%,0%,0 of 2,2 of 2,0 of 0,0 of 0,0,0,0,0,0:08,0:00,52 of 228,83 of 212,22 of 33,11 of 11,12 of 14,34 of 37,86 of 273,126 of 258,86 of 275,128 of 261
